[2026-05-11 11:02:48] #0001/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 05:12:03] #5086/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-13 05:14:33] #5088/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 05:15:08] #5089/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-13 05:15:22] #5090/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 05:15:54] #5091/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:16:22] #5092/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-13 05:16:48] #5093/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:17:15] #5094/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 05:17:38] #5095/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:17:48] #5096/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 05:18:16] #5097/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 05:18:41] #5098/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.371 | conf=0.918 | gap=0.888
[2026-05-13 05:19:08] #5099/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 05:19:20] #5100/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 05:19:49] #5101/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 05:20:15] #5102/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-13 05:20:39] #5103/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-13 05:21:27] #5104/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:24:05] #5105/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 05:25:07] #5106/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 05:25:29] #5107/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:25:51] #5108/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 05:26:19] #5109/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-13 05:26:45] #5110/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 05:27:18] #5111/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-13 05:27:43] #5112/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-13 05:28:09] #5113/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 05:28:31] #5114/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.309 | conf=0.930 | gap=0.880
[2026-05-13 05:28:56] #5115/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-13 05:29:38] #5116/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-13 05:29:56] #5117/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-13 05:30:20] #5118/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.321 | conf=0.920 | gap=0.850
[2026-05-13 05:30:43] #5119/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:30:57] #5120/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-13 05:31:28] #5121/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:32:21] #5122/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 05:33:50] #5123/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 05:34:39] #5124/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 05:35:16] #5125/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-13 05:35:44] #5126/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-13 05:36:08] #5127/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:36:32] #5128/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-13 05:36:57] #5129/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-13 05:37:16] #5130/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:37:37] #5131/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.257 | conf=0.948 | gap=0.928
[2026-05-13 05:37:48] #5132/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 05:38:35] #5133/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.611 | conf=0.750 | gap=0.510
[2026-05-13 05:39:02] #5134/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 05:39:30] #5135/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-13 05:39:59] #5136/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-13 05:40:33] #5137/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 05:41:01] #5138/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 05:41:36] #5139/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 05:42:01] #5140/06057 | true=Stand(0) | pred=Lay-stand(6) | ✗ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-13 05:42:27] #5141/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-13 05:42:47] #5142/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:42:57] #5143/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:43:18] #5144/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.193 | conf=0.959 | gap=0.929
[2026-05-13 05:43:30] #5145/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-13 05:43:50] #5146/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:44:03] #5147/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-13 05:44:33] #5148/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 05:45:09] #5149/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:46:27] #5150/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 05:47:11] #5151/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:47:41] #5152/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-13 05:48:07] #5153/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-13 05:48:34] #5154/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 05:48:53] #5155/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:49:20] #5156/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-13 05:49:31] #5157/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 05:49:45] #5158/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.816 | conf=0.650 | gap=0.350
[2026-05-13 05:50:11] #5159/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 05:50:37] #5160/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 05:51:00] #5161/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.351 | conf=0.924 | gap=0.891
[2026-05-13 05:51:15] #5162/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.879 | conf=0.550 | gap=0.150
[2026-05-13 05:51:38] #5163/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 05:52:20] #5164/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 05:52:45] #5165/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.200 | conf=0.949 | gap=0.899
[2026-05-13 05:52:57] #5166/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-13 05:53:22] #5167/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-13 05:53:48] #5168/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 05:54:02] #5169/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-13 05:54:15] #5170/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 05:54:36] #5171/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-13 05:54:57] #5172/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 05:55:20] #5173/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-13 05:55:47] #5174/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 05:56:24] #5175/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 05:56:55] #5176/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 05:57:27] #5177/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 05:57:51] #5178/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-13 05:58:15] #5179/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.401 | conf=0.907 | gap=0.856
[2026-05-13 05:58:30] #5180/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 05:59:52] #5181/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.279 | conf=0.940 | gap=0.900
[2026-05-13 06:01:16] #5182/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 06:01:45] #5183/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:02:16] #5184/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:02:48] #5185/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:03:25] #5186/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 06:03:42] #5187/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:04:07] #5188/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.161 | conf=0.970 | gap=0.950
[2026-05-13 06:04:35] #5189/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 06:04:59] #5190/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 06:05:17] #5191/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:05:37] #5192/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-13 06:06:20] #5193/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 06:06:30] #5194/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-13 06:07:28] #5195/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 06:08:14] #5196/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.242 | conf=0.947 | gap=0.916
[2026-05-13 06:09:05] #5197/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.496 | conf=0.880 | gap=0.830
[2026-05-13 06:09:30] #5198/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.390 | conf=0.909 | gap=0.859
[2026-05-13 06:09:54] #5199/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.480 | conf=0.859 | gap=0.737
[2026-05-13 06:10:34] #5200/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 06:10:59] #5201/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 06:11:27] #5202/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 06:12:13] #5203/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.459 | conf=0.850 | gap=0.710
[2026-05-13 06:12:48] #5204/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-13 06:14:27] #5205/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 06:15:19] #5206/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 06:15:54] #5207/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-13 06:16:26] #5208/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 06:16:55] #5209/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.295 | conf=0.939 | gap=0.919
[2026-05-13 06:17:12] #5210/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.520 | conf=0.859 | gap=0.758
[2026-05-13 06:17:24] #5211/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 06:17:50] #5212/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 06:17:59] #5213/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.633 | conf=0.789 | gap=0.632
[2026-05-13 06:18:40] #5214/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.740 | conf=0.750 | gap=0.550
[2026-05-13 06:19:23] #5215/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-13 06:19:49] #5216/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 06:20:02] #5217/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-13 06:20:45] #5218/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 06:21:02] #5219/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.622 | conf=0.735 | gap=0.480
[2026-05-13 06:21:33] #5220/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 06:22:01] #5221/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.309 | conf=0.920 | gap=0.850
[2026-05-13 06:22:28] #5222/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-13 06:23:49] #5223/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-13 06:24:14] #5224/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 06:24:52] #5225/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 06:25:33] #5226/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 06:26:02] #5227/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 06:26:33] #5228/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 06:27:01] #5229/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.712 | conf=0.750 | gap=0.550
[2026-05-13 06:27:30] #5230/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 06:28:01] #5231/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 06:28:15] #5232/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 06:28:32] #5233/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 06:28:59] #5234/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 06:29:21] #5235/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-13 06:30:00] #5236/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 06:30:28] #5237/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 06:30:56] #5238/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 06:31:34] #5239/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.825 | conf=0.650 | gap=0.350
[2026-05-13 06:31:45] #5240/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 06:32:10] #5241/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-13 06:32:25] #5242/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.389 | conf=0.900 | gap=0.820
[2026-05-13 06:33:11] #5243/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 06:33:38] #5244/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-13 06:34:06] #5245/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 06:34:36] #5246/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 06:35:01] #5247/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-13 06:35:25] #5248/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 06:35:53] #5249/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 06:36:20] #5250/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 06:36:47] #5251/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 06:37:09] #5252/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.435 | conf=0.880 | gap=0.780
[2026-05-13 06:37:37] #5253/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.427 | conf=0.867 | gap=0.745
[2026-05-13 06:37:53] #5254/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.845 | conf=0.720 | gap=0.540
[2026-05-13 06:38:20] #5255/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 06:38:49] #5256/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 06:39:20] #5257/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.254 | conf=0.940 | gap=0.890
[2026-05-13 06:39:33] #5258/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 06:39:46] #5259/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 06:40:12] #5260/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 06:40:29] #5261/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:41:00] #5262/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:41:21] #5263/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:41:46] #5264/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.119 | conf=0.980 | gap=0.970
[2026-05-13 06:42:06] #5265/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-13 06:42:31] #5266/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-13 06:42:44] #5267/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 06:43:09] #5268/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-13 06:43:35] #5269/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-13 06:43:58] #5270/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 06:44:23] #5271/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 06:44:41] #5272/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:45:12] #5273/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.628 | conf=0.820 | gap=0.700
[2026-05-13 06:45:51] #5274/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-13 06:46:06] #5275/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.589 | conf=0.820 | gap=0.680
[2026-05-13 06:46:34] #5276/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:46:55] #5277/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-13 06:47:09] #5278/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.899 | conf=0.720 | gap=0.620
[2026-05-13 06:47:51] #5279/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-13 06:48:25] #5280/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 06:49:00] #5281/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 06:49:29] #5282/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 06:49:55] #5283/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:50:22] #5284/06057 | true=Stand(0) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:50:49] #5285/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-13 06:51:32] #5286/06057 | true=Stand(0) | pred=Stand(0) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 06:51:55] #5287/06057 | true=Stand(0) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
