[2026-05-12 10:27:39] PAMAP2 class 1 (sitting) start T=0.8
[2026-05-12 10:27:39]   1989 windows
[2026-05-12 10:28:02] #0001/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 19:51:01]   [1560/1989] acc=1140/1560=73% filt=1470
[2026-05-12 19:51:18] #1561/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.749 conf=0.720 gap=0.480
[2026-05-12 19:51:45] #1562/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.794 conf=0.750 gap=0.600
[2026-05-12 19:51:58] #1563/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 19:52:25] #1564/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 19:52:57] #1565/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 19:53:46] #1566/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.659 conf=0.780 gap=0.600
[2026-05-12 19:54:40] #1567/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.688 conf=0.800 gap=0.680
[2026-05-12 19:55:19] #1568/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 19:55:40] #1569/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.844 conf=0.650 gap=0.350
[2026-05-12 19:56:06] #1570/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.780 gap=0.630
[2026-05-12 19:56:20] #1571/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 19:56:36] #1572/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 19:56:59] #1573/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 19:57:22] #1574/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=1.175 conf=0.600 gap=0.450
[2026-05-12 19:57:42] #1575/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 19:58:02] #1576/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 19:58:29] #1577/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 19:59:05] #1578/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 19:59:56] #1579/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:00:14] #1580/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 20:00:14]   [1580/1989] acc=1155/1580=73% filt=1490
[2026-05-12 20:00:28] #1581/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 20:00:41] #1582/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 20:01:24] #1583/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 20:01:36] #1584/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:02:00] #1585/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.835 conf=0.750 gap=0.600
[2026-05-12 20:02:11] #1586/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.701 conf=0.820 gap=0.750
[2026-05-12 20:02:23] #1587/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.857 conf=0.700 gap=0.480
[2026-05-12 20:02:48] #1588/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 20:02:52] #1589/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 20:03:15] #1590/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:03:38] #1591/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 20:03:58] #1592/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:04:19] #1593/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.560 conf=0.870 gap=0.820
[2026-05-12 20:04:38] #1594/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:04:58] #1595/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 20:05:11] #1596/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 20:05:36] #1597/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.860 conf=0.620 gap=0.290
[2026-05-12 20:05:48] #1598/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 20:06:14] #1599/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 20:06:27] #1600/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 20:06:27]   [1600/1989] acc=1170/1600=73% filt=1510
[2026-05-12 20:06:57] #1601/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 20:07:14] #1602/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 20:07:28] #1603/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 20:07:38] #1604/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 20:07:59] #1605/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 20:08:20] #1606/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 20:08:37] #1607/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 20:08:57] #1608/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 20:09:07] #1609/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.304 conf=0.550 gap=0.400
[2026-05-12 20:09:28] #1610/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 20:09:53] #1611/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:10:16] #1612/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.678 conf=0.820 gap=0.720
[2026-05-12 20:10:36] #1613/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 20:10:58] #1614/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.943 conf=0.500 gap=0.100
[2026-05-12 20:11:17] #1615/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 20:11:37] #1616/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.647 conf=0.820 gap=0.700
[2026-05-12 20:11:54] #1617/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 20:12:11] #1618/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:12:35] #1619/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 20:12:52] #1620/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 20:12:52]   [1620/1989] acc=1183/1620=73% filt=1529
[2026-05-12 20:13:12] #1621/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 20:13:24] #1622/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 20:13:35] #1623/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 20:13:56] #1624/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 20:14:14] #1625/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 20:14:35] #1626/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.624 conf=0.850 gap=0.800
[2026-05-12 20:14:53] #1627/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 20:15:16] #1628/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 20:15:37] #1629/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 20:15:50] #1630/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 20:16:37] #1631/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:17:26] #1632/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 20:18:18] #1633/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.743 conf=0.800 gap=0.700
[2026-05-12 20:18:51] #1634/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.722 conf=0.800 gap=0.680
[2026-05-12 20:19:10] #1635/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 20:19:37] #1636/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:19:58] #1637/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 20:20:15] #1638/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 20:20:32] #1639/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 20:20:51] #1640/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.195 conf=0.450 gap=0.100
[2026-05-12 20:20:51]   [1640/1989] acc=1199/1640=73% filt=1547
[2026-05-12 20:21:28] #1641/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 20:21:41] #1642/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.028 conf=0.620 gap=0.370
[2026-05-12 20:22:08] #1643/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 20:22:26] #1644/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 20:22:41] #1645/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 20:22:55] #1646/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:23:28] #1647/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.593 conf=0.850 gap=0.770
[2026-05-12 20:24:00] #1648/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 20:24:17] #1649/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 20:24:29] #1650/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 20:24:53] #1651/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.543 conf=0.850 gap=0.750
[2026-05-12 20:25:24] #1652/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:25:54] #1653/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.645 conf=0.820 gap=0.740
[2026-05-12 20:26:26] #1654/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 20:26:37] #1655/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.067 conf=0.600 gap=0.350
[2026-05-12 20:27:02] #1656/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 20:27:18] #1657/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 20:27:43] #1658/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 20:28:04] #1659/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=1.140 conf=0.450 gap=0.050
[2026-05-12 20:28:17] #1660/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.120 conf=0.550 gap=0.250
[2026-05-12 20:28:17]   [1660/1989] acc=1213/1660=73% filt=1566
[2026-05-12 20:28:31] #1661/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.043 conf=0.450 gap=0.000
[2026-05-12 20:28:42] #1662/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 20:29:05] #1663/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 20:29:20] #1664/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 20:29:31] #1665/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 20:29:42] #1666/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.226 conf=0.450 gap=0.150
[2026-05-12 20:30:03] #1667/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.622 conf=0.850 gap=0.800
[2026-05-12 20:30:19] #1668/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 20:30:39] #1669/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 20:30:51] #1670/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:31:13] #1671/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 20:31:22] #1672/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.198 conf=0.500 gap=0.250
[2026-05-12 20:31:46] #1673/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:31:58] #1674/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 20:32:09] #1675/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.016 conf=0.650 gap=0.450
[2026-05-12 20:32:26] #1676/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.780 gap=0.660
[2026-05-12 20:32:38] #1677/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.835 conf=0.750 gap=0.600
[2026-05-12 20:32:49] #1678/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.156 conf=0.450 gap=0.050
[2026-05-12 20:33:05] #1679/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 20:33:29] #1680/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 20:33:29]   [1680/1989] acc=1227/1680=73% filt=1582
[2026-05-12 20:33:47] #1681/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 20:34:07] #1682/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.521 conf=0.870 gap=0.790
[2026-05-12 20:34:27] #1683/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:34:42] #1684/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.205 conf=0.550 gap=0.300
[2026-05-12 20:34:54] #1685/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 20:35:05] #1686/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 20:35:13] #1687/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 20:35:34] #1688/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.675 conf=0.820 gap=0.740
[2026-05-12 20:35:54] #1689/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 20:36:05] #1690/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.047 conf=0.550 gap=0.250
[2026-05-12 20:36:26] #1691/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.604 conf=0.850 gap=0.780
[2026-05-12 20:36:35] #1692/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.201 conf=0.600 gap=0.450
[2026-05-12 20:36:54] #1693/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 20:37:06] #1694/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 20:37:21] #1695/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 20:37:40] #1696/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 20:37:55] #1697/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 20:38:13] #1698/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:38:43] #1699/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:39:08] #1700/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 20:39:08]   [1700/1989] acc=1241/1700=73% filt=1602
[2026-05-12 20:39:19] #1701/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 20:39:40] #1702/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 20:39:53] #1703/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.016 conf=0.650 gap=0.450
[2026-05-12 20:40:12] #1704/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:40:33] #1705/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 20:40:52] #1706/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.786 conf=0.750 gap=0.570
[2026-05-12 20:41:13] #1707/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.673 conf=0.820 gap=0.720
[2026-05-12 20:41:33] #1708/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.056 conf=0.680 gap=0.560
[2026-05-12 20:41:53] #1709/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:42:05] #1710/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 20:42:19] #1711/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 20:42:29] #1712/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 20:42:48] #1713/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 20:43:11] #1714/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 20:43:27] #1715/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 20:43:45] #1716/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.584 conf=0.850 gap=0.760
[2026-05-12 20:44:02] #1717/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 20:44:14] #1718/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 20:44:25] #1719/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 20:44:46] #1720/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.579 conf=0.850 gap=0.770
[2026-05-12 20:44:46]   [1720/1989] acc=1254/1720=73% filt=1622
[2026-05-12 20:45:08] #1721/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.501 conf=0.880 gap=0.810
[2026-05-12 20:45:18] #1722/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 20:45:41] #1723/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.876 conf=0.650 gap=0.370
[2026-05-12 20:45:52] #1724/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.131 conf=0.550 gap=0.250
[2026-05-12 20:46:03] #1725/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.016 conf=0.650 gap=0.450
[2026-05-12 20:46:20] #1726/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 20:46:30] #1727/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 20:46:46] #1728/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 20:46:58] #1729/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 20:47:15] #1730/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.689 conf=0.820 gap=0.740
[2026-05-12 20:47:34] #1731/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:47:49] #1732/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.977 conf=0.550 gap=0.200
[2026-05-12 20:47:57] #1733/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.659 conf=0.820 gap=0.740
[2026-05-12 20:48:07] #1734/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 20:48:31] #1735/01989 | true=sitting(1) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:48:42] #1736/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 20:48:56] #1737/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.236 conf=0.450 gap=0.200
[2026-05-12 20:49:18] #1738/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 20:49:30] #1739/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 20:49:42] #1740/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.781 conf=0.750 gap=0.570
[2026-05-12 20:49:42]   [1740/1989] acc=1269/1740=73% filt=1640
[2026-05-12 20:50:05] #1741/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.597 conf=0.850 gap=0.770
[2026-05-12 20:50:19] #1742/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 20:50:37] #1743/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 20:50:46] #1744/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 20:51:04] #1745/01989 | true=sitting(1) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 20:51:22] #1746/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.846 conf=0.620 gap=0.290
[2026-05-12 20:51:41] #1747/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.777 conf=0.750 gap=0.570
[2026-05-12 20:52:04] #1748/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.898 conf=0.750 gap=0.670
[2026-05-12 20:52:16] #1749/01989 | true=sitting(1) | pred=lying(0) | ✗ | ent=0.856 conf=0.600 gap=0.250
[2026-05-12 20:52:25] #1750/01989 | true=sitting(1) | pred=standing(2) | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 20:52:35] #1751/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=1.143 conf=0.550 gap=0.300
[2026-05-12 20:52:54] #1752/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 20:53:16] #1753/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.769 conf=0.800 gap=0.730
[2026-05-12 20:53:29] #1754/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 20:53:47] #1755/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.673 conf=0.780 gap=0.600
[2026-05-12 20:54:06] #1756/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.473 conf=0.870 gap=0.790
[2026-05-12 20:54:27] #1757/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.579 conf=0.850 gap=0.770
[2026-05-12 20:54:46] #1758/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 20:55:06] #1759/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-12 20:55:24] #1760/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 20:55:24]   [1760/1989] acc=1286/1760=73% filt=1660
[2026-05-12 20:55:46] #1761/01989 | true=sitting(1) | pred=sitting(1) | ✓ | ent=0.742 conf=0.800 gap=0.700
