=== PAMAP2 correct ===


--- Class 0 ---
[2026-05-12 10:27:50] #0001/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 12:38:19] #0448/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:39:07] #0450/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:39:10] #0451/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:40:19] #0454/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:40:28] #0455/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:42:04] #0457/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:42:10] #0458/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 12:42:20] #0459/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:42:28] #0460/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:43:28] #0461/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 12:43:30] #0462/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:43:39] #0463/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 12:43:49] #0464/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:43:53] #0465/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:44:02] #0466/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.758 conf=0.800 gap=0.720
[2026-05-12 12:44:32] #0468/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 12:45:06] #0470/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 12:45:55] #0473/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 12:46:06] #0474/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.526 conf=0.880 gap=0.840
[2026-05-12 12:46:20] #0475/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.190 conf=0.960 gap=0.930
[2026-05-12 12:47:04] #0477/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:47:15] #0478/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 12:47:29] #0479/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:47:40] #0480/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:47:49] #0481/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.526 conf=0.880 gap=0.840
[2026-05-12 12:48:19] #0483/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 12:48:29] #0484/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 12:48:40] #0485/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 12:48:51] #0486/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 12:49:23] #0488/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 12:49:44] #0489/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 12:49:53] #0490/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 12:50:03] #0491/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:50:11] #0492/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 12:50:19] #0493/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 12:51:23] #0496/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 12:51:32] #0497/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 12:51:38] #0498/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.406 conf=0.910 gap=0.860
[2026-05-12 12:51:48] #0499/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 12:51:57] #0500/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 12:52:24] #0501/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-12 12:52:36] #0502/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 12:53:00] #0504/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 12:53:09] #0505/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 12:53:20] #0506/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 12:54:53] #0509/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 12:55:47] #0510/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 12:55:58] #0511/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 12:56:08] #0512/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:56:12] #0513/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:56:21] #0514/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 12:56:50] #0516/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 12:57:47] #0517/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:58:17] #0519/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 12:58:46] #0520/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:58:56] #0521/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:59:05] #0522/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 12:59:15] #0523/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 13:00:00] #0525/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:00:10] #0526/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 13:00:25] #0527/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:00:35] #0528/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:00:43] #0529/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 13:00:52] #0530/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 13:01:10] #0532/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 13:01:38] #0533/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 13:01:49] #0534/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 13:01:51] #0535/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 13:02:18] #0537/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:03:08] #0540/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.227 conf=0.940 gap=0.880
[2026-05-12 13:03:17] #0541/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:03:43] #0542/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 13:04:13] #0544/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:05:03] #0546/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:05:14] #0547/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:05:25] #0548/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:05:32] #0549/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:06:02] #0550/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 13:07:05] #0553/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:07:53] #0556/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:08:04] #0557/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 13:08:27] #0559/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:08:38] #0560/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.234 conf=0.950 gap=0.910
[2026-05-12 13:09:06] #0561/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 13:09:18] #0562/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:09:26] #0563/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 13:10:17] #0564/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:10:31] #0565/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.258 conf=0.950 gap=0.930
[2026-05-12 13:11:14] #0567/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 13:11:26] #0568/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.234 conf=0.950 gap=0.910
[2026-05-12 13:11:37] #0570/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-12 13:11:47] #0571/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.690 conf=0.820 gap=0.740
[2026-05-12 13:12:45] #0572/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:13:11] #0573/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 13:13:33] #0575/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-12 13:13:44] #0576/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:14:22] #0578/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:16:33] #0584/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:17:43] #0587/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:18:49] #0591/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:18:59] #0592/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:19:03] #0593/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:19:14] #0594/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 13:19:24] #0595/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:20:13] #0598/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:20:22] #0599/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:20:34] #0600/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:20:42] #0601/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:20:46] #0602/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:21:34] #0604/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:22:39] #0606/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.466 conf=0.880 gap=0.800
[2026-05-12 13:22:50] #0607/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:23:01] #0608/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:23:25] #0610/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 13:23:54] #0611/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:24:37] #0614/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-12 13:25:55] #0617/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 13:26:04] #0618/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:26:21] #0619/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 13:26:24] #0620/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-12 13:26:33] #0621/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:27:04] #0623/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:28:04] #0625/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:28:13] #0626/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 13:28:32] #0627/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:28:43] #0628/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.471 conf=0.820 gap=0.640
[2026-05-12 13:28:58] #0629/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:29:08] #0630/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.758 conf=0.800 gap=0.720
[2026-05-12 13:29:15] #0631/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:29:27] #0632/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:29:36] #0633/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 13:29:52] #0634/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:30:01] #0635/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:30:11] #0636/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:30:20] #0637/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:30:29] #0638/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:31:20] #0640/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:31:30] #0641/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:31:49] #0643/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.802 conf=0.780 gap=0.680
[2026-05-12 13:31:59] #0644/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:32:39] #0647/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:33:44] #0650/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 13:33:51] #0651/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:33:59] #0652/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:34:11] #0653/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:34:44] #0655/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:34:48] #0656/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.261 conf=0.550 gap=0.350
[2026-05-12 13:35:11] #0658/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:35:23] #0659/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 13:35:38] #0660/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 13:35:48] #0661/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 13:35:58] #0662/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:36:27] #0663/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 13:36:39] #0664/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:36:48] #0665/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:37:20] #0667/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:37:32] #0668/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 13:37:43] #0669/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 13:37:54] #0670/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:38:04] #0671/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:38:15] #0672/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 13:39:13] #0673/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:40:17] #0676/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:40:27] #0677/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.473 conf=0.880 gap=0.810
[2026-05-12 13:40:58] #0679/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:41:19] #0680/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.897 conf=0.700 gap=0.500
[2026-05-12 13:41:26] #0681/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:41:40] #0682/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.426 conf=0.910 gap=0.880
[2026-05-12 13:42:43] #0686/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:42:54] #0687/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 13:43:03] #0688/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:43:29] #0689/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 13:43:38] #0690/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 13:43:46] #0691/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:43:59] #0692/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:44:12] #0693/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.504 conf=0.880 gap=0.830
[2026-05-12 13:44:24] #0694/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:44:47] #0695/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 13:44:57] #0696/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:45:17] #0697/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 13:45:30] #0698/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:45:43] #0699/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:45:46] #0700/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:46:35] #0702/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:46:45] #0703/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 13:47:05] #0704/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:48:57] #0708/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:49:09] #0709/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:49:59] #0711/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 13:50:12] #0712/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.444 conf=0.890 gap=0.810
[2026-05-12 13:50:20] #0713/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:50:23] #0714/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.859 conf=0.750 gap=0.650
[2026-05-12 13:51:22] #0715/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.704 conf=0.820 gap=0.740
[2026-05-12 13:51:32] #0716/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:52:39] #0719/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:52:51] #0720/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:53:19] #0721/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:53:52] #0723/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:54:20] #0724/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:54:31] #0725/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:54:45] #0726/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:54:58] #0727/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 13:55:06] #0728/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 13:55:53] #0730/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:56:24] #0732/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:56:53] #0733/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 13:57:03] #0734/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:57:29] #0735/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:57:33] #0736/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:57:42] #0737/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 13:58:13] #0738/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:58:25] #0739/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 13:59:00] #0741/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:59:04] #0742/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.056 conf=0.990 gap=0.980
