[2026-05-11 11:03:05] #0001/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:58:28] #0621/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-11 15:59:31] #0623/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 16:00:06] #0624/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.704 | conf=0.820 | gap=0.740
[2026-05-11 16:00:41] #0625/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:01:16] #0626/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:02:01] #0627/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 16:02:34] #0628/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 16:03:11] #0629/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 16:03:46] #0630/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-11 16:04:19] #0631/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:04:55] #0632/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-11 16:06:02] #0634/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 16:06:41] #0635/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:07:14] #0636/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:07:43] #0637/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:08:13] #0638/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:08:37] #0639/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:09:09] #0640/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:09:32] #0641/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 16:10:26] #0643/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:10:47] #0644/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:11:20] #0645/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 16:11:45] #0646/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 16:12:12] #0647/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:12:39] #0648/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-11 16:13:13] #0649/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-11 16:14:09] #0651/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:14:36] #0652/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:15:19] #0653/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:15:58] #0654/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:16:37] #0655/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 16:17:13] #0656/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 16:17:38] #0657/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:18:12] #0658/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.840 | conf=0.800 | gap=0.720
[2026-05-11 16:19:16] #0660/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 16:19:45] #0661/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-11 16:20:46] #0663/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-11 16:21:21] #0664/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.976 | conf=0.750 | gap=0.650
[2026-05-11 16:21:52] #0665/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 16:22:15] #0666/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.509 | conf=0.874 | gap=0.821
[2026-05-11 16:23:26] #0668/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:23:56] #0669/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:24:24] #0670/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:24:59] #0671/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 16:25:24] #0672/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 16:25:54] #0673/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.478 | conf=0.885 | gap=0.833
[2026-05-11 16:26:23] #0674/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:27:08] #0675/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:27:39] #0676/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.645 | conf=0.820 | gap=0.740
[2026-05-11 16:28:01] #0677/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:28:23] #0678/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:28:53] #0679/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:29:34] #0680/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:30:07] #0681/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 16:30:38] #0682/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:31:07] #0683/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:32:37] #0685/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.342 | conf=0.917 | gap=0.865
[2026-05-11 16:33:04] #0686/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:33:28] #0687/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:34:36] #0689/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.837 | conf=0.720 | gap=0.540
[2026-05-11 16:35:49] #0691/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.878 | conf=0.800 | gap=0.750
[2026-05-11 16:36:23] #0692/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.063 | conf=0.990 | gap=0.985
[2026-05-11 16:36:52] #0693/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:37:23] #0694/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-11 16:38:02] #0695/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 16:38:26] #0696/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:38:58] #0697/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:39:30] #0698/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-11 16:40:01] #0699/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 16:40:40] #0700/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.547 | conf=0.857 | gap=0.776
[2026-05-11 16:41:16] #0701/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:41:45] #0702/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:42:25] #0703/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:43:00] #0704/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-11 16:43:33] #0705/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 16:44:03] #0706/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:44:32] #0707/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-11 16:45:19] #0708/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:45:53] #0709/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 16:46:22] #0710/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.119 | conf=0.980 | gap=0.970
[2026-05-11 16:46:48] #0711/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:47:19] #0712/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-11 16:47:42] #0713/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:48:18] #0714/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:48:43] #0715/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:49:07] #0716/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:49:34] #0717/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.442 | conf=0.900 | gap=0.850
[2026-05-11 16:49:57] #0718/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:50:28] #0719/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.454 | conf=0.579 | gap=0.421
[2026-05-11 16:50:58] #0720/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 16:51:27] #0721/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:51:56] #0722/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:52:22] #0723/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:52:48] #0724/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-11 16:53:22] #0725/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.225 | conf=0.960 | gap=0.949
[2026-05-11 16:53:52] #0726/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.015 | conf=0.750 | gap=0.650
[2026-05-11 16:54:19] #0727/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:54:48] #0728/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-11 16:55:21] #0729/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.847 | conf=0.735 | gap=0.612
[2026-05-11 16:55:50] #0730/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-11 16:56:12] #0731/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:56:52] #0732/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.348 | conf=0.652 | gap=0.598
[2026-05-11 16:57:34] #0734/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:58:10] #0735/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.858 | conf=0.808 | gap=0.758
[2026-05-11 16:58:39] #0736/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:59:12] #0737/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 16:59:40] #0738/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 17:00:06] #0739/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:00:38] #0740/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 17:01:04] #0741/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:01:44] #0742/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 17:02:20] #0743/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.668 | conf=0.611 | gap=0.222
[2026-05-11 17:02:50] #0744/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-11 17:03:20] #0745/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:03:52] #0746/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:04:23] #0747/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-11 17:05:00] #0748/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 17:09:49] #0750/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:18:15] #0751/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-11 17:18:51] #0752/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.790 | conf=0.765 | gap=0.647
[2026-05-11 17:19:26] #0753/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.908 | conf=0.796 | gap=0.745
[2026-05-11 17:19:56] #0754/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:20:20] #0755/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-11 17:20:47] #0756/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 17:21:34] #0757/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:22:02] #0758/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 17:22:46] #0760/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:23:41] #0762/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:24:22] #0763/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 17:24:45] #0764/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:25:20] #0765/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:25:40] #0766/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:26:17] #0767/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:26:49] #0768/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-11 17:27:11] #0769/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:27:45] #0770/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:28:18] #0771/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:28:44] #0772/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 17:29:08] #0773/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:29:53] #0774/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.435 | conf=0.600 | gap=0.500
[2026-05-11 17:30:19] #0775/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 17:30:48] #0776/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-11 17:31:53] #0778/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:32:26] #0779/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 17:32:56] #0780/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.593 | conf=0.870 | gap=0.820
[2026-05-11 17:33:44] #0781/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:34:14] #0782/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-11 17:34:39] #0783/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:35:25] #0784/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:35:49] #0785/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:36:19] #0786/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-11 17:37:21] #0788/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:37:47] #0789/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:38:24] #0790/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.318 | conf=0.650 | gap=0.550
[2026-05-11 17:39:07] #0791/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.431 | conf=0.900 | gap=0.860
[2026-05-11 17:39:55] #0792/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:40:25] #0793/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 17:40:53] #0794/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:41:22] #0795/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:42:09] #0796/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-11 17:42:45] #0797/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:43:12] #0798/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-11 17:43:36] #0799/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 17:44:05] #0800/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 17:44:28] #0801/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:45:03] #0802/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-11 17:45:34] #0803/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.638 | conf=0.800 | gap=0.650
[2026-05-11 17:46:14] #0804/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.477 | conf=0.550 | gap=0.350
[2026-05-11 17:46:42] #0805/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 17:47:11] #0806/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:47:36] #0807/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 17:47:59] #0808/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:48:24] #0809/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:48:48] #0810/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:49:19] #0811/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.885 | conf=0.706 | gap=0.529
[2026-05-11 17:49:54] #0812/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.216 | conf=0.700 | gap=0.620
[2026-05-11 17:50:33] #0813/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.971 | conf=0.792 | gap=0.743
[2026-05-11 17:51:10] #0814/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:52:00] #0815/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 17:52:43] #0816/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:53:17] #0817/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.866 | conf=0.758 | gap=0.653
[2026-05-11 17:53:46] #0818/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.084 | conf=0.750 | gap=0.700
[2026-05-11 17:54:16] #0819/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.854 | conf=0.737 | gap=0.632
[2026-05-11 17:54:44] #0820/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.169 | conf=0.960 | gap=0.919
[2026-05-11 17:55:09] #0821/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.348 | conf=0.930 | gap=0.910
[2026-05-11 17:55:39] #0822/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.067 | conf=0.990 | gap=0.986
