[2026-05-11 11:02:36] Class 2 (Talk-sit) 软标签生成开始
[2026-05-11 11:02:36]   QUICK=False LIMIT=50
[2026-05-11 11:02:36]   温度=0.8 (from api_config)
[2026-05-11 11:02:36]   本类: 5799窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:36]   实际生成: 5799 窗口
[2026-05-11 11:03:05] #0001/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 06:50:52] #4649/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.530 | conf=0.847 | gap=0.753
[2026-05-13 06:51:28] #4650/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 06:51:53] #4651/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-13 06:52:18] #4652/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 06:52:49] #4653/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-13 06:53:16] #4654/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 06:53:46] #4655/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-13 06:54:15] #4656/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-13 06:54:41] #4657/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:55:04] #4658/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:55:22] #4659/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-13 06:55:55] #4660/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.919 | conf=0.750 | gap=0.600
[2026-05-13 06:55:55]   [4660/5799] acc=775/4660=16.6% filtered=915/4660
[2026-05-13 06:56:28] #4661/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 06:56:49] #4662/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 06:57:16] #4663/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.237 | conf=0.645 | gap=0.484
[2026-05-13 06:57:44] #4664/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-13 06:58:05] #4665/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 06:58:53] #4666/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-13 06:59:26] #4667/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-13 06:59:49] #4668/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:00:10] #4669/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:00:43] #4670/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:01:13] #4671/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.985 | conf=0.450 | gap=0.300
[2026-05-13 07:01:40] #4672/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 07:02:22] #4673/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 07:03:06] #4674/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 07:03:38] #4675/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 07:04:09] #4676/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-13 07:04:38] #4677/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-13 07:05:05] #4678/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 07:05:39] #4679/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.201 | conf=0.600 | gap=0.450
[2026-05-13 07:06:09] #4680/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-13 07:06:09]   [4680/5799] acc=783/4680=16.7% filtered=934/4680
[2026-05-13 07:06:37] #4681/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 07:07:19] #4682/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.169 | conf=0.970 | gap=0.960
[2026-05-13 07:07:45] #4683/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:08:08] #4684/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:08:36] #4685/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 07:09:18] #4686/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-13 07:09:49] #4687/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 07:10:21] #4688/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.714 | conf=0.837 | gap=0.755
[2026-05-13 07:11:06] #4689/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:11:36] #4690/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-13 07:12:02] #4691/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 07:12:23] #4692/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:12:50] #4693/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.904 | conf=0.500 | gap=0.400
[2026-05-13 07:13:21] #4694/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 07:13:49] #4695/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-13 07:14:18] #4696/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.515 | conf=0.880 | gap=0.830
[2026-05-13 07:14:44] #4697/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:15:12] #4698/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-13 07:15:38] #4699/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:16:14] #4700/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.905 | conf=0.750 | gap=0.630
[2026-05-13 07:16:14]   [4700/5799] acc=787/4700=16.7% filtered=953/4700
[2026-05-13 07:16:47] #4701/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.908 | conf=0.500 | gap=0.050
[2026-05-13 07:17:07] #4702/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:17:38] #4703/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.780 | conf=0.700 | gap=0.450
[2026-05-13 07:18:27] #4704/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 07:18:54] #4705/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.601 | conf=0.842 | gap=0.768
[2026-05-13 07:19:24] #4706/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.968 | conf=0.670 | gap=0.515
[2026-05-13 07:19:49] #4707/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 07:20:21] #4708/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.295 | conf=0.939 | gap=0.919
[2026-05-13 07:20:53] #4709/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 07:21:25] #4710/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-13 07:21:56] #4711/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 07:22:33] #4712/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.644 | conf=0.500 | gap=0.350
[2026-05-13 07:22:56] #4713/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:23:22] #4714/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 07:24:07] #4715/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:24:35] #4716/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:24:55] #4717/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 07:25:21] #4718/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:25:48] #4719/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:26:28] #4720/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-13 07:26:28]   [4720/5799] acc=788/4720=16.7% filtered=971/4720
[2026-05-13 07:26:55] #4721/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:27:27] #4722/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-13 07:27:51] #4723/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:28:18] #4724/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 07:28:50] #4725/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 07:29:11] #4726/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 07:29:30] #4727/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.897 | conf=0.800 | gap=0.750
[2026-05-13 07:29:52] #4728/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-13 07:30:29] #4729/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.374 | conf=0.876 | gap=0.753
[2026-05-13 07:30:57] #4730/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 07:31:31] #4731/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 07:31:59] #4732/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-13 07:32:35] #4733/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.715 | conf=0.820 | gap=0.720
[2026-05-13 07:33:04] #4734/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 07:33:45] #4735/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 07:34:21] #4736/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:34:41] #4737/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:35:08] #4738/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.351 | conf=0.928 | gap=0.897
[2026-05-13 07:35:40] #4739/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.677 | conf=0.550 | gap=0.500
[2026-05-13 07:35:59] #4740/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-13 07:35:59]   [4740/5799] acc=791/4740=16.7% filtered=990/4740
[2026-05-13 07:36:32] #4741/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:36:56] #4742/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-13 07:37:17] #4743/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:37:52] #4744/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-13 07:38:20] #4745/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 07:38:46] #4746/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 07:39:47] #4747/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 07:40:14] #4748/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-13 07:40:44] #4749/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-13 07:41:09] #4750/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-13 07:41:38] #4751/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-13 07:42:06] #4752/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.992 | conf=0.720 | gap=0.570
[2026-05-13 07:42:44] #4753/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 07:43:16] #4754/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-13 07:43:40] #4755/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-13 07:44:07] #4756/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.655 | conf=0.778 | gap=0.611
[2026-05-13 07:44:28] #4757/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:44:57] #4758/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.855 | conf=0.722 | gap=0.556
[2026-05-13 07:45:38] #4759/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:46:07] #4760/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-13 07:46:07]   [4760/5799] acc=795/4760=16.7% filtered=1010/4760
[2026-05-13 07:46:44] #4761/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:47:07] #4762/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-13 07:47:33] #4763/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-13 07:48:02] #4764/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 07:48:21] #4765/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:48:52] #4766/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.773 | conf=0.545 | gap=0.396
[2026-05-13 07:49:11] #4767/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-13 07:49:38] #4768/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 07:50:08] #4769/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:50:31] #4770/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 07:50:54] #4771/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 07:51:20] #4772/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 07:51:53] #4773/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:52:16] #4774/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:52:59] #4775/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 07:53:22] #4776/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-13 07:53:49] #4777/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-13 07:54:18] #4778/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.526 | conf=0.450 | gap=0.100
[2026-05-13 07:54:45] #4779/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=1.494 | conf=0.550 | gap=0.300
[2026-05-13 07:55:10] #4780/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-13 07:55:10]   [4780/5799] acc=800/4780=16.7% filtered=1028/4780
[2026-05-13 07:55:30] #4781/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-13 07:55:55] #4782/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 07:56:32] #4783/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:56:54] #4784/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 07:57:16] #4785/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 07:57:47] #4786/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.578 | conf=0.824 | gap=0.706
[2026-05-13 07:58:16] #4787/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=2.161 | conf=0.420 | gap=0.340
[2026-05-13 07:58:43] #4788/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.580 | conf=0.598 | gap=0.489
[2026-05-13 07:59:18] #4789/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:59:51] #4790/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.136 | conf=0.579 | gap=0.421
[2026-05-13 08:00:26] #4791/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-13 08:00:47] #4792/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:01:31] #4793/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 08:02:00] #4794/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-13 08:02:29] #4795/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.641 | conf=0.400 | gap=0.050
[2026-05-13 08:02:56] #4796/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 08:03:24] #4797/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-13 08:03:49] #4798/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.324 | conf=0.920 | gap=0.860
[2026-05-13 08:04:11] #4799/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:04:38] #4800/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.679 | conf=0.778 | gap=0.644
[2026-05-13 08:04:38]   [4800/5799] acc=803/4800=16.7% filtered=1045/4800
[2026-05-13 08:05:01] #4801/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 08:05:34] #4802/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.346 | conf=0.575 | gap=0.402
[2026-05-13 08:06:08] #4803/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.708 | conf=0.850 | gap=0.810
[2026-05-13 08:06:52] #4804/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-13 08:07:19] #4805/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 08:07:46] #4806/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-13 08:08:09] #4807/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:08:36] #4808/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 08:08:58] #4809/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:09:24] #4810/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 08:09:44] #4811/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-13 08:10:10] #4812/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:10:38] #4813/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.581 | conf=0.845 | gap=0.763
[2026-05-13 08:11:04] #4814/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 08:11:52] #4815/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.446 | conf=0.450 | gap=0.100
[2026-05-13 08:12:17] #4816/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-13 08:12:38] #4817/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 08:13:03] #4818/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:13:24] #4819/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:13:55] #4820/05799 | true=Talk-sit(2) | pred=Talk-stand(3) | ✗ | ent=1.800 | conf=0.550 | gap=0.450
[2026-05-13 08:13:55]   [4820/5799] acc=804/4820=16.7% filtered=1063/4820
[2026-05-13 08:14:21] #4821/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-13 08:14:41] #4822/05799 | true=Talk-sit(2) | pred=Stand(0) | ✗ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-13 08:15:00] #4823/05799 | true=Talk-sit(2) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 08:15:57] #4824/05799 | true=Talk-sit(2) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:16:26] #4825/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.442 | conf=0.575 | gap=0.402
[2026-05-13 08:16:53] #4826/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 08:17:23] #4827/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=1.123 | conf=0.700 | gap=0.550
[2026-05-13 08:17:57] #4828/05799 | true=Talk-sit(2) | pred=Lay-stand(6) | ✗ | ent=1.612 | conf=0.550 | gap=0.370
[2026-05-13 08:18:24] #4829/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:18:55] #4830/05799 | true=Talk-sit(2) | pred=Talk-sit(2) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
