[2026-05-11 23:15:44] #0003/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 04:48:03] #0801/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.813 conf=0.700 gap=0.450
[2026-05-12 04:48:11] #0802/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 04:48:29] #0803/01395 | true=downstairs | pred=walking | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 04:48:57] #0804/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:49:15] #0805/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.924 conf=0.700 gap=0.500
[2026-05-12 04:49:55] #0807/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.717 conf=0.820 gap=0.740
[2026-05-12 04:50:03] #0808/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 04:50:31] #0809/01395 | true=downstairs | pred=jogging | ✗ | ent=1.050 conf=0.550 gap=0.250
[2026-05-12 04:50:50] #0810/01395 | true=downstairs | pred=walking | ✗ | ent=1.089 conf=0.550 gap=0.270
[2026-05-12 04:51:29] #0811/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:52:08] #0812/01395 | true=downstairs | pred=walking | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:52:27] #0813/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.009 conf=0.700 gap=0.580
[2026-05-12 04:52:39] #0814/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 04:52:46] #0815/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:54:14] #0817/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 04:54:28] #0818/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 04:55:11] #0820/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 04:55:26] #0821/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.909 conf=0.720 gap=0.540
[2026-05-12 04:55:37] #0822/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 04:56:02] #0823/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 04:56:34] #0824/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 04:56:58] #0825/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.916 conf=0.720 gap=0.600
[2026-05-12 04:57:04] #0826/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 04:57:31] #0827/01395 | true=downstairs | pred=sitting | ✗ | ent=0.732 conf=0.820 gap=0.740
[2026-05-12 04:57:53] #0828/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.796 conf=0.780 gap=0.680
[2026-05-12 04:58:24] #0829/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.971 conf=0.600 gap=0.320
[2026-05-12 04:58:49] #0831/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.792 conf=0.800 gap=0.720
[2026-05-12 04:59:38] #0832/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.061 conf=0.650 gap=0.460
[2026-05-12 04:59:52] #0833/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 05:00:02] #0834/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:00:15] #0835/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:00:52] #0837/01395 | true=downstairs | pred=walking | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 05:01:22] #0838/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.929 conf=0.720 gap=0.590
[2026-05-12 05:01:40] #0839/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 05:02:26] #0840/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:03:13] #0841/01395 | true=downstairs | pred=walking | ✗ | ent=1.063 conf=0.600 gap=0.400
[2026-05-12 05:03:27] #0842/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.035 conf=0.650 gap=0.450
[2026-05-12 05:04:09] #0843/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.858 conf=0.650 gap=0.350
[2026-05-12 05:05:12] #0844/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.935 conf=0.700 gap=0.500
[2026-05-12 05:06:07] #0845/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:06:21] #0846/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 05:06:44] #0847/01395 | true=downstairs | pred=walking | ✗ | ent=0.834 conf=0.750 gap=0.650
[2026-05-12 05:07:22] #0848/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 05:07:52] #0849/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.209 conf=0.600 gap=0.450
[2026-05-12 05:07:59] #0850/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 05:08:13] #0851/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:08:45] #0852/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:08:58] #0853/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 05:09:36] #0854/01395 | true=downstairs | pred=walking | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 05:10:16] #0856/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 05:10:22] #0857/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 05:10:36] #0858/01395 | true=downstairs | pred=walking | ✗ | ent=0.857 conf=0.600 gap=0.250
[2026-05-12 05:10:54] #0859/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.017 conf=0.700 gap=0.550
[2026-05-12 05:11:50] #0860/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 05:12:13] #0861/01395 | true=downstairs | pred=jogging | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 05:12:53] #0862/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:13:41] #0863/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 05:14:03] #0864/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:14:14] #0865/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 05:14:39] #0866/01395 | true=downstairs | pred=walking | ✗ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 05:14:53] #0867/01395 | true=downstairs | pred=jogging | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:15:05] #0868/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:15:13] #0869/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:16:12] #0870/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.612 conf=0.850 gap=0.780
[2026-05-12 05:16:34] #0871/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 05:17:14] #0872/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:17:28] #0873/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.924 conf=0.700 gap=0.500
[2026-05-12 05:18:08] #0874/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 05:18:19] #0875/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 05:19:21] #0877/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.910 conf=0.750 gap=0.650
[2026-05-12 05:20:18] #0879/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:20:25] #0880/01395 | true=downstairs | pred=walking | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:21:31] #0883/01395 | true=downstairs | pred=walking | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 05:21:52] #0884/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.373 conf=0.550 gap=0.400
[2026-05-12 05:22:16] #0885/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 05:22:32] #0886/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:22:46] #0887/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:23:26] #0890/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:23:48] #0891/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 05:24:01] #0892/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:24:24] #0893/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:24:51] #0895/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:25:05] #0896/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 05:25:10] #0898/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 05:25:47] #0899/01395 | true=downstairs | pred=walking | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 05:26:15] #0901/01395 | true=downstairs | pred=walking | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 05:27:17] #0902/01395 | true=downstairs | pred=walking | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 05:27:52] #0904/01395 | true=downstairs | pred=walking | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 05:28:34] #0906/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.863 conf=0.780 gap=0.710
[2026-05-12 05:28:57] #0907/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:29:29] #0908/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 05:29:35] #0909/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.635 conf=0.850 gap=0.800
[2026-05-12 05:29:41] #0910/01395 | true=downstairs | pred=walking | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 05:29:56] #0911/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:30:28] #0912/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.017 conf=0.550 gap=0.190
[2026-05-12 05:30:37] #0913/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:32:17] #0916/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:32:29] #0917/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 05:32:43] #0918/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.965 conf=0.750 gap=0.700
[2026-05-12 05:33:25] #0919/01395 | true=downstairs | pred=walking | ✗ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 05:34:58] #0921/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.595 conf=0.820 gap=0.720
[2026-05-12 05:35:28] #0922/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 05:35:45] #0923/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.924 conf=0.700 gap=0.500
[2026-05-12 05:35:59] #0924/01395 | true=downstairs | pred=walking | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:36:39] #0925/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:37:15] #0927/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 05:37:40] #0928/01395 | true=downstairs | pred=jogging | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:38:09] #0929/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 05:38:25] #0930/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 05:38:39] #0931/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:39:18] #0932/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.761 conf=0.800 gap=0.700
[2026-05-12 05:39:50] #0933/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 05:40:05] #0934/01395 | true=downstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:40:26] #0935/01395 | true=downstairs | pred=walking | ✗ | ent=0.900 conf=0.740 gap=0.620
[2026-05-12 05:40:41] #0936/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.007 conf=0.650 gap=0.410
[2026-05-12 05:40:57] #0937/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:41:09] #0938/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.638 conf=0.800 gap=0.650
[2026-05-12 05:41:32] #0939/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 05:41:48] #0940/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:43:00] #0941/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.829 conf=0.750 gap=0.590
[2026-05-12 05:43:30] #0942/01395 | true=downstairs | pred=walking | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 05:44:00] #0943/01395 | true=downstairs | pred=jogging | ✗ | ent=0.999 conf=0.650 gap=0.500
[2026-05-12 05:44:21] #0944/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.623 conf=0.850 gap=0.780
[2026-05-12 05:44:27] #0945/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 05:44:35] #0946/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 05:44:45] #0947/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 05:44:55] #0948/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.067 conf=0.550 gap=0.220
[2026-05-12 05:45:22] #0949/01395 | true=downstairs | pred=walking | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:45:33] #0950/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.980 conf=0.700 gap=0.540
[2026-05-12 05:45:45] #0951/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:46:08] #0952/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:46:44] #0953/01395 | true=downstairs | pred=walking | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:46:58] #0954/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 05:47:10] #0955/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 05:47:31] #0956/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 05:47:46] #0957/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 05:47:57] #0958/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 05:48:29] #0959/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.957 conf=0.680 gap=0.480
[2026-05-12 05:49:18] #0961/01395 | true=downstairs | pred=walking | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 05:49:33] #0962/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 05:50:34] #0964/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:50:51] #0965/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.058 conf=0.620 gap=0.360
[2026-05-12 05:50:57] #0966/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 05:51:11] #0967/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.529 conf=0.880 gap=0.830
[2026-05-12 05:51:41] #0968/01395 | true=downstairs | pred=walking | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 05:51:55] #0969/01395 | true=downstairs | pred=walking | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 05:52:27] #0970/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 05:52:47] #0971/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:53:01] #0972/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-12 05:53:38] #0973/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.330 conf=0.550 gap=0.350
[2026-05-12 05:54:03] #0974/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.942 conf=0.720 gap=0.570
[2026-05-12 05:54:40] #0975/01395 | true=downstairs | pred=walking | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 05:54:47] #0976/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:55:01] #0977/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 05:55:36] #0978/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 05:56:08] #0979/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.829 conf=0.750 gap=0.590
[2026-05-12 05:57:20] #0980/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.373 conf=0.550 gap=0.400
[2026-05-12 05:57:44] #0981/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.886 conf=0.650 gap=0.450
[2026-05-12 05:58:10] #0982/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.784 conf=0.800 gap=0.720
[2026-05-12 05:58:39] #0983/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 05:58:56] #0984/01395 | true=downstairs | pred=walking | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 05:59:32] #0985/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.627 conf=0.850 gap=0.790
[2026-05-12 05:59:38] #0986/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 05:59:54] #0987/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:01:03] #0989/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 06:01:12] #0990/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.796 conf=0.780 gap=0.680
[2026-05-12 06:01:34] #0991/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 06:01:46] #0992/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 06:02:01] #0993/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.555 conf=0.850 gap=0.770
[2026-05-12 06:02:17] #0994/01395 | true=downstairs | pred=walking | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 06:02:44] #0995/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.833 conf=0.780 gap=0.700
[2026-05-12 06:02:51] #0996/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 06:03:14] #0997/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 06:03:44] #0999/01395 | true=downstairs | pred=walking | ✗ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 06:03:48] #1000/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 06:04:27] #1001/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 06:04:53] #1003/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 06:05:15] #1004/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.945 conf=0.650 gap=0.450
[2026-05-12 06:06:08] #1006/01395 | true=downstairs | pred=jogging | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 06:06:36] #1009/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:06:41] #1010/01395 | true=downstairs | pred=walking | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:07:00] #1011/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 06:07:32] #1012/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 06:08:00] #1013/01395 | true=downstairs | pred=walking | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:08:24] #1014/01395 | true=downstairs | pred=walking | ✗ | ent=1.166 conf=0.550 gap=0.350
[2026-05-12 06:09:36] #1015/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:10:21] #1017/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 06:10:40] #1018/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 06:10:56] #1019/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.625 conf=0.840 gap=0.740
[2026-05-12 06:11:34] #1020/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 06:11:54] #1021/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.681 conf=0.840 gap=0.790
[2026-05-12 06:12:00] #1022/01395 | true=downstairs | pred=walking | ✗ | ent=0.689 conf=0.800 gap=0.700
[2026-05-12 06:12:28] #1023/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.951 conf=0.650 gap=0.470
[2026-05-12 06:12:38] #1024/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 06:12:44] #1025/01395 | true=downstairs | pred=walking | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 06:13:35] #1027/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 06:14:06] #1028/01395 | true=downstairs | pred=walking | ✗ | ent=0.795 conf=0.800 gap=0.720
[2026-05-12 06:14:47] #1029/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.916 conf=0.720 gap=0.600
[2026-05-12 06:15:36] #1031/01395 | true=downstairs | pred=jogging | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 06:15:49] #1032/01395 | true=downstairs | pred=jogging | ✗ | ent=0.672 conf=0.800 gap=0.670
[2026-05-12 06:16:42] #1034/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:16:53] #1035/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 06:17:14] #1036/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 06:18:18] #1039/01395 | true=downstairs | pred=walking | ✗ | ent=1.144 conf=0.600 gap=0.400
[2026-05-12 06:19:14] #1041/01395 | true=downstairs | pred=upstairs | ✗ | ent=1.060 conf=0.700 gap=0.600
[2026-05-12 06:19:39] #1042/01395 | true=downstairs | pred=downstairs | ✓ | ent=1.077 conf=0.650 gap=0.450
[2026-05-12 06:20:25] #1044/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 06:20:56] #1045/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 06:21:10] #1046/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 06:21:39] #1047/01395 | true=downstairs | pred=jogging | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 06:21:51] #1048/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:22:59] #1049/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 06:23:32] #1050/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:24:04] #1052/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.902 conf=0.720 gap=0.560
[2026-05-12 06:24:22] #1053/01395 | true=downstairs | pred=walking | ✗ | ent=0.792 conf=0.750 gap=0.600
[2026-05-12 06:24:47] #1054/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 06:25:16] #1056/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 06:25:38] #1057/01395 | true=downstairs | pred=walking | ✗ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 06:26:01] #1058/01395 | true=downstairs | pred=walking | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 06:26:27] #1059/01395 | true=downstairs | pred=downstairs | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 06:27:43] #1060/01395 | true=downstairs | pred=walking | ✗ | ent=0.688 conf=0.800 gap=0.680
[2026-05-12 06:28:24] #1061/01395 | true=downstairs | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
