[2026-05-11 21:53:27] #0006/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:19:56] #3635/04689 | true=lying | pred=lying | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 15:20:49] #3640/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:21:07] #3642/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:21:15] #3643/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:21:27] #3644/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:21:35] #3645/04689 | true=lying | pred=lying | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 15:21:44] #3646/04689 | true=lying | pred=lying | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 15:24:00] #3654/04689 | true=lying | pred=lying | ✓ | ent=0.834 conf=0.700 gap=0.500
[2026-05-12 15:24:15] #3656/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 15:24:30] #3658/04689 | true=lying | pred=lying | ✓ | ent=0.775 conf=0.800 gap=0.700
[2026-05-12 15:24:48] #3659/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:24:57] #3660/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:25:01] #3661/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:25:21] #3663/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:25:48] #3665/04689 | true=lying | pred=lying | ✓ | ent=0.746 conf=0.710 gap=0.460
[2026-05-12 15:26:39] #3669/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 15:27:23] #3671/04689 | true=lying | pred=lying | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 15:27:54] #3674/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 15:28:54] #3679/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:29:00] #3680/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:30:36] #3686/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:31:52] #3692/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:35:49] #3705/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:36:13] #3707/04689 | true=lying | pred=lying | ✓ | ent=0.800 conf=0.820 gap=0.770
[2026-05-12 15:36:22] #3708/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:37:39] #3713/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:37:56] #3715/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:38:04] #3716/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:38:16] #3718/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 15:38:38] #3719/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:38:46] #3720/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:39:17] #3723/04689 | true=lying | pred=lying | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 15:39:19] #3724/04689 | true=lying | pred=lying | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 15:39:42] #3726/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:40:07] #3728/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:40:25] #3729/04689 | true=lying | pred=lying | ✓ | ent=0.728 conf=0.790 gap=0.650
[2026-05-12 15:40:54] #3732/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 15:41:15] #3733/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:41:21] #3734/04689 | true=lying | pred=lying | ✓ | ent=0.958 conf=0.693 gap=0.485
[2026-05-12 15:41:40] #3736/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:41:44] #3737/04689 | true=lying | pred=lying | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 15:41:48] #3738/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:42:15] #3740/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:43:02] #3744/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 15:43:39] #3747/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:43:48] #3748/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 15:44:01] #3749/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:44:08] #3750/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 15:44:11] #3751/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:44:30] #3753/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 15:46:01] #3759/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:47:45] #3768/04689 | true=lying | pred=lying | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 15:48:14] #3770/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 15:48:43] #3772/04689 | true=lying | pred=lying | ✓ | ent=0.501 conf=0.880 gap=0.810
[2026-05-12 15:49:29] #3776/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:49:44] #3777/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:50:20] #3780/04689 | true=lying | pred=lying | ✓ | ent=0.825 conf=0.646 gap=0.347
[2026-05-12 15:51:39] #3787/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 15:51:49] #3788/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:51:57] #3789/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:52:00] #3790/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:52:04] #3791/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 15:52:39] #3793/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:52:45] #3794/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:52:54] #3795/04689 | true=lying | pred=lying | ✓ | ent=0.797 conf=0.800 gap=0.720
[2026-05-12 15:53:05] #3796/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:53:15] #3797/04689 | true=lying | pred=lying | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 15:53:25] #3798/04689 | true=lying | pred=lying | ✓ | ent=0.749 conf=0.830 gap=0.780
[2026-05-12 15:53:59] #3802/04689 | true=lying | pred=lying | ✓ | ent=1.080 conf=0.660 gap=0.460
[2026-05-12 15:54:13] #3803/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 15:54:16] #3804/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:54:34] #3806/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:54:59] #3808/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 15:55:21] #3810/04689 | true=lying | pred=lying | ✓ | ent=0.321 conf=0.930 gap=0.890
[2026-05-12 15:55:42] #3813/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:55:51] #3814/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:55:58] #3815/04689 | true=lying | pred=lying | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 15:56:11] #3816/04689 | true=lying | pred=lying | ✓ | ent=0.598 conf=0.850 gap=0.780
[2026-05-12 15:56:50] #3820/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:58:17] #3826/04689 | true=lying | pred=lying | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 15:58:20] #3827/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 15:58:42] #3829/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 15:59:13] #3831/04689 | true=lying | pred=lying | ✓ | ent=1.119 conf=0.680 gap=0.530
[2026-05-12 16:00:01] #3835/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 16:00:12] #3836/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 16:01:21] #3841/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:02:38] #3846/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 16:03:23] #3849/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:04:02] #3852/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:05:58] #3860/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 16:06:30] #3862/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:06:53] #3864/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 16:07:18] #3866/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:07:31] #3868/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:07:40] #3869/04689 | true=lying | pred=lying | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 16:08:25] #3873/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 16:09:08] #3876/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 16:09:34] #3878/04689 | true=lying | pred=lying | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 16:10:02] #3881/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:11:45] #3887/04689 | true=lying | pred=lying | ✓ | ent=1.304 conf=0.600 gap=0.450
[2026-05-12 16:12:07] #3889/04689 | true=lying | pred=lying | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 16:12:11] #3890/04689 | true=lying | pred=lying | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-12 16:12:15] #3891/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:12:20] #3892/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:12:38] #3893/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 16:13:12] #3896/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:13:45] #3898/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 16:14:08] #3900/04689 | true=lying | pred=lying | ✓ | ent=0.742 conf=0.800 gap=0.720
[2026-05-12 16:14:42] #3902/04689 | true=lying | pred=lying | ✓ | ent=0.988 conf=0.750 gap=0.650
[2026-05-12 16:15:14] #3904/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:15:30] #3905/04689 | true=lying | pred=lying | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 16:15:38] #3906/04689 | true=lying | pred=lying | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 16:15:58] #3908/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:17:02] #3913/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:17:22] #3915/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:17:31] #3917/04689 | true=lying | pred=lying | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 16:18:27] #3922/04689 | true=lying | pred=lying | ✓ | ent=1.216 conf=0.650 gap=0.500
[2026-05-12 16:20:42] #3935/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:21:54] #3942/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:22:16] #3944/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:22:41] #3946/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:23:02] #3948/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:23:19] #3950/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 16:25:31] #3960/04689 | true=lying | pred=lying | ✓ | ent=0.638 conf=0.800 gap=0.650
[2026-05-12 16:25:56] #3963/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:26:06] #3964/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:26:18] #3965/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:26:45] #3967/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:27:01] #3968/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:27:23] #3970/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:27:35] #3972/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 16:27:47] #3974/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:28:09] #3976/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:29:26] #3982/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 16:30:02] #3985/04689 | true=lying | pred=lying | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-12 16:30:11] #3986/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:30:21] #3987/04689 | true=lying | pred=lying | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-12 16:30:50] #3989/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 16:31:10] #3991/04689 | true=lying | pred=lying | ✓ | ent=0.797 conf=0.800 gap=0.720
[2026-05-12 16:31:30] #3993/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 16:31:39] #3994/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:31:49] #3995/04689 | true=lying | pred=lying | ✓ | ent=1.113 conf=0.590 gap=0.370
[2026-05-12 16:31:54] #3996/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:32:10] #3998/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:32:24] #3999/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:33:58] #4008/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:34:12] #4009/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:35:00] #4012/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:35:20] #4014/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:35:47] #4016/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:36:30] #4020/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 16:37:00] #4023/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:37:53] #4027/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 16:38:03] #4028/04689 | true=lying | pred=lying | ✓ | ent=0.638 conf=0.830 gap=0.730
[2026-05-12 16:38:59] #4033/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:39:07] #4034/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:39:24] #4035/04689 | true=lying | pred=lying | ✓ | ent=0.380 conf=0.890 gap=0.790
[2026-05-12 16:40:13] #4039/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:40:20] #4040/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:40:46] #4043/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:41:00] #4044/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 16:41:12] #4045/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:41:23] #4046/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:41:36] #4048/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:42:07] #4050/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:42:19] #4052/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:42:51] #4055/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 16:43:08] #4057/04689 | true=lying | pred=lying | ✓ | ent=0.406 conf=0.910 gap=0.860
[2026-05-12 16:43:12] #4058/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:43:29] #4060/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:43:41] #4062/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:43:56] #4063/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:44:17] #4065/04689 | true=lying | pred=lying | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 16:44:20] #4066/04689 | true=lying | pred=lying | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-12 16:44:35] #4068/04689 | true=lying | pred=lying | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 16:44:55] #4070/04689 | true=lying | pred=lying | ✓ | ent=0.509 conf=0.900 gap=0.870
[2026-05-12 16:45:05] #4071/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:46:44] #4078/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 16:47:17] #4081/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 16:47:28] #4082/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:47:49] #4085/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:48:43] #4089/04689 | true=lying | pred=lying | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 16:48:53] #4090/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:48:57] #4091/04689 | true=lying | pred=lying | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 16:49:09] #4093/04689 | true=lying | pred=lying | ✓ | ent=1.010 conf=0.450 gap=0.050
[2026-05-12 16:50:31] #4100/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:50:53] #4102/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 16:51:18] #4104/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:52:10] #4108/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:52:34] #4111/04689 | true=lying | pred=lying | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 16:53:05] #4113/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 16:53:15] #4114/04689 | true=lying | pred=lying | ✓ | ent=0.841 conf=0.780 gap=0.680
[2026-05-12 16:53:50] #4117/04689 | true=lying | pred=lying | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 16:54:02] #4119/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:54:05] #4120/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:54:28] #4123/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:54:54] #4125/04689 | true=lying | pred=lying | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 16:54:57] #4126/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:55:00] #4127/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:55:08] #4128/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:55:19] #4129/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 16:55:36] #4132/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:55:48] #4133/04689 | true=lying | pred=lying | ✓ | ent=0.733 conf=0.800 gap=0.700
[2026-05-12 16:55:56] #4134/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 16:56:35] #4137/04689 | true=lying | pred=lying | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 16:56:56] #4139/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 16:58:18] #4146/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 16:58:28] #4147/04689 | true=lying | pred=lying | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 16:58:44] #4149/04689 | true=lying | pred=lying | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 16:59:03] #4151/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 16:59:45] #4154/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:00:45] #4158/04689 | true=lying | pred=lying | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 17:00:52] #4159/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:01:16] #4161/04689 | true=lying | pred=lying | ✓ | ent=1.113 conf=0.700 gap=0.600
[2026-05-12 17:02:27] #4167/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:03:40] #4173/04689 | true=lying | pred=lying | ✓ | ent=0.642 conf=0.798 gap=0.648
[2026-05-12 17:04:02] #4174/04689 | true=lying | pred=lying | ✓ | ent=0.482 conf=0.850 gap=0.720
[2026-05-12 17:04:21] #4176/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:04:26] #4177/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:05:43] #4184/04689 | true=lying | pred=lying | ✓ | ent=0.261 conf=0.950 gap=0.922
[2026-05-12 17:06:05] #4186/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:06:12] #4187/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:06:14] #4188/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:07:35] #4196/04689 | true=lying | pred=lying | ✓ | ent=0.873 conf=0.600 gap=0.280
[2026-05-12 17:07:38] #4197/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:07:41] #4198/04689 | true=lying | pred=lying | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 17:08:14] #4200/04689 | true=lying | pred=lying | ✓ | ent=1.007 conf=0.650 gap=0.400
[2026-05-12 17:08:16] #4201/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:08:19] #4202/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:08:30] #4203/04689 | true=lying | pred=lying | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 17:08:40] #4204/04689 | true=lying | pred=lying | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:08:49] #4205/04689 | true=lying | pred=lying | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 17:08:53] #4206/04689 | true=lying | pred=lying | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:09:47] #4210/04689 | true=lying | pred=lying | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 17:09:50] #4211/04689 | true=lying | pred=lying | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:10:54] #4216/04689 | true=lying | pred=lying | ✓ | ent=0.394 conf=0.900 gap=0.850
