[2026-05-11 21:52:46] #0002/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:47:19] #5858/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:47:24] #5859/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:47:27] #5860/08147 | true=stand | pred=stand | ✓ | ent=1.524 conf=0.450 gap=0.170
[2026-05-12 17:47:35] #5861/08147 | true=stand | pred=stand | ✓ | ent=1.061 conf=0.700 gap=0.580
[2026-05-12 17:47:53] #5863/08147 | true=stand | pred=stand | ✓ | ent=0.514 conf=0.900 gap=0.880
[2026-05-12 17:47:59] #5864/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:48:01] #5865/08147 | true=stand | pred=stand | ✓ | ent=0.608 conf=0.860 gap=0.780
[2026-05-12 17:48:05] #5866/08147 | true=stand | pred=stand | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 17:48:12] #5867/08147 | true=stand | pred=stand | ✓ | ent=0.841 conf=0.800 gap=0.730
[2026-05-12 17:48:15] #5868/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:48:20] #5869/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:48:25] #5870/08147 | true=stand | pred=stand | ✓ | ent=0.880 conf=0.750 gap=0.600
[2026-05-12 17:48:29] #5871/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:48:47] #5872/08147 | true=stand | pred=stand | ✓ | ent=0.716 conf=0.800 gap=0.660
[2026-05-12 17:48:50] #5873/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:48:52] #5874/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 17:48:57] #5875/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:49:07] #5876/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 17:49:10] #5877/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:49:12] #5878/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:49:24] #5880/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:49:28] #5881/08147 | true=stand | pred=stand | ✓ | ent=0.849 conf=0.600 gap=0.250
[2026-05-12 17:49:32] #5882/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:49:35] #5883/08147 | true=stand | pred=stand | ✓ | ent=0.713 conf=0.850 gap=0.820
[2026-05-12 17:50:01] #5884/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:50:21] #5886/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:50:31] #5887/08147 | true=stand | pred=stand | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 17:50:39] #5888/08147 | true=stand | pred=stand | ✓ | ent=0.565 conf=0.800 gap=0.620
[2026-05-12 17:50:56] #5890/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:51:06] #5891/08147 | true=stand | pred=stand | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 17:51:08] #5892/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:51:18] #5893/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:51:28] #5894/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:51:31] #5895/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 17:51:34] #5896/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:51:36] #5897/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:51:42] #5898/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:52:01] #5899/08147 | true=stand | pred=stand | ✓ | ent=1.061 conf=0.700 gap=0.550
[2026-05-12 17:52:07] #5900/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 17:52:29] #5902/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 17:52:34] #5903/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 17:52:40] #5904/08147 | true=stand | pred=stand | ✓ | ent=1.030 conf=0.500 gap=0.200
[2026-05-12 17:52:51] #5905/08147 | true=stand | pred=stand | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 17:53:12] #5906/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 17:53:20] #5907/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:53:24] #5908/08147 | true=stand | pred=stand | ✓ | ent=1.089 conf=0.400 gap=0.100
[2026-05-12 17:53:28] #5909/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 17:53:30] #5910/08147 | true=stand | pred=stand | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-12 17:53:33] #5911/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:53:42] #5912/08147 | true=stand | pred=stand | ✓ | ent=0.490 conf=0.880 gap=0.830
[2026-05-12 17:53:50] #5913/08147 | true=stand | pred=stand | ✓ | ent=0.635 conf=0.850 gap=0.770
[2026-05-12 17:53:57] #5914/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 17:54:00] #5915/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 17:54:37] #5917/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:54:59] #5919/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 17:55:01] #5920/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 17:55:09] #5921/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 17:55:13] #5922/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 17:55:19] #5923/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:55:24] #5924/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:55:26] #5925/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 17:55:31] #5926/08147 | true=stand | pred=stand | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 17:55:45] #5928/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:55:52] #5929/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 17:56:16] #5931/08147 | true=stand | pred=stand | ✓ | ent=0.845 conf=0.800 gap=0.720
[2026-05-12 17:56:25] #5933/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 17:56:30] #5934/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 17:56:32] #5935/08147 | true=stand | pred=stand | ✓ | ent=0.687 conf=0.780 gap=0.600
[2026-05-12 17:56:38] #5936/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 17:56:48] #5937/08147 | true=stand | pred=stand | ✓ | ent=0.617 conf=0.850 gap=0.760
[2026-05-12 17:56:56] #5938/08147 | true=stand | pred=stand | ✓ | ent=1.189 conf=0.600 gap=0.350
[2026-05-12 17:57:02] #5939/08147 | true=stand | pred=stand | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 17:57:10] #5940/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:57:15] #5941/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:57:18] #5942/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:57:20] #5943/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:57:23] #5944/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:57:28] #5945/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:57:31] #5946/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:57:44] #5947/08147 | true=stand | pred=stand | ✓ | ent=0.255 conf=0.955 gap=0.935
[2026-05-12 17:57:51] #5948/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 17:58:08] #5950/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 17:58:11] #5951/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 17:58:13] #5952/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:58:17] #5953/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:58:19] #5954/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 17:58:21] #5955/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 17:58:33] #5956/08147 | true=stand | pred=stand | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 17:58:50] #5958/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 17:58:52] #5959/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:59:20] #5961/08147 | true=stand | pred=stand | ✓ | ent=1.573 conf=0.420 gap=0.170
[2026-05-12 17:59:24] #5962/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 17:59:31] #5963/08147 | true=stand | pred=stand | ✓ | ent=0.742 conf=0.792 gap=0.644
[2026-05-12 17:59:34] #5964/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 17:59:43] #5965/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 17:59:46] #5966/08147 | true=stand | pred=stand | ✓ | ent=1.089 conf=0.400 gap=0.100
[2026-05-12 17:59:57] #5968/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:00:05] #5969/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:00:27] #5971/08147 | true=stand | pred=stand | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 18:00:33] #5972/08147 | true=stand | pred=stand | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 18:00:42] #5973/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 18:00:46] #5974/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:00:48] #5975/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:00:53] #5976/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:01:02] #5977/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:01:05] #5978/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:01:14] #5979/08147 | true=stand | pred=stand | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 18:01:17] #5980/08147 | true=stand | pred=stand | ✓ | ent=0.779 conf=0.770 gap=0.600
[2026-05-12 18:01:19] #5981/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:01:29] #5982/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:01:34] #5983/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-12 18:01:42] #5984/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:01:53] #5985/08147 | true=stand | pred=stand | ✓ | ent=0.903 conf=0.680 gap=0.430
[2026-05-12 18:02:06] #5987/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:02:09] #5988/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 18:02:14] #5989/08147 | true=stand | pred=stand | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 18:02:37] #5991/08147 | true=stand | pred=stand | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 18:03:24] #5994/08147 | true=stand | pred=stand | ✓ | ent=0.358 conf=0.900 gap=0.810
[2026-05-12 18:03:45] #5995/08147 | true=stand | pred=stand | ✓ | ent=0.833 conf=0.750 gap=0.570
[2026-05-12 18:03:48] #5996/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:04:06] #5997/08147 | true=stand | pred=stand | ✓ | ent=0.963 conf=0.750 gap=0.650
[2026-05-12 18:04:10] #5998/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:04:50] #6000/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:04:53] #6001/08147 | true=stand | pred=stand | ✓ | ent=0.892 conf=0.750 gap=0.600
[2026-05-12 18:05:04] #6002/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:05:12] #6004/08147 | true=stand | pred=stand | ✓ | ent=0.880 conf=0.750 gap=0.600
[2026-05-12 18:05:17] #6005/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:05:25] #6007/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 18:05:28] #6008/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:05:39] #6009/08147 | true=stand | pred=stand | ✓ | ent=0.934 conf=0.750 gap=0.630
[2026-05-12 18:05:59] #6011/08147 | true=stand | pred=stand | ✓ | ent=0.486 conf=0.900 gap=0.860
[2026-05-12 18:06:02] #6012/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 18:06:05] #6013/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 18:06:14] #6014/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:06:26] #6016/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 18:06:35] #6017/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 18:06:37] #6018/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:06:47] #6019/08147 | true=stand | pred=stand | ✓ | ent=0.486 conf=0.900 gap=0.860
[2026-05-12 18:07:26] #6021/08147 | true=stand | pred=stand | ✓ | ent=0.459 conf=0.850 gap=0.710
[2026-05-12 18:07:29] #6022/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:07:32] #6023/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:07:41] #6024/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:07:48] #6025/08147 | true=stand | pred=stand | ✓ | ent=0.748 conf=0.800 gap=0.700
[2026-05-12 18:08:01] #6027/08147 | true=stand | pred=stand | ✓ | ent=1.009 conf=0.720 gap=0.570
[2026-05-12 18:08:10] #6028/08147 | true=stand | pred=stand | ✓ | ent=0.879 conf=0.550 gap=0.150
[2026-05-12 18:08:17] #6029/08147 | true=stand | pred=stand | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-12 18:08:19] #6030/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:08:27] #6031/08147 | true=stand | pred=stand | ✓ | ent=0.995 conf=0.700 gap=0.550
[2026-05-12 18:08:31] #6032/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:08:40] #6033/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:08:47] #6034/08147 | true=stand | pred=stand | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 18:08:51] #6035/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:08:58] #6036/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:09:04] #6037/08147 | true=stand | pred=stand | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 18:09:13] #6038/08147 | true=stand | pred=stand | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-12 18:09:50] #6040/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:09:52] #6041/08147 | true=stand | pred=stand | ✓ | ent=0.728 conf=0.820 gap=0.720
[2026-05-12 18:09:55] #6042/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:10:02] #6043/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:10:06] #6044/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:10:14] #6045/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 18:10:40] #6046/08147 | true=stand | pred=stand | ✓ | ent=0.444 conf=0.900 gap=0.860
[2026-05-12 18:11:00] #6048/08147 | true=stand | pred=stand | ✓ | ent=0.880 conf=0.750 gap=0.600
[2026-05-12 18:11:03] #6049/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:11:06] #6050/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:11:08] #6051/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:11:51] #6054/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:12:18] #6056/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:12:54] #6058/08147 | true=stand | pred=stand | ✓ | ent=0.471 conf=0.880 gap=0.800
[2026-05-12 18:13:01] #6059/08147 | true=stand | pred=stand | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 18:13:11] #6060/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:13:36] #6062/08147 | true=stand | pred=stand | ✓ | ent=0.958 conf=0.750 gap=0.630
[2026-05-12 18:13:38] #6063/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 18:14:10] #6065/08147 | true=stand | pred=stand | ✓ | ent=0.466 conf=0.880 gap=0.800
[2026-05-12 18:14:16] #6066/08147 | true=stand | pred=stand | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 18:14:20] #6067/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:14:23] #6068/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:14:26] #6069/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:14:50] #6071/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:14:59] #6072/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:15:02] #6073/08147 | true=stand | pred=stand | ✓ | ent=0.903 conf=0.750 gap=0.610
[2026-05-12 18:15:13] #6074/08147 | true=stand | pred=stand | ✓ | ent=0.389 conf=0.900 gap=0.820
[2026-05-12 18:15:18] #6075/08147 | true=stand | pred=stand | ✓ | ent=1.032 conf=0.650 gap=0.400
[2026-05-12 18:15:23] #6076/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:15:32] #6077/08147 | true=stand | pred=stand | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 18:15:36] #6078/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:15:54] #6079/08147 | true=stand | pred=stand | ✓ | ent=0.926 conf=0.730 gap=0.580
[2026-05-12 18:16:02] #6081/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:16:20] #6082/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:16:37] #6084/08147 | true=stand | pred=stand | ✓ | ent=1.591 conf=0.400 gap=0.100
[2026-05-12 18:16:39] #6085/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:16:43] #6086/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:17:10] #6088/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:17:23] #6089/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:17:35] #6090/08147 | true=stand | pred=stand | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 18:17:43] #6091/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:17:45] #6092/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:17:48] #6093/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:17:56] #6094/08147 | true=stand | pred=stand | ✓ | ent=0.486 conf=0.900 gap=0.860
[2026-05-12 18:18:11] #6095/08147 | true=stand | pred=stand | ✓ | ent=0.867 conf=0.750 gap=0.600
[2026-05-12 18:18:14] #6096/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:18:18] #6097/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 18:18:30] #6098/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 18:18:57] #6100/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:19:00] #6101/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:19:03] #6102/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 18:19:10] #6103/08147 | true=stand | pred=stand | ✓ | ent=0.382 conf=0.920 gap=0.870
[2026-05-12 18:19:13] #6104/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-12 18:19:16] #6105/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:20:05] #6107/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:20:07] #6108/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 18:20:10] #6109/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 18:20:22] #6110/08147 | true=stand | pred=stand | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 18:20:29] #6111/08147 | true=stand | pred=stand | ✓ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 18:20:37] #6112/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 18:20:40] #6113/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:21:00] #6114/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:21:07] #6115/08147 | true=stand | pred=stand | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 18:21:09] #6116/08147 | true=stand | pred=stand | ✓ | ent=0.821 conf=0.770 gap=0.620
[2026-05-12 18:21:12] #6117/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 18:21:21] #6118/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 18:21:33] #6119/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:21:35] #6120/08147 | true=stand | pred=stand | ✓ | ent=1.353 conf=0.420 gap=0.020
[2026-05-12 18:21:40] #6121/08147 | true=stand | pred=stand | ✓ | ent=0.553 conf=0.870 gap=0.790
[2026-05-12 18:21:48] #6122/08147 | true=stand | pred=stand | ✓ | ent=0.878 conf=0.750 gap=0.600
[2026-05-12 18:21:51] #6123/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:21:54] #6124/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:21:56] #6125/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 18:21:59] #6126/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:22:02] #6127/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:22:09] #6128/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 18:22:12] #6129/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 18:22:19] #6130/08147 | true=stand | pred=stand | ✓ | ent=0.357 conf=0.920 gap=0.880
[2026-05-12 18:22:21] #6131/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 18:22:29] #6132/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 18:22:56] #6133/08147 | true=stand | pred=stand | ✓ | ent=0.486 conf=0.900 gap=0.860
