[2026-05-11 21:51:59] HARTH class 5 (stand) T=0.8
[2026-05-11 21:51:59]   8147 windows
[2026-05-11 21:52:24] #0001/08147 | true=stand | pred=stairs_up | ✗ | ent=1.808 conf=0.250 gap=0.050
[2026-05-14 07:53:01] #6728/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 07:53:09] #6729/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:53:12] #6730/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 07:53:22] #6731/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 07:53:40] #6732/08147 | true=stand | pred=lying | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 07:53:42] #6733/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 07:53:51] #6734/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 07:54:00] #6735/08147 | true=stand | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 07:54:09] #6736/08147 | true=stand | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-14 07:54:12] #6737/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 07:54:19] #6738/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 07:54:27] #6739/08147 | true=stand | pred=stand | ✓ | ent=0.351 conf=0.920 gap=0.870
[2026-05-14 07:54:34] #6740/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 07:54:34]   [6740/8147] acc=84% filt=6219
[2026-05-14 07:54:41] #6741/08147 | true=stand | pred=stand | ✓ | ent=0.652 conf=0.843 gap=0.765
[2026-05-14 07:54:59] #6742/08147 | true=stand | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 07:55:09] #6743/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:55:12] #6744/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 07:55:14] #6745/08147 | true=stand | pred=stand | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-14 07:55:17] #6746/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 07:55:28] #6747/08147 | true=stand | pred=stand | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 07:55:35] #6748/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 07:55:44] #6749/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:55:53] #6750/08147 | true=stand | pred=stand | ✓ | ent=1.036 conf=0.700 gap=0.550
[2026-05-14 07:56:11] #6751/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 07:56:26] #6752/08147 | true=stand | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 07:56:36] #6753/08147 | true=stand | pred=stand | ✓ | ent=0.309 conf=0.930 gap=0.880
[2026-05-14 07:56:53] #6754/08147 | true=stand | pred=shuffle | ✗ | ent=1.474 conf=0.400 gap=0.050
[2026-05-14 07:57:01] #6755/08147 | true=stand | pred=stand | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-14 07:57:03] #6756/08147 | true=stand | pred=stand | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-14 07:57:13] #6757/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:57:18] #6758/08147 | true=stand | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-14 07:57:26] #6759/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:57:34] #6760/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-14 07:57:34]   [6760/8147] acc=84% filt=6237
[2026-05-14 07:57:42] #6761/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:57:50] #6762/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:58:01] #6763/08147 | true=stand | pred=stairs_down | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 07:58:03] #6764/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 07:58:07] #6765/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 07:58:15] #6766/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 07:58:23] #6767/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 07:58:35] #6768/08147 | true=stand | pred=stand | ✓ | ent=0.819 conf=0.750 gap=0.570
[2026-05-14 07:58:38] #6769/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 07:58:39] #6770/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:59:01] #6771/08147 | true=stand | pred=stairs_down | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-14 07:59:03] #6772/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 07:59:11] #6773/08147 | true=stand | pred=stand | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-14 07:59:14] #6774/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 07:59:16] #6775/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:59:23] #6776/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 07:59:28] #6777/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 07:59:39] #6778/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:59:48] #6779/08147 | true=stand | pred=stand | ✓ | ent=0.768 conf=0.800 gap=0.680
[2026-05-14 07:59:50] #6780/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 07:59:50]   [6780/8147] acc=84% filt=6257
[2026-05-14 08:00:03] #6781/08147 | true=stand | pred=lying | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:00:16] #6782/08147 | true=stand | pred=stand | ✓ | ent=0.856 conf=0.800 gap=0.730
[2026-05-14 08:00:22] #6783/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:00:35] #6784/08147 | true=stand | pred=stand | ✓ | ent=0.572 conf=0.820 gap=0.670
[2026-05-14 08:00:55] #6785/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:01:04] #6786/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-14 08:01:09] #6787/08147 | true=stand | pred=stand | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-14 08:01:14] #6788/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:01:21] #6789/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:01:31] #6790/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:01:41] #6791/08147 | true=stand | pred=stand | ✓ | ent=1.218 conf=0.550 gap=0.250
[2026-05-14 08:01:46] #6792/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:01:56] #6793/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:02:08] #6794/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:02:19] #6795/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 08:02:31] #6796/08147 | true=stand | pred=stand | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-14 08:02:41] #6797/08147 | true=stand | pred=stand | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-14 08:02:45] #6798/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:02:48] #6799/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 08:02:51] #6800/08147 | true=stand | pred=stand | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-14 08:02:51]   [6800/8147] acc=84% filt=6277
[2026-05-14 08:03:02] #6801/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:03:11] #6802/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:03:16] #6803/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:03:26] #6804/08147 | true=stand | pred=stand | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-14 08:03:29] #6805/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:03:39] #6806/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:03:48] #6807/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:04:00] #6808/08147 | true=stand | pred=stand | ✓ | ent=0.358 conf=0.900 gap=0.810
[2026-05-14 08:04:07] #6809/08147 | true=stand | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:04:09] #6810/08147 | true=stand | pred=stand | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-14 08:04:19] #6811/08147 | true=stand | pred=stand | ✓ | ent=0.958 conf=0.750 gap=0.630
[2026-05-14 08:04:40] #6812/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 08:04:46] #6813/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:04:50] #6814/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:04:52] #6815/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:04:55] #6816/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:05:05] #6817/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:05:13] #6818/08147 | true=stand | pred=stand | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-14 08:05:20] #6819/08147 | true=stand | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:05:31] #6820/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:05:31]   [6820/8147] acc=84% filt=6297
[2026-05-14 08:05:34] #6821/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:05:37] #6822/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 08:05:49] #6823/08147 | true=stand | pred=walk | ✗ | ent=0.825 conf=0.720 gap=0.500
[2026-05-14 08:05:55] #6824/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:06:03] #6825/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:06:17] #6826/08147 | true=stand | pred=stand | ✓ | ent=0.892 conf=0.750 gap=0.600
[2026-05-14 08:06:26] #6827/08147 | true=stand | pred=stand | ✓ | ent=0.878 conf=0.750 gap=0.600
[2026-05-14 08:06:28] #6828/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 08:06:36] #6829/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 08:06:46] #6830/08147 | true=stand | pred=stand | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-14 08:06:57] #6831/08147 | true=stand | pred=lying | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-14 08:07:07] #6832/08147 | true=stand | pred=stand | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-14 08:07:27] #6833/08147 | true=stand | pred=shuffle | ✗ | ent=1.488 conf=0.400 gap=0.100
[2026-05-14 08:07:30] #6834/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:07:32] #6835/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-14 08:07:35] #6836/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:07:42] #6837/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:07:57] #6838/08147 | true=stand | pred=shuffle | ✗ | ent=1.373 conf=0.550 gap=0.400
[2026-05-14 08:08:08] #6839/08147 | true=stand | pred=stand | ✓ | ent=0.135 conf=0.970 gap=0.940
[2026-05-14 08:08:22] #6840/08147 | true=stand | pred=stairs_up | ✗ | ent=1.741 conf=0.300 gap=0.050
[2026-05-14 08:08:22]   [6840/8147] acc=84% filt=6315
[2026-05-14 08:08:24] #6841/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:08:32] #6842/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:08:42] #6843/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 08:08:45] #6844/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 08:08:48] #6845/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 08:08:51] #6846/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:08:56] #6847/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:09:19] #6848/08147 | true=stand | pred=lying | ✗ | ent=1.570 conf=0.500 gap=0.350
[2026-05-14 08:09:22] #6849/08147 | true=stand | pred=stand | ✓ | ent=0.858 conf=0.650 gap=0.350
[2026-05-14 08:09:32] #6850/08147 | true=stand | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:09:40] #6851/08147 | true=stand | pred=stand | ✓ | ent=0.665 conf=0.850 gap=0.780
[2026-05-14 08:09:50] #6852/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 08:09:54] #6853/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:10:08] #6854/08147 | true=stand | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:10:23] #6855/08147 | true=stand | pred=lying | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:10:37] #6856/08147 | true=stand | pred=shuffle | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 08:10:39] #6857/08147 | true=stand | pred=stand | ✓ | ent=1.163 conf=0.700 gap=0.620
[2026-05-14 08:10:42] #6858/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:10:48] #6859/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:10:58] #6860/08147 | true=stand | pred=stand | ✓ | ent=1.493 conf=0.550 gap=0.400
[2026-05-14 08:10:58]   [6860/8147] acc=84% filt=6334
[2026-05-14 08:11:15] #6861/08147 | true=stand | pred=stand | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 08:11:18] #6862/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:11:21] #6863/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:11:23] #6864/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:11:26] #6865/08147 | true=stand | pred=stand | ✓ | ent=1.605 conf=0.450 gap=0.200
[2026-05-14 08:11:35] #6866/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:11:38] #6867/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 08:11:49] #6868/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:11:53] #6869/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:11:56] #6870/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:12:02] #6871/08147 | true=stand | pred=stand | ✓ | ent=0.544 conf=0.890 gap=0.860
[2026-05-14 08:12:04] #6872/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:12:15] #6873/08147 | true=stand | pred=stand | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-14 08:12:22] #6874/08147 | true=stand | pred=stand | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-14 08:12:26] #6875/08147 | true=stand | pred=stand | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-14 08:12:38] #6876/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:12:41] #6877/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-14 08:12:59] #6878/08147 | true=stand | pred=stand | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-14 08:13:06] #6879/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:13:09] #6880/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:13:09]   [6880/8147] acc=84% filt=6352
[2026-05-14 08:13:26] #6881/08147 | true=stand | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 08:13:29] #6882/08147 | true=stand | pred=stand | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 08:13:32] #6883/08147 | true=stand | pred=stand | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-14 08:13:35] #6884/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:13:38] #6885/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:13:48] #6886/08147 | true=stand | pred=stand | ✓ | ent=0.693 conf=0.820 gap=0.700
[2026-05-14 08:13:56] #6887/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:14:07] #6888/08147 | true=stand | pred=stand | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-14 08:14:12] #6889/08147 | true=stand | pred=stand | ✓ | ent=1.103 conf=0.700 gap=0.580
[2026-05-14 08:14:17] #6890/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:14:21] #6891/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:14:25] #6892/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:14:27] #6893/08147 | true=stand | pred=stand | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-14 08:14:30] #6894/08147 | true=stand | pred=stand | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-14 08:14:39] #6895/08147 | true=stand | pred=stand | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-14 08:15:02] #6896/08147 | true=stand | pred=lying | ✗ | ent=0.654 conf=0.850 gap=0.800
[2026-05-14 08:15:04] #6897/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 08:15:08] #6898/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:15:19] #6899/08147 | true=stand | pred=stand | ✓ | ent=0.288 conf=0.940 gap=0.910
[2026-05-14 08:15:35] #6900/08147 | true=stand | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 08:15:35]   [6900/8147] acc=84% filt=6370
[2026-05-14 08:15:37] #6901/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:15:41] #6902/08147 | true=stand | pred=stand | ✓ | ent=0.596 conf=0.880 gap=0.860
[2026-05-14 08:15:43] #6903/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:15:55] #6904/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 08:16:03] #6905/08147 | true=stand | pred=lying | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:16:15] #6906/08147 | true=stand | pred=run | ✗ | ent=0.302 conf=0.940 gap=0.910
[2026-05-14 08:16:18] #6907/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:16:24] #6908/08147 | true=stand | pred=stand | ✓ | ent=0.712 conf=0.750 gap=0.550
[2026-05-14 08:16:26] #6909/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:16:36] #6910/08147 | true=stand | pred=stand | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-14 08:16:45] #6911/08147 | true=stand | pred=stand | ✓ | ent=0.998 conf=0.750 gap=0.670
[2026-05-14 08:16:53] #6912/08147 | true=stand | pred=stand | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-14 08:16:55] #6913/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 08:16:58] #6914/08147 | true=stand | pred=stand | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-14 08:17:04] #6915/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:17:12] #6916/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:17:21] #6917/08147 | true=stand | pred=stand | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-14 08:17:32] #6918/08147 | true=stand | pred=stand | ✓ | ent=0.845 conf=0.800 gap=0.720
[2026-05-14 08:17:40] #6919/08147 | true=stand | pred=stand | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-14 08:17:44] #6920/08147 | true=stand | pred=stand | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-14 08:17:44]   [6920/8147] acc=84% filt=6390
[2026-05-14 08:17:56] #6921/08147 | true=stand | pred=stand | ✓ | ent=0.254 conf=0.940 gap=0.890
[2026-05-14 08:18:02] #6922/08147 | true=stand | pred=shuffle | ✗ | ent=1.673 conf=0.350 gap=0.100
[2026-05-14 08:18:08] #6923/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:18:10] #6924/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:18:13] #6925/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:18:25] #6926/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:18:28] #6927/08147 | true=stand | pred=stand | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 08:18:40] #6928/08147 | true=stand | pred=stand | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-14 08:18:43] #6929/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:18:52] #6930/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:19:03] #6931/08147 | true=stand | pred=stand | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 08:19:20] #6932/08147 | true=stand | pred=shuffle | ✗ | ent=0.924 conf=0.700 gap=0.500
[2026-05-14 08:19:26] #6933/08147 | true=stand | pred=stand | ✓ | ent=0.649 conf=0.850 gap=0.770
[2026-05-14 08:19:39] #6934/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.900 gap=0.860
[2026-05-14 08:20:00] #6935/08147 | true=stand | pred=stairs_up | ✗ | ent=1.500 conf=0.350 gap=0.050
[2026-05-14 08:20:11] #6936/08147 | true=stand | pred=stand | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 08:20:16] #6937/08147 | true=stand | pred=sit | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:20:27] #6938/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:20:31] #6939/08147 | true=stand | pred=stand | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 08:20:39] #6940/08147 | true=stand | pred=stand | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-14 08:20:39]   [6940/8147] acc=84% filt=6408
[2026-05-14 08:20:42] #6941/08147 | true=stand | pred=stand | ✓ | ent=1.605 conf=0.450 gap=0.200
[2026-05-14 08:20:46] #6942/08147 | true=stand | pred=stand | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 08:20:54] #6943/08147 | true=stand | pred=stand | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-14 08:20:58] #6944/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:21:03] #6945/08147 | true=stand | pred=stand | ✓ | ent=1.040 conf=0.500 gap=0.250
[2026-05-14 08:21:07] #6946/08147 | true=stand | pred=stand | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 08:21:11] #6947/08147 | true=stand | pred=stand | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 08:21:34] #6948/08147 | true=stand | pred=stairs_up | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-14 08:21:46] #6949/08147 | true=stand | pred=stand | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-14 08:21:58] #6950/08147 | true=stand | pred=stand | ✓ | ent=0.772 conf=0.820 gap=0.750
[2026-05-14 08:22:01] #6951/08147 | true=stand | pred=stand | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-14 08:22:05] #6952/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 08:22:15] #6953/08147 | true=stand | pred=stand | ✓ | ent=1.435 conf=0.550 gap=0.400
[2026-05-14 08:22:18] #6954/08147 | true=stand | pred=stand | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 08:22:21] #6955/08147 | true=stand | pred=stand | ✓ | ent=0.394 conf=0.900 gap=0.850
