[2026-05-11 11:04:24] #0001/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 17:12:56] #2931/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 17:13:24] #2932/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.753 | conf=0.820 | gap=0.770
[2026-05-12 17:13:50] #2933/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.690 | conf=0.820 | gap=0.740
[2026-05-12 17:15:12] #2935/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 17:15:39] #2936/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:16:10] #2937/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 17:16:38] #2938/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-12 17:16:52] #2939/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-12 17:17:23] #2940/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 17:17:55] #2941/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-12 17:18:21] #2942/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 17:19:00] #2943/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 17:19:33] #2944/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:20:04] #2945/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 17:20:29] #2946/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:20:57] #2947/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:21:20] #2948/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-12 17:21:33] #2949/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 17:21:45] #2950/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 17:22:14] #2951/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 17:22:29] #2952/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.866 | conf=0.707 | gap=0.543
[2026-05-12 17:22:54] #2953/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 17:23:30] #2954/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 17:24:04] #2955/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 17:24:49] #2956/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.260 | conf=0.700 | gap=0.600
[2026-05-12 17:25:01] #2957/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 17:26:00] #2958/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 17:26:25] #2959/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:26:37] #2960/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:27:12] #2961/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-12 17:27:50] #2962/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-12 17:28:00] #2963/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:28:42] #2964/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.158 | conf=0.720 | gap=0.670
[2026-05-12 17:29:19] #2965/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.412 | conf=0.920 | gap=0.895
[2026-05-12 17:29:44] #2966/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.787 | conf=0.820 | gap=0.780
[2026-05-12 17:30:08] #2967/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 17:30:22] #2968/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 17:30:43] #2969/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:31:13] #2970/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 17:31:40] #2971/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:31:56] #2972/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.465 | conf=0.895 | gap=0.842
[2026-05-12 17:32:24] #2973/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.272 | conf=0.950 | gap=0.930
[2026-05-12 17:33:05] #2974/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 17:33:29] #2975/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 17:33:58] #2976/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 17:34:36] #2977/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-12 17:34:46] #2978/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 17:35:11] #2979/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 17:35:40] #2980/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 17:36:21] #2981/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-12 17:36:45] #2982/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-12 17:37:08] #2983/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-12 17:37:34] #2984/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:38:32] #2986/03347 | true=Sit-up(10) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:39:25] #2987/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:39:48] #2988/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:40:03] #2989/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.633 | conf=0.789 | gap=0.632
[2026-05-12 17:40:32] #2990/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-12 17:41:18] #2991/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 17:41:44] #2992/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 17:42:09] #2993/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-12 17:42:31] #2994/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 17:42:55] #2995/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:43:36] #2996/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.362 | conf=0.930 | gap=0.910
[2026-05-12 17:44:16] #2997/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.875 | conf=0.750 | gap=0.630
[2026-05-12 17:44:34] #2998/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 17:45:03] #2999/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-12 17:45:28] #3000/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 17:45:57] #3001/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 17:46:06] #3002/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:46:31] #3003/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 17:47:03] #3004/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 17:48:08] #3006/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 17:48:30] #3007/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-12 17:48:59] #3008/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.429 | conf=0.909 | gap=0.879
[2026-05-12 17:49:11] #3009/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 17:49:54] #3010/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 17:50:45] #3011/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:51:14] #3012/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-12 17:51:40] #3013/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 17:52:10] #3014/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-12 17:52:34] #3015/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-12 17:52:59] #3016/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 17:53:29] #3017/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.245 | conf=0.933 | gap=0.867
[2026-05-12 17:54:00] #3018/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 17:54:30] #3019/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 17:54:43] #3020/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:55:09] #3021/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-12 17:55:41] #3022/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.889 | conf=0.707 | gap=0.511
[2026-05-12 17:56:07] #3023/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 17:56:32] #3024/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.235 | conf=0.957 | gap=0.947
[2026-05-12 17:57:18] #3025/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:57:43] #3026/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 17:58:24] #3027/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-12 17:58:51] #3028/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:59:15] #3029/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 17:59:43] #3030/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 18:00:17] #3031/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.514 | conf=0.900 | gap=0.880
[2026-05-12 18:00:42] #3032/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:01:23] #3033/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-12 18:01:46] #3034/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 18:02:15] #3035/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=1.392 | conf=0.650 | gap=0.600
[2026-05-12 18:02:45] #3036/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.349 | conf=0.889 | gap=0.778
[2026-05-12 18:03:15] #3037/03347 | true=Sit-up(10) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:03:32] #3038/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 18:04:14] #3039/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.734 | conf=0.789 | gap=0.684
[2026-05-12 18:04:44] #3040/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 18:05:10] #3041/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:05:34] #3042/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.898 | conf=0.684 | gap=0.474
[2026-05-12 18:05:59] #3043/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 18:06:26] #3044/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:07:06] #3045/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=1.457 | conf=0.686 | gap=0.637
[2026-05-12 18:07:15] #3046/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 18:07:29] #3047/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 18:07:53] #3048/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 18:08:38] #3049/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.879 | conf=0.800 | gap=0.750
[2026-05-12 18:08:51] #3050/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 18:09:01] #3051/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-12 18:09:54] #3052/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.222 | conf=0.700 | gap=0.650
[2026-05-12 18:10:23] #3053/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.405 | conf=0.900 | gap=0.830
[2026-05-12 18:10:51] #3054/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 18:11:13] #3055/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:11:23] #3056/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 18:12:05] #3057/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 18:12:34] #3058/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:13:00] #3059/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 18:13:24] #3060/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:13:51] #3061/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.571 | conf=0.880 | gap=0.850
[2026-05-12 18:14:22] #3062/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-12 18:14:54] #3063/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-12 18:15:08] #3064/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-12 18:15:36] #3065/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 18:16:02] #3066/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 18:16:30] #3067/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.497 | conf=0.867 | gap=0.765
[2026-05-12 18:16:56] #3068/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.234 | conf=0.950 | gap=0.910
[2026-05-12 18:17:19] #3069/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:17:40] #3070/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:18:22] #3071/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-12 18:18:51] #3072/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 18:19:03] #3073/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 18:19:24] #3074/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 18:19:50] #3075/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:20:32] #3076/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 18:21:02] #3077/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.228 | conf=0.667 | gap=0.556
[2026-05-12 18:21:35] #3078/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-12 18:22:13] #3079/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:22:37] #3080/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 18:23:21] #3081/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-12 18:23:35] #3082/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:24:01] #3083/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-12 18:24:25] #3084/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.776 | conf=0.820 | gap=0.770
[2026-05-12 18:24:47] #3085/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 18:25:15] #3086/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 18:25:40] #3087/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 18:25:51] #3088/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 18:26:25] #3089/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 18:26:56] #3090/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 18:27:50] #3091/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.450
[2026-05-12 18:28:15] #3092/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:28:53] #3093/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-12 18:29:23] #3094/03347 | true=Sit-up(10) | pred=Talk-stand(3) | ✗ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-12 18:30:20] #3096/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 18:30:53] #3097/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-12 18:31:17] #3098/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.611 | conf=0.820 | gap=0.690
[2026-05-12 18:31:46] #3099/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:32:28] #3100/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-12 18:32:55] #3101/03347 | true=Sit-up(10) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:33:44] #3102/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-12 18:34:05] #3103/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:34:54] #3105/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-12 18:35:18] #3106/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-12 18:35:42] #3107/03347 | true=Sit-up(10) | pred=Stand-sit(4) | ✗ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-12 18:35:58] #3108/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 18:36:33] #3109/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.799 | conf=0.700 | gap=0.450
[2026-05-12 18:36:58] #3110/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 18:37:23] #3111/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 18:37:48] #3112/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 18:38:39] #3114/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.955 | conf=0.812 | gap=0.792
[2026-05-12 18:38:51] #3115/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-12 18:39:37] #3116/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.693 | conf=0.800 | gap=0.650
[2026-05-12 18:39:59] #3117/03347 | true=Sit-up(10) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 18:40:30] #3118/03347 | true=Sit-up(10) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 18:40:56] #3119/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.362 | conf=0.930 | gap=0.910
[2026-05-12 18:41:19] #3120/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 18:41:46] #3121/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-12 18:42:09] #3122/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-12 18:42:30] #3123/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 18:42:53] #3124/03347 | true=Sit-up(10) | pred=Sit-up(10) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:43:18] #3125/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:43:49] #3126/03347 | true=Sit-up(10) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
