[2026-05-11 11:04:17] Class 12 (Walk-backwards) 软标签生成开始
[2026-05-11 11:04:17]   QUICK=False LIMIT=50
[2026-05-11 11:04:17]   温度=0.8 (from api_config)
[2026-05-11 11:04:17]   本类: 986窗口 (仅加载本类, 内存友好)
[2026-05-11 11:04:17]   实际生成: 986 窗口
[2026-05-11 11:04:50] #0001/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:18:11] #0536/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 16:18:48] #0537/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 16:19:24] #0538/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:20:11] #0539/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.472 | conf=0.500 | gap=0.350
[2026-05-11 16:20:39] #0540/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:20:39]   [540/986] acc=104/540=19.3% filtered=494/540
[2026-05-11 16:21:11] #0541/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:21:42] #0542/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.964 | conf=0.700 | gap=0.550
[2026-05-11 16:22:16] #0543/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 16:23:13] #0544/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.381 | conf=0.550 | gap=0.400
[2026-05-11 16:23:49] #0545/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.119 | conf=0.700 | gap=0.600
[2026-05-11 16:24:20] #0546/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-11 16:25:02] #0547/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 16:25:32] #0548/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 16:26:09] #0549/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 16:26:51] #0550/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 16:27:34] #0551/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 16:28:14] #0552/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 16:29:06] #0553/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 16:29:41] #0554/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:30:13] #0555/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:30:51] #0556/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:31:24] #0557/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:32:05] #0558/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 16:32:51] #0559/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:33:08] #0560/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.399 | conf=0.350 | gap=0.000
[2026-05-11 16:33:08]   [560/986] acc=113/560=20.2% filtered=513/560
[2026-05-11 16:33:41] #0561/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=1.283 | conf=0.700 | gap=0.650
[2026-05-11 16:34:07] #0562/00986 | true=Walk-backwards(12) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:35:07] #0563/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 16:35:49] #0564/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.805 | conf=0.750 | gap=0.570
[2026-05-11 16:36:16] #0565/00986 | true=Walk-backwards(12) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:36:43] #0566/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.789 | conf=0.800 | gap=0.730
[2026-05-11 16:37:14] #0567/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.434 | conf=0.900 | gap=0.860
[2026-05-11 16:37:52] #0568/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:38:30] #0569/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:39:16] #0570/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 16:39:45] #0571/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:41:08] #0572/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 16:41:51] #0573/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 16:42:39] #0574/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 16:43:07] #0575/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:44:18] #0576/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 16:44:56] #0577/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-11 16:45:29] #0578/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:46:13] #0579/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 16:47:04] #0580/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.044 | conf=0.700 | gap=0.600
[2026-05-11 16:47:04]   [580/986] acc=117/580=20.2% filtered=533/580
[2026-05-11 16:47:48] #0581/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.609 | conf=0.400 | gap=0.200
[2026-05-11 16:48:17] #0582/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.444 | conf=0.900 | gap=0.860
[2026-05-11 16:48:51] #0583/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 16:49:26] #0584/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-11 16:50:12] #0585/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.806 | conf=0.816 | gap=0.786
[2026-05-11 16:50:58] #0586/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.498 | conf=0.500 | gap=0.300
[2026-05-11 16:51:30] #0587/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 16:52:10] #0588/00986 | true=Walk-backwards(12) | pred=Walk-circle(13) | ✗ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 16:52:43] #0589/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:53:32] #0590/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:54:23] #0591/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 16:55:00] #0592/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 16:55:34] #0593/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.120 | conf=0.550 | gap=0.250
[2026-05-11 16:56:10] #0594/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 16:56:51] #0595/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.860 | conf=0.750 | gap=0.650
[2026-05-11 16:57:27] #0596/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 16:57:59] #0597/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:58:35] #0598/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.803 | conf=0.800 | gap=0.730
[2026-05-11 16:59:05] #0599/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.467 | conf=0.900 | gap=0.860
[2026-05-11 16:59:37] #0600/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 16:59:37]   [600/986] acc=118/600=19.7% filtered=551/600
[2026-05-11 17:00:11] #0601/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 17:00:45] #0602/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.501 | conf=0.300 | gap=0.050
[2026-05-11 17:01:22] #0603/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:02:06] #0604/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 17:02:50] #0605/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:03:42] #0606/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 17:04:34] #0607/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 17:05:05] #0608/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.540 | conf=0.880 | gap=0.840
[2026-05-11 17:06:07] #0609/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:09:50] #0610/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:19:17] Class 12 (Walk-backwards) 软标签生成开始
[2026-05-11 17:19:17]   QUICK=False LIMIT=50
[2026-05-11 17:19:17]   温度=0.8 (from api_config)
[2026-05-11 17:19:17]   本类: 986窗口 (仅加载本类, 内存友好)
[2026-05-11 17:19:17]   实际生成: 986 窗口
[2026-05-11 17:19:17]   续传: 610/986
[2026-05-11 17:19:44] #0611/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:20:18] #0612/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:20:50] #0613/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-11 17:21:39] #0614/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:22:16] #0615/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:22:48] #0616/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.654 | conf=0.850 | gap=0.800
[2026-05-11 17:24:14] #0617/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 17:24:46] #0618/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 17:25:16] #0619/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:26:30] #0620/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:26:30]   [620/986] acc=118/620=19.0% filtered=10/620
[2026-05-11 17:27:12] #0621/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 17:27:45] #0622/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:28:28] #0623/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.498 | conf=0.500 | gap=0.300
[2026-05-11 17:29:02] #0624/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.927 | conf=0.550 | gap=0.200
[2026-05-11 17:29:33] #0625/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 17:30:30] #0626/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:31:00] #0627/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:31:51] #0628/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.398 | conf=0.500 | gap=0.320
[2026-05-11 17:32:23] #0629/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 17:32:51] #0630/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 17:33:27] #0631/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.557 | conf=0.400 | gap=0.100
[2026-05-11 17:34:00] #0632/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 17:34:37] #0633/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:35:09] #0634/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:35:30] #0635/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.907 | conf=0.720 | gap=0.570
[2026-05-11 17:36:10] #0636/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 17:36:46] #0637/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:37:26] #0638/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 17:38:05] #0639/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 17:38:35] #0640/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:38:35]   [640/986] acc=121/640=18.9% filtered=27/640
[2026-05-11 17:40:04] #0641/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.405 | conf=0.524 | gap=0.286
[2026-05-11 17:40:28] #0642/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:41:01] #0643/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:41:35] #0644/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:42:13] #0645/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 17:42:41] #0646/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:43:10] #0647/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:43:55] #0648/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.041 | conf=0.700 | gap=0.600
[2026-05-11 17:44:31] #0649/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:45:00] #0650/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 17:45:36] #0651/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 17:46:09] #0652/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:46:41] #0653/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:47:25] #0654/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.343 | conf=0.600 | gap=0.480
[2026-05-11 17:47:58] #0655/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 17:48:28] #0656/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 17:49:04] #0657/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:49:37] #0658/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 17:50:14] #0659/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:50:58] #0660/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:50:58]   [660/986] acc=125/660=18.9% filtered=47/660
[2026-05-11 17:51:23] #0661/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-11 17:52:01] #0662/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 17:52:44] #0663/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.857 | conf=0.650 | gap=0.400
[2026-05-11 17:53:21] #0664/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:53:52] #0665/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:54:36] #0666/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.541 | conf=0.500 | gap=0.350
[2026-05-11 17:55:11] #0667/00986 | true=Walk-backwards(12) | pred=Walk-circle(13) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 17:55:52] #0668/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 18:21:20] Class 12 (Walk-backwards) 软标签生成开始
[2026-05-11 18:21:20]   QUICK=False LIMIT=50
[2026-05-11 18:21:20]   温度=0.8 (from api_config)
[2026-05-11 18:21:20]   本类: 986窗口 (仅加载本类, 内存友好)
[2026-05-11 18:21:20]   实际生成: 986 窗口
[2026-05-11 18:21:20]   续传: 665/986
[2026-05-11 18:22:19] #0666/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.498 | conf=0.500 | gap=0.300
[2026-05-11 18:22:55] #0667/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 18:23:32] #0668/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 18:24:11] #0669/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.803 | conf=0.800 | gap=0.740
[2026-05-11 18:24:41] #0670/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 18:25:22] #0671/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 18:25:58] #0672/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 18:26:23] #0673/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:26:58] #0674/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.667 | conf=0.820 | gap=0.720
[2026-05-11 18:27:33] #0675/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 18:28:00] #0676/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-11 18:28:25] #0677/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 18:29:03] #0678/00986 | true=Walk-backwards(12) | pred=Walk-circle(13) | ✗ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 18:29:31] #0679/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:30:07] #0680/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 18:30:07]   [680/986] acc=130/680=19.1% filtered=14/680
[2026-05-11 18:30:38] #0681/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-11 18:31:02] #0682/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.267 | conf=0.949 | gap=0.929
[2026-05-11 18:31:50] #0683/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 18:32:21] #0684/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 18:32:58] #0685/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 18:33:35] #0686/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 18:34:07] #0687/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:34:35] #0688/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.023 | conf=0.700 | gap=0.570
[2026-05-11 18:35:12] #0689/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 18:35:59] #0690/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-11 18:36:36] #0691/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 18:37:10] #0692/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.446 | conf=0.550 | gap=0.430
[2026-05-11 18:37:36] #0693/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=1.458 | conf=0.400 | gap=0.150
[2026-05-11 18:38:22] #0694/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 18:38:50] #0695/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 18:39:28] #0696/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=1.331 | conf=0.450 | gap=0.150
[2026-05-11 18:40:08] #0697/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 18:40:46] #0698/00986 | true=Walk-backwards(12) | pred=Table-tennis(17) | ✗ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-11 18:41:18] #0699/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:41:51] #0700/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 18:41:51]   [700/986] acc=134/700=19.1% filtered=32/700
[2026-05-11 18:42:23] #0701/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:42:50] #0702/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:43:39] #0703/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.198 | conf=0.650 | gap=0.550
[2026-05-11 18:44:09] #0704/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 18:44:44] #0705/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.734 | conf=0.350 | gap=0.150
[2026-05-11 18:45:18] #0706/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
