[2026-05-11 11:04:50] #0001/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:06:08] #0609/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:09:50] #0610/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:19:44] #0611/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:20:18] #0612/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:20:50] #0613/00986 | true=Walk-backwards(12) | pred=Talk-stand(3) | ✗ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-11 17:21:39] #0614/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:22:16] #0615/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:22:48] #0616/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.654 | conf=0.850 | gap=0.800
[2026-05-11 17:24:14] #0617/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 17:24:46] #0618/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 17:25:16] #0619/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:26:30] #0620/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:27:12] #0621/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 17:27:45] #0622/00986 | true=Walk-backwards(12) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:29:02] #0624/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.927 | conf=0.550 | gap=0.200
[2026-05-11 17:29:33] #0625/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 17:30:30] #0626/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:31:00] #0627/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:32:23] #0629/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 17:32:51] #0630/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 17:34:00] #0632/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 17:34:37] #0633/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:35:09] #0634/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:35:30] #0635/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.907 | conf=0.720 | gap=0.570
[2026-05-11 17:36:10] #0636/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 17:36:46] #0637/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:37:26] #0638/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 17:38:05] #0639/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 17:38:35] #0640/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:40:04] #0641/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.405 | conf=0.524 | gap=0.286
[2026-05-11 17:40:28] #0642/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:41:01] #0643/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:41:35] #0644/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:42:13] #0645/00986 | true=Walk-backwards(12) | pred=Pick(7) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-11 17:42:41] #0646/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:43:10] #0647/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:43:55] #0648/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=1.041 | conf=0.700 | gap=0.600
[2026-05-11 17:44:31] #0649/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:45:00] #0650/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 17:45:36] #0651/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 17:46:09] #0652/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:46:41] #0653/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:47:25] #0654/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.343 | conf=0.600 | gap=0.480
[2026-05-11 17:47:58] #0655/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-11 17:48:28] #0656/00986 | true=Walk-backwards(12) | pred=Stair-down(16) | ✗ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-11 17:49:04] #0657/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:49:37] #0658/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 17:50:14] #0659/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:50:58] #0660/00986 | true=Walk-backwards(12) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:51:23] #0661/00986 | true=Walk-backwards(12) | pred=Push-up(9) | ✗ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-11 17:52:01] #0662/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 17:52:44] #0663/00986 | true=Walk-backwards(12) | pred=Walk-backwards(12) | ✓ | ent=0.857 | conf=0.650 | gap=0.400
[2026-05-11 17:53:21] #0664/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:53:52] #0665/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:55:11] #0667/00986 | true=Walk-backwards(12) | pred=Walk-circle(13) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 17:55:53] #0668/00986 | true=Walk-backwards(12) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
