[2026-05-11 11:03:26] Class 7 (Pick) 软标签生成开始
[2026-05-11 11:03:26]   QUICK=False LIMIT=50
[2026-05-11 11:03:26]   温度=0.8 (from api_config)
[2026-05-11 11:03:26]   本类: 4275窗口 (仅加载本类, 内存友好)
[2026-05-11 11:03:26]   实际生成: 4275 窗口
[2026-05-11 11:03:56] #0001/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-11 15:54:26] #0573/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 15:54:58] #0574/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.018 | conf=0.450 | gap=0.000
[2026-05-11 15:55:13] #0575/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-11 15:55:31] #0576/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:56:08] #0577/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.498 | conf=0.850 | gap=0.730
[2026-05-11 15:56:34] #0578/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 15:57:00] #0579/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:57:40] #0580/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.373 | conf=0.500 | gap=0.250
[2026-05-11 15:57:40]   [580/4275] acc=342/580=59.0% filtered=545/580
[2026-05-11 15:58:19] #0581/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:58:56] #0582/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 15:59:10] #0583/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:59:24] #0584/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:00:06] #0585/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.374 | conf=0.876 | gap=0.753
[2026-05-11 16:00:45] #0586/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 16:01:15] #0587/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-11 16:01:48] #0588/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:02:07] #0589/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 16:02:49] #0590/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:03:24] #0591/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:03:42] #0592/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:04:24] #0593/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:05:39] #0594/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 16:05:58] #0595/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-11 16:06:29] #0596/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.059 | conf=0.700 | gap=0.580
[2026-05-11 16:07:18] #0597/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.734 | conf=0.350 | gap=0.150
[2026-05-11 16:07:53] #0598/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 16:08:33] #0599/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 16:09:16] #0600/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:09:16]   [600/4275] acc=359/600=59.8% filtered=564/600
[2026-05-11 16:09:47] #0601/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 16:10:12] #0602/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:11:25] #0603/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 16:12:22] #0604/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:12:56] #0605/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:13:28] #0606/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.304 | conf=0.550 | gap=0.400
[2026-05-11 16:14:10] #0607/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 16:14:39] #0608/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:15:11] #0609/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-11 16:15:50] #0610/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 16:16:08] #0611/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 16:17:08] #0612/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:17:27] #0613/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 16:18:05] #0614/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:18:35] #0615/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:19:18] #0616/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:19:46] #0617/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:20:20] #0618/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:20:50] #0619/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.603 | conf=0.550 | gap=0.450
[2026-05-11 16:21:20] #0620/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:21:20]   [620/4275] acc=370/620=59.7% filtered=583/620
[2026-05-11 16:21:49] #0621/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:22:13] #0622/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 16:23:24] #0623/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 16:24:16] #0624/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.577 | conf=0.880 | gap=0.850
[2026-05-11 16:25:03] #0625/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:25:34] #0626/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:25:52] #0627/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 16:26:39] #0628/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:27:29] #0629/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:28:08] #0630/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 16:28:37] #0631/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:29:10] #0632/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.386 | conf=0.900 | gap=0.830
[2026-05-11 16:29:31] #0633/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.300 | conf=0.911 | gap=0.822
[2026-05-11 16:30:12] #0634/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 16:30:57] #0635/04275 | true=Pick(7) | pred=Stair-down(16) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 16:31:56] #0636/04275 | true=Pick(7) | pred=Walk-circle(13) | ✗ | ent=1.415 | conf=0.400 | gap=0.150
[2026-05-11 16:32:48] #0637/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.192 | conf=0.960 | gap=0.929
[2026-05-11 16:33:26] #0638/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 16:33:56] #0639/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 16:34:31] #0640/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:34:31]   [640/4275] acc=381/640=59.5% filtered=602/640
[2026-05-11 16:35:15] #0641/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:35:34] #0642/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:35:51] #0643/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:36:25] #0644/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.287 | conf=0.950 | gap=0.942
[2026-05-11 16:37:05] #0645/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 16:37:27] #0646/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:37:50] #0647/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.457 | conf=0.579 | gap=0.474
[2026-05-11 16:38:23] #0648/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:38:59] #0649/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=2.021 | conf=0.450 | gap=0.370
[2026-05-11 16:39:44] #0650/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=1.583 | conf=0.350 | gap=0.100
[2026-05-11 16:40:00] #0651/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 16:40:32] #0652/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:41:20] #0653/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 16:41:54] #0654/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:42:32] #0655/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-11 16:43:05] #0656/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:43:21] #0657/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 16:43:51] #0658/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:44:57] #0659/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 16:45:31] #0660/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 16:45:31]   [660/4275] acc=393/660=59.5% filtered=620/660
[2026-05-11 16:46:09] #0661/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 16:46:40] #0662/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 16:47:01] #0663/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:47:36] #0664/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 16:48:14] #0665/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:48:59] #0666/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 16:49:37] #0667/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.361 | conf=0.647 | gap=0.588
[2026-05-11 16:50:00] #0668/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 16:50:16] #0669/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:50:58] #0670/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.775 | conf=0.300 | gap=0.050
[2026-05-11 16:51:28] #0671/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.249 | conf=0.700 | gap=0.650
[2026-05-11 16:52:27] #0672/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.850 | gap=0.820
[2026-05-11 16:52:42] #0673/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:53:18] #0674/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.824 | conf=0.600 | gap=0.250
[2026-05-11 16:54:03] #0675/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-11 16:54:17] #0676/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.500 | conf=0.600 | gap=0.520
[2026-05-11 16:54:55] #0677/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=1.400 | conf=0.450 | gap=0.250
[2026-05-11 16:55:33] #0678/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:56:03] #0679/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:56:30] #0680/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:56:30]   [680/4275] acc=405/680=59.6% filtered=638/680
[2026-05-11 16:56:51] #0681/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:57:37] #0682/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 16:58:01] #0683/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:58:35] #0684/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-11 16:59:09] #0685/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.286 | conf=0.950 | gap=0.940
[2026-05-11 16:59:41] #0686/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 17:00:15] #0687/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 17:01:14] #0688/04275 | true=Pick(7) | pred=Walk-backwards(12) | ✗ | ent=1.543 | conf=0.350 | gap=0.050
[2026-05-11 17:01:53] #0689/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 17:02:25] #0690/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:02:55] #0691/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:03:38] #0692/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.362 | conf=0.930 | gap=0.910
[2026-05-11 17:04:07] #0693/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:04:21] #0694/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:04:53] #0695/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=0.597 | conf=0.850 | gap=0.770
[2026-05-11 17:06:07] #0696/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.283 | conf=0.918 | gap=0.837
[2026-05-11 17:18:26] Class 7 (Pick) 软标签生成开始
[2026-05-11 17:18:26]   QUICK=False LIMIT=50
[2026-05-11 17:18:26]   温度=0.8 (from api_config)
[2026-05-11 17:18:26]   本类: 4275窗口 (仅加载本类, 内存友好)
[2026-05-11 17:18:26]   实际生成: 4275 窗口
[2026-05-11 17:18:26]   续传: 695/4275
[2026-05-11 17:19:00] #0696/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 17:20:03] #0697/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.364 | conf=0.550 | gap=0.350
[2026-05-11 17:20:44] #0698/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:21:16] #0699/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 17:21:56] #0700/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.411 | conf=0.904 | gap=0.851
[2026-05-11 17:21:56]   [700/4275] acc=417/700=59.6% filtered=5/700
[2026-05-11 17:22:35] #0701/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 17:22:57] #0702/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.593 | conf=0.816 | gap=0.663
[2026-05-11 17:23:31] #0703/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.465 | conf=0.895 | gap=0.842
[2026-05-11 17:23:49] #0704/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:24:27] #0705/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 17:24:55] #0706/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 17:25:31] #0707/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.175 | conf=0.450 | gap=0.050
[2026-05-11 17:26:07] #0708/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:26:37] #0709/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:27:21] #0710/04275 | true=Pick(7) | pred=Walk-backwards(12) | ✗ | ent=1.657 | conf=0.300 | gap=0.050
[2026-05-11 17:27:51] #0711/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:28:20] #0712/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 17:28:38] #0713/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 17:28:57] #0714/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.464 | conf=0.900 | gap=0.875
[2026-05-11 17:29:23] #0715/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:29:57] #0716/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 17:30:55] #0717/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 17:31:10] #0718/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 17:32:02] #0719/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 17:32:17] #0720/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 17:32:17]   [720/4275] acc=430/720=59.7% filtered=23/720
[2026-05-11 17:32:46] #0721/04275 | true=Pick(7) | pred=Stand-sit(4) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:33:22] #0722/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:33:52] #0723/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:34:27] #0724/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.791 | conf=0.820 | gap=0.780
[2026-05-11 17:35:06] #0725/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 17:35:24] #0726/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 17:35:58] #0727/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-11 17:36:47] #0728/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.326 | conf=0.561 | gap=0.357
[2026-05-11 17:37:37] #0729/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-11 17:38:26] #0730/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:39:27] #0731/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.417 | conf=0.920 | gap=0.900
[2026-05-11 17:40:21] #0732/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.091 | conf=0.750 | gap=0.700
[2026-05-11 17:40:50] #0733/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:41:32] #0734/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 17:42:09] #0735/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.837 | conf=0.820 | gap=0.790
[2026-05-11 17:42:52] #0736/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.440 | conf=0.450 | gap=0.200
[2026-05-11 17:43:41] #0737/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-11 17:44:24] #0738/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-11 17:45:23] #0739/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 17:45:39] #0740/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.770
[2026-05-11 17:45:39]   [740/4275] acc=438/740=59.2% filtered=42/740
[2026-05-11 17:46:13] #0741/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:46:45] #0742/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 17:47:14] #0743/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-11 17:48:09] #0744/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.704 | conf=0.350 | gap=0.100
[2026-05-11 17:48:47] #0745/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:49:21] #0746/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 17:50:09] #0747/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 17:50:42] #0748/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-11 17:51:10] #0749/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 17:51:48] #0750/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 17:52:22] #0751/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:53:25] #0752/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.392 | conf=0.400 | gap=0.100
[2026-05-11 17:53:57] #0753/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 17:54:33] #0754/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 17:54:52] #0755/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 17:55:27] #0756/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.234 | conf=0.938 | gap=0.875
[2026-05-11 17:58:31] #0757/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.517 | conf=0.850 | gap=0.730
