[2026-05-11 11:03:56] #0001/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-13 00:36:03] #3725/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-13 00:37:13] #3726/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=1.139 | conf=0.550 | gap=0.250
[2026-05-13 00:37:37] #3727/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:38:08] #3728/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 00:38:27] #3729/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 00:38:55] #3730/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:39:24] #3731/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-13 00:40:10] #3732/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:41:12] #3733/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 00:42:12] #3734/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-13 00:42:40] #3735/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:43:11] #3736/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-13 00:43:27] #3737/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:43:57] #3738/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 00:44:23] #3739/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 00:44:56] #3740/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.730 | conf=0.722 | gap=0.500
[2026-05-13 00:46:11] #3742/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:46:25] #3743/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-13 00:46:57] #3744/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.293 | conf=0.650 | gap=0.550
[2026-05-13 00:47:13] #3745/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:47:41] #3746/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 00:47:59] #3747/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-13 00:48:10] #3748/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:48:46] #3749/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 00:49:58] #3750/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:50:25] #3751/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-13 00:50:51] #3752/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-13 00:51:27] #3753/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.261 | conf=0.550 | gap=0.350
[2026-05-13 00:52:36] #3755/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 00:53:23] #3756/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-13 00:53:48] #3757/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 00:54:17] #3758/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-13 00:54:43] #3759/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-13 00:55:12] #3760/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.135 | conf=0.687 | gap=0.535
[2026-05-13 00:55:36] #3761/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:56:21] #3763/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.571 | conf=0.850 | gap=0.750
[2026-05-13 00:56:37] #3764/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.466 | conf=0.824 | gap=0.647
[2026-05-13 00:57:03] #3765/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-13 00:57:40] #3766/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-13 00:57:54] #3767/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.854 | conf=0.737 | gap=0.632
[2026-05-13 00:58:55] #3768/04275 | true=Pick(7) | pred=Stand-sit(4) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 00:59:11] #3769/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.421 | conf=0.880 | gap=0.780
[2026-05-13 00:59:41] #3770/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-13 00:59:58] #3771/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-13 01:00:11] #3772/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 01:00:41] #3773/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-13 01:01:05] #3774/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 01:01:40] #3775/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.466 | conf=0.824 | gap=0.647
[2026-05-13 01:02:50] #3777/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-13 01:03:06] #3778/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-13 01:03:36] #3779/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 01:04:00] #3780/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-13 01:04:15] #3781/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 01:04:28] #3782/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:05:02] #3783/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 01:05:31] #3784/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.293 | conf=0.650 | gap=0.550
[2026-05-13 01:06:01] #3785/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:06:47] #3786/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:07:12] #3787/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.450 | conf=0.550 | gap=0.450
[2026-05-13 01:07:42] #3788/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-13 01:07:56] #3789/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.549 | conf=0.880 | gap=0.840
[2026-05-13 01:08:27] #3790/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.196 | conf=0.960 | gap=0.940
[2026-05-13 01:08:40] #3791/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-13 01:09:26] #3792/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 01:10:24] #3793/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-13 01:11:59] #3794/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-13 01:13:30] #3795/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.680 | conf=0.830 | gap=0.770
[2026-05-13 01:14:25] #3796/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.648 | conf=0.842 | gap=0.743
[2026-05-13 01:15:19] #3797/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.364 | conf=0.550 | gap=0.350
[2026-05-13 01:16:02] #3798/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-13 01:16:18] #3799/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 01:17:26] #3801/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:18:01] #3802/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-13 01:18:33] #3803/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 01:19:25] #3804/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-13 01:22:12] #3808/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-13 01:22:42] #3809/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.621 | conf=0.850 | gap=0.770
[2026-05-13 01:22:58] #3810/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-13 01:23:14] #3811/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-13 01:23:56] #3812/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-13 01:24:32] #3813/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.680 | conf=0.850 | gap=0.810
[2026-05-13 01:24:53] #3814/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:25:30] #3815/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-13 01:26:05] #3816/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-13 01:26:53] #3817/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-13 01:27:21] #3818/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 01:27:55] #3819/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.776 | conf=0.825 | gap=0.796
[2026-05-13 01:28:20] #3820/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.248 | conf=0.650 | gap=0.570
[2026-05-13 01:28:56] #3821/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-13 01:29:45] #3822/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-13 01:30:21] #3823/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-13 01:31:00] #3824/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-13 01:31:33] #3825/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-13 01:32:00] #3826/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-13 01:32:15] #3827/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:32:41] #3828/04275 | true=Pick(7) | pred=Stand-sit(4) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-13 01:33:26] #3829/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.949 | conf=0.700 | gap=0.550
[2026-05-13 01:33:43] #3830/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-13 01:34:11] #3831/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.249 | conf=0.700 | gap=0.650
[2026-05-13 01:34:41] #3832/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:35:09] #3833/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.983 | conf=0.800 | gap=0.770
[2026-05-13 01:35:43] #3834/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.557 | conf=0.880 | gap=0.830
[2026-05-13 01:36:14] #3835/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-13 01:36:47] #3836/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-13 01:37:20] #3837/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 01:38:02] #3838/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 01:39:36] #3839/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:41:09] #3840/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-13 01:42:03] #3841/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-13 01:42:37] #3842/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-13 01:43:12] #3843/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-13 01:43:46] #3844/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.250 | conf=0.720 | gap=0.680
[2026-05-13 01:44:35] #3845/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:44:49] #3846/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.939 | conf=0.722 | gap=0.611
[2026-05-13 01:45:34] #3847/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.912 | conf=0.800 | gap=0.750
[2026-05-13 01:45:59] #3848/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:46:41] #3849/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-13 01:47:08] #3850/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:47:38] #3851/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 01:48:14] #3852/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.228 | conf=0.600 | gap=0.400
[2026-05-13 01:48:40] #3853/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.905 | conf=0.700 | gap=0.500
[2026-05-13 01:49:09] #3854/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:49:38] #3855/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-13 01:50:18] #3856/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 01:51:03] #3858/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:51:33] #3859/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.741 | conf=0.850 | gap=0.820
[2026-05-13 01:51:43] #3860/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 01:52:17] #3861/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-13 01:52:48] #3862/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:53:18] #3863/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:53:55] #3864/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.389 | conf=0.895 | gap=0.811
[2026-05-13 01:54:28] #3865/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-13 01:55:01] #3866/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-13 01:55:39] #3867/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:56:09] #3868/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.820 | gap=0.800
[2026-05-13 01:56:56] #3869/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.585 | conf=0.850 | gap=0.750
[2026-05-13 01:57:22] #3870/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:57:50] #3871/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.688 | conf=0.850 | gap=0.800
[2026-05-13 01:58:04] #3872/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.590 | conf=0.859 | gap=0.808
[2026-05-13 01:58:17] #3873/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-13 02:00:01] #3875/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-13 02:00:35] #3876/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=1.305 | conf=0.600 | gap=0.450
[2026-05-13 02:01:22] #3877/04275 | true=Pick(7) | pred=Walk(11) | ✗ | ent=1.063 | conf=0.600 | gap=0.400
[2026-05-13 02:01:51] #3878/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-13 02:02:28] #3879/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-13 02:03:33] #3880/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 02:03:58] #3881/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 02:04:42] #3882/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 02:05:08] #3883/04275 | true=Pick(7) | pred=Stand-sit(4) | ✗ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-13 02:05:36] #3884/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 02:05:48] #3885/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 02:06:18] #3886/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.349 | conf=0.700 | gap=0.650
[2026-05-13 02:06:46] #3887/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 02:06:57] #3888/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 02:07:21] #3889/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.467 | conf=0.550 | gap=0.350
[2026-05-13 02:07:56] #3890/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-13 02:08:27] #3891/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 02:08:58] #3892/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.794 | conf=0.700 | gap=0.450
[2026-05-13 02:09:21] #3893/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-13 02:10:02] #3894/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 02:11:32] #3895/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 02:12:18] #3896/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-13 02:12:55] #3897/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.327 | conf=0.550 | gap=0.350
[2026-05-13 02:13:40] #3898/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.377 | conf=0.701 | gap=0.654
[2026-05-13 02:14:30] #3899/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-13 02:15:14] #3900/04275 | true=Pick(7) | pred=Stair-down(16) | ✗ | ent=1.268 | conf=0.550 | gap=0.350
[2026-05-13 02:15:42] #3901/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 02:16:23] #3902/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-13 02:16:47] #3903/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-13 02:17:16] #3904/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.530 | conf=0.880 | gap=0.840
[2026-05-13 02:17:49] #3905/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 02:18:23] #3906/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 02:18:53] #3907/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-13 02:19:45] #3908/04275 | true=Pick(7) | pred=Push-up(9) | ✗ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-13 02:20:00] #3909/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 02:20:16] #3910/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 02:20:47] #3911/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.304 | conf=0.550 | gap=0.400
[2026-05-13 02:21:25] #3912/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.436 | conf=0.842 | gap=0.684
[2026-05-13 02:21:54] #3913/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-13 02:22:23] #3914/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-13 02:22:38] #3915/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-13 02:23:22] #3916/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 02:23:34] #3917/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-13 02:23:51] #3918/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-13 02:24:18] #3919/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 02:24:48] #3920/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=1.189 | conf=0.684 | gap=0.632
[2026-05-13 02:25:48] #3921/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-13 02:26:13] #3922/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 02:26:52] #3923/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-13 02:27:29] #3924/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 02:27:56] #3925/04275 | true=Pick(7) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 02:28:20] #3926/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:28:53] #3927/04275 | true=Pick(7) | pred=Lay-stand(6) | ✗ | ent=1.227 | conf=0.700 | gap=0.620
[2026-05-13 02:29:07] #3928/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 02:29:41] #3929/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-13 02:30:06] #3930/04275 | true=Pick(7) | pred=Pick(7) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:30:39] #3931/04275 | true=Pick(7) | pred=Stair-up(15) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-13 02:31:10] #3932/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-13 02:31:47] #3933/04275 | true=Pick(7) | pred=Sit-up(10) | ✗ | ent=0.871 | conf=0.700 | gap=0.500
