[2026-05-12 10:27:50] #0001/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 19:32:02] #1630/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.635 conf=0.820 gap=0.700
[2026-05-12 19:32:10] #1631/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.819 conf=0.720 gap=0.520
[2026-05-12 19:32:21] #1632/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 19:32:47] #1633/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 19:33:04] #1634/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.405 conf=0.900 gap=0.830
[2026-05-12 19:33:21] #1635/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.772 conf=0.720 gap=0.490
[2026-05-12 19:33:59] #1636/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 19:34:57] #1638/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 19:35:16] #1639/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 19:35:36] #1640/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 19:36:06] #1641/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 19:36:19] #1642/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.604 conf=0.750 gap=0.510
[2026-05-12 19:36:41] #1643/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.856 conf=0.720 gap=0.540
[2026-05-12 19:36:53] #1644/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 19:37:16] #1645/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 19:37:27] #1646/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 19:37:38] #1647/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.750 gap=0.600
[2026-05-12 19:38:00] #1648/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 19:38:11] #1649/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 19:38:18] #1650/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 19:38:29] #1651/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 19:38:44] #1652/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.777 conf=0.750 gap=0.570
[2026-05-12 19:38:53] #1653/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.799 conf=0.720 gap=0.500
[2026-05-12 19:39:13] #1654/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 19:39:22] #1655/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 19:40:06] #1657/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 19:40:16] #1658/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.877 conf=0.550 gap=0.150
[2026-05-12 19:40:38] #1659/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.579 conf=0.820 gap=0.670
[2026-05-12 19:40:54] #1660/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 19:41:22] #1661/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 19:42:09] #1662/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.680 conf=0.750 gap=0.530
[2026-05-12 19:42:38] #1663/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 19:43:30] #1664/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 19:43:55] #1665/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 19:44:14] #1666/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.771 conf=0.700 gap=0.450
[2026-05-12 19:44:39] #1667/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 19:44:51] #1668/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 19:45:00] #1669/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 19:45:15] #1670/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 19:45:27] #1671/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.636 conf=0.720 gap=0.450
[2026-05-12 19:45:40] #1672/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.988 conf=0.550 gap=0.200
[2026-05-12 19:45:55] #1673/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 19:46:04] #1674/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.821 conf=0.650 gap=0.350
[2026-05-12 19:46:15] #1675/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 19:46:27] #1676/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 19:46:47] #1677/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.645 conf=0.780 gap=0.610
[2026-05-12 19:46:57] #1678/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 19:47:08] #1679/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 19:47:34] #1680/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.613 conf=0.820 gap=0.700
[2026-05-12 19:47:45] #1681/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.007 conf=0.550 gap=0.200
[2026-05-12 19:48:08] #1682/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.543 conf=0.850 gap=0.750
[2026-05-12 19:48:32] #1683/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 19:48:57] #1684/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 19:49:06] #1685/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.788 conf=0.620 gap=0.270
[2026-05-12 19:49:25] #1686/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 19:49:44] #1687/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.714 conf=0.720 gap=0.470
[2026-05-12 19:49:53] #1688/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.857 conf=0.700 gap=0.480
[2026-05-12 19:50:06] #1689/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 19:50:18] #1690/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.863 conf=0.700 gap=0.500
[2026-05-12 19:50:30] #1691/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.788 conf=0.720 gap=0.500
[2026-05-12 19:50:39] #1692/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.844 conf=0.650 gap=0.350
[2026-05-12 19:50:48] #1693/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.771 conf=0.700 gap=0.450
[2026-05-12 19:51:06] #1694/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 19:51:22] #1695/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 19:51:32] #1696/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.712 conf=0.750 gap=0.550
[2026-05-12 19:51:44] #1697/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 19:52:12] #1698/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.847 conf=0.720 gap=0.520
[2026-05-12 19:52:29] #1699/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.707 conf=0.720 gap=0.470
[2026-05-12 19:53:08] #1700/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 19:53:59] #1701/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.603 conf=0.820 gap=0.690
[2026-05-12 19:54:27] #1702/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 19:54:43] #1703/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.007 conf=0.550 gap=0.200
[2026-05-12 19:54:56] #1704/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 19:55:52] #1705/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 19:56:06] #1706/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 19:56:31] #1707/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=1.040 conf=0.620 gap=0.400
[2026-05-12 19:56:50] #1708/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.444 conf=0.900 gap=0.860
[2026-05-12 19:57:01] #1709/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.799 conf=0.700 gap=0.450
[2026-05-12 19:57:25] #1710/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 19:57:44] #1711/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.579 conf=0.820 gap=0.670
[2026-05-12 19:57:55] #1712/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.732 conf=0.750 gap=0.550
[2026-05-12 19:58:23] #1713/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 19:59:00] #1714/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.777 conf=0.750 gap=0.570
[2026-05-12 19:59:27] #1715/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 20:00:06] #1716/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.878 conf=0.720 gap=0.540
[2026-05-12 20:00:21] #1717/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 20:00:47] #1719/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.791 conf=0.700 gap=0.450
[2026-05-12 20:01:15] #1720/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 20:01:42] #1721/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 20:02:03] #1722/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.641 conf=0.780 gap=0.590
[2026-05-12 20:02:43] #1723/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.589 conf=0.820 gap=0.680
[2026-05-12 20:02:56] #1724/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 20:03:17] #1725/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.856 conf=0.750 gap=0.630
[2026-05-12 20:03:38] #1726/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 20:03:48] #1727/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.856 conf=0.720 gap=0.540
[2026-05-12 20:03:59] #1728/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 20:04:11] #1729/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:04:32] #1730/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.650 gap=0.350
[2026-05-12 20:04:47] #1731/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.717 conf=0.750 gap=0.550
[2026-05-12 20:05:08] #1732/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 20:05:33] #1733/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.839 conf=0.720 gap=0.540
[2026-05-12 20:05:47] #1734/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 20:06:08] #1735/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.638 conf=0.820 gap=0.700
[2026-05-12 20:06:28] #1736/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=1.201 conf=0.600 gap=0.450
[2026-05-12 20:06:38] #1737/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:06:48] #1738/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.625 conf=0.820 gap=0.690
[2026-05-12 20:07:09] #1739/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.645 conf=0.800 gap=0.650
[2026-05-12 20:07:26] #1740/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 20:07:44] #1741/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.253 conf=0.950 gap=0.920
[2026-05-12 20:07:58] #1742/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=1.104 conf=0.550 gap=0.250
[2026-05-12 20:08:09] #1743/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.870 conf=0.720 gap=0.540
[2026-05-12 20:08:18] #1744/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 20:08:26] #1745/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 20:08:35] #1746/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.732 conf=0.750 gap=0.550
[2026-05-12 20:08:54] #1747/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 20:09:05] #1748/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.990 conf=0.550 gap=0.200
[2026-05-12 20:09:14] #1749/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 20:09:33] #1750/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.415 conf=0.900 gap=0.840
[2026-05-12 20:09:49] #1751/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 20:10:01] #1752/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 20:10:20] #1753/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 20:10:25] #1754/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 20:10:44] #1755/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.788 conf=0.720 gap=0.500
[2026-05-12 20:11:06] #1756/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-12 20:11:19] #1757/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 20:11:29] #1758/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.932 conf=0.620 gap=0.320
[2026-05-12 20:11:40] #1759/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 20:12:06] #1760/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.589 conf=0.820 gap=0.680
[2026-05-12 20:12:29] #1761/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:12:48] #1762/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.154 conf=0.970 gap=0.950
[2026-05-12 20:13:08] #1763/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 20:13:18] #1764/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 20:13:43] #1766/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.852 conf=0.700 gap=0.500
[2026-05-12 20:14:06] #1767/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.543 conf=0.850 gap=0.750
[2026-05-12 20:14:17] #1768/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:14:28] #1769/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 20:14:37] #1770/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.896 conf=0.700 gap=0.500
[2026-05-12 20:14:51] #1771/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.309 conf=0.920 gap=0.850
[2026-05-12 20:15:06] #1772/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.109 conf=0.980 gap=0.965
[2026-05-12 20:15:29] #1773/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:15:46] #1774/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.852 conf=0.700 gap=0.500
[2026-05-12 20:16:20] #1775/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 20:17:23] #1776/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.734 conf=0.800 gap=0.700
[2026-05-12 20:18:09] #1777/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 20:18:28] #1778/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.613 conf=0.820 gap=0.700
[2026-05-12 20:18:47] #1779/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 20:19:03] #1780/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.877 conf=0.550 gap=0.150
[2026-05-12 20:19:22] #1781/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.971 conf=0.550 gap=0.180
[2026-05-12 20:19:49] #1783/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 20:20:12] #1784/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 20:20:38] #1785/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 20:20:56] #1786/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 20:21:29] #1787/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.870 conf=0.720 gap=0.540
[2026-05-12 20:22:04] #1788/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 20:22:23] #1789/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 20:22:42] #1790/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.712 conf=0.750 gap=0.550
[2026-05-12 20:23:06] #1791/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:23:31] #1792/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 20:23:46] #1793/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 20:24:14] #1794/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 20:24:28] #1795/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.832 conf=0.720 gap=0.520
[2026-05-12 20:24:41] #1796/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 20:25:05] #1797/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.876 conf=0.750 gap=0.650
[2026-05-12 20:25:21] #1798/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 20:25:41] #1799/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.790 conf=0.720 gap=0.500
[2026-05-12 20:25:52] #1800/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.932 conf=0.620 gap=0.320
[2026-05-12 20:26:23] #1801/02089 | true=lying(0) | pred=standing(2) | ✗ | ent=0.975 conf=0.700 gap=0.550
[2026-05-12 20:26:34] #1802/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-12 20:26:56] #1803/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.524 conf=0.850 gap=0.730
[2026-05-12 20:27:00] #1804/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:27:25] #1805/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 20:27:39] #1806/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.877 conf=0.550 gap=0.150
[2026-05-12 20:27:54] #1807/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 20:28:10] #1808/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.844 conf=0.720 gap=0.520
[2026-05-12 20:28:27] #1809/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.661 conf=0.780 gap=0.600
[2026-05-12 20:28:39] #1810/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:28:56] #1811/02089 | true=lying(0) | pred=sitting(1) | ✗ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 20:29:07] #1812/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 20:29:29] #1813/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 20:29:48] #1814/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 20:30:07] #1815/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:30:28] #1816/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 20:30:52] #1817/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 20:31:13] #1818/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 20:31:25] #1819/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.032 conf=0.550 gap=0.200
[2026-05-12 20:31:42] #1820/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 20:31:44] #1821/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.871 conf=0.600 gap=0.250
[2026-05-12 20:32:13] #1823/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.712 conf=0.750 gap=0.550
[2026-05-12 20:32:34] #1824/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.735 conf=0.750 gap=0.550
[2026-05-12 20:32:51] #1825/02089 | true=lying(0) | pred=jogging(4) | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 20:33:04] #1826/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 20:33:34] #1827/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.865 conf=0.720 gap=0.540
[2026-05-12 20:33:45] #1828/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.778 conf=0.700 gap=0.450
[2026-05-12 20:34:08] #1829/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.552 conf=0.820 gap=0.670
[2026-05-12 20:34:16] #1830/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 20:34:26] #1831/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.823 conf=0.650 gap=0.350
[2026-05-12 20:34:45] #1832/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:35:05] #1834/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 20:35:15] #1835/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 20:35:32] #1836/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 20:35:47] #1837/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 20:35:58] #1838/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:36:09] #1839/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.857 conf=0.700 gap=0.480
[2026-05-12 20:36:20] #1840/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.988 conf=0.550 gap=0.200
[2026-05-12 20:36:30] #1841/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.029 conf=0.550 gap=0.200
[2026-05-12 20:36:45] #1842/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 20:37:04] #1844/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.719 conf=0.750 gap=0.550
[2026-05-12 20:37:21] #1845/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 20:37:31] #1846/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 20:37:51] #1847/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.625 conf=0.820 gap=0.690
[2026-05-12 20:38:16] #1848/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 20:38:28] #1849/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=1.007 conf=0.550 gap=0.200
[2026-05-12 20:38:50] #1850/02089 | true=lying(0) | pred=walking(3) | ✗ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 20:39:18] #1851/02089 | true=lying(0) | pred=lying(0) | ✓ | ent=0.794 conf=0.700 gap=0.450
