[2026-05-11 23:15:03] MotionSense class 5 (walking) T=0.8
[2026-05-11 23:15:03]   3743 windows
[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:14:39] #2938/03743 | true=walking | pred=upstairs | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 13:14:46] #2939/03743 | true=walking | pred=upstairs | ✗ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 13:15:16] #2940/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:15:16]   [2940/3743] acc=74% filt=2440
[2026-05-12 13:15:24] #2941/03743 | true=walking | pred=upstairs | ✗ | ent=0.210 conf=0.960 gap=0.940
[2026-05-12 13:15:45] #2942/03743 | true=walking | pred=walking | ✓ | ent=0.772 conf=0.800 gap=0.720
[2026-05-12 13:15:48] #2943/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 13:15:53] #2944/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:16:28] #2945/03743 | true=walking | pred=upstairs | ✗ | ent=0.965 conf=0.720 gap=0.590
[2026-05-12 13:16:38] #2946/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:16:50] #2947/03743 | true=walking | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 13:17:08] #2948/03743 | true=walking | pred=jogging | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 13:17:18] #2949/03743 | true=walking | pred=jogging | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:17:58] #2950/03743 | true=walking | pred=upstairs | ✗ | ent=1.075 conf=0.650 gap=0.500
[2026-05-12 13:18:26] #2951/03743 | true=walking | pred=walking | ✓ | ent=1.028 conf=0.650 gap=0.490
[2026-05-12 13:18:42] #2952/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:18:45] #2953/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:18:53] #2954/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:19:28] #2955/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:19:31] #2956/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:19:40] #2957/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:19:44] #2958/03743 | true=walking | pred=walking | ✓ | ent=1.160 conf=0.510 gap=0.210
[2026-05-12 13:19:52] #2959/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 13:20:17] #2960/03743 | true=walking | pred=standing | ✗ | ent=0.740 conf=0.780 gap=0.630
[2026-05-12 13:20:17]   [2960/3743] acc=73% filt=2460
[2026-05-12 13:20:26] #2961/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 13:20:35] #2962/03743 | true=walking | pred=walking | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-12 13:20:47] #2963/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:20:58] #2964/03743 | true=walking | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 13:21:04] #2965/03743 | true=walking | pred=walking | ✓ | ent=1.002 conf=0.720 gap=0.620
[2026-05-12 13:21:13] #2966/03743 | true=walking | pred=walking | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 13:21:33] #2967/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.600 gap=0.400
[2026-05-12 13:21:43] #2968/03743 | true=walking | pred=walking | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 13:21:56] #2969/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:22:16] #2970/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:22:29] #2971/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:22:37] #2972/03743 | true=walking | pred=walking | ✓ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 13:22:48] #2973/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:22:53] #2974/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:23:04] #2975/03743 | true=walking | pred=upstairs | ✗ | ent=0.530 conf=0.880 gap=0.820
[2026-05-12 13:23:26] #2976/03743 | true=walking | pred=upstairs | ✗ | ent=1.129 conf=0.550 gap=0.240
[2026-05-12 13:23:32] #2977/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:23:45] #2978/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:24:22] #2979/03743 | true=walking | pred=downstairs | ✗ | ent=1.211 conf=0.520 gap=0.210
[2026-05-12 13:24:41] #2980/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:24:41]   [2980/3743] acc=73% filt=2479
[2026-05-12 13:24:50] #2981/03743 | true=walking | pred=walking | ✓ | ent=0.756 conf=0.800 gap=0.700
[2026-05-12 13:25:02] #2982/03743 | true=walking | pred=upstairs | ✗ | ent=1.300 conf=0.550 gap=0.370
[2026-05-12 13:25:13] #2983/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 13:25:16] #2984/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 13:25:37] #2985/03743 | true=walking | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:25:40] #2986/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:25:58] #2987/03743 | true=walking | pred=upstairs | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:26:08] #2988/03743 | true=walking | pred=walking | ✓ | ent=0.951 conf=0.650 gap=0.470
[2026-05-12 13:26:26] #2989/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 13:26:29] #2990/03743 | true=walking | pred=walking | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 13:26:48] #2991/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 13:27:09] #2992/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:27:11] #2993/03743 | true=walking | pred=walking | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 13:27:31] #2994/03743 | true=walking | pred=walking | ✓ | ent=1.065 conf=0.500 gap=0.100
[2026-05-12 13:27:44] #2995/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 13:27:54] #2996/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:28:00] #2997/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 13:28:09] #2998/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 13:28:25] #2999/03743 | true=walking | pred=upstairs | ✗ | ent=0.970 conf=0.700 gap=0.520
[2026-05-12 13:28:38] #3000/03743 | true=walking | pred=upstairs | ✗ | ent=1.201 conf=0.600 gap=0.450
[2026-05-12 13:28:38]   [3000/3743] acc=73% filt=2496
[2026-05-12 13:28:51] #3001/03743 | true=walking | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 13:29:03] #3002/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:29:15] #3003/03743 | true=walking | pred=jogging | ✗ | ent=0.813 conf=0.720 gap=0.520
[2026-05-12 13:29:17] #3004/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 13:29:26] #3005/03743 | true=walking | pred=walking | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 13:29:56] #3006/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 13:29:59] #3007/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 13:30:09] #3008/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 13:30:12] #3009/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 13:30:24] #3010/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 13:30:30] #3011/03743 | true=walking | pred=upstairs | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 13:30:34] #3012/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:30:44] #3013/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 13:30:53] #3014/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:30:55] #3015/03743 | true=walking | pred=walking | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 13:30:57] #3016/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 13:31:01] #3017/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:31:30] #3018/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 13:31:33] #3019/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:31:43] #3020/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 13:31:43]   [3020/3743] acc=73% filt=2514
[2026-05-12 13:31:47] #3021/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:32:08] #3022/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:32:11] #3023/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:32:40] #3024/03743 | true=walking | pred=downstairs | ✗ | ent=1.231 conf=0.350 gap=0.000
[2026-05-12 13:32:42] #3025/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:32:55] #3026/03743 | true=walking | pred=upstairs | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 13:33:58] #3027/03743 | true=walking | pred=walking | ✓ | ent=1.215 conf=0.600 gap=0.450
[2026-05-12 13:34:12] #3028/03743 | true=walking | pred=upstairs | ✗ | ent=0.806 conf=0.750 gap=0.630
[2026-05-12 13:34:22] #3029/03743 | true=walking | pred=walking | ✓ | ent=0.931 conf=0.530 gap=0.130
[2026-05-12 13:34:35] #3030/03743 | true=walking | pred=upstairs | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:34:46] #3031/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 13:35:12] #3032/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:35:22] #3033/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:35:40] #3034/03743 | true=walking | pred=downstairs | ✗ | ent=1.192 conf=0.450 gap=0.150
[2026-05-12 13:35:49] #3035/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:36:00] #3036/03743 | true=walking | pred=upstairs | ✗ | ent=1.055 conf=0.400 gap=0.000
[2026-05-12 13:36:04] #3037/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 13:36:08] #3038/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:36:25] #3039/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:36:54] #3040/03743 | true=walking | pred=walking | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 13:36:54]   [3040/3743] acc=73% filt=2530
[2026-05-12 13:36:57] #3041/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 13:37:05] #3042/03743 | true=walking | pred=walking | ✓ | ent=0.801 conf=0.780 gap=0.660
[2026-05-12 13:37:08] #3043/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:37:18] #3044/03743 | true=walking | pred=walking | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 13:37:29] #3045/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 13:37:38] #3046/03743 | true=walking | pred=walking | ✓ | ent=1.086 conf=0.600 gap=0.350
[2026-05-12 13:37:51] #3047/03743 | true=walking | pred=jogging | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 13:37:57] #3048/03743 | true=walking | pred=upstairs | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:38:20] #3049/03743 | true=walking | pred=walking | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 13:38:25] #3050/03743 | true=walking | pred=walking | ✓ | ent=1.031 conf=0.600 gap=0.300
[2026-05-12 13:38:34] #3051/03743 | true=walking | pred=walking | ✓ | ent=1.209 conf=0.450 gap=0.050
[2026-05-12 13:38:54] #3052/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 13:39:02] #3053/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.600 gap=0.400
[2026-05-12 13:39:10] #3054/03743 | true=walking | pred=walking | ✓ | ent=0.859 conf=0.730 gap=0.550
[2026-05-12 13:39:21] #3055/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:39:24] #3056/03743 | true=walking | pred=walking | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 13:39:34] #3057/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 13:40:03] #3058/03743 | true=walking | pred=jogging | ✗ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:40:06] #3059/03743 | true=walking | pred=walking | ✓ | ent=1.249 conf=0.400 gap=0.050
[2026-05-12 13:40:15] #3060/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.720 gap=0.570
[2026-05-12 13:40:15]   [3060/3743] acc=73% filt=2546
[2026-05-12 13:40:23] #3061/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:40:32] #3062/03743 | true=walking | pred=walking | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 13:40:37] #3063/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:40:53] #3064/03743 | true=walking | pred=downstairs | ✗ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 13:40:55] #3065/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 13:40:57] #3066/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:41:11] #3067/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:41:14] #3068/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:41:24] #3069/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.480 gap=0.130
[2026-05-12 13:41:36] #3070/03743 | true=walking | pred=upstairs | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 13:41:46] #3071/03743 | true=walking | pred=walking | ✓ | ent=1.085 conf=0.650 gap=0.450
[2026-05-12 13:41:54] #3072/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 13:42:22] #3073/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 13:42:25] #3074/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 13:42:27] #3075/03743 | true=walking | pred=walking | ✓ | ent=1.373 conf=0.500 gap=0.250
[2026-05-12 13:42:44] #3076/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:42:54] #3077/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 13:43:55] #3078/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 13:44:03] #3079/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:44:17] #3080/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:44:17]   [3080/3743] acc=73% filt=2561
[2026-05-12 13:44:47] #3081/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:44:50] #3082/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:45:03] #3083/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:45:31] #3084/03743 | true=walking | pred=jogging | ✗ | ent=1.202 conf=0.450 gap=0.200
[2026-05-12 13:45:42] #3085/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:45:51] #3086/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:45:54] #3087/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:46:00] #3088/03743 | true=walking | pred=walking | ✓ | ent=0.822 conf=0.750 gap=0.630
[2026-05-12 13:46:04] #3089/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 13:46:38] #3090/03743 | true=walking | pred=walking | ✓ | ent=1.081 conf=0.650 gap=0.470
[2026-05-12 13:46:40] #3091/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 13:46:52] #3092/03743 | true=walking | pred=walking | ✓ | ent=0.993 conf=0.650 gap=0.470
[2026-05-12 13:47:06] #3093/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:47:16] #3094/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 13:47:39] #3095/03743 | true=walking | pred=jogging | ✗ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 13:47:43] #3096/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:47:46] #3097/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:47:58] #3098/03743 | true=walking | pred=upstairs | ✗ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 13:48:10] #3099/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:48:18] #3100/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.450 gap=0.150
[2026-05-12 13:48:18]   [3100/3743] acc=73% filt=2577
[2026-05-12 13:48:38] #3101/03743 | true=walking | pred=walking | ✓ | ent=0.928 conf=0.710 gap=0.560
[2026-05-12 13:48:49] #3102/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 13:49:03] #3103/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 13:49:13] #3104/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 13:49:49] #3105/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 13:49:52] #3106/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 13:50:14] #3107/03743 | true=walking | pred=upstairs | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:50:17] #3108/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 13:50:20] #3109/03743 | true=walking | pred=walking | ✓ | ent=1.221 conf=0.600 gap=0.450
[2026-05-12 13:50:34] #3110/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:50:42] #3111/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:51:07] #3112/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 13:51:13] #3113/03743 | true=walking | pred=upstairs | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:51:28] #3114/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:51:31] #3115/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 13:51:52] #3116/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:52:05] #3117/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 13:52:27] #3118/03743 | true=walking | pred=upstairs | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 13:52:37] #3119/03743 | true=walking | pred=walking | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 13:52:53] #3120/03743 | true=walking | pred=downstairs | ✗ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:52:53]   [3120/3743] acc=74% filt=2594
[2026-05-12 13:52:57] #3121/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:53:10] #3122/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 13:53:19] #3123/03743 | true=walking | pred=downstairs | ✗ | ent=1.055 conf=0.400 gap=0.000
[2026-05-12 13:53:22] #3124/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:53:24] #3125/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:53:26] #3126/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 13:53:29] #3127/03743 | true=walking | pred=walking | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-12 13:53:52] #3128/03743 | true=walking | pred=upstairs | ✗ | ent=0.689 conf=0.820 gap=0.740
[2026-05-12 13:54:22] #3129/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:54:32] #3130/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 13:54:41] #3131/03743 | true=walking | pred=walking | ✓ | ent=0.748 conf=0.780 gap=0.660
[2026-05-12 13:54:54] #3132/03743 | true=walking | pred=upstairs | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 13:55:05] #3133/03743 | true=walking | pred=upstairs | ✗ | ent=1.254 conf=0.580 gap=0.380
[2026-05-12 13:55:09] #3134/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 13:55:30] #3135/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:55:41] #3136/03743 | true=walking | pred=walking | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 13:56:08] #3137/03743 | true=walking | pred=upstairs | ✗ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 13:56:19] #3138/03743 | true=walking | pred=upstairs | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 13:56:22] #3139/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:56:33] #3140/03743 | true=walking | pred=upstairs | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:56:33]   [3140/3743] acc=73% filt=2609
[2026-05-12 13:56:36] #3141/03743 | true=walking | pred=walking | ✓ | ent=1.200 conf=0.490 gap=0.240
[2026-05-12 13:56:50] #3142/03743 | true=walking | pred=upstairs | ✗ | ent=0.269 conf=0.940 gap=0.910
[2026-05-12 13:56:52] #3143/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 13:57:00] #3144/03743 | true=walking | pred=upstairs | ✗ | ent=0.975 conf=0.550 gap=0.250
[2026-05-12 13:57:13] #3145/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:57:39] #3146/03743 | true=walking | pred=walking | ✓ | ent=1.035 conf=0.650 gap=0.450
[2026-05-12 13:57:42] #3147/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 13:58:02] #3148/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 13:58:15] #3149/03743 | true=walking | pred=walking | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 13:58:31] #3150/03743 | true=walking | pred=upstairs | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 13:58:38] #3151/03743 | true=walking | pred=upstairs | ✗ | ent=1.402 conf=0.500 gap=0.300
[2026-05-12 13:58:49] #3152/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:59:02] #3153/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 13:59:14] #3154/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 13:59:17] #3155/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 13:59:22] #3156/03743 | true=walking | pred=walking | ✓ | ent=1.338 conf=0.450 gap=0.150
[2026-05-12 13:59:46] #3157/03743 | true=walking | pred=upstairs | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:59:49] #3158/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 13:59:53] #3159/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 14:00:09] #3160/03743 | true=walking | pred=upstairs | ✗ | ent=1.400 conf=0.450 gap=0.150
[2026-05-12 14:00:09]   [3160/3743] acc=73% filt=2623
[2026-05-12 14:00:33] #3161/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:00:43] #3162/03743 | true=walking | pred=walking | ✓ | ent=1.206 conf=0.400 gap=0.050
[2026-05-12 14:00:54] #3163/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
