[2026-05-11 23:15:14] #0001/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 12:49:02] #2829/03743 | true=walking | pred=walking | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 12:49:05] #2830/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 12:50:23] #2833/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:50:37] #2834/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 12:50:48] #2835/03743 | true=walking | pred=walking | ✓ | ent=1.229 conf=0.550 gap=0.350
[2026-05-12 12:51:00] #2836/03743 | true=walking | pred=walking | ✓ | ent=0.526 conf=0.850 gap=0.770
[2026-05-12 12:51:13] #2837/03743 | true=walking | pred=walking | ✓ | ent=1.028 conf=0.650 gap=0.490
[2026-05-12 12:51:24] #2838/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 12:52:02] #2840/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 12:52:15] #2841/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 12:52:18] #2842/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 12:52:38] #2844/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 12:52:46] #2845/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 12:53:38] #2846/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 12:53:53] #2847/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 12:54:29] #2849/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 12:54:37] #2850/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 12:54:48] #2851/03743 | true=walking | pred=walking | ✓ | ent=0.940 conf=0.480 gap=0.030
[2026-05-12 12:54:50] #2852/03743 | true=walking | pred=walking | ✓ | ent=1.280 conf=0.400 gap=0.100
[2026-05-12 12:54:55] #2853/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 12:55:54] #2854/03743 | true=walking | pred=walking | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 12:56:01] #2855/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 12:56:04] #2856/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 12:56:22] #2857/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 12:57:00] #2859/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 12:57:14] #2860/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 12:57:34] #2861/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 12:57:36] #2862/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 12:57:39] #2863/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 12:57:42] #2864/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 12:57:53] #2865/03743 | true=walking | pred=walking | ✓ | ent=1.165 conf=0.500 gap=0.250
[2026-05-12 12:58:31] #2866/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 12:59:45] #2870/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:00:05] #2872/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:00:18] #2873/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:00:21] #2874/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:00:32] #2876/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:00:41] #2877/03743 | true=walking | pred=walking | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 13:00:44] #2878/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 13:00:57] #2879/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:00:59] #2880/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 13:02:09] #2882/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 13:02:13] #2883/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:02:52] #2885/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:03:06] #2886/03743 | true=walking | pred=walking | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-12 13:03:08] #2887/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:03:19] #2888/03743 | true=walking | pred=walking | ✓ | ent=1.086 conf=0.600 gap=0.350
[2026-05-12 13:03:27] #2890/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:03:49] #2892/03743 | true=walking | pred=walking | ✓ | ent=1.345 conf=0.350 gap=0.100
[2026-05-12 13:04:15] #2894/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 13:04:25] #2895/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:04:54] #2896/03743 | true=walking | pred=walking | ✓ | ent=0.998 conf=0.700 gap=0.550
[2026-05-12 13:05:48] #2898/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:05:51] #2899/03743 | true=walking | pred=walking | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 13:05:55] #2900/03743 | true=walking | pred=walking | ✓ | ent=1.164 conf=0.650 gap=0.500
[2026-05-12 13:05:58] #2901/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 13:06:22] #2903/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:06:53] #2905/03743 | true=walking | pred=walking | ✓ | ent=1.209 conf=0.600 gap=0.450
[2026-05-12 13:07:14] #2906/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:08:01] #2908/03743 | true=walking | pred=walking | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 13:08:11] #2909/03743 | true=walking | pred=walking | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 13:08:14] #2910/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:08:22] #2911/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:09:19] #2912/03743 | true=walking | pred=walking | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 13:09:57] #2914/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:10:23] #2916/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:10:25] #2917/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:10:28] #2918/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 13:10:46] #2920/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:10:49] #2921/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 13:11:00] #2922/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 13:11:02] #2923/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 13:11:10] #2924/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:11:24] #2925/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:12:04] #2927/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:12:39] #2929/03743 | true=walking | pred=walking | ✓ | ent=1.247 conf=0.500 gap=0.200
[2026-05-12 13:12:49] #2930/03743 | true=walking | pred=walking | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 13:12:52] #2931/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:13:12] #2932/03743 | true=walking | pred=walking | ✓ | ent=1.089 conf=0.600 gap=0.400
[2026-05-12 13:13:39] #2934/03743 | true=walking | pred=walking | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 13:13:54] #2935/03743 | true=walking | pred=walking | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 13:13:58] #2936/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 13:14:03] #2937/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 13:15:45] #2942/03743 | true=walking | pred=walking | ✓ | ent=0.772 conf=0.800 gap=0.720
[2026-05-12 13:15:48] #2943/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 13:16:38] #2946/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:18:26] #2951/03743 | true=walking | pred=walking | ✓ | ent=1.028 conf=0.650 gap=0.490
[2026-05-12 13:18:42] #2952/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:18:45] #2953/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:18:53] #2954/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:19:28] #2955/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:19:31] #2956/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:19:40] #2957/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:19:44] #2958/03743 | true=walking | pred=walking | ✓ | ent=1.160 conf=0.510 gap=0.210
[2026-05-12 13:19:52] #2959/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 13:20:26] #2961/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 13:20:35] #2962/03743 | true=walking | pred=walking | ✓ | ent=1.239 conf=0.550 gap=0.300
[2026-05-12 13:21:04] #2965/03743 | true=walking | pred=walking | ✓ | ent=1.002 conf=0.720 gap=0.620
[2026-05-12 13:21:13] #2966/03743 | true=walking | pred=walking | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-12 13:21:33] #2967/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.600 gap=0.400
[2026-05-12 13:21:43] #2968/03743 | true=walking | pred=walking | ✓ | ent=0.375 conf=0.900 gap=0.820
[2026-05-12 13:21:56] #2969/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:22:16] #2970/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:22:29] #2971/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:22:37] #2972/03743 | true=walking | pred=walking | ✓ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 13:22:48] #2973/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:22:53] #2974/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:23:32] #2977/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:23:45] #2978/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:24:41] #2980/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:24:50] #2981/03743 | true=walking | pred=walking | ✓ | ent=0.756 conf=0.800 gap=0.700
[2026-05-12 13:25:13] #2983/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 13:25:16] #2984/03743 | true=walking | pred=walking | ✓ | ent=1.094 conf=0.500 gap=0.150
[2026-05-12 13:25:40] #2986/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:26:08] #2988/03743 | true=walking | pred=walking | ✓ | ent=0.951 conf=0.650 gap=0.470
[2026-05-12 13:26:26] #2989/03743 | true=walking | pred=walking | ✓ | ent=0.979 conf=0.650 gap=0.400
[2026-05-12 13:26:29] #2990/03743 | true=walking | pred=walking | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 13:26:48] #2991/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 13:27:11] #2993/03743 | true=walking | pred=walking | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 13:27:31] #2994/03743 | true=walking | pred=walking | ✓ | ent=1.065 conf=0.500 gap=0.100
[2026-05-12 13:27:44] #2995/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 13:27:54] #2996/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:28:00] #2997/03743 | true=walking | pred=walking | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 13:28:09] #2998/03743 | true=walking | pred=walking | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 13:29:03] #3002/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:29:17] #3004/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 13:29:26] #3005/03743 | true=walking | pred=walking | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 13:29:56] #3006/03743 | true=walking | pred=walking | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 13:29:59] #3007/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 13:30:09] #3008/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 13:30:12] #3009/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 13:30:34] #3012/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:30:44] #3013/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 13:30:53] #3014/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:30:55] #3015/03743 | true=walking | pred=walking | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 13:30:57] #3016/03743 | true=walking | pred=walking | ✓ | ent=0.791 conf=0.650 gap=0.350
[2026-05-12 13:31:01] #3017/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:31:30] #3018/03743 | true=walking | pred=walking | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 13:31:33] #3019/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:31:43] #3020/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 13:31:47] #3021/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:32:08] #3022/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:32:11] #3023/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:32:42] #3025/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:33:58] #3027/03743 | true=walking | pred=walking | ✓ | ent=1.215 conf=0.600 gap=0.450
[2026-05-12 13:34:22] #3029/03743 | true=walking | pred=walking | ✓ | ent=0.931 conf=0.530 gap=0.130
[2026-05-12 13:34:46] #3031/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 13:35:12] #3032/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:35:22] #3033/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:36:04] #3037/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 13:36:08] #3038/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:36:54] #3040/03743 | true=walking | pred=walking | ✓ | ent=0.498 conf=0.850 gap=0.730
[2026-05-12 13:36:57] #3041/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 13:37:05] #3042/03743 | true=walking | pred=walking | ✓ | ent=0.801 conf=0.780 gap=0.660
[2026-05-12 13:37:08] #3043/03743 | true=walking | pred=walking | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 13:37:18] #3044/03743 | true=walking | pred=walking | ✓ | ent=0.907 conf=0.650 gap=0.400
[2026-05-12 13:37:29] #3045/03743 | true=walking | pred=walking | ✓ | ent=0.647 conf=0.800 gap=0.650
[2026-05-12 13:37:38] #3046/03743 | true=walking | pred=walking | ✓ | ent=1.086 conf=0.600 gap=0.350
[2026-05-12 13:38:20] #3049/03743 | true=walking | pred=walking | ✓ | ent=0.825 conf=0.750 gap=0.600
[2026-05-12 13:38:25] #3050/03743 | true=walking | pred=walking | ✓ | ent=1.031 conf=0.600 gap=0.300
[2026-05-12 13:38:34] #3051/03743 | true=walking | pred=walking | ✓ | ent=1.209 conf=0.450 gap=0.050
[2026-05-12 13:38:54] #3052/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 13:39:02] #3053/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.600 gap=0.400
[2026-05-12 13:39:10] #3054/03743 | true=walking | pred=walking | ✓ | ent=0.859 conf=0.730 gap=0.550
[2026-05-12 13:39:21] #3055/03743 | true=walking | pred=walking | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:39:24] #3056/03743 | true=walking | pred=walking | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 13:39:34] #3057/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 13:40:06] #3059/03743 | true=walking | pred=walking | ✓ | ent=1.249 conf=0.400 gap=0.050
[2026-05-12 13:40:15] #3060/03743 | true=walking | pred=walking | ✓ | ent=0.926 conf=0.720 gap=0.570
[2026-05-12 13:40:23] #3061/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:40:32] #3062/03743 | true=walking | pred=walking | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 13:40:37] #3063/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:40:55] #3065/03743 | true=walking | pred=walking | ✓ | ent=1.208 conf=0.500 gap=0.250
[2026-05-12 13:40:57] #3066/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:41:14] #3068/03743 | true=walking | pred=walking | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:41:24] #3069/03743 | true=walking | pred=walking | ✓ | ent=1.083 conf=0.480 gap=0.130
[2026-05-12 13:41:46] #3071/03743 | true=walking | pred=walking | ✓ | ent=1.085 conf=0.650 gap=0.450
[2026-05-12 13:41:54] #3072/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 13:42:22] #3073/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 13:42:25] #3074/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 13:42:27] #3075/03743 | true=walking | pred=walking | ✓ | ent=1.373 conf=0.500 gap=0.250
[2026-05-12 13:42:54] #3077/03743 | true=walking | pred=walking | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 13:43:55] #3078/03743 | true=walking | pred=walking | ✓ | ent=0.938 conf=0.600 gap=0.350
[2026-05-12 13:44:03] #3079/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:44:50] #3082/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:45:42] #3085/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:45:51] #3086/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:45:54] #3087/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:46:00] #3088/03743 | true=walking | pred=walking | ✓ | ent=0.822 conf=0.750 gap=0.630
[2026-05-12 13:46:04] #3089/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 13:46:38] #3090/03743 | true=walking | pred=walking | ✓ | ent=1.081 conf=0.650 gap=0.470
[2026-05-12 13:46:40] #3091/03743 | true=walking | pred=walking | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 13:46:52] #3092/03743 | true=walking | pred=walking | ✓ | ent=0.993 conf=0.650 gap=0.470
[2026-05-12 13:47:06] #3093/03743 | true=walking | pred=walking | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 13:47:16] #3094/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 13:47:43] #3096/03743 | true=walking | pred=walking | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 13:47:46] #3097/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:48:10] #3099/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:48:18] #3100/03743 | true=walking | pred=walking | ✓ | ent=1.192 conf=0.450 gap=0.150
[2026-05-12 13:48:38] #3101/03743 | true=walking | pred=walking | ✓ | ent=0.928 conf=0.710 gap=0.560
[2026-05-12 13:48:49] #3102/03743 | true=walking | pred=walking | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-12 13:49:03] #3103/03743 | true=walking | pred=walking | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 13:49:13] #3104/03743 | true=walking | pred=walking | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 13:49:49] #3105/03743 | true=walking | pred=walking | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 13:49:52] #3106/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
[2026-05-12 13:50:17] #3108/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 13:50:20] #3109/03743 | true=walking | pred=walking | ✓ | ent=1.221 conf=0.600 gap=0.450
[2026-05-12 13:50:34] #3110/03743 | true=walking | pred=walking | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:50:42] #3111/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:51:07] #3112/03743 | true=walking | pred=walking | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 13:51:28] #3114/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:51:31] #3115/03743 | true=walking | pred=walking | ✓ | ent=1.025 conf=0.650 gap=0.500
[2026-05-12 13:51:52] #3116/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:52:05] #3117/03743 | true=walking | pred=walking | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 13:52:37] #3119/03743 | true=walking | pred=walking | ✓ | ent=0.853 conf=0.750 gap=0.600
[2026-05-12 13:52:57] #3121/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:53:10] #3122/03743 | true=walking | pred=walking | ✓ | ent=1.128 conf=0.650 gap=0.500
[2026-05-12 13:53:22] #3124/03743 | true=walking | pred=walking | ✓ | ent=1.161 conf=0.450 gap=0.100
[2026-05-12 13:53:24] #3125/03743 | true=walking | pred=walking | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 13:53:26] #3126/03743 | true=walking | pred=walking | ✓ | ent=0.999 conf=0.500 gap=0.150
[2026-05-12 13:53:29] #3127/03743 | true=walking | pred=walking | ✓ | ent=1.326 conf=0.450 gap=0.100
[2026-05-12 13:54:22] #3129/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:54:32] #3130/03743 | true=walking | pred=walking | ✓ | ent=0.911 conf=0.700 gap=0.500
[2026-05-12 13:54:41] #3131/03743 | true=walking | pred=walking | ✓ | ent=0.748 conf=0.780 gap=0.660
[2026-05-12 13:55:09] #3134/03743 | true=walking | pred=walking | ✓ | ent=1.049 conf=0.550 gap=0.200
[2026-05-12 13:55:41] #3136/03743 | true=walking | pred=walking | ✓ | ent=0.616 conf=0.850 gap=0.770
[2026-05-12 13:56:22] #3139/03743 | true=walking | pred=walking | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 13:56:36] #3141/03743 | true=walking | pred=walking | ✓ | ent=1.200 conf=0.490 gap=0.240
[2026-05-12 13:56:52] #3143/03743 | true=walking | pred=walking | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-12 13:57:13] #3145/03743 | true=walking | pred=walking | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:57:39] #3146/03743 | true=walking | pred=walking | ✓ | ent=1.035 conf=0.650 gap=0.450
[2026-05-12 13:57:42] #3147/03743 | true=walking | pred=walking | ✓ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 13:58:02] #3148/03743 | true=walking | pred=walking | ✓ | ent=1.033 conf=0.600 gap=0.350
[2026-05-12 13:58:15] #3149/03743 | true=walking | pred=walking | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 13:58:49] #3152/03743 | true=walking | pred=walking | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-12 13:59:02] #3153/03743 | true=walking | pred=walking | ✓ | ent=0.568 conf=0.850 gap=0.770
