[2026-05-11 11:02:56] Class 4 (Stand-sit) 软标签生成开始
[2026-05-11 11:02:56]   QUICK=False LIMIT=50
[2026-05-11 11:02:56]   温度=0.8 (from api_config)
[2026-05-11 11:02:56]   本类: 6862窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:56]   实际生成: 6862 窗口
[2026-05-11 11:03:27] #0001/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.268 | conf=0.950 | gap=0.938
[2026-05-13 07:40:56]   [5140/6862] acc=2568/5140=50.0% filtered=1062/5140
[2026-05-13 07:41:36] #5141/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-13 07:42:06] #5142/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.302 | conf=0.720 | gap=0.670
[2026-05-13 07:42:24] #5143/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 07:42:34] #5144/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 07:42:48] #5145/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 07:43:22] #5146/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-13 07:43:34] #5147/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 07:44:00] #5148/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-13 07:44:38] #5149/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.608 | conf=0.550 | gap=0.450
[2026-05-13 07:45:10] #5150/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-13 07:45:40] #5151/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-13 07:45:52] #5152/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 07:46:28] #5153/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-13 07:46:40] #5154/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 07:47:05] #5155/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-13 07:47:31] #5156/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=2.050 | conf=0.450 | gap=0.350
[2026-05-13 07:48:31] #5157/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-13 07:49:06] #5158/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-13 07:49:16] #5159/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.357 | conf=0.920 | gap=0.880
[2026-05-13 07:50:04] #5160/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:50:04]   [5160/6862] acc=2578/5160=50.0% filtered=1080/5160
[2026-05-13 07:50:29] #5161/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.477 | conf=0.895 | gap=0.853
[2026-05-13 07:50:57] #5162/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-13 07:51:27] #5163/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.353 | conf=0.550 | gap=0.400
[2026-05-13 07:51:39] #5164/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-13 07:51:52] #5165/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-13 07:52:01] #5166/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 07:52:43] #5167/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-13 07:53:12] #5168/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.383 | conf=0.625 | gap=0.534
[2026-05-13 07:53:51] #5169/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 07:54:19] #5170/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.903 | conf=0.500 | gap=0.420
[2026-05-13 07:54:31] #5171/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.051 | conf=0.750 | gap=0.700
[2026-05-13 07:54:56] #5172/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 07:55:26] #5173/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.740 | conf=0.780 | gap=0.630
[2026-05-13 07:55:37] #5174/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 07:56:05] #5175/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 07:56:35] #5176/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-13 07:57:08] #5177/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.767 | conf=0.800 | gap=0.720
[2026-05-13 07:57:50] #5178/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.500 | conf=0.900 | gap=0.880
[2026-05-13 07:58:02] #5179/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-13 07:58:30] #5180/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 07:58:30]   [5180/6862] acc=2588/5180=50.0% filtered=1099/5180
[2026-05-13 07:58:47] #5181/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-13 07:59:12] #5182/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 07:59:22] #5183/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:00:04] #5184/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-13 08:00:36] #5185/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-13 08:01:02] #5186/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 08:01:33] #5187/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 08:01:45] #5188/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 08:02:14] #5189/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 08:02:30] #5190/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-13 08:02:56] #5191/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-13 08:03:27] #5192/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 08:04:03] #5193/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:04:27] #5194/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:04:53] #5195/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-13 08:05:21] #5196/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:05:43] #5197/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 08:06:05] #5198/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.204 | conf=0.750 | gap=0.720
[2026-05-13 08:06:33] #5199/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.359 | conf=0.911 | gap=0.856
[2026-05-13 08:07:02] #5200/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-13 08:07:02]   [5200/6862] acc=2595/5200=49.9% filtered=1119/5200
[2026-05-13 08:07:12] #5201/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:07:38] #5202/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 08:07:49] #5203/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 08:08:14] #5204/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:08:54] #5205/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-13 08:09:19] #5206/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-13 08:09:30] #5207/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:10:05] #5208/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 08:10:19] #5209/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.471 | conf=0.880 | gap=0.800
[2026-05-13 08:10:41] #5210/06862 | true=Stand-sit(4) | pred=Sit(1) | ✗ | ent=0.155 | conf=0.970 | gap=0.949
[2026-05-13 08:11:09] #5211/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-13 08:11:23] #5212/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:11:47] #5213/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 08:12:16] #5214/06862 | true=Stand-sit(4) | pred=Sit(1) | ✗ | ent=1.628 | conf=0.400 | gap=0.150
[2026-05-13 08:12:26] #5215/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-13 08:12:51] #5216/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:13:26] #5217/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.578 | conf=0.824 | gap=0.706
[2026-05-13 08:13:53] #5218/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.466 | conf=0.824 | gap=0.647
[2026-05-13 08:14:24] #5219/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-13 08:15:26] #5220/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.240 | conf=0.650 | gap=0.570
[2026-05-13 08:15:26]   [5220/6862] acc=2604/5220=49.9% filtered=1138/5220
[2026-05-13 08:15:56] #5221/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 08:16:09] #5222/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-13 08:16:37] #5223/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-13 08:17:00] #5224/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 08:17:30] #5225/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:17:42] #5226/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 08:18:03] #5227/06862 | true=Stand-sit(4) | pred=Sit(1) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 08:18:15] #5228/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 08:18:49] #5229/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-13 08:19:20] #5230/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 08:19:29] #5231/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-13 08:19:42] #5232/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 08:19:53] #5233/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 08:20:21] #5234/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-13 08:20:53] #5235/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-13 08:21:21] #5236/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-13 08:21:32] #5237/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:21:41] #5238/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-13 08:22:08] #5239/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-13 08:22:20] #5240/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.524 | conf=0.880 | gap=0.830
[2026-05-13 08:22:20]   [5240/6862] acc=2618/5240=50.0% filtered=1158/5240
[2026-05-13 08:22:51] #5241/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:23:03] #5242/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-13 08:23:48] #5243/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 08:24:01] #5244/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.758 | conf=0.800 | gap=0.720
[2026-05-13 08:24:27] #5245/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=1.760 | conf=0.550 | gap=0.400
[2026-05-13 08:25:01] #5246/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-13 08:25:13] #5247/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.056 | conf=0.750 | gap=0.700
[2026-05-13 08:25:42] #5248/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.819 | conf=0.700 | gap=0.550
[2026-05-13 08:26:08] #5249/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-13 08:26:38] #5250/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 08:27:12] #5251/06862 | true=Stand-sit(4) | pred=Pick(7) | ✗ | ent=1.060 | conf=0.579 | gap=0.316
[2026-05-13 08:27:35] #5252/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 08:27:49] #5253/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 08:28:13] #5254/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.088 | conf=0.647 | gap=0.471
[2026-05-13 08:28:50] #5255/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:29:25] #5256/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:29:53] #5257/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:30:22] #5258/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-13 08:30:53] #5259/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.660 | conf=0.500 | gap=0.350
[2026-05-13 08:31:21] #5260/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.834 | conf=0.750 | gap=0.600
[2026-05-13 08:31:21]   [5260/6862] acc=2624/5260=49.9% filtered=1176/5260
[2026-05-13 08:31:33] #5261/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.354 | conf=0.650 | gap=0.570
[2026-05-13 08:32:04] #5262/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:33:06] #5263/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.610 | conf=0.850 | gap=0.780
[2026-05-13 08:33:34] #5264/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 08:34:08] #5265/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 08:34:58] #5266/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.651 | conf=0.850 | gap=0.780
[2026-05-13 08:35:10] #5267/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:35:40] #5268/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 08:36:28] #5269/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-13 08:37:26] #5270/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 08:37:53] #5271/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 08:38:26] #5272/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.302 | conf=0.928 | gap=0.876
[2026-05-13 08:38:55] #5273/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.690 | conf=0.820 | gap=0.740
[2026-05-13 08:39:32] #5274/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 08:40:04] #5275/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.224 | conf=0.941 | gap=0.882
[2026-05-13 08:40:15] #5276/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 08:40:45] #5277/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-13 08:41:35] #5278/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 08:42:24] #5279/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-13 08:42:59] #5280/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.927 | conf=0.737 | gap=0.632
[2026-05-13 08:42:59]   [5280/6862] acc=2635/5280=49.9% filtered=1196/5280
[2026-05-13 08:43:12] #5281/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-13 08:43:22] #5282/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 08:43:45] #5283/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:44:16] #5284/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:44:43] #5285/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:45:09] #5286/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 08:45:39] #5287/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 08:45:52] #5288/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:46:21] #5289/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 08:46:36] #5290/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 08:46:50] #5291/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-13 08:47:26] #5292/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=1.591 | conf=0.450 | gap=0.250
[2026-05-13 08:48:25] #5293/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:48:55] #5294/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 08:49:47] #5295/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 08:50:17] #5296/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:50:33] #5297/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.706 | conf=0.820 | gap=0.750
[2026-05-13 08:50:44] #5298/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:51:26] #5299/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.650 | conf=0.547 | gap=0.463
[2026-05-13 08:51:48] #5300/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 08:51:48]   [5300/6862] acc=2646/5300=49.9% filtered=1214/5300
[2026-05-13 08:52:16] #5301/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-13 08:52:54] #5302/06862 | true=Stand-sit(4) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-13 08:53:19] #5303/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 08:53:46] #5304/06862 | true=Stand-sit(4) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-13 08:54:11] #5305/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.660 | conf=0.500 | gap=0.350
[2026-05-13 08:54:56] #5306/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 08:55:20] #5307/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-13 08:55:42] #5308/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-13 08:56:10] #5309/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.611 | conf=0.556 | gap=0.500
[2026-05-13 08:56:46] #5310/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.595 | conf=0.400 | gap=0.150
[2026-05-13 08:57:30] #5311/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-13 08:57:58] #5312/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-13 08:58:22] #5313/06862 | true=Stand-sit(4) | pred=Lay-stand(6) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-13 08:58:56] #5314/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 08:59:22] #5315/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 09:00:02] #5316/06862 | true=Stand-sit(4) | pred=Stand-sit(4) | ✓ | ent=1.230 | conf=0.700 | gap=0.650
[2026-05-13 09:00:32] #5317/06862 | true=Stand-sit(4) | pred=Sit-up(10) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 09:01:06] #5318/06862 | true=Stand-sit(4) | pred=Talk-stand(3) | ✗ | ent=1.653 | conf=0.600 | gap=0.550
