[2026-05-11 11:02:26] Class 1 (Sit) 软标签生成开始
[2026-05-11 11:02:26]   QUICK=False LIMIT=50
[2026-05-11 11:02:26]   温度=0.8 (from api_config)
[2026-05-11 11:02:26]   本类: 6011窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:26]   实际生成: 6011 窗口
[2026-05-11 11:02:44] #0001/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 17:53:39] #4320/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 17:53:39]   [4320/6011] acc=2771/4320=64.1% filtered=3201/4320
[2026-05-12 17:54:05] #4321/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 17:54:19] #4322/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 17:54:40] #4323/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.543 | conf=0.850 | gap=0.750
[2026-05-12 17:54:54] #4324/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 17:55:18] #4325/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 17:55:33] #4326/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 17:55:49] #4327/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 17:56:15] #4328/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 17:56:42] #4329/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.324 | conf=0.920 | gap=0.860
[2026-05-12 17:57:08] #4330/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 17:57:22] #4331/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 17:57:47] #4332/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 17:58:00] #4333/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 17:58:10] #4334/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:58:31] #4335/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 17:58:44] #4336/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 17:59:10] #4337/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.351 | conf=0.920 | gap=0.870
[2026-05-12 17:59:34] #4338/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.943 | conf=0.684 | gap=0.526
[2026-05-12 18:00:10] #4339/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 18:00:38] #4340/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-12 18:00:38]   [4340/6011] acc=2786/4340=64.2% filtered=3221/4340
[2026-05-12 18:00:51] #4341/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 18:01:00] #4342/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-12 18:01:13] #4343/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:01:27] #4344/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 18:01:41] #4345/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:01:55] #4346/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:02:06] #4347/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:02:18] #4348/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:02:42] #4349/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 18:03:11] #4350/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.371 | conf=0.918 | gap=0.888
[2026-05-12 18:03:21] #4351/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:03:46] #4352/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-12 18:04:06] #4353/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-12 18:04:16] #4354/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.119 | conf=0.980 | gap=0.970
[2026-05-12 18:04:25] #4355/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 18:04:34] #4356/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:04:45] #4357/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:04:57] #4358/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 18:05:19] #4359/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 18:05:43] #4360/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-12 18:05:43]   [4360/6011] acc=2803/4360=64.3% filtered=3241/4360
[2026-05-12 18:06:04] #4361/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 18:06:16] #4362/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 18:06:29] #4363/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:06:53] #4364/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 18:07:18] #4365/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-12 18:07:27] #4366/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:07:53] #4367/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.338 | conf=0.920 | gap=0.860
[2026-05-12 18:08:05] #4368/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:08:15] #4369/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 18:08:41] #4370/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:08:55] #4371/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:09:06] #4372/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:09:31] #4373/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=1.225 | conf=0.550 | gap=0.300
[2026-05-12 18:09:53] #4374/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:10:14] #4375/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-12 18:10:57] #4376/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:11:33] #4377/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:11:43] #4378/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:11:54] #4379/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 18:12:16] #4380/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-12 18:12:16]   [4380/6011] acc=2814/4380=64.2% filtered=3261/4380
[2026-05-12 18:12:57] #4381/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 18:13:07] #4382/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 18:13:28] #4383/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:13:40] #4384/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:14:11] #4385/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.624 | conf=0.820 | gap=0.700
[2026-05-12 18:14:36] #4386/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 18:14:55] #4387/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:15:27] #4388/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 18:15:40] #4389/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:15:51] #4390/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:16:04] #4391/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-12 18:16:16] #4392/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.213 | conf=0.959 | gap=0.939
[2026-05-12 18:16:25] #4393/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:16:49] #4394/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 18:17:29] #4395/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 18:17:56] #4396/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.420 | conf=0.900 | gap=0.840
[2026-05-12 18:18:24] #4397/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 18:18:37] #4398/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.647 | conf=0.800 | gap=0.650
[2026-05-12 18:18:58] #4399/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 18:19:23] #4400/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:19:23]   [4400/6011] acc=2827/4400=64.2% filtered=3281/4400
[2026-05-12 18:19:45] #4401/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-12 18:20:05] #4402/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-12 18:20:27] #4403/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-12 18:20:40] #4404/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 18:21:19] #4405/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 18:21:31] #4406/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 18:21:38] #4407/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.390 | conf=0.909 | gap=0.859
[2026-05-12 18:21:50] #4408/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 18:22:02] #4409/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 18:22:24] #4410/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 18:22:32] #4411/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:22:42] #4412/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:22:54] #4413/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:23:16] #4414/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-12 18:23:28] #4415/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.496 | conf=0.880 | gap=0.830
[2026-05-12 18:23:39] #4416/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:23:52] #4417/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:24:21] #4418/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 18:24:46] #4419/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 18:25:07] #4420/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 18:25:07]   [4420/6011] acc=2842/4420=64.3% filtered=3301/4420
[2026-05-12 18:25:27] #4421/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:25:36] #4422/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:25:50] #4423/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-12 18:26:00] #4424/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:26:23] #4425/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-12 18:26:49] #4426/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 18:27:14] #4427/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:27:26] #4428/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 18:27:35] #4429/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.356 | conf=0.918 | gap=0.867
[2026-05-12 18:27:47] #4430/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:28:11] #4431/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.302 | conf=0.928 | gap=0.876
[2026-05-12 18:28:38] #4432/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 18:29:14] #4433/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 18:29:44] #4434/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:29:59] #4435/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:30:11] #4436/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 18:30:56] #4437/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=1.033 | conf=0.600 | gap=0.350
[2026-05-12 18:31:21] #4438/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 18:31:29] #4439/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:31:54] #4440/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.257 | conf=0.948 | gap=0.928
[2026-05-12 18:31:54]   [4440/6011] acc=2857/4440=64.3% filtered=3321/4440
[2026-05-12 18:32:09] #4441/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.574 | conf=0.850 | gap=0.770
[2026-05-12 18:32:19] #4442/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:32:32] #4443/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:33:15] #4444/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:33:28] #4445/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 18:33:38] #4446/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.309 | conf=0.920 | gap=0.850
[2026-05-12 18:34:03] #4447/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:34:19] #4448/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:34:46] #4449/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 18:35:01] #4450/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 18:35:12] #4451/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:35:23] #4452/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 18:35:50] #4453/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.365 | conf=0.900 | gap=0.810
[2026-05-12 18:36:14] #4454/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.482 | conf=0.880 | gap=0.810
[2026-05-12 18:36:36] #4455/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 18:37:15] #4456/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 18:37:37] #4457/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 18:37:58] #4458/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 18:38:11] #4459/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 18:38:22] #4460/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.666 | conf=0.800 | gap=0.650
[2026-05-12 18:38:22]   [4460/6011] acc=2872/4460=64.4% filtered=3341/4460
[2026-05-12 18:38:34] #4461/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:39:04] #4462/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 18:39:13] #4463/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:39:31] #4464/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:39:54] #4465/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 18:40:03] #4466/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.230 | conf=0.950 | gap=0.910
[2026-05-12 18:40:28] #4467/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 18:40:55] #4468/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:41:17] #4469/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:41:28] #4470/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:41:39] #4471/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:42:06] #4472/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 18:42:25] #4473/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:42:34] #4474/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:42:54] #4475/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:43:21] #4476/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:43:32] #4477/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 18:44:00] #4478/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.806 | conf=0.750 | gap=0.630
[2026-05-12 18:44:12] #4479/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 18:44:31] #4480/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-12 18:44:31]   [4480/6011] acc=2885/4480=64.4% filtered=3361/4480
[2026-05-12 18:45:00] #4481/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:45:17] #4482/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.857 | conf=0.600 | gap=0.250
[2026-05-12 18:46:02] #4483/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 18:46:14] #4484/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-12 18:46:29] #4485/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 18:46:42] #4486/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:47:00] #4487/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:47:25] #4488/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:47:35] #4489/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:47:59] #4490/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.922 | conf=0.700 | gap=0.550
[2026-05-12 18:48:18] #4491/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:48:29] #4492/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:48:53] #4493/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-12 18:49:23] #4494/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.822 | conf=0.750 | gap=0.630
[2026-05-12 18:49:47] #4495/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:50:02] #4496/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.288 | conf=0.940 | gap=0.910
[2026-05-12 18:50:24] #4497/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:50:36] #4498/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 18:51:02] #4499/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 18:51:15] #4500/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 18:51:15]   [4500/6011] acc=2899/4500=64.4% filtered=3381/4500
[2026-05-12 18:51:27] #4501/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:51:50] #4502/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 18:52:01] #4503/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:52:30] #4504/06011 | true=Sit(1) | pred=Stand(0) | ✗ | ent=0.628 | conf=0.820 | gap=0.700
[2026-05-12 18:52:40] #4505/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.158 | conf=0.969 | gap=0.948
[2026-05-12 18:53:18] #4506/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:53:29] #4507/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:53:52] #4508/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:54:19] #4509/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-12 18:54:33] #4510/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 18:54:54] #4511/06011 | true=Sit(1) | pred=Sit(1) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 18:55:12] #4512/06011 | true=Sit(1) | pred=Lay(5) | ✗ | ent=0.302 | conf=0.938 | gap=0.917
