[2026-05-12 22:30:43] #0001/13069 | true=walk | pred=walk | ✓ | ent=1.499 conf=0.450 gap=0.200
[2026-05-14 02:33:56] #9468/13069 | true=walk | pred=walk | ✓ | ent=1.163 conf=0.700 gap=0.620
[2026-05-14 02:34:00] #9469/13069 | true=walk | pred=walk | ✓ | ent=0.681 conf=0.846 gap=0.796
[2026-05-14 02:34:04] #9470/13069 | true=walk | pred=walk | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-14 02:34:37] #9474/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-14 02:34:47] #9475/13069 | true=walk | pred=walk | ✓ | ent=0.848 conf=0.780 gap=0.660
[2026-05-14 02:35:24] #9478/13069 | true=walk | pred=walk | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-14 02:35:26] #9479/13069 | true=walk | pred=walk | ✓ | ent=1.014 conf=0.750 gap=0.680
[2026-05-14 02:35:35] #9480/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-14 02:35:43] #9482/13069 | true=walk | pred=walk | ✓ | ent=1.689 conf=0.250 gap=0.000
[2026-05-14 02:35:58] #9484/13069 | true=walk | pred=walk | ✓ | ent=0.524 conf=0.880 gap=0.820
[2026-05-14 02:36:06] #9485/13069 | true=walk | pred=walk | ✓ | ent=1.643 conf=0.400 gap=0.200
[2026-05-14 02:36:33] #9488/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 02:36:35] #9489/13069 | true=walk | pred=walk | ✓ | ent=1.146 conf=0.650 gap=0.530
[2026-05-14 02:36:38] #9490/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-14 02:37:40] #9495/13069 | true=walk | pred=walk | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-14 02:37:54] #9496/13069 | true=walk | pred=walk | ✓ | ent=0.656 conf=0.850 gap=0.800
[2026-05-14 02:38:03] #9497/13069 | true=walk | pred=walk | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-14 02:38:10] #9498/13069 | true=walk | pred=walk | ✓ | ent=0.768 conf=0.750 gap=0.550
[2026-05-14 02:39:00] #9501/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-14 02:39:11] #9502/13069 | true=walk | pred=walk | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-14 02:39:16] #9503/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-14 02:39:29] #9504/13069 | true=walk | pred=walk | ✓ | ent=1.023 conf=0.720 gap=0.600
[2026-05-14 02:39:44] #9505/13069 | true=walk | pred=walk | ✓ | ent=1.032 conf=0.650 gap=0.400
[2026-05-14 02:40:01] #9507/13069 | true=walk | pred=walk | ✓ | ent=0.647 conf=0.850 gap=0.800
[2026-05-14 02:40:05] #9508/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-14 02:40:07] #9509/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 02:40:25] #9511/13069 | true=walk | pred=walk | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-14 02:40:31] #9512/13069 | true=walk | pred=walk | ✓ | ent=0.993 conf=0.750 gap=0.670
[2026-05-14 02:40:50] #9514/13069 | true=walk | pred=walk | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-14 02:41:08] #9515/13069 | true=walk | pred=walk | ✓ | ent=0.878 conf=0.780 gap=0.700
[2026-05-14 02:41:15] #9517/13069 | true=walk | pred=walk | ✓ | ent=0.943 conf=0.750 gap=0.650
[2026-05-14 02:41:30] #9519/13069 | true=walk | pred=walk | ✓ | ent=1.683 conf=0.400 gap=0.200
[2026-05-14 02:41:33] #9520/13069 | true=walk | pred=walk | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-14 02:41:52] #9523/13069 | true=walk | pred=walk | ✓ | ent=0.474 conf=0.900 gap=0.860
[2026-05-14 02:42:00] #9524/13069 | true=walk | pred=walk | ✓ | ent=0.962 conf=0.750 gap=0.650
[2026-05-14 02:43:00] #9529/13069 | true=walk | pred=walk | ✓ | ent=0.674 conf=0.850 gap=0.800
[2026-05-14 02:43:07] #9530/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 02:43:43] #9533/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.920
[2026-05-14 02:43:55] #9534/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-14 02:44:05] #9535/13069 | true=walk | pred=walk | ✓ | ent=0.825 conf=0.800 gap=0.720
[2026-05-14 02:44:12] #9536/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 02:44:25] #9538/13069 | true=walk | pred=walk | ✓ | ent=0.950 conf=0.600 gap=0.400
[2026-05-14 02:44:43] #9540/13069 | true=walk | pred=walk | ✓ | ent=1.067 conf=0.700 gap=0.550
[2026-05-14 02:44:45] #9541/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 02:44:53] #9542/13069 | true=walk | pred=walk | ✓ | ent=0.860 conf=0.750 gap=0.650
[2026-05-14 02:45:03] #9543/13069 | true=walk | pred=walk | ✓ | ent=0.752 conf=0.820 gap=0.740
[2026-05-14 02:45:46] #9547/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-14 02:46:01] #9549/13069 | true=walk | pred=walk | ✓ | ent=0.419 conf=0.920 gap=0.890
[2026-05-14 02:46:04] #9550/13069 | true=walk | pred=walk | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-14 02:46:37] #9553/13069 | true=walk | pred=walk | ✓ | ent=0.642 conf=0.850 gap=0.770
[2026-05-14 02:46:50] #9554/13069 | true=walk | pred=walk | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-14 02:46:53] #9555/13069 | true=walk | pred=walk | ✓ | ent=1.096 conf=0.350 gap=0.000
[2026-05-14 02:47:25] #9558/13069 | true=walk | pred=walk | ✓ | ent=0.253 conf=0.950 gap=0.920
[2026-05-14 02:47:28] #9559/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-14 02:47:49] #9561/13069 | true=walk | pred=walk | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-14 02:48:10] #9563/13069 | true=walk | pred=walk | ✓ | ent=0.681 conf=0.850 gap=0.800
[2026-05-14 02:48:13] #9564/13069 | true=walk | pred=walk | ✓ | ent=0.822 conf=0.750 gap=0.630
[2026-05-14 02:48:24] #9565/13069 | true=walk | pred=walk | ✓ | ent=1.141 conf=0.650 gap=0.500
[2026-05-14 02:48:54] #9568/13069 | true=walk | pred=walk | ✓ | ent=0.332 conf=0.920 gap=0.870
[2026-05-14 02:49:26] #9572/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-14 02:49:34] #9573/13069 | true=walk | pred=walk | ✓ | ent=0.748 conf=0.820 gap=0.760
[2026-05-14 02:49:40] #9574/13069 | true=walk | pred=walk | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-14 02:50:16] #9577/13069 | true=walk | pred=walk | ✓ | ent=1.567 conf=0.500 gap=0.400
[2026-05-14 02:50:31] #9579/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-14 02:50:34] #9580/13069 | true=walk | pred=walk | ✓ | ent=0.835 conf=0.800 gap=0.750
[2026-05-14 02:51:00] #9583/13069 | true=walk | pred=walk | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-14 02:51:25] #9585/13069 | true=walk | pred=walk | ✓ | ent=0.789 conf=0.820 gap=0.770
[2026-05-14 02:51:27] #9586/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 02:51:30] #9587/13069 | true=walk | pred=walk | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-14 02:51:37] #9588/13069 | true=walk | pred=walk | ✓ | ent=0.507 conf=0.900 gap=0.880
[2026-05-14 02:51:50] #9589/13069 | true=walk | pred=walk | ✓ | ent=0.948 conf=0.750 gap=0.650
[2026-05-14 02:52:12] #9591/13069 | true=walk | pred=walk | ✓ | ent=1.222 conf=0.650 gap=0.530
[2026-05-14 02:52:14] #9592/13069 | true=walk | pred=walk | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-14 02:53:12] #9598/13069 | true=walk | pred=walk | ✓ | ent=1.231 conf=0.550 gap=0.250
[2026-05-14 02:53:19] #9599/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 02:53:33] #9600/13069 | true=walk | pred=walk | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-14 02:53:39] #9601/13069 | true=walk | pred=walk | ✓ | ent=0.336 conf=0.895 gap=0.789
[2026-05-14 02:53:42] #9602/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 02:54:18] #9606/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-14 02:54:30] #9607/13069 | true=walk | pred=walk | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-14 02:54:33] #9608/13069 | true=walk | pred=walk | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 02:55:02] #9611/13069 | true=walk | pred=walk | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-14 02:55:28] #9614/13069 | true=walk | pred=walk | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-14 02:55:53] #9616/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-14 02:55:55] #9617/13069 | true=walk | pred=walk | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-14 02:56:05] #9618/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-14 02:56:35] #9621/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-14 02:56:43] #9622/13069 | true=walk | pred=walk | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 02:57:02] #9624/13069 | true=walk | pred=walk | ✓ | ent=1.183 conf=0.550 gap=0.400
[2026-05-14 02:57:11] #9625/13069 | true=walk | pred=walk | ✓ | ent=0.641 conf=0.850 gap=0.790
[2026-05-14 02:57:37] #9627/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-14 02:57:45] #9628/13069 | true=walk | pred=walk | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-14 02:57:47] #9629/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 02:58:21] #9633/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 02:59:15] #9637/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-14 02:59:23] #9638/13069 | true=walk | pred=walk | ✓ | ent=0.775 conf=0.750 gap=0.550
[2026-05-14 02:59:32] #9639/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-14 02:59:42] #9640/13069 | true=walk | pred=walk | ✓ | ent=1.393 conf=0.450 gap=0.100
[2026-05-14 02:59:45] #9641/13069 | true=walk | pred=walk | ✓ | ent=0.974 conf=0.750 gap=0.670
[2026-05-14 02:59:48] #9642/13069 | true=walk | pred=walk | ✓ | ent=0.977 conf=0.750 gap=0.650
[2026-05-14 03:00:28] #9645/13069 | true=walk | pred=walk | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 03:00:56] #9646/13069 | true=walk | pred=walk | ✓ | ent=0.556 conf=0.850 gap=0.780
[2026-05-14 03:01:21] #9648/13069 | true=walk | pred=walk | ✓ | ent=1.166 conf=0.550 gap=0.350
[2026-05-14 03:01:31] #9650/13069 | true=walk | pred=walk | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-14 03:01:50] #9652/13069 | true=walk | pred=walk | ✓ | ent=0.234 conf=0.950 gap=0.910
[2026-05-14 03:02:31] #9655/13069 | true=walk | pred=walk | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-14 03:02:34] #9656/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 03:02:56] #9658/13069 | true=walk | pred=walk | ✓ | ent=1.563 conf=0.350 gap=0.100
[2026-05-14 03:02:59] #9659/13069 | true=walk | pred=walk | ✓ | ent=0.997 conf=0.550 gap=0.300
[2026-05-14 03:03:07] #9660/13069 | true=walk | pred=walk | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-14 03:03:15] #9661/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 03:03:18] #9662/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 03:04:09] #9666/13069 | true=walk | pred=walk | ✓ | ent=0.773 conf=0.820 gap=0.770
[2026-05-14 03:04:37] #9668/13069 | true=walk | pred=walk | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-14 03:05:07] #9671/13069 | true=walk | pred=walk | ✓ | ent=0.277 conf=0.950 gap=0.930
[2026-05-14 03:05:38] #9673/13069 | true=walk | pred=walk | ✓ | ent=1.132 conf=0.650 gap=0.450
[2026-05-14 03:05:44] #9674/13069 | true=walk | pred=walk | ✓ | ent=0.671 conf=0.850 gap=0.810
[2026-05-14 03:05:56] #9676/13069 | true=walk | pred=walk | ✓ | ent=0.708 conf=0.850 gap=0.820
[2026-05-14 03:06:09] #9677/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 03:06:11] #9678/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-14 03:06:16] #9679/13069 | true=walk | pred=walk | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-14 03:06:25] #9681/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-14 03:06:46] #9683/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 03:07:07] #9685/13069 | true=walk | pred=walk | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-14 03:07:12] #9686/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-14 03:07:20] #9687/13069 | true=walk | pred=walk | ✓ | ent=1.190 conf=0.550 gap=0.300
[2026-05-14 03:07:41] #9689/13069 | true=walk | pred=walk | ✓ | ent=0.286 conf=0.950 gap=0.940
[2026-05-14 03:07:44] #9690/13069 | true=walk | pred=walk | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-14 03:08:10] #9693/13069 | true=walk | pred=walk | ✓ | ent=1.614 conf=0.300 gap=0.050
[2026-05-14 03:08:13] #9694/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 03:08:26] #9695/13069 | true=walk | pred=walk | ✓ | ent=1.261 conf=0.620 gap=0.470
[2026-05-14 03:08:39] #9696/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-14 03:08:48] #9698/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 03:08:54] #9699/13069 | true=walk | pred=walk | ✓ | ent=0.390 conf=0.920 gap=0.880
[2026-05-14 03:08:57] #9700/13069 | true=walk | pred=walk | ✓ | ent=1.608 conf=0.450 gap=0.300
[2026-05-14 03:09:18] #9703/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-14 03:09:27] #9704/13069 | true=walk | pred=walk | ✓ | ent=0.950 conf=0.720 gap=0.540
[2026-05-14 03:09:50] #9707/13069 | true=walk | pred=walk | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-14 03:09:58] #9708/13069 | true=walk | pred=walk | ✓ | ent=1.381 conf=0.550 gap=0.400
[2026-05-14 03:10:01] #9709/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 03:10:08] #9710/13069 | true=walk | pred=walk | ✓ | ent=0.332 conf=0.920 gap=0.870
[2026-05-14 03:10:17] #9711/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.920 gap=0.890
[2026-05-14 03:10:35] #9713/13069 | true=walk | pred=walk | ✓ | ent=0.408 conf=0.920 gap=0.890
[2026-05-14 03:10:41] #9714/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 03:10:49] #9715/13069 | true=walk | pred=walk | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-14 03:11:09] #9717/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 03:11:12] #9718/13069 | true=walk | pred=walk | ✓ | ent=0.635 conf=0.850 gap=0.800
[2026-05-14 03:11:30] #9719/13069 | true=walk | pred=walk | ✓ | ent=0.955 conf=0.750 gap=0.650
[2026-05-14 03:11:50] #9721/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 03:11:57] #9722/13069 | true=walk | pred=walk | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-14 03:12:00] #9723/13069 | true=walk | pred=walk | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-14 03:12:20] #9726/13069 | true=walk | pred=walk | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-14 03:12:25] #9727/13069 | true=walk | pred=walk | ✓ | ent=1.251 conf=0.650 gap=0.550
[2026-05-14 03:12:32] #9728/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 03:12:34] #9729/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-14 03:12:53] #9731/13069 | true=walk | pred=walk | ✓ | ent=0.681 conf=0.846 gap=0.796
[2026-05-14 03:12:56] #9732/13069 | true=walk | pred=walk | ✓ | ent=0.253 conf=0.950 gap=0.920
[2026-05-14 03:13:26] #9735/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-14 03:13:42] #9737/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-14 03:13:45] #9738/13069 | true=walk | pred=walk | ✓ | ent=0.260 conf=0.950 gap=0.920
[2026-05-14 03:13:52] #9739/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 03:13:55] #9740/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
[2026-05-14 03:14:22] #9742/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 03:15:10] #9747/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 03:15:59] #9751/13069 | true=walk | pred=walk | ✓ | ent=0.233 conf=0.950 gap=0.925
[2026-05-14 03:16:01] #9752/13069 | true=walk | pred=walk | ✓ | ent=1.132 conf=0.650 gap=0.450
[2026-05-14 03:16:06] #9753/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-14 03:16:15] #9754/13069 | true=walk | pred=walk | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-14 03:16:23] #9755/13069 | true=walk | pred=walk | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-14 03:16:49] #9757/13069 | true=walk | pred=walk | ✓ | ent=1.014 conf=0.700 gap=0.580
[2026-05-14 03:17:26] #9759/13069 | true=walk | pred=walk | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-14 03:17:32] #9760/13069 | true=walk | pred=walk | ✓ | ent=0.926 conf=0.720 gap=0.540
[2026-05-14 03:17:45] #9762/13069 | true=walk | pred=walk | ✓ | ent=1.428 conf=0.550 gap=0.400
[2026-05-14 03:18:00] #9763/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 03:18:10] #9765/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-14 03:18:58] #9769/13069 | true=walk | pred=walk | ✓ | ent=1.166 conf=0.550 gap=0.350
[2026-05-14 03:19:13] #9770/13069 | true=walk | pred=walk | ✓ | ent=1.132 conf=0.650 gap=0.450
[2026-05-14 03:19:44] #9773/13069 | true=walk | pred=walk | ✓ | ent=1.637 conf=0.300 gap=0.050
[2026-05-14 03:20:09] #9775/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 03:20:12] #9776/13069 | true=walk | pred=walk | ✓ | ent=1.243 conf=0.650 gap=0.550
[2026-05-14 03:20:46] #9780/13069 | true=walk | pred=walk | ✓ | ent=0.901 conf=0.660 gap=0.379
[2026-05-14 03:20:49] #9781/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-14 03:21:00] #9783/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 03:21:10] #9784/13069 | true=walk | pred=walk | ✓ | ent=0.424 conf=0.920 gap=0.900
[2026-05-14 03:21:12] #9785/13069 | true=walk | pred=walk | ✓ | ent=1.237 conf=0.650 gap=0.550
[2026-05-14 03:21:18] #9786/13069 | true=walk | pred=walk | ✓ | ent=0.410 conf=0.920 gap=0.900
[2026-05-14 03:21:20] #9787/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 03:21:27] #9788/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-14 03:21:46] #9791/13069 | true=walk | pred=walk | ✓ | ent=0.736 conf=0.750 gap=0.625
[2026-05-14 03:21:48] #9792/13069 | true=walk | pred=walk | ✓ | ent=0.648 conf=0.842 gap=0.743
[2026-05-14 03:21:53] #9793/13069 | true=walk | pred=walk | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-14 03:21:55] #9794/13069 | true=walk | pred=walk | ✓ | ent=0.784 conf=0.820 gap=0.770
[2026-05-14 03:22:19] #9796/13069 | true=walk | pred=walk | ✓ | ent=0.365 conf=0.920 gap=0.890
[2026-05-14 03:22:52] #9799/13069 | true=walk | pred=walk | ✓ | ent=0.999 conf=0.650 gap=0.500
[2026-05-14 03:22:55] #9800/13069 | true=walk | pred=walk | ✓ | ent=0.776 conf=0.820 gap=0.760
[2026-05-14 03:23:02] #9801/13069 | true=walk | pred=walk | ✓ | ent=1.421 conf=0.550 gap=0.400
[2026-05-14 03:23:10] #9802/13069 | true=walk | pred=walk | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-14 03:23:17] #9803/13069 | true=walk | pred=walk | ✓ | ent=0.334 conf=0.940 gap=0.930
[2026-05-14 03:23:50] #9805/13069 | true=walk | pred=walk | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-14 03:23:59] #9806/13069 | true=walk | pred=walk | ✓ | ent=0.940 conf=0.750 gap=0.670
[2026-05-14 03:24:01] #9807/13069 | true=walk | pred=walk | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-14 03:24:06] #9808/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-14 03:24:17] #9809/13069 | true=walk | pred=walk | ✓ | ent=0.722 conf=0.820 gap=0.720
[2026-05-14 03:24:28] #9810/13069 | true=walk | pred=walk | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-14 03:24:40] #9812/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-14 03:24:48] #9813/13069 | true=walk | pred=walk | ✓ | ent=0.398 conf=0.920 gap=0.890
[2026-05-14 03:25:36] #9817/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-14 03:25:53] #9819/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-14 03:26:10] #9821/13069 | true=walk | pred=walk | ✓ | ent=0.721 conf=0.820 gap=0.740
[2026-05-14 03:26:18] #9822/13069 | true=walk | pred=walk | ✓ | ent=1.683 conf=0.350 gap=0.100
[2026-05-14 03:26:40] #9824/13069 | true=walk | pred=walk | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 03:26:50] #9825/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 03:26:55] #9826/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-14 03:27:15] #9828/13069 | true=walk | pred=walk | ✓ | ent=0.895 conf=0.750 gap=0.600
[2026-05-14 03:27:17] #9829/13069 | true=walk | pred=walk | ✓ | ent=1.148 conf=0.700 gap=0.650
[2026-05-14 03:27:35] #9832/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-14 03:28:09] #9834/13069 | true=walk | pred=walk | ✓ | ent=0.775 conf=0.750 gap=0.550
[2026-05-14 03:28:12] #9835/13069 | true=walk | pred=walk | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-14 03:28:31] #9837/13069 | true=walk | pred=walk | ✓ | ent=0.760 conf=0.720 gap=0.520
[2026-05-14 03:28:53] #9839/13069 | true=walk | pred=walk | ✓ | ent=0.624 conf=0.850 gap=0.800
[2026-05-14 03:28:56] #9840/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 03:29:32] #9843/13069 | true=walk | pred=walk | ✓ | ent=1.605 conf=0.350 gap=0.100
[2026-05-14 03:29:39] #9844/13069 | true=walk | pred=walk | ✓ | ent=0.970 conf=0.750 gap=0.670
[2026-05-14 03:29:55] #9846/13069 | true=walk | pred=walk | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-14 03:30:18] #9848/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-14 03:30:31] #9850/13069 | true=walk | pred=walk | ✓ | ent=0.526 conf=0.850 gap=0.770
[2026-05-14 03:30:47] #9851/13069 | true=walk | pred=walk | ✓ | ent=1.246 conf=0.650 gap=0.550
[2026-05-14 03:30:59] #9852/13069 | true=walk | pred=walk | ✓ | ent=1.107 conf=0.700 gap=0.600
[2026-05-14 03:31:02] #9853/13069 | true=walk | pred=walk | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-14 03:31:25] #9855/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-14 03:31:40] #9857/13069 | true=walk | pred=walk | ✓ | ent=0.450 conf=0.880 gap=0.820
[2026-05-14 03:32:08] #9860/13069 | true=walk | pred=walk | ✓ | ent=0.289 conf=0.950 gap=0.940
[2026-05-14 03:32:24] #9862/13069 | true=walk | pred=walk | ✓ | ent=0.675 conf=0.846 gap=0.796
[2026-05-14 03:32:47] #9864/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 03:32:52] #9865/13069 | true=walk | pred=walk | ✓ | ent=0.948 conf=0.750 gap=0.650
[2026-05-14 03:33:41] #9869/13069 | true=walk | pred=walk | ✓ | ent=1.032 conf=0.650 gap=0.400
