[2026-05-11 21:51:10] HARTH class 0 (walk) T=0.8
[2026-05-11 21:51:10]   13069 windows
[2026-05-12 22:30:43] #0001/13069 | true=walk | pred=walk | ✓ | ent=1.499 conf=0.450 gap=0.200
[2026-05-14 05:13:10] #10584/13069 | true=walk | pred=walk | ✓ | ent=0.661 conf=0.850 gap=0.790
[2026-05-14 05:13:13] #10585/13069 | true=walk | pred=walk | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-14 05:13:22] #10586/13069 | true=walk | pred=run | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-14 05:13:34] #10587/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 05:13:37] #10588/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-14 05:13:44] #10589/13069 | true=walk | pred=walk | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-14 05:13:54] #10590/13069 | true=walk | pred=stairs_down | ✗ | ent=1.281 conf=0.480 gap=0.130
[2026-05-14 05:14:08] #10591/13069 | true=walk | pred=stairs_up | ✗ | ent=0.914 conf=0.700 gap=0.550
[2026-05-14 05:14:12] #10592/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-14 05:14:22] #10593/13069 | true=walk | pred=stairs_up | ✗ | ent=0.879 conf=0.550 gap=0.150
[2026-05-14 05:14:30] #10594/13069 | true=walk | pred=walk | ✓ | ent=0.891 conf=0.780 gap=0.720
[2026-05-14 05:14:39] #10595/13069 | true=walk | pred=stairs_up | ✗ | ent=1.397 conf=0.550 gap=0.400
[2026-05-14 05:14:46] #10596/13069 | true=walk | pred=walk | ✓ | ent=1.511 conf=0.450 gap=0.250
[2026-05-14 05:14:57] #10597/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 05:15:01] #10598/13069 | true=walk | pred=run | ✗ | ent=0.810 conf=0.777 gap=0.631
[2026-05-14 05:15:12] #10599/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 05:15:29] #10600/13069 | true=walk | pred=stairs_up | ✗ | ent=1.536 conf=0.350 gap=0.000
[2026-05-14 05:15:29]   [10600/13069] acc=59% filt=3504
[2026-05-14 05:15:47] #10601/13069 | true=walk | pred=stairs_up | ✗ | ent=1.161 conf=0.450 gap=0.100
[2026-05-14 05:15:49] #10602/13069 | true=walk | pred=walk | ✓ | ent=1.406 conf=0.550 gap=0.400
[2026-05-14 05:16:03] #10603/13069 | true=walk | pred=run | ✗ | ent=0.321 conf=0.940 gap=0.920
[2026-05-14 05:16:05] #10604/13069 | true=walk | pred=walk | ✓ | ent=1.175 conf=0.600 gap=0.450
[2026-05-14 05:16:09] #10605/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 05:16:22] #10606/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-14 05:16:30] #10607/13069 | true=walk | pred=stairs_up | ✗ | ent=1.187 conf=0.550 gap=0.250
[2026-05-14 05:16:36] #10608/13069 | true=walk | pred=run | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 05:16:43] #10609/13069 | true=walk | pred=walk | ✓ | ent=1.534 conf=0.350 gap=0.050
[2026-05-14 05:17:01] #10610/13069 | true=walk | pred=stairs_up | ✗ | ent=1.584 conf=0.250 gap=0.000
[2026-05-14 05:17:06] #10611/13069 | true=walk | pred=run | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 05:17:14] #10612/13069 | true=walk | pred=stand | ✗ | ent=1.365 conf=0.450 gap=0.100
[2026-05-14 05:17:25] #10613/13069 | true=walk | pred=walk | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-14 05:17:29] #10614/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 05:17:37] #10615/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 05:17:45] #10616/13069 | true=walk | pred=walk | ✓ | ent=0.404 conf=0.920 gap=0.900
[2026-05-14 05:17:53] #10617/13069 | true=walk | pred=walk | ✓ | ent=0.673 conf=0.820 gap=0.700
[2026-05-14 05:18:04] #10618/13069 | true=walk | pred=run | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-14 05:18:17] #10619/13069 | true=walk | pred=run | ✗ | ent=0.164 conf=0.975 gap=0.970
[2026-05-14 05:18:24] #10620/13069 | true=walk | pred=walk | ✓ | ent=0.972 conf=0.750 gap=0.670
[2026-05-14 05:18:24]   [10620/13069] acc=59% filt=3520
[2026-05-14 05:18:32] #10621/13069 | true=walk | pred=walk | ✓ | ent=0.424 conf=0.920 gap=0.900
[2026-05-14 05:18:40] #10622/13069 | true=walk | pred=walk | ✓ | ent=0.630 conf=0.850 gap=0.770
[2026-05-14 05:18:50] #10623/13069 | true=walk | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 05:18:53] #10624/13069 | true=walk | pred=walk | ✓ | ent=0.277 conf=0.950 gap=0.930
[2026-05-14 05:19:00] #10625/13069 | true=walk | pred=walk | ✓ | ent=1.390 conf=0.550 gap=0.350
[2026-05-14 05:19:07] #10626/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 05:19:12] #10627/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 05:19:33] #10628/13069 | true=walk | pred=walk | ✓ | ent=1.163 conf=0.700 gap=0.620
[2026-05-14 05:19:41] #10629/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-14 05:19:47] #10630/13069 | true=walk | pred=walk | ✓ | ent=0.966 conf=0.750 gap=0.670
[2026-05-14 05:19:55] #10631/13069 | true=walk | pred=walk | ✓ | ent=0.642 conf=0.850 gap=0.770
[2026-05-14 05:20:02] #10632/13069 | true=walk | pred=run | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-14 05:20:12] #10633/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.920
[2026-05-14 05:20:24] #10634/13069 | true=walk | pred=stand | ✗ | ent=1.216 conf=0.650 gap=0.500
[2026-05-14 05:20:32] #10635/13069 | true=walk | pred=walk | ✓ | ent=1.476 conf=0.550 gap=0.400
[2026-05-14 05:20:38] #10636/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-14 05:20:41] #10637/13069 | true=walk | pred=walk | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-14 05:20:50] #10638/13069 | true=walk | pred=walk | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-14 05:20:59] #10639/13069 | true=walk | pred=stand | ✗ | ent=0.613 conf=0.800 gap=0.650
[2026-05-14 05:21:07] #10640/13069 | true=walk | pred=walk | ✓ | ent=1.826 conf=0.250 gap=0.000
[2026-05-14 05:21:07]   [10640/13069] acc=59% filt=3538
[2026-05-14 05:21:22] #10641/13069 | true=walk | pred=run | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-14 05:21:28] #10642/13069 | true=walk | pred=run | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 05:21:30] #10643/13069 | true=walk | pred=walk | ✓ | ent=0.654 conf=0.850 gap=0.800
[2026-05-14 05:21:32] #10644/13069 | true=walk | pred=walk | ✓ | ent=0.678 conf=0.780 gap=0.660
[2026-05-14 05:21:42] #10645/13069 | true=walk | pred=walk | ✓ | ent=1.226 conf=0.450 gap=0.150
[2026-05-14 05:21:55] #10646/13069 | true=walk | pred=stairs_down | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-14 05:22:08] #10647/13069 | true=walk | pred=run | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-14 05:22:18] #10648/13069 | true=walk | pred=walk | ✓ | ent=0.633 conf=0.850 gap=0.790
[2026-05-14 05:22:27] #10649/13069 | true=walk | pred=stand | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-14 05:22:35] #10650/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 05:22:43] #10651/13069 | true=walk | pred=walk | ✓ | ent=0.685 conf=0.850 gap=0.810
[2026-05-14 05:22:48] #10652/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-14 05:22:59] #10653/13069 | true=walk | pred=run | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-14 05:23:01] #10654/13069 | true=walk | pred=walk | ✓ | ent=0.232 conf=0.950 gap=0.920
[2026-05-14 05:23:10] #10655/13069 | true=walk | pred=run | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-14 05:23:21] #10656/13069 | true=walk | pred=stairs_up | ✗ | ent=1.013 conf=0.500 gap=0.100
[2026-05-14 05:23:31] #10657/13069 | true=walk | pred=stand | ✗ | ent=0.778 conf=0.800 gap=0.750
[2026-05-14 05:23:38] #10658/13069 | true=walk | pred=walk | ✓ | ent=1.151 conf=0.700 gap=0.630
[2026-05-14 05:23:40] #10659/13069 | true=walk | pred=walk | ✓ | ent=1.237 conf=0.650 gap=0.550
[2026-05-14 05:23:42] #10660/13069 | true=walk | pred=walk | ✓ | ent=0.973 conf=0.750 gap=0.650
[2026-05-14 05:23:42]   [10660/13069] acc=59% filt=3556
[2026-05-14 05:23:45] #10661/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-14 05:23:48] #10662/13069 | true=walk | pred=walk | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-14 05:23:54] #10663/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 05:24:10] #10664/13069 | true=walk | pred=run | ✗ | ent=0.215 conf=0.944 gap=0.889
[2026-05-14 05:24:24] #10665/13069 | true=walk | pred=stairs_up | ✗ | ent=1.646 conf=0.350 gap=0.050
[2026-05-14 05:24:32] #10666/13069 | true=walk | pred=walk | ✓ | ent=1.040 conf=0.650 gap=0.470
[2026-05-14 05:24:42] #10667/13069 | true=walk | pred=stairs_up | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-14 05:24:52] #10668/13069 | true=walk | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-14 05:24:58] #10669/13069 | true=walk | pred=walk | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-14 05:25:13] #10670/13069 | true=walk | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-14 05:25:19] #10671/13069 | true=walk | pred=stairs_up | ✗ | ent=1.226 conf=0.550 gap=0.250
[2026-05-14 05:25:29] #10672/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 05:25:45] #10673/13069 | true=walk | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 05:25:54] #10674/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-14 05:26:00] #10675/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-14 05:26:05] #10676/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-14 05:26:07] #10677/13069 | true=walk | pred=walk | ✓ | ent=0.286 conf=0.950 gap=0.930
[2026-05-14 05:26:14] #10678/13069 | true=walk | pred=walk | ✓ | ent=0.334 conf=0.940 gap=0.920
[2026-05-14 05:26:21] #10679/13069 | true=walk | pred=walk | ✓ | ent=1.073 conf=0.700 gap=0.550
[2026-05-14 05:26:37] #10680/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 05:26:37]   [10680/13069] acc=59% filt=3574
[2026-05-14 05:26:45] #10681/13069 | true=walk | pred=walk | ✓ | ent=0.708 conf=0.850 gap=0.820
[2026-05-14 05:26:54] #10682/13069 | true=walk | pred=stairs_down | ✗ | ent=1.673 conf=0.350 gap=0.100
[2026-05-14 05:27:04] #10683/13069 | true=walk | pred=stairs_up | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-14 05:27:11] #10684/13069 | true=walk | pred=walk | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-14 05:27:13] #10685/13069 | true=walk | pred=walk | ✓ | ent=1.254 conf=0.550 gap=0.350
[2026-05-14 05:27:15] #10686/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-14 05:27:21] #10687/13069 | true=walk | pred=run | ✗ | ent=0.655 conf=0.850 gap=0.800
[2026-05-14 05:27:23] #10688/13069 | true=walk | pred=walk | ✓ | ent=0.795 conf=0.820 gap=0.770
[2026-05-14 05:27:27] #10689/13069 | true=walk | pred=shuffle | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 05:27:41] #10690/13069 | true=walk | pred=run | ✗ | ent=0.417 conf=0.920 gap=0.900
[2026-05-14 05:27:53] #10691/13069 | true=walk | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-14 05:27:56] #10692/13069 | true=walk | pred=walk | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-14 05:28:05] #10693/13069 | true=walk | pred=stairs_up | ✗ | ent=1.385 conf=0.400 gap=0.000
[2026-05-14 05:28:16] #10694/13069 | true=walk | pred=walk | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-14 05:28:24] #10695/13069 | true=walk | pred=walk | ✓ | ent=1.127 conf=0.700 gap=0.600
[2026-05-14 05:28:32] #10696/13069 | true=walk | pred=walk | ✓ | ent=0.801 conf=0.820 gap=0.780
[2026-05-14 05:28:35] #10697/13069 | true=walk | pred=walk | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-14 05:28:38] #10698/13069 | true=walk | pred=walk | ✓ | ent=1.099 conf=0.700 gap=0.600
[2026-05-14 05:28:41] #10699/13069 | true=walk | pred=walk | ✓ | ent=0.661 conf=0.850 gap=0.790
[2026-05-14 05:28:48] #10700/13069 | true=walk | pred=walk | ✓ | ent=1.597 conf=0.450 gap=0.300
[2026-05-14 05:28:48]   [10700/13069] acc=59% filt=3589
[2026-05-14 05:28:55] #10701/13069 | true=walk | pred=walk | ✓ | ent=0.940 conf=0.750 gap=0.670
[2026-05-14 05:29:07] #10702/13069 | true=walk | pred=stairs_down | ✗ | ent=1.567 conf=0.350 gap=0.050
[2026-05-14 05:29:16] #10703/13069 | true=walk | pred=walk | ✓ | ent=1.343 conf=0.450 gap=0.100
[2026-05-14 05:29:20] #10704/13069 | true=walk | pred=stairs_up | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 05:29:23] #10705/13069 | true=walk | pred=walk | ✓ | ent=0.620 conf=0.846 gap=0.746
[2026-05-14 05:29:30] #10706/13069 | true=walk | pred=walk | ✓ | ent=0.548 conf=0.880 gap=0.830
[2026-05-14 05:29:38] #10707/13069 | true=walk | pred=walk | ✓ | ent=1.217 conf=0.650 gap=0.530
[2026-05-14 05:29:48] #10708/13069 | true=walk | pred=walk | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-14 05:29:54] #10709/13069 | true=walk | pred=walk | ✓ | ent=1.012 conf=0.750 gap=0.700
[2026-05-14 05:30:01] #10710/13069 | true=walk | pred=walk | ✓ | ent=1.290 conf=0.500 gap=0.300
[2026-05-14 05:30:15] #10711/13069 | true=walk | pred=run | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-14 05:30:21] #10712/13069 | true=walk | pred=walk | ✓ | ent=1.124 conf=0.450 gap=0.000
[2026-05-14 05:30:27] #10713/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 05:30:29] #10714/13069 | true=walk | pred=walk | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-14 05:30:41] #10715/13069 | true=walk | pred=run | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-14 05:30:45] #10716/13069 | true=walk | pred=run | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 05:30:51] #10717/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 05:31:01] #10718/13069 | true=walk | pred=stairs_down | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-14 05:31:06] #10719/13069 | true=walk | pred=walk | ✓ | ent=0.675 conf=0.846 gap=0.796
[2026-05-14 05:31:16] #10720/13069 | true=walk | pred=walk | ✓ | ent=0.717 conf=0.820 gap=0.740
[2026-05-14 05:31:16]   [10720/13069] acc=59% filt=3605
[2026-05-14 05:31:29] #10721/13069 | true=walk | pred=walk | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-14 05:31:41] #10722/13069 | true=walk | pred=walk | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-14 05:31:48] #10723/13069 | true=walk | pred=walk | ✓ | ent=0.775 conf=0.820 gap=0.770
[2026-05-14 05:31:50] #10724/13069 | true=walk | pred=walk | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 05:31:52] #10725/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-14 05:31:59] #10726/13069 | true=walk | pred=walk | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 05:32:13] #10727/13069 | true=walk | pred=stairs_up | ✗ | ent=1.010 conf=0.450 gap=0.050
[2026-05-14 05:32:28] #10728/13069 | true=walk | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-14 05:32:33] #10729/13069 | true=walk | pred=walk | ✓ | ent=1.094 conf=0.650 gap=0.500
[2026-05-14 05:32:43] #10730/13069 | true=walk | pred=stairs_up | ✗ | ent=1.466 conf=0.350 gap=0.050
[2026-05-14 05:32:51] #10731/13069 | true=walk | pred=walk | ✓ | ent=1.042 conf=0.700 gap=0.550
[2026-05-14 05:33:02] #10732/13069 | true=walk | pred=stairs_up | ✗ | ent=1.139 conf=0.550 gap=0.250
[2026-05-14 05:33:05] #10733/13069 | true=walk | pred=walk | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 05:33:14] #10734/13069 | true=walk | pred=walk | ✓ | ent=0.684 conf=0.778 gap=0.667
[2026-05-14 05:33:23] #10735/13069 | true=walk | pred=walk | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-14 05:33:32] #10736/13069 | true=walk | pred=run | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-14 05:33:34] #10737/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 05:33:41] #10738/13069 | true=walk | pred=walk | ✓ | ent=0.652 conf=0.850 gap=0.790
[2026-05-14 05:33:51] #10739/13069 | true=walk | pred=walk | ✓ | ent=0.917 conf=0.780 gap=0.720
[2026-05-14 05:34:02] #10740/13069 | true=walk | pred=run | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-14 05:34:02]   [10740/13069] acc=60% filt=3622
[2026-05-14 05:34:07] #10741/13069 | true=walk | pred=stand | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-14 05:34:23] #10742/13069 | true=walk | pred=stairs_down | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 05:34:27] #10743/13069 | true=walk | pred=walk | ✓ | ent=0.507 conf=0.900 gap=0.880
[2026-05-14 05:34:35] #10744/13069 | true=walk | pred=walk | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-14 05:34:42] #10745/13069 | true=walk | pred=walk | ✓ | ent=1.024 conf=0.720 gap=0.620
[2026-05-14 05:34:49] #10746/13069 | true=walk | pred=walk | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-14 05:34:50] #10747/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 05:35:06] #10748/13069 | true=walk | pred=shuffle | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-14 05:35:20] #10749/13069 | true=walk | pred=stairs_down | ✗ | ent=1.573 conf=0.380 gap=0.080
[2026-05-14 05:35:22] #10750/13069 | true=walk | pred=walk | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-14 05:35:33] #10751/13069 | true=walk | pred=walk | ✓ | ent=0.689 conf=0.800 gap=0.700
[2026-05-14 05:35:49] #10752/13069 | true=walk | pred=stairs_down | ✗ | ent=1.262 conf=0.450 gap=0.050
[2026-05-14 05:35:52] #10753/13069 | true=walk | pred=walk | ✓ | ent=0.514 conf=0.900 gap=0.880
[2026-05-14 05:36:02] #10754/13069 | true=walk | pred=walk | ✓ | ent=1.318 conf=0.620 gap=0.500
[2026-05-14 05:36:08] #10755/13069 | true=walk | pred=walk | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-14 05:36:15] #10756/13069 | true=walk | pred=stairs_down | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-14 05:36:23] #10757/13069 | true=walk | pred=walk | ✓ | ent=0.999 conf=0.650 gap=0.400
[2026-05-14 05:36:30] #10758/13069 | true=walk | pred=walk | ✓ | ent=0.948 conf=0.750 gap=0.650
[2026-05-14 05:36:47] #10759/13069 | true=walk | pred=run | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-14 05:36:53] #10760/13069 | true=walk | pred=walk | ✓ | ent=0.718 conf=0.842 gap=0.792
[2026-05-14 05:36:53]   [10760/13069] acc=60% filt=3640
[2026-05-14 05:37:02] #10761/13069 | true=walk | pred=sit | ✗ | ent=0.263 conf=0.950 gap=0.930
[2026-05-14 05:37:12] #10762/13069 | true=walk | pred=walk | ✓ | ent=0.635 conf=0.850 gap=0.800
[2026-05-14 05:37:20] #10763/13069 | true=walk | pred=walk | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-14 05:37:24] #10764/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 05:37:30] #10765/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 05:37:48] #10766/13069 | true=walk | pred=stairs_up | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-14 05:37:56] #10767/13069 | true=walk | pred=stairs_up | ✗ | ent=1.173 conf=0.550 gap=0.250
[2026-05-14 05:38:00] #10768/13069 | true=walk | pred=walk | ✓ | ent=0.948 conf=0.600 gap=0.300
[2026-05-14 05:38:10] #10769/13069 | true=walk | pred=run | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-14 05:38:24] #10770/13069 | true=walk | pred=stairs_up | ✗ | ent=1.209 conf=0.450 gap=0.050
[2026-05-14 05:38:33] #10771/13069 | true=walk | pred=run | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-14 05:38:41] #10772/13069 | true=walk | pred=walk | ✓ | ent=0.998 conf=0.750 gap=0.670
[2026-05-14 05:38:49] #10773/13069 | true=walk | pred=walk | ✓ | ent=1.007 conf=0.650 gap=0.400
[2026-05-14 05:39:03] #10774/13069 | true=walk | pred=stand | ✗ | ent=0.856 conf=0.500 gap=0.050
[2026-05-14 05:39:16] #10775/13069 | true=walk | pred=run | ✗ | ent=0.475 conf=0.900 gap=0.850
[2026-05-14 05:39:18] #10776/13069 | true=walk | pred=walk | ✓ | ent=1.422 conf=0.550 gap=0.400
[2026-05-14 05:39:24] #10777/13069 | true=walk | pred=stairs_up | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-14 05:39:33] #10778/13069 | true=walk | pred=walk | ✓ | ent=0.763 conf=0.820 gap=0.760
[2026-05-14 05:39:36] #10779/13069 | true=walk | pred=walk | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-14 05:39:46] #10780/13069 | true=walk | pred=walk | ✓ | ent=1.132 conf=0.700 gap=0.600
[2026-05-14 05:39:46]   [10780/13069] acc=60% filt=3658
[2026-05-14 05:39:55] #10781/13069 | true=walk | pred=walk | ✓ | ent=1.876 conf=0.250 gap=0.070
[2026-05-14 05:40:04] #10782/13069 | true=walk | pred=walk | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-14 05:40:08] #10783/13069 | true=walk | pred=run | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-14 05:40:17] #10784/13069 | true=walk | pred=walk | ✓ | ent=0.638 conf=0.850 gap=0.790
[2026-05-14 05:40:19] #10785/13069 | true=walk | pred=walk | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-14 05:40:27] #10786/13069 | true=walk | pred=walk | ✓ | ent=0.806 conf=0.800 gap=0.720
[2026-05-14 05:40:42] #10787/13069 | true=walk | pred=stairs_down | ✗ | ent=1.405 conf=0.480 gap=0.180
[2026-05-14 05:40:55] #10788/13069 | true=walk | pred=shuffle | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-14 05:40:57] #10789/13069 | true=walk | pred=walk | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-14 05:41:01] #10790/13069 | true=walk | pred=walk | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-14 05:41:13] #10791/13069 | true=walk | pred=run | ✗ | ent=0.412 conf=0.920 gap=0.890
[2026-05-14 05:41:29] #10792/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 05:41:31] #10793/13069 | true=walk | pred=walk | ✓ | ent=0.581 conf=0.850 gap=0.790
[2026-05-14 05:41:38] #10794/13069 | true=walk | pred=walk | ✓ | ent=0.531 conf=0.850 gap=0.730
[2026-05-14 05:41:42] #10795/13069 | true=walk | pred=stairs_up | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-14 05:41:45] #10796/13069 | true=walk | pred=walk | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-14 05:41:48] #10797/13069 | true=walk | pred=walk | ✓ | ent=1.091 conf=0.700 gap=0.600
[2026-05-14 05:41:52] #10798/13069 | true=walk | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-14 05:41:58] #10799/13069 | true=walk | pred=walk | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-14 05:42:05] #10800/13069 | true=walk | pred=walk | ✓ | ent=0.365 conf=0.920 gap=0.870
[2026-05-14 05:42:05]   [10800/13069] acc=60% filt=3676
[2026-05-14 05:42:13] #10801/13069 | true=walk | pred=walk | ✓ | ent=0.995 conf=0.720 gap=0.570
[2026-05-14 05:42:18] #10802/13069 | true=walk | pred=walk | ✓ | ent=0.621 conf=0.850 gap=0.770
[2026-05-14 05:42:23] #10803/13069 | true=walk | pred=run | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-14 05:42:25] #10804/13069 | true=walk | pred=walk | ✓ | ent=1.034 conf=0.720 gap=0.620
[2026-05-14 05:42:28] #10805/13069 | true=walk | pred=walk | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-14 05:42:30] #10806/13069 | true=walk | pred=walk | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-14 05:42:46] #10807/13069 | true=walk | pred=walk | ✓ | ent=1.146 conf=0.700 gap=0.620
[2026-05-14 05:42:48] #10808/13069 | true=walk | pred=walk | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-14 05:42:50] #10809/13069 | true=walk | pred=walk | ✓ | ent=0.690 conf=0.850 gap=0.810
[2026-05-14 05:42:55] #10810/13069 | true=walk | pred=walk | ✓ | ent=0.224 conf=0.950 gap=0.910
