[2026-05-11 11:03:46] Class 9 (Push-up) 软标签生成开始
[2026-05-11 11:03:46]   QUICK=False LIMIT=50
[2026-05-11 11:03:46]   温度=0.8 (from api_config)
[2026-05-11 11:03:46]   本类: 1621窗口 (仅加载本类, 内存友好)
[2026-05-11 11:03:46]   实际生成: 1621 窗口
[2026-05-11 11:03:59] #0001/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:36:04] #0562/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:36:17] #0563/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:36:50] #0564/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:37:28] #0565/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:38:01] #0566/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-11 14:38:19] #0567/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.685 | conf=0.850 | gap=0.820
[2026-05-11 14:38:33] #0568/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.544 | conf=0.880 | gap=0.840
[2026-05-11 14:38:50] #0569/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.235 | conf=0.550 | gap=0.350
[2026-05-11 14:39:02] #0570/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:39:14] #0571/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:39:51] #0572/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 14:40:05] #0573/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 14:40:20] #0574/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:40:32] #0575/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 14:40:43] #0576/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:40:57] #0577/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:41:25] #0578/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:41:40] #0579/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.985 | conf=0.720 | gap=0.600
[2026-05-11 14:42:00] #0580/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.486 | conf=0.900 | gap=0.860
[2026-05-11 14:42:00]   [580/1621] acc=414/580=71.4% filtered=544/580
[2026-05-11 14:42:11] #0581/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:42:25] #0582/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:43:02] #0583/01621 | true=Push-up(9) | pred=Walk(11) | ✗ | ent=1.278 | conf=0.550 | gap=0.400
[2026-05-11 14:43:26] #0584/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.665 | conf=0.850 | gap=0.800
[2026-05-11 14:43:35] #0585/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 14:43:47] #0586/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:44:17] #0587/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 14:44:28] #0588/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 14:45:06] #0589/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-11 14:45:39] #0590/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 14:45:53] #0591/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 14:46:06] #0592/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:46:22] #0593/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.106 | conf=0.450 | gap=0.050
[2026-05-11 14:46:50] #0594/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:47:23] #0595/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-11 14:47:55] #0596/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:48:18] #0597/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:48:52] #0598/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:49:07] #0599/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:49:22] #0600/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-11 14:49:22]   [600/1621] acc=429/600=71.5% filtered=563/600
[2026-05-11 14:49:38] #0601/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=2.552 | conf=0.250 | gap=0.150
[2026-05-11 14:49:56] #0602/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 14:50:13] #0603/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.021 | conf=0.720 | gap=0.620
[2026-05-11 14:50:32] #0604/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.396 | conf=0.550 | gap=0.430
[2026-05-11 14:50:50] #0605/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 14:51:32] #0606/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:51:45] #0607/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:52:20] #0608/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:52:53] #0609/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 14:53:23] #0610/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.978 | conf=0.611 | gap=0.333
[2026-05-11 14:53:39] #0611/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 14:54:06] #0612/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:54:26] #0613/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 14:54:39] #0614/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:54:55] #0615/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.469 | conf=0.450 | gap=0.150
[2026-05-11 14:55:35] #0616/01621 | true=Push-up(9) | pred=Stair-down(16) | ✗ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 14:55:48] #0617/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 14:56:15] #0618/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:56:46] #0619/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:57:00] #0620/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:57:00]   [620/1621] acc=446/620=71.9% filtered=581/620
[2026-05-11 14:57:17] #0621/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 14:57:34] #0622/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=2.631 | conf=0.200 | gap=0.100
[2026-05-11 14:57:48] #0623/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 14:58:03] #0624/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 14:58:18] #0625/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 14:58:33] #0626/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-11 14:58:54] #0627/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.775 | conf=0.800 | gap=0.700
[2026-05-11 14:59:05] #0628/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 14:59:35] #0629/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.688 | conf=0.850 | gap=0.820
[2026-05-11 15:00:06] #0630/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:00:21] #0631/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:00:31] #0632/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:00:55] #0633/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.089 | conf=0.600 | gap=0.400
[2026-05-11 15:01:23] #0634/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:02:08] #0635/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 15:02:34] #0636/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 15:02:53] #0637/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.144 | conf=0.650 | gap=0.500
[2026-05-11 15:03:05] #0638/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 15:03:36] #0639/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.926 | conf=0.650 | gap=0.400
[2026-05-11 15:03:56] #0640/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.288 | conf=0.950 | gap=0.940
[2026-05-11 15:03:56]   [640/1621] acc=464/640=72.5% filtered=600/640
[2026-05-11 15:04:20] #0641/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:04:35] #0642/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:04:49] #0643/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.533 | conf=0.880 | gap=0.850
[2026-05-11 15:05:21] #0644/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:05:36] #0645/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.188 | conf=0.970 | gap=0.965
[2026-05-11 15:05:51] #0646/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.791 | conf=0.820 | gap=0.780
[2026-05-11 15:06:33] #0647/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 15:06:47] #0648/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 15:07:00] #0649/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 15:07:12] #0650/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:07:39] #0651/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 15:07:56] #0652/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-11 15:08:10] #0653/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:08:39] #0654/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 15:09:10] #0655/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.286 | conf=0.950 | gap=0.940
[2026-05-11 15:09:47] #0656/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=2.455 | conf=0.250 | gap=0.150
[2026-05-11 15:10:24] #0657/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-11 15:11:00] #0658/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 15:11:19] #0659/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 15:11:31] #0660/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.283 | conf=0.950 | gap=0.935
[2026-05-11 15:11:31]   [660/1621] acc=483/660=73.2% filtered=619/660
[2026-05-11 15:12:01] #0661/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 15:12:33] #0662/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-11 15:13:13] #0663/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-11 15:13:46] #0664/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.951 | conf=0.632 | gap=0.368
[2026-05-11 15:13:59] #0665/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:14:23] #0666/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.557 | conf=0.400 | gap=0.100
[2026-05-11 15:14:40] #0667/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.704 | conf=0.350 | gap=0.100
[2026-05-11 15:14:52] #0668/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-11 15:15:06] #0669/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.664 | conf=0.850 | gap=0.820
[2026-05-11 15:15:41] #0670/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 15:15:55] #0671/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:16:14] #0672/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.249 | conf=0.400 | gap=0.050
[2026-05-11 15:16:37] #0673/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:16:56] #0674/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.600 | conf=0.400 | gap=0.250
[2026-05-11 15:17:08] #0675/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.332 | conf=0.941 | gap=0.931
[2026-05-11 15:17:24] #0676/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 15:17:58] #0677/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:13] #0678/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:18:31] #0679/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 15:19:00] #0680/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=1.689 | conf=0.550 | gap=0.450
[2026-05-11 15:19:00]   [680/1621] acc=500/680=73.5% filtered=634/680
[2026-05-11 15:19:21] #0681/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:19:47] #0682/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:20:27] #0683/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 15:20:57] #0684/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:21:31] #0685/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 15:21:46] #0686/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 15:22:06] #0687/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:22:28] #0688/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.477 | conf=0.550 | gap=0.450
[2026-05-11 15:22:46] #0689/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.999 | conf=0.750 | gap=0.700
[2026-05-11 15:23:06] #0690/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=2.435 | conf=0.250 | gap=0.100
[2026-05-11 15:23:44] #0691/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:23:56] #0692/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:24:34] #0693/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-11 15:24:46] #0694/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:25:17] #0695/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.156 | conf=0.700 | gap=0.550
[2026-05-11 15:25:55] #0696/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.995 | conf=0.556 | gap=0.333
[2026-05-11 15:26:24] #0697/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.999 | conf=0.750 | gap=0.700
[2026-05-11 15:26:58] #0698/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.761 | conf=0.778 | gap=0.667
[2026-05-11 15:27:13] #0699/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 15:27:29] #0700/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:27:29]   [700/1621] acc=515/700=73.6% filtered=653/700
[2026-05-11 15:28:00] #0701/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:28:35] #0702/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:28:49] #0703/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:29:23] #0704/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.998 | conf=0.750 | gap=0.700
[2026-05-11 15:29:37] #0705/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.398 | conf=0.920 | gap=0.890
[2026-05-11 15:30:13] #0706/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 15:30:45] #0707/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:31:00] #0708/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 15:31:47] #0709/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:31:59] #0710/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:32:11] #0711/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 15:32:31] #0712/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.164 | conf=0.650 | gap=0.500
[2026-05-11 15:33:24] #0713/01621 | true=Push-up(9) | pred=Pick(7) | ✗ | ent=0.426 | conf=0.889 | gap=0.833
[2026-05-11 15:34:00] #0714/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:34:37] #0715/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:35:03] #0716/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 15:35:31] #0717/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.683 | conf=0.850 | gap=0.820
[2026-05-11 15:36:06] #0718/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:36:36] #0719/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=1.094 | conf=0.650 | gap=0.500
[2026-05-11 15:36:52] #0720/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:36:52]   [720/1621] acc=531/720=73.8% filtered=673/720
[2026-05-11 15:37:28] #0721/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:37:57] #0722/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:38:35] #0723/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 15:39:06] #0724/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-11 15:39:19] #0725/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 15:39:36] #0726/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 15:39:53] #0727/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 15:40:31] #0728/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:40:55] #0729/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:41:38] #0730/01621 | true=Push-up(9) | pred=Sit-up(10) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:41:53] #0731/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:42:04] #0732/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.661 | conf=0.850 | gap=0.810
[2026-05-11 15:42:32] #0733/01621 | true=Push-up(9) | pred=Talk-stand(3) | ✗ | ent=1.230 | conf=0.720 | gap=0.670
[2026-05-11 15:42:44] #0734/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 15:43:04] #0735/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 15:43:19] #0736/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 15:43:44] #0737/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:43:56] #0738/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:44:43] #0739/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:45:15] #0740/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=1.070 | conf=0.550 | gap=0.250
[2026-05-11 15:45:15]   [740/1621] acc=544/740=73.5% filtered=693/740
[2026-05-11 15:45:48] #0741/01621 | true=Push-up(9) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:46:04] #0742/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-11 15:46:17] #0743/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.495 | conf=0.900 | gap=0.870
[2026-05-11 15:46:34] #0744/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 15:46:46] #0745/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 15:47:01] #0746/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 15:47:42] #0747/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 15:48:17] #0748/01621 | true=Push-up(9) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:48:29] #0749/01621 | true=Push-up(9) | pred=Push-up(9) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
