[2026-05-11 21:51:24] #0001/03185 | true=run | pred=run | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 06:30:07] #2475/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 06:30:13] #2476/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 06:30:17] #2477/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 06:30:40] #2478/03185 | true=run | pred=walk | ✗ | ent=1.325 conf=0.550 gap=0.300
[2026-05-12 06:30:43] #2479/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 06:30:47] #2480/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:30:58] #2481/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:31:08] #2482/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 06:31:15] #2483/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:31:19] #2484/03185 | true=run | pred=run | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-12 06:31:23] #2485/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 06:31:30] #2486/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-12 06:31:35] #2487/03185 | true=run | pred=run | ✓ | ent=0.349 conf=0.889 gap=0.778
[2026-05-12 06:32:00] #2488/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 06:32:11] #2489/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 06:32:14] #2490/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 06:32:37] #2491/03185 | true=run | pred=walk | ✗ | ent=0.638 conf=0.850 gap=0.800
[2026-05-12 06:33:49] #2492/03185 | true=run | pred=walk | ✗ | ent=0.384 conf=0.920 gap=0.890
[2026-05-12 06:34:22] #2493/03185 | true=run | pred=run | ✓ | ent=0.976 conf=0.650 gap=0.400
[2026-05-12 06:34:35] #2494/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 06:34:39] #2495/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 06:34:51] #2496/03185 | true=run | pred=run | ✓ | ent=0.583 conf=0.850 gap=0.750
[2026-05-12 06:35:12] #2497/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 06:35:19] #2498/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:35:32] #2499/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 06:35:36] #2500/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 06:35:44] #2501/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 06:35:51] #2502/03185 | true=run | pred=run | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 06:35:55] #2503/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 06:36:15] #2504/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 06:36:18] #2505/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 06:36:42] #2506/03185 | true=run | pred=run | ✓ | ent=0.057 conf=0.990 gap=0.980
[2026-05-12 06:36:52] #2507/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 06:36:56] #2508/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 06:37:25] #2509/03185 | true=run | pred=run | ✓ | ent=0.137 conf=0.969 gap=0.939
[2026-05-12 06:37:34] #2510/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:37:42] #2511/03185 | true=run | pred=run | ✓ | ent=0.376 conf=0.930 gap=0.910
[2026-05-12 06:37:47] #2512/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 06:37:51] #2513/03185 | true=run | pred=run | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-12 06:38:01] #2514/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 06:38:03] #2515/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:38:23] #2516/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-12 06:38:33] #2517/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 06:38:36] #2518/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:38:47] #2519/03185 | true=run | pred=run | ✓ | ent=0.246 conf=0.950 gap=0.920
[2026-05-12 06:38:58] #2520/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 06:39:01] #2521/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:39:28] #2522/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 06:39:36] #2523/03185 | true=run | pred=run | ✓ | ent=0.419 conf=0.920 gap=0.890
[2026-05-12 06:39:44] #2524/03185 | true=run | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-12 06:39:48] #2525/03185 | true=run | pred=run | ✓ | ent=1.085 conf=0.700 gap=0.550
[2026-05-12 06:40:00] #2526/03185 | true=run | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 06:40:12] #2527/03185 | true=run | pred=run | ✓ | ent=0.316 conf=0.945 gap=0.935
[2026-05-12 06:40:17] #2528/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 06:40:41] #2529/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-12 06:41:05] #2530/03185 | true=run | pred=run | ✓ | ent=0.537 conf=0.891 gap=0.851
[2026-05-12 06:41:09] #2531/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 06:41:14] #2532/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 06:41:24] #2533/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 06:42:16] #2534/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 06:42:39] #2535/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 06:42:42] #2536/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:43:43] #2537/03185 | true=run | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 06:43:52] #2538/03185 | true=run | pred=walk | ✗ | ent=0.518 conf=0.893 gap=0.845
[2026-05-12 06:44:16] #2539/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 06:44:24] #2540/03185 | true=run | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 06:44:32] #2541/03185 | true=run | pred=run | ✓ | ent=1.085 conf=0.700 gap=0.550
[2026-05-12 06:44:35] #2542/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 06:44:45] #2543/03185 | true=run | pred=run | ✓ | ent=0.545 conf=0.891 gap=0.861
[2026-05-12 06:44:55] #2544/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 06:45:47] #2545/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 06:45:56] #2546/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 06:46:28] #2547/03185 | true=run | pred=walk | ✗ | ent=1.032 conf=0.750 gap=0.700
[2026-05-12 06:46:32] #2548/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-12 06:46:42] #2549/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 06:46:47] #2550/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:46:57] #2551/03185 | true=run | pred=run | ✓ | ent=0.334 conf=0.940 gap=0.930
[2026-05-12 06:47:01] #2552/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:47:08] #2553/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 06:47:29] #2554/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:47:32] #2555/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 06:47:36] #2556/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:47:45] #2557/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 06:48:05] #2558/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:48:09] #2559/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 06:48:54] #2560/03185 | true=run | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-12 06:48:57] #2561/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 06:49:17] #2562/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:49:48] #2563/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:49:56] #2564/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:49:59] #2565/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:50:04] #2566/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 06:50:14] #2567/03185 | true=run | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 06:50:19] #2568/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:50:41] #2569/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-12 06:50:49] #2570/03185 | true=run | pred=run | ✓ | ent=0.864 conf=0.750 gap=0.600
[2026-05-12 06:51:09] #2571/03185 | true=run | pred=walk | ✗ | ent=0.683 conf=0.850 gap=0.810
[2026-05-12 06:51:20] #2572/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 06:51:24] #2573/03185 | true=run | pred=run | ✓ | ent=0.826 conf=0.750 gap=0.650
[2026-05-12 06:51:44] #2574/03185 | true=run | pred=run | ✓ | ent=1.291 conf=0.600 gap=0.400
[2026-05-12 06:51:48] #2575/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:51:52] #2576/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 06:51:56] #2577/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-12 06:52:02] #2578/03185 | true=run | pred=run | ✓ | ent=0.762 conf=0.833 gap=0.784
[2026-05-12 06:52:15] #2579/03185 | true=run | pred=walk | ✗ | ent=1.252 conf=0.500 gap=0.150
[2026-05-12 06:52:37] #2580/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 06:52:40] #2581/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 06:52:51] #2582/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 06:52:54] #2583/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 06:53:02] #2584/03185 | true=run | pred=run | ✓ | ent=0.495 conf=0.900 gap=0.870
[2026-05-12 06:53:07] #2585/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 06:53:15] #2586/03185 | true=run | pred=run | ✓ | ent=1.085 conf=0.700 gap=0.550
[2026-05-12 06:53:22] #2587/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:53:30] #2588/03185 | true=run | pred=run | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 06:53:36] #2589/03185 | true=run | pred=run | ✓ | ent=0.814 conf=0.800 gap=0.700
[2026-05-12 06:53:44] #2590/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 06:54:05] #2591/03185 | true=run | pred=run | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 06:54:22] #2592/03185 | true=run | pred=walk | ✗ | ent=0.253 conf=0.950 gap=0.920
[2026-05-12 06:54:33] #2593/03185 | true=run | pred=run | ✓ | ent=0.871 conf=0.650 gap=0.350
[2026-05-12 06:54:50] #2594/03185 | true=run | pred=walk | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 06:54:54] #2595/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-12 06:54:57] #2596/03185 | true=run | pred=run | ✓ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 06:55:05] #2597/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 06:55:09] #2598/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 06:55:13] #2599/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 06:55:20] #2600/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-12 06:55:51] #2601/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-12 06:56:00] #2602/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 06:56:10] #2603/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 06:56:13] #2604/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 06:56:16] #2605/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-12 06:56:19] #2606/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 06:56:39] #2607/03185 | true=run | pred=walk | ✗ | ent=0.518 conf=0.893 gap=0.845
[2026-05-12 06:56:46] #2608/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 06:56:55] #2609/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:57:00] #2610/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 06:57:04] #2611/03185 | true=run | pred=run | ✓ | ent=0.814 conf=0.800 gap=0.700
[2026-05-12 06:57:12] #2612/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 06:57:15] #2613/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:57:18] #2614/03185 | true=run | pred=run | ✓ | ent=0.254 conf=0.930 gap=0.860
[2026-05-12 06:57:21] #2615/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 06:57:25] #2616/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 06:57:39] #2617/03185 | true=run | pred=walk | ✗ | ent=1.152 conf=0.650 gap=0.450
[2026-05-12 06:57:50] #2618/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 06:58:15] #2619/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 06:58:19] #2620/03185 | true=run | pred=run | ✓ | ent=0.381 conf=0.932 gap=0.922
[2026-05-12 06:58:28] #2621/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 06:58:31] #2622/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:58:38] #2623/03185 | true=run | pred=run | ✓ | ent=0.376 conf=0.930 gap=0.910
[2026-05-12 06:59:00] #2624/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 06:59:12] #2625/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 06:59:22] #2626/03185 | true=run | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-12 06:59:26] #2627/03185 | true=run | pred=run | ✓ | ent=0.825 conf=0.800 gap=0.720
[2026-05-12 06:59:30] #2628/03185 | true=run | pred=run | ✓ | ent=1.059 conf=0.700 gap=0.550
[2026-05-12 07:00:35] #2629/03185 | true=run | pred=walk | ✗ | ent=0.534 conf=0.867 gap=0.816
[2026-05-12 07:00:56] #2630/03185 | true=run | pred=walk | ✗ | ent=0.253 conf=0.950 gap=0.920
[2026-05-12 07:01:23] #2631/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 07:01:48] #2632/03185 | true=run | pred=run | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-12 07:01:58] #2633/03185 | true=run | pred=run | ✓ | ent=0.379 conf=0.920 gap=0.890
[2026-05-12 07:02:05] #2634/03185 | true=run | pred=run | ✓ | ent=0.566 conf=0.880 gap=0.850
[2026-05-12 07:02:34] #2635/03185 | true=run | pred=run | ✓ | ent=0.362 conf=0.930 gap=0.910
[2026-05-12 07:02:38] #2636/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:02:48] #2637/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-12 07:02:52] #2638/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:03:06] #2639/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:03:10] #2640/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-12 07:03:36] #2641/03185 | true=run | pred=run | ✓ | ent=0.839 conf=0.750 gap=0.600
[2026-05-12 07:03:39] #2642/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:04:00] #2643/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 07:04:07] #2644/03185 | true=run | pred=run | ✓ | ent=0.428 conf=0.921 gap=0.901
[2026-05-12 07:04:23] #2645/03185 | true=run | pred=walk | ✗ | ent=0.398 conf=0.920 gap=0.890
[2026-05-12 07:04:43] #2646/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-12 07:04:54] #2647/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:05:05] #2648/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-12 07:05:14] #2649/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 07:05:37] #2650/03185 | true=run | pred=walk | ✗ | ent=1.101 conf=0.550 gap=0.200
[2026-05-12 07:05:39] #2651/03185 | true=run | pred=run | ✓ | ent=0.384 conf=0.931 gap=0.922
[2026-05-12 07:05:48] #2652/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 07:05:58] #2653/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 07:06:01] #2654/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:06:28] #2655/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:06:42] #2656/03185 | true=run | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 07:06:49] #2657/03185 | true=run | pred=walk | ✗ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 07:06:52] #2658/03185 | true=run | pred=run | ✓ | ent=0.832 conf=0.720 gap=0.500
[2026-05-12 07:07:01] #2659/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:07:12] #2660/03185 | true=run | pred=run | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 07:07:16] #2661/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:07:28] #2662/03185 | true=run | pred=run | ✓ | ent=0.440 conf=0.915 gap=0.896
[2026-05-12 07:07:32] #2663/03185 | true=run | pred=run | ✓ | ent=0.676 conf=0.850 gap=0.800
[2026-05-12 07:07:43] #2664/03185 | true=run | pred=run | ✓ | ent=0.910 conf=0.750 gap=0.650
[2026-05-12 07:07:50] #2665/03185 | true=run | pred=walk | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 07:07:54] #2666/03185 | true=run | pred=run | ✓ | ent=0.526 conf=0.891 gap=0.842
[2026-05-12 07:08:15] #2667/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:08:25] #2668/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:08:33] #2669/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-12 07:09:03] #2670/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:09:06] #2671/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 07:09:26] #2672/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:09:34] #2673/03185 | true=run | pred=run | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-12 07:10:03] #2674/03185 | true=run | pred=walk | ✗ | ent=0.671 conf=0.850 gap=0.810
[2026-05-12 07:10:28] #2675/03185 | true=run | pred=run | ✓ | ent=0.700 conf=0.800 gap=0.650
[2026-05-12 07:10:34] #2676/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:10:37] #2677/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:10:41] #2678/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:10:49] #2679/03185 | true=run | pred=run | ✓ | ent=0.514 conf=0.900 gap=0.880
[2026-05-12 07:10:55] #2680/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 07:11:15] #2681/03185 | true=run | pred=walk | ✗ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:11:34] #2682/03185 | true=run | pred=run | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 07:11:46] #2683/03185 | true=run | pred=run | ✓ | ent=0.412 conf=0.920 gap=0.890
[2026-05-12 07:11:56] #2684/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 07:12:16] #2685/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 07:12:20] #2686/03185 | true=run | pred=run | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 07:12:26] #2687/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:12:31] #2688/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:12:34] #2689/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:12:43] #2690/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-12 07:12:48] #2691/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 07:13:11] #2692/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 07:13:25] #2693/03185 | true=run | pred=run | ✓ | ent=1.226 conf=0.650 gap=0.500
[2026-05-12 07:13:46] #2694/03185 | true=run | pred=run | ✓ | ent=1.052 conf=0.700 gap=0.550
[2026-05-12 07:14:25] #2695/03185 | true=run | pred=walk | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 07:14:32] #2696/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:14:38] #2697/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:14:48] #2698/03185 | true=run | pred=walk | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:14:59] #2699/03185 | true=run | pred=run | ✓ | ent=1.036 conf=0.700 gap=0.550
[2026-05-12 07:15:21] #2700/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 07:15:23] #2701/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:15:30] #2702/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 07:15:33] #2703/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 07:15:43] #2704/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-12 07:15:51] #2705/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-12 07:16:00] #2706/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 07:16:06] #2707/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:16:32] #2708/03185 | true=run | pred=run | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 07:16:41] #2709/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:16:53] #2710/03185 | true=run | pred=run | ✓ | ent=0.984 conf=0.700 gap=0.550
[2026-05-12 07:16:57] #2711/03185 | true=run | pred=run | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 07:17:00] #2712/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 07:17:07] #2713/03185 | true=run | pred=run | ✓ | ent=0.461 conf=0.900 gap=0.850
[2026-05-12 07:17:12] #2714/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 07:17:15] #2715/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 07:17:23] #2716/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 07:17:30] #2717/03185 | true=run | pred=run | ✓ | ent=0.591 conf=0.722 gap=0.444
[2026-05-12 07:17:33] #2718/03185 | true=run | pred=run | ✓ | ent=0.472 conf=0.900 gap=0.860
