[2026-05-11 21:51:19] HARTH class 1 (run) T=0.8
[2026-05-11 21:51:19]   3185 windows
[2026-05-11 21:51:24] #0001/03185 | true=run | pred=run | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 20:31:41] #1493/03185 | true=run | pred=run | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 20:31:51] #1494/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 20:32:15] #1495/03185 | true=run | pred=run | ✓ | ent=1.014 conf=0.650 gap=0.400
[2026-05-13 20:32:18] #1496/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 20:32:25] #1497/03185 | true=run | pred=run | ✓ | ent=0.412 conf=0.920 gap=0.890
[2026-05-13 20:32:32] #1498/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-13 20:32:35] #1499/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 20:32:51] #1500/03185 | true=run | pred=run | ✓ | ent=1.169 conf=0.600 gap=0.350
[2026-05-13 20:32:51]   [1500/3185] acc=87% filt=1487
[2026-05-13 20:32:55] #1501/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 20:33:03] #1502/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-13 20:33:18] #1503/03185 | true=run | pred=walk | ✗ | ent=0.404 conf=0.920 gap=0.900
[2026-05-13 20:33:25] #1504/03185 | true=run | pred=run | ✓ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 20:33:42] #1505/03185 | true=run | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-13 20:33:45] #1506/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:33:59] #1507/03185 | true=run | pred=run | ✓ | ent=0.774 conf=0.729 gap=0.521
[2026-05-13 20:34:03] #1508/03185 | true=run | pred=run | ✓ | ent=0.648 conf=0.842 gap=0.743
[2026-05-13 20:34:12] #1509/03185 | true=run | pred=run | ✓ | ent=0.137 conf=0.969 gap=0.939
[2026-05-13 20:34:17] #1510/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 20:34:28] #1511/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:34:35] #1512/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:34:45] #1513/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-13 20:34:48] #1514/03185 | true=run | pred=run | ✓ | ent=0.445 conf=0.895 gap=0.842
[2026-05-13 20:34:54] #1515/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-13 20:35:13] #1516/03185 | true=run | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:35:15] #1517/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 20:35:25] #1518/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 20:35:29] #1519/03185 | true=run | pred=run | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 20:35:38] #1520/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 20:35:38]   [1520/3185] acc=87% filt=1507
[2026-05-13 20:35:41] #1521/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:35:49] #1522/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-13 20:35:56] #1523/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:36:04] #1524/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:36:14] #1525/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:36:20] #1526/03185 | true=run | pred=run | ✓ | ent=0.759 conf=0.820 gap=0.740
[2026-05-13 20:36:27] #1527/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:36:34] #1528/03185 | true=run | pred=run | ✓ | ent=0.119 conf=0.980 gap=0.970
[2026-05-13 20:36:43] #1529/03185 | true=run | pred=run | ✓ | ent=0.485 conf=0.880 gap=0.800
[2026-05-13 20:36:46] #1530/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:36:49] #1531/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 20:36:52] #1532/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:36:54] #1533/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 20:36:57] #1534/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:37:07] #1535/03185 | true=run | pred=run | ✓ | ent=0.215 conf=0.944 gap=0.889
[2026-05-13 20:37:18] #1536/03185 | true=run | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-13 20:37:20] #1537/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:37:25] #1538/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:37:32] #1539/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 20:37:51] #1540/03185 | true=run | pred=walk | ✗ | ent=0.471 conf=0.900 gap=0.850
[2026-05-13 20:37:51]   [1540/3185] acc=87% filt=1527
[2026-05-13 20:37:53] #1541/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 20:37:56] #1542/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 20:38:05] #1543/03185 | true=run | pred=run | ✓ | ent=0.499 conf=0.902 gap=0.882
[2026-05-13 20:38:12] #1544/03185 | true=run | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:38:25] #1545/03185 | true=run | pred=run | ✓ | ent=0.252 conf=0.948 gap=0.918
[2026-05-13 20:38:32] #1546/03185 | true=run | pred=run | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-13 20:38:41] #1547/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:38:52] #1548/03185 | true=run | pred=run | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-13 20:38:55] #1549/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:38:58] #1550/03185 | true=run | pred=run | ✓ | ent=0.606 conf=0.850 gap=0.750
[2026-05-13 20:39:00] #1551/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 20:39:11] #1552/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 20:39:17] #1553/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:39:26] #1554/03185 | true=run | pred=run | ✓ | ent=0.776 conf=0.800 gap=0.700
[2026-05-13 20:39:34] #1555/03185 | true=run | pred=run | ✓ | ent=0.419 conf=0.920 gap=0.890
[2026-05-13 20:39:38] #1556/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:39:47] #1557/03185 | true=run | pred=run | ✓ | ent=0.383 conf=0.930 gap=0.910
[2026-05-13 20:39:57] #1558/03185 | true=run | pred=run | ✓ | ent=0.780 conf=0.780 gap=0.630
[2026-05-13 20:40:05] #1559/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-13 20:40:15] #1560/03185 | true=run | pred=run | ✓ | ent=0.428 conf=0.900 gap=0.850
[2026-05-13 20:40:15]   [1560/3185] acc=87% filt=1547
[2026-05-13 20:40:20] #1561/03185 | true=run | pred=run | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 20:40:23] #1562/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 20:40:26] #1563/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:40:34] #1564/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:40:37] #1565/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:40:45] #1566/03185 | true=run | pred=run | ✓ | ent=0.761 conf=0.800 gap=0.700
[2026-05-13 20:40:47] #1567/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 20:41:03] #1568/03185 | true=run | pred=walk | ✗ | ent=0.585 conf=0.850 gap=0.750
[2026-05-13 20:41:08] #1569/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-13 20:41:26] #1570/03185 | true=run | pred=walk | ✗ | ent=0.897 conf=0.653 gap=0.389
[2026-05-13 20:41:28] #1571/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.800 gap=0.650
[2026-05-13 20:41:32] #1572/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:41:45] #1573/03185 | true=run | pred=walk | ✗ | ent=0.595 conf=0.850 gap=0.750
[2026-05-13 20:41:57] #1574/03185 | true=run | pred=walk | ✗ | ent=0.253 conf=0.950 gap=0.920
[2026-05-13 20:42:19] #1575/03185 | true=run | pred=walk | ✗ | ent=0.570 conf=0.880 gap=0.840
[2026-05-13 20:42:27] #1576/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:42:30] #1577/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 20:42:42] #1578/03185 | true=run | pred=walk | ✗ | ent=1.104 conf=0.650 gap=0.450
[2026-05-13 20:42:51] #1579/03185 | true=run | pred=run | ✓ | ent=0.387 conf=0.931 gap=0.921
[2026-05-13 20:42:58] #1580/03185 | true=run | pred=run | ✓ | ent=0.362 conf=0.930 gap=0.910
[2026-05-13 20:42:58]   [1580/3185] acc=87% filt=1567
[2026-05-13 20:43:05] #1581/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 20:43:14] #1582/03185 | true=run | pred=run | ✓ | ent=0.419 conf=0.920 gap=0.890
[2026-05-13 20:43:17] #1583/03185 | true=run | pred=run | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 20:43:25] #1584/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:43:28] #1585/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:43:30] #1586/03185 | true=run | pred=run | ✓ | ent=0.328 conf=0.940 gap=0.920
[2026-05-13 20:43:47] #1587/03185 | true=run | pred=run | ✓ | ent=0.424 conf=0.920 gap=0.900
[2026-05-13 20:43:57] #1588/03185 | true=run | pred=run | ✓ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 20:44:07] #1589/03185 | true=run | pred=run | ✓ | ent=0.171 conf=0.959 gap=0.918
[2026-05-13 20:44:10] #1590/03185 | true=run | pred=run | ✓ | ent=1.282 conf=0.450 gap=0.100
[2026-05-13 20:44:14] #1591/03185 | true=run | pred=run | ✓ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 20:44:17] #1592/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 20:44:26] #1593/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 20:44:29] #1594/03185 | true=run | pred=run | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 20:44:32] #1595/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 20:44:40] #1596/03185 | true=run | pred=run | ✓ | ent=0.376 conf=0.930 gap=0.910
[2026-05-13 20:44:48] #1597/03185 | true=run | pred=run | ✓ | ent=0.417 conf=0.920 gap=0.900
[2026-05-13 20:44:56] #1598/03185 | true=run | pred=run | ✓ | ent=0.100 conf=0.979 gap=0.959
[2026-05-13 20:44:59] #1599/03185 | true=run | pred=run | ✓ | ent=0.349 conf=0.889 gap=0.778
[2026-05-13 20:45:07] #1600/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-13 20:45:07]   [1600/3185] acc=87% filt=1586
[2026-05-13 20:45:19] #1601/03185 | true=run | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 20:45:22] #1602/03185 | true=run | pred=run | ✓ | ent=0.679 conf=0.850 gap=0.800
[2026-05-13 20:45:26] #1603/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 20:45:38] #1604/03185 | true=run | pred=walk | ✗ | ent=0.631 conf=0.850 gap=0.770
[2026-05-13 20:45:47] #1605/03185 | true=run | pred=run | ✓ | ent=0.557 conf=0.880 gap=0.830
[2026-05-13 20:46:04] #1606/03185 | true=run | pred=walk | ✗ | ent=0.768 conf=0.750 gap=0.550
[2026-05-13 20:46:08] #1607/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:46:11] #1608/03185 | true=run | pred=run | ✓ | ent=0.206 conf=0.947 gap=0.895
[2026-05-13 20:46:20] #1609/03185 | true=run | pred=run | ✓ | ent=0.881 conf=0.750 gap=0.600
[2026-05-13 20:46:31] #1610/03185 | true=run | pred=walk | ✗ | ent=0.582 conf=0.880 gap=0.840
[2026-05-13 20:46:34] #1611/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-13 20:46:40] #1612/03185 | true=run | pred=walk | ✗ | ent=0.316 conf=0.945 gap=0.935
[2026-05-13 20:46:43] #1613/03185 | true=run | pred=run | ✓ | ent=0.660 conf=0.850 gap=0.800
[2026-05-13 20:46:49] #1614/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:46:53] #1615/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 20:46:57] #1616/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 20:47:02] #1617/03185 | true=run | pred=run | ✓ | ent=0.627 conf=0.850 gap=0.800
[2026-05-13 20:47:21] #1618/03185 | true=run | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 20:47:27] #1619/03185 | true=run | pred=walk | ✗ | ent=0.566 conf=0.850 gap=0.750
[2026-05-13 20:47:36] #1620/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-13 20:47:36]   [1620/3185] acc=87% filt=1606
[2026-05-13 20:47:47] #1621/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 20:47:49] #1622/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:47:52] #1623/03185 | true=run | pred=run | ✓ | ent=0.811 conf=0.800 gap=0.750
[2026-05-13 20:48:02] #1624/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 20:48:05] #1625/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 20:48:12] #1626/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-13 20:48:14] #1627/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:48:23] #1628/03185 | true=run | pred=run | ✓ | ent=0.112 conf=0.980 gap=0.970
[2026-05-13 20:48:35] #1629/03185 | true=run | pred=run | ✓ | ent=0.321 conf=0.940 gap=0.920
[2026-05-13 20:48:45] #1630/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 20:48:49] #1631/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:48:56] #1632/03185 | true=run | pred=walk | ✗ | ent=1.143 conf=0.700 gap=0.620
[2026-05-13 20:49:05] #1633/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-13 20:49:11] #1634/03185 | true=run | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 20:49:14] #1635/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:49:17] #1636/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:49:27] #1637/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 20:49:30] #1638/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:49:40] #1639/03185 | true=run | pred=run | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-13 20:49:58] #1640/03185 | true=run | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:49:58]   [1640/3185] acc=87% filt=1626
[2026-05-13 20:50:00] #1641/03185 | true=run | pred=run | ✓ | ent=0.888 conf=0.750 gap=0.600
[2026-05-13 20:50:03] #1642/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-13 20:50:10] #1643/03185 | true=run | pred=run | ✓ | ent=0.336 conf=0.895 gap=0.789
[2026-05-13 20:50:13] #1644/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:50:16] #1645/03185 | true=run | pred=run | ✓ | ent=0.853 conf=0.780 gap=0.660
[2026-05-13 20:50:20] #1646/03185 | true=run | pred=run | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-13 20:50:29] #1647/03185 | true=run | pred=run | ✓ | ent=0.390 conf=0.930 gap=0.920
[2026-05-13 20:50:33] #1648/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:50:36] #1649/03185 | true=run | pred=run | ✓ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 20:50:39] #1650/03185 | true=run | pred=run | ✓ | ent=0.651 conf=0.850 gap=0.800
[2026-05-13 20:50:46] #1651/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:50:53] #1652/03185 | true=run | pred=run | ✓ | ent=0.642 conf=0.850 gap=0.770
[2026-05-13 20:51:00] #1653/03185 | true=run | pred=run | ✓ | ent=0.302 conf=0.940 gap=0.910
[2026-05-13 20:51:03] #1654/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:51:12] #1655/03185 | true=run | pred=run | ✓ | ent=0.482 conf=0.900 gap=0.850
[2026-05-13 20:51:19] #1656/03185 | true=run | pred=run | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 20:51:21] #1657/03185 | true=run | pred=run | ✓ | ent=0.770 conf=0.800 gap=0.700
[2026-05-13 20:51:28] #1658/03185 | true=run | pred=run | ✓ | ent=0.308 conf=0.936 gap=0.915
[2026-05-13 20:51:36] #1659/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 20:51:40] #1660/03185 | true=run | pred=run | ✓ | ent=0.168 conf=0.970 gap=0.960
[2026-05-13 20:51:40]   [1660/3185] acc=87% filt=1646
[2026-05-13 20:51:44] #1661/03185 | true=run | pred=run | ✓ | ent=0.517 conf=0.850 gap=0.730
[2026-05-13 20:51:46] #1662/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:51:54] #1663/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:51:57] #1664/03185 | true=run | pred=run | ✓ | ent=0.853 conf=0.780 gap=0.660
[2026-05-13 20:51:59] #1665/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:52:08] #1666/03185 | true=run | pred=run | ✓ | ent=0.210 conf=0.960 gap=0.940
[2026-05-13 20:52:15] #1667/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 20:52:26] #1668/03185 | true=run | pred=walk | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 20:52:31] #1669/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:52:41] #1670/03185 | true=run | pred=run | ✓ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 20:52:59] #1671/03185 | true=run | pred=walk | ✗ | ent=1.439 conf=0.350 gap=0.070
[2026-05-13 20:53:03] #1672/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:53:14] #1673/03185 | true=run | pred=walk | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 20:53:16] #1674/03185 | true=run | pred=run | ✓ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 20:53:19] #1675/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:53:25] #1676/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:53:31] #1677/03185 | true=run | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 20:53:38] #1678/03185 | true=run | pred=walk | ✗ | ent=0.775 conf=0.750 gap=0.550
[2026-05-13 20:53:40] #1679/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 20:53:44] #1680/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:53:44]   [1680/3185] acc=87% filt=1665
[2026-05-13 20:53:46] #1681/03185 | true=run | pred=run | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-13 20:53:50] #1682/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 20:53:53] #1683/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:53:59] #1684/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:54:02] #1685/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 20:54:05] #1686/03185 | true=run | pred=run | ✓ | ent=0.800 conf=0.800 gap=0.700
[2026-05-13 20:54:12] #1687/03185 | true=run | pred=run | ✓ | ent=0.348 conf=0.930 gap=0.910
[2026-05-13 20:54:15] #1688/03185 | true=run | pred=run | ✓ | ent=0.648 conf=0.842 gap=0.743
[2026-05-13 20:54:18] #1689/03185 | true=run | pred=run | ✓ | ent=0.431 conf=0.920 gap=0.900
[2026-05-13 20:54:25] #1690/03185 | true=run | pred=run | ✓ | ent=0.283 conf=0.918 gap=0.837
[2026-05-13 20:54:30] #1691/03185 | true=run | pred=walk | ✗ | ent=1.124 conf=0.450 gap=0.000
[2026-05-13 20:54:33] #1692/03185 | true=run | pred=run | ✓ | ent=0.655 conf=0.850 gap=0.800
[2026-05-13 20:54:44] #1693/03185 | true=run | pred=run | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-13 20:54:47] #1694/03185 | true=run | pred=run | ✓ | ent=0.904 conf=0.600 gap=0.250
[2026-05-13 20:54:55] #1695/03185 | true=run | pred=run | ✓ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 20:54:59] #1696/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:55:06] #1697/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 20:55:15] #1698/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 20:55:25] #1699/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:55:28] #1700/03185 | true=run | pred=run | ✓ | ent=0.349 conf=0.889 gap=0.778
[2026-05-13 20:55:28]   [1700/3185] acc=87% filt=1684
[2026-05-13 20:55:32] #1701/03185 | true=run | pred=run | ✓ | ent=1.350 conf=0.550 gap=0.300
[2026-05-13 20:55:35] #1702/03185 | true=run | pred=run | ✓ | ent=1.056 conf=0.700 gap=0.550
[2026-05-13 20:55:49] #1703/03185 | true=run | pred=run | ✓ | ent=0.787 conf=0.800 gap=0.720
[2026-05-13 20:55:59] #1704/03185 | true=run | pred=run | ✓ | ent=0.137 conf=0.969 gap=0.939
[2026-05-13 20:56:11] #1705/03185 | true=run | pred=run | ✓ | ent=0.240 conf=0.950 gap=0.910
[2026-05-13 20:56:18] #1706/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 20:56:21] #1707/03185 | true=run | pred=run | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 20:56:33] #1708/03185 | true=run | pred=run | ✓ | ent=0.241 conf=0.950 gap=0.910
[2026-05-13 20:56:40] #1709/03185 | true=run | pred=run | ✓ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 20:56:48] #1710/03185 | true=run | pred=run | ✓ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 20:56:57] #1711/03185 | true=run | pred=run | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 20:57:04] #1712/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 20:57:09] #1713/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:57:15] #1714/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 20:57:18] #1715/03185 | true=run | pred=run | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 20:57:27] #1716/03185 | true=run | pred=run | ✓ | ent=0.683 conf=0.850 gap=0.800
[2026-05-13 20:57:30] #1717/03185 | true=run | pred=run | ✓ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 20:57:39] #1718/03185 | true=run | pred=run | ✓ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 20:57:42] #1719/03185 | true=run | pred=run | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-13 20:57:45] #1720/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:57:45]   [1720/3185] acc=87% filt=1704
[2026-05-13 20:57:48] #1721/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 20:57:55] #1722/03185 | true=run | pred=run | ✓ | ent=0.514 conf=0.900 gap=0.880
[2026-05-13 20:57:58] #1723/03185 | true=run | pred=run | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 20:58:09] #1724/03185 | true=run | pred=run | ✓ | ent=0.222 conf=0.958 gap=0.927
[2026-05-13 20:58:31] #1725/03185 | true=run | pred=run | ✓ | ent=0.966 conf=0.700 gap=0.500
[2026-05-13 20:58:34] #1726/03185 | true=run | pred=run | ✓ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 20:58:41] #1727/03185 | true=run | pred=run | ✓ | ent=0.196 conf=0.960 gap=0.940
[2026-05-13 20:58:46] #1728/03185 | true=run | pred=run | ✓ | ent=0.000 conf=1.000 gap=1.000
