[2026-05-12 10:27:59] PAMAP2 class 3 (walking) start T=0.8
[2026-05-12 10:27:59]   944 windows
[2026-05-12 10:28:26] #0001/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:26:24]   [620/944] acc=431/620=70% filt=616
[2026-05-12 13:26:33] #0621/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:26:54] #0622/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 13:27:04] #0623/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:27:38] #0624/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 13:28:04] #0625/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:28:13] #0626/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.442 conf=0.900 gap=0.850
[2026-05-12 13:28:32] #0627/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:28:43] #0628/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.471 conf=0.820 gap=0.640
[2026-05-12 13:28:58] #0629/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:29:08] #0630/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.758 conf=0.800 gap=0.720
[2026-05-12 13:29:15] #0631/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:29:27] #0632/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:29:36] #0633/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.223 conf=0.960 gap=0.950
[2026-05-12 13:29:52] #0634/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:30:01] #0635/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:30:11] #0636/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:30:20] #0637/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 13:30:29] #0638/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:31:01] #0639/00944 | true=walking(3) | pred=sitting(1) | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 13:31:20] #0640/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:31:20]   [640/944] acc=448/640=70% filt=636
[2026-05-12 13:31:30] #0641/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:31:47] #0642/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.367 conf=0.880 gap=0.760
[2026-05-12 13:31:49] #0643/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.802 conf=0.780 gap=0.680
[2026-05-12 13:31:59] #0644/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:32:19] #0645/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.794 conf=0.700 gap=0.450
[2026-05-12 13:32:31] #0646/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=1.046 conf=0.500 gap=0.100
[2026-05-12 13:32:39] #0647/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:32:58] #0648/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.688 conf=0.800 gap=0.660
[2026-05-12 13:33:20] #0649/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:33:44] #0650/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 13:33:51] #0651/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:33:59] #0652/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:34:11] #0653/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:34:35] #0654/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.552 conf=0.850 gap=0.750
[2026-05-12 13:34:44] #0655/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:34:48] #0656/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.261 conf=0.550 gap=0.350
[2026-05-12 13:35:01] #0657/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:35:11] #0658/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:35:23] #0659/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.421 conf=0.880 gap=0.780
[2026-05-12 13:35:38] #0660/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 13:35:38]   [660/944] acc=461/660=70% filt=655
[2026-05-12 13:35:48] #0661/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 13:35:58] #0662/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:36:27] #0663/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 13:36:39] #0664/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:36:48] #0665/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:37:11] #0666/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.827 conf=0.700 gap=0.460
[2026-05-12 13:37:20] #0667/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:37:32] #0668/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 13:37:43] #0669/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.329 conf=0.930 gap=0.900
[2026-05-12 13:37:54] #0670/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:38:04] #0671/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 13:38:15] #0672/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 13:39:13] #0673/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:39:39] #0674/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:40:09] #0675/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:40:17] #0676/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:40:27] #0677/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.473 conf=0.880 gap=0.810
[2026-05-12 13:40:46] #0678/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:40:58] #0679/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:41:19] #0680/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.897 conf=0.700 gap=0.500
[2026-05-12 13:41:19]   [680/944] acc=477/680=70% filt=675
[2026-05-12 13:41:26] #0681/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:41:40] #0682/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.426 conf=0.910 gap=0.880
[2026-05-12 13:41:58] #0683/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:42:18] #0684/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:42:41] #0685/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 13:42:43] #0686/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:42:54] #0687/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.296 conf=0.930 gap=0.880
[2026-05-12 13:43:03] #0688/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:43:29] #0689/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 13:43:38] #0690/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.458 conf=0.900 gap=0.860
[2026-05-12 13:43:46] #0691/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:43:59] #0692/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:44:12] #0693/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.504 conf=0.880 gap=0.830
[2026-05-12 13:44:24] #0694/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 13:44:47] #0695/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 13:44:57] #0696/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:45:17] #0697/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 13:45:30] #0698/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:45:43] #0699/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:45:46] #0700/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:45:46]   [700/944] acc=494/700=71% filt=695
[2026-05-12 13:46:08] #0701/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:46:35] #0702/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:46:45] #0703/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 13:47:05] #0704/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 13:47:44] #0705/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.945 conf=0.580 gap=0.230
[2026-05-12 13:48:05] #0706/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.960 conf=0.650 gap=0.400
[2026-05-12 13:48:31] #0707/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=1.120 conf=0.550 gap=0.250
[2026-05-12 13:48:57] #0708/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:49:09] #0709/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:49:49] #0710/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 13:49:59] #0711/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 13:50:12] #0712/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.444 conf=0.890 gap=0.810
[2026-05-12 13:50:20] #0713/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:50:23] #0714/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.859 conf=0.750 gap=0.650
[2026-05-12 13:51:22] #0715/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.704 conf=0.820 gap=0.740
[2026-05-12 13:51:32] #0716/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:52:11] #0717/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-12 13:52:31] #0718/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 13:52:39] #0719/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:52:51] #0720/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:52:51]   [720/944] acc=507/720=70% filt=715
[2026-05-12 13:53:19] #0721/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:53:38] #0722/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 13:53:52] #0723/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:54:20] #0724/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:54:31] #0725/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:54:45] #0726/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 13:54:58] #0727/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-12 13:55:06] #0728/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 13:55:43] #0729/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.419 conf=0.900 gap=0.830
[2026-05-12 13:55:53] #0730/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:56:14] #0731/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:56:24] #0732/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:56:53] #0733/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.453 conf=0.900 gap=0.860
[2026-05-12 13:57:03] #0734/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:57:29] #0735/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 13:57:33] #0736/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 13:57:42] #0737/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 13:58:13] #0738/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 13:58:25] #0739/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 13:58:47] #0740/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 13:58:47]   [740/944] acc=523/740=71% filt=735
[2026-05-12 13:59:00] #0741/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 13:59:04] #0742/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 13:59:19] #0743/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 13:59:47] #0744/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:00:01] #0745/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:00:11] #0746/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:00:26] #0747/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.813 conf=0.730 gap=0.530
[2026-05-12 14:00:42] #0748/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:01:05] #0749/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.688 conf=0.800 gap=0.660
[2026-05-12 14:01:28] #0750/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.602 conf=0.850 gap=0.770
[2026-05-12 14:01:51] #0751/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:02:17] #0752/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.802 conf=0.750 gap=0.580
[2026-05-12 14:02:40] #0753/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:02:52] #0754/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:03:19] #0755/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:03:39] #0756/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 14:03:49] #0757/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:04:14] #0758/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:04:44] #0759/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:04:56] #0760/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.396 conf=0.900 gap=0.820
[2026-05-12 14:04:56]   [760/944] acc=531/760=70% filt=755
[2026-05-12 14:05:19] #0761/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.688 conf=0.800 gap=0.660
[2026-05-12 14:05:32] #0762/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:05:43] #0763/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:05:53] #0764/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.337 conf=0.930 gap=0.900
[2026-05-12 14:06:37] #0765/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:07:04] #0766/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.660 conf=0.800 gap=0.650
[2026-05-12 14:07:19] #0767/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.834 conf=0.750 gap=0.600
[2026-05-12 14:07:48] #0768/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:08:19] #0769/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:08:43] #0770/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:09:01] #0771/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.379 conf=0.920 gap=0.890
[2026-05-12 14:09:10] #0772/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 14:09:31] #0773/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.358 conf=0.900 gap=0.810
[2026-05-12 14:10:28] #0774/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.934 conf=0.600 gap=0.270
[2026-05-12 14:10:40] #0775/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:11:12] #0776/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.551 conf=0.850 gap=0.740
[2026-05-12 14:11:23] #0777/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 14:11:40] #0778/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.618 conf=0.800 gap=0.630
[2026-05-12 14:12:22] #0779/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 14:12:42] #0780/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:12:42]   [780/944] acc=542/780=69% filt=775
[2026-05-12 14:13:09] #0781/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.379 conf=0.920 gap=0.890
[2026-05-12 14:13:23] #0782/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:13:33] #0783/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:13:44] #0784/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:14:11] #0785/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:14:31] #0786/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.849 conf=0.700 gap=0.470
[2026-05-12 14:14:40] #0787/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 14:14:49] #0788/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:15:20] #0789/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:15:49] #0790/00944 | true=walking(3) | pred=standing(2) | ✗ | ent=0.386 conf=0.900 gap=0.830
[2026-05-12 14:16:03] #0791/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:16:30] #0792/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:16:44] #0793/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 14:16:54] #0794/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:17:04] #0795/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:17:42] #0796/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 14:17:46] #0797/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.515 conf=0.880 gap=0.830
[2026-05-12 14:18:08] #0798/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.786 conf=0.750 gap=0.570
[2026-05-12 14:18:19] #0799/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 14:18:48] #0800/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:18:48]   [800/944] acc=557/800=70% filt=795
[2026-05-12 14:18:57] #0801/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:19:21] #0802/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:19:33] #0803/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:19:49] #0804/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:20:12] #0805/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 14:20:23] #0806/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.307 conf=0.940 gap=0.920
[2026-05-12 14:20:35] #0807/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:20:45] #0808/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:21:12] #0809/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:21:29] #0810/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-12 14:21:32] #0811/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:21:42] #0812/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.447 conf=0.900 gap=0.850
[2026-05-12 14:22:07] #0813/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.590 conf=0.850 gap=0.760
[2026-05-12 14:22:28] #0814/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.707 conf=0.810 gap=0.710
[2026-05-12 14:22:37] #0815/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:22:50] #0816/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 14:23:16] #0817/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 14:23:26] #0818/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.345 conf=0.920 gap=0.860
[2026-05-12 14:23:35] #0819/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.698 conf=0.820 gap=0.740
[2026-05-12 14:23:49] #0820/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.434 conf=0.900 gap=0.840
[2026-05-12 14:23:49]   [820/944] acc=573/820=70% filt=815
[2026-05-12 14:23:58] #0821/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.343 conf=0.930 gap=0.900
[2026-05-12 14:24:24] #0822/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:24:38] #0823/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.566 conf=0.850 gap=0.750
[2026-05-12 14:25:03] #0824/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.571 conf=0.840 gap=0.720
[2026-05-12 14:25:14] #0825/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.376 conf=0.920 gap=0.880
[2026-05-12 14:25:37] #0826/00944 | true=walking(3) | pred=jogging(4) | ✗ | ent=0.199 conf=0.950 gap=0.900
