[2026-05-12 10:28:26] #0001/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:55:23] #0930/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:55:34] #0931/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:55:48] #0932/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:56:19] #0934/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.462 conf=0.900 gap=0.870
[2026-05-12 14:56:31] #0935/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.524 conf=0.880 gap=0.830
[2026-05-12 14:56:41] #0936/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.613 conf=0.850 gap=0.790
[2026-05-12 14:56:52] #0937/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 14:57:05] #0938/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.516 conf=0.880 gap=0.820
[2026-05-12 14:57:35] #0940/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.621 conf=0.850 gap=0.800
[2026-05-12 14:58:07] #0942/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.582 conf=0.850 gap=0.770
[2026-05-12 14:58:41] #0944/00944 | true=walking(3) | pred=walking(3) | ✓ | ent=0.199 conf=0.950 gap=0.900
