[2026-05-11 11:03:28] #0001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-13 00:42:38] #4447/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 00:42:57] #4448/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:43:14] #4449/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-13 00:43:36] #4450/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 00:44:17] #4452/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 00:44:43] #4453/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 00:45:02] #4454/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 00:45:12] #4455/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:45:58] #4457/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.307 | conf=0.700 | gap=0.650
[2026-05-13 00:46:40] #4459/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.447 | conf=0.904 | gap=0.872
[2026-05-13 00:47:08] #4460/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-13 00:47:35] #4461/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.021 | conf=0.720 | gap=0.620
[2026-05-13 00:47:47] #4462/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 00:48:13] #4463/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-13 00:48:28] #4464/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:48:45] #4465/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.366 | conf=0.600 | gap=0.500
[2026-05-13 00:49:14] #4466/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 00:49:33] #4467/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-13 00:49:49] #4468/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:50:16] #4469/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:50:30] #4470/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-13 00:50:59] #4471/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-13 00:51:15] #4472/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 00:51:41] #4473/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-13 00:52:26] #4474/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-13 00:52:40] #4475/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.260 | conf=0.684 | gap=0.632
[2026-05-13 00:53:37] #4477/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.834 | conf=0.750 | gap=0.650
[2026-05-13 00:54:03] #4478/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-13 00:54:16] #4479/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-13 00:54:35] #4480/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.689 | conf=0.812 | gap=0.750
[2026-05-13 00:55:01] #4481/06015 | true=Talk-stand(3) | pred=Lay(5) | ✗ | ent=0.307 | conf=0.940 | gap=0.920
[2026-05-13 00:55:17] #4482/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 00:55:34] #4483/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-13 00:57:00] #4485/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.096 | conf=0.780 | gap=0.760
[2026-05-13 00:57:17] #4486/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.461 | conf=0.600 | gap=0.500
[2026-05-13 00:57:28] #4487/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-13 00:57:44] #4488/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.165 | conf=0.700 | gap=0.600
[2026-05-13 00:58:13] #4489/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-13 00:58:37] #4490/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.776 | conf=0.800 | gap=0.700
[2026-05-13 00:58:50] #4491/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-13 00:59:04] #4492/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.103 | conf=0.979 | gap=0.957
[2026-05-13 00:59:18] #4493/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 00:59:55] #4494/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.576 | conf=0.737 | gap=0.474
[2026-05-13 01:00:20] #4495/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:01:02] #4496/06015 | true=Talk-stand(3) | pred=Stair-down(16) | ✗ | ent=1.033 | conf=0.600 | gap=0.350
[2026-05-13 01:01:32] #4497/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:02:04] #4498/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:02:17] #4499/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-13 01:02:47] #4500/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 01:03:04] #4501/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.055 | conf=0.735 | gap=0.633
[2026-05-13 01:03:35] #4502/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 01:04:07] #4503/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-13 01:04:40] #4504/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-13 01:04:56] #4505/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.881 | conf=0.820 | gap=0.780
[2026-05-13 01:05:13] #4506/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-13 01:05:27] #4507/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.327 | conf=0.650 | gap=0.550
[2026-05-13 01:05:55] #4508/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 01:06:27] #4509/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 01:06:42] #4510/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.950 | conf=0.733 | gap=0.667
[2026-05-13 01:06:59] #4511/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:07:25] #4513/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:07:53] #4514/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 01:08:06] #4515/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 01:08:35] #4516/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.469 | conf=0.898 | gap=0.867
[2026-05-13 01:09:08] #4517/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-13 01:10:59] #4518/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-13 01:13:20] #4519/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:14:02] #4520/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 01:14:18] #4521/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-13 01:14:57] #4522/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.645 | conf=0.842 | gap=0.789
[2026-05-13 01:15:25] #4523/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:15:42] #4524/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-13 01:16:10] #4525/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:16:40] #4526/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-13 01:17:46] #4528/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 01:18:08] #4529/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:19:20] #4531/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-13 01:19:51] #4532/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 01:20:14] #4533/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:20:45] #4534/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:21:24] #4536/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-13 01:21:44] #4537/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.807 | conf=0.789 | gap=0.737
[2026-05-13 01:22:18] #4538/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 01:23:05] #4540/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-13 01:23:51] #4541/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-13 01:24:23] #4542/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-13 01:25:07] #4544/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.349 | conf=0.889 | gap=0.778
[2026-05-13 01:25:37] #4545/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.071 | conf=0.750 | gap=0.670
[2026-05-13 01:25:47] #4546/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:26:03] #4547/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-13 01:26:33] #4548/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:26:45] #4549/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 01:27:14] #4550/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-13 01:27:49] #4551/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.777 | conf=0.720 | gap=0.500
[2026-05-13 01:28:21] #4552/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-13 01:28:46] #4553/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.258 | conf=0.720 | gap=0.670
[2026-05-13 01:29:00] #4554/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:29:30] #4555/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-13 01:29:57] #4556/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:30:32] #4557/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-13 01:31:00] #4558/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 01:31:15] #4559/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:31:50] #4560/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-13 01:32:17] #4561/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.282 | conf=0.700 | gap=0.620
[2026-05-13 01:33:05] #4562/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.469 | conf=0.550 | gap=0.450
[2026-05-13 01:33:21] #4563/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.400 | conf=0.550 | gap=0.450
[2026-05-13 01:33:50] #4564/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 01:34:17] #4565/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-13 01:34:47] #4566/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.751 | conf=0.820 | gap=0.770
[2026-05-13 01:35:17] #4567/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.234 | conf=0.938 | gap=0.875
[2026-05-13 01:35:32] #4568/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:36:19] #4570/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.353 | conf=0.653 | gap=0.600
[2026-05-13 01:36:43] #4571/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-13 01:37:12] #4572/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-13 01:37:43] #4573/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 01:40:13] #4575/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-13 01:41:43] #4577/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-13 01:42:25] #4578/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-13 01:42:39] #4579/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.634 | conf=0.833 | gap=0.778
[2026-05-13 01:42:55] #4580/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.104 | conf=0.750 | gap=0.700
[2026-05-13 01:43:14] #4581/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:43:29] #4582/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.964 | conf=0.780 | gap=0.730
[2026-05-13 01:43:57] #4583/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:45:07] #4584/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:45:42] #4585/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-13 01:46:09] #4586/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 01:46:34] #4587/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.103 | conf=0.979 | gap=0.957
[2026-05-13 01:46:49] #4588/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:47:03] #4589/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:47:39] #4590/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.369 | conf=0.700 | gap=0.650
[2026-05-13 01:48:23] #4592/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.293 | conf=0.940 | gap=0.920
[2026-05-13 01:48:51] #4594/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.044 | conf=0.684 | gap=0.579
[2026-05-13 01:49:05] #4595/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.739 | conf=0.800 | gap=0.720
[2026-05-13 01:49:38] #4596/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 01:50:08] #4597/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 01:50:39] #4598/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.336 | conf=0.714 | gap=0.663
[2026-05-13 01:51:13] #4599/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 01:51:46] #4600/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.480 | conf=0.895 | gap=0.863
[2026-05-13 01:52:00] #4601/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-13 01:52:13] #4602/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.375 | conf=0.632 | gap=0.579
[2026-05-13 01:52:50] #4603/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:53:14] #4604/06015 | true=Talk-stand(3) | pred=Sit(1) | ✗ | ent=0.656 | conf=0.820 | gap=0.740
[2026-05-13 01:53:27] #4605/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:53:43] #4606/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:54:07] #4607/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.781 | conf=0.820 | gap=0.770
[2026-05-13 01:54:29] #4608/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-13 01:54:57] #4609/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 01:55:12] #4610/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.419 | conf=0.891 | gap=0.837
[2026-05-13 01:55:26] #4611/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.189 | conf=0.684 | gap=0.632
[2026-05-13 01:55:44] #4612/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.480 | conf=0.895 | gap=0.863
[2026-05-13 01:55:57] #4613/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.558 | conf=0.880 | gap=0.850
[2026-05-13 01:56:33] #4614/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.025 | conf=0.650 | gap=0.500
[2026-05-13 01:57:06] #4615/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 01:57:40] #4616/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 01:58:04] #4617/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-13 01:58:38] #4618/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-13 01:59:09] #4619/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 01:59:21] #4620/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-13 01:59:49] #4621/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-13 02:00:25] #4622/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-13 02:00:50] #4623/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-13 02:01:49] #4624/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-13 02:02:14] #4625/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:02:45] #4626/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:03:16] #4627/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.399 | conf=0.863 | gap=0.726
[2026-05-13 02:04:17] #4628/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.033 | conf=0.600 | gap=0.350
[2026-05-13 02:04:45] #4629/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:05:20] #4630/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:05:37] #4631/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-13 02:06:05] #4632/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-13 02:06:18] #4633/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.804 | conf=0.820 | gap=0.770
[2026-05-13 02:06:32] #4634/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-13 02:07:01] #4635/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.799 | conf=0.700 | gap=0.450
[2026-05-13 02:07:18] #4636/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:07:31] #4637/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:08:03] #4638/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.234 | conf=0.938 | gap=0.875
[2026-05-13 02:08:23] #4639/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.943 | conf=0.684 | gap=0.526
[2026-05-13 02:08:35] #4640/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-13 02:09:11] #4641/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-13 02:09:48] #4642/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:10:19] #4643/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-13 02:10:47] #4644/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-13 02:12:03] #4645/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-13 02:12:18] #4646/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.365 | conf=0.700 | gap=0.650
[2026-05-13 02:12:41] #4647/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-13 02:13:13] #4648/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
