[2026-05-11 11:02:46] Class 3 (Talk-stand) 软标签生成开始
[2026-05-11 11:02:46]   QUICK=False LIMIT=50
[2026-05-11 11:02:46]   温度=0.8 (from api_config)
[2026-05-11 11:02:46]   本类: 6015窗口 (仅加载本类, 内存友好)
[2026-05-11 11:02:46]   实际生成: 6015 窗口
[2026-05-11 11:03:28] #0001/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.693 | conf=0.850 | gap=0.800
[2026-05-11 14:48:57] #0539/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.716 | conf=0.600 | gap=0.550
[2026-05-11 14:49:25] #0540/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:49:25]   [540/6015] acc=279/540=51.7% filtered=484/540
[2026-05-11 14:49:50] #0541/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 14:50:28] #0542/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-11 14:51:15] #0543/06015 | true=Talk-stand(3) | pred=Walk-backwards(12) | ✗ | ent=1.505 | conf=0.300 | gap=0.000
[2026-05-11 14:51:48] #0544/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 14:52:23] #0545/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 14:52:54] #0546/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.206 | conf=0.947 | gap=0.895
[2026-05-11 14:53:09] #0547/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.559 | conf=0.526 | gap=0.368
[2026-05-11 14:53:38] #0548/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 14:53:51] #0549/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.753 | conf=0.737 | gap=0.579
[2026-05-11 14:54:23] #0550/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 14:54:39] #0551/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 14:54:53] #0552/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.207 | conf=0.684 | gap=0.579
[2026-05-11 14:55:23] #0553/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.389 | conf=0.895 | gap=0.811
[2026-05-11 14:56:09] #0554/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:56:56] #0555/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 14:57:53] #0556/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 14:58:05] #0557/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 14:58:20] #0558/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.302 | conf=0.700 | gap=0.650
[2026-05-11 14:58:38] #0559/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.274 | conf=0.720 | gap=0.670
[2026-05-11 14:59:10] #0560/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.400 | conf=0.550 | gap=0.350
[2026-05-11 14:59:10]   [560/6015] acc=286/560=51.1% filtered=502/560
[2026-05-11 14:59:23] #0561/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.889 | conf=0.828 | gap=0.808
[2026-05-11 14:59:37] #0562/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.259 | conf=0.650 | gap=0.550
[2026-05-11 15:00:07] #0563/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:00:22] #0564/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.412 | conf=0.914 | gap=0.892
[2026-05-11 15:01:02] #0565/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.567 | conf=0.500 | gap=0.400
[2026-05-11 15:01:49] #0566/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:02:03] #0567/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:02:36] #0568/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:02:54] #0569/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.329 | conf=0.727 | gap=0.697
[2026-05-11 15:03:35] #0570/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.365 | conf=0.920 | gap=0.870
[2026-05-11 15:03:50] #0571/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.458 | conf=0.900 | gap=0.860
[2026-05-11 15:04:21] #0572/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:04:35] #0573/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:04:50] #0574/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.623 | conf=0.850 | gap=0.790
[2026-05-11 15:05:16] #0575/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-11 15:05:47] #0576/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.668 | conf=0.611 | gap=0.222
[2026-05-11 15:06:04] #0577/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-11 15:06:19] #0578/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.731 | conf=0.550 | gap=0.470
[2026-05-11 15:06:48] #0579/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-11 15:07:20] #0580/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.876 | conf=0.750 | gap=0.650
[2026-05-11 15:07:20]   [580/6015] acc=299/580=51.6% filtered=520/580
[2026-05-11 15:07:31] #0581/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:07:47] #0582/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:08:00] #0583/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:08:14] #0584/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 15:08:45] #0585/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:09:01] #0586/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 15:09:29] #0587/06015 | true=Talk-stand(3) | pred=Table-tennis(17) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:09:42] #0588/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.988 | conf=0.780 | gap=0.730
[2026-05-11 15:10:13] #0589/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.420 | conf=0.900 | gap=0.840
[2026-05-11 15:11:05] #0590/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 15:11:17] #0591/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.352 | conf=0.714 | gap=0.694
[2026-05-11 15:11:51] #0592/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.051 | conf=0.650 | gap=0.450
[2026-05-11 15:12:23] #0593/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 15:12:39] #0594/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:13:13] #0595/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:13:45] #0596/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:14:10] #0597/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:14:24] #0598/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 15:14:54] #0599/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 15:15:26] #0600/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-11 15:15:26]   [600/6015] acc=308/600=51.3% filtered=540/600
[2026-05-11 15:15:56] #0601/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:16:18] #0602/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:16:32] #0603/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.444 | conf=0.882 | gap=0.824
[2026-05-11 15:17:34] #0604/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.782 | conf=0.300 | gap=0.100
[2026-05-11 15:18:04] #0605/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:18:19] #0606/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 15:18:54] #0607/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:19:07] #0608/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:19:20] #0609/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:20:23] #0610/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.332 | conf=0.600 | gap=0.500
[2026-05-11 15:20:38] #0611/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.482 | conf=0.650 | gap=0.600
[2026-05-11 15:20:58] #0612/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:21:32] #0613/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:21:48] #0614/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:22:31] #0615/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.329 | conf=0.650 | gap=0.600
[2026-05-11 15:23:00] #0616/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 15:23:17] #0617/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.803 | conf=0.350 | gap=0.150
[2026-05-11 15:23:56] #0618/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 15:24:10] #0619/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:24:45] #0620/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.966 | conf=0.354 | gap=0.051
[2026-05-11 15:24:45]   [620/6015] acc=320/620=51.6% filtered=557/620
[2026-05-11 15:25:02] #0621/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.613 | conf=0.850 | gap=0.790
[2026-05-11 15:25:39] #0622/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:26:37] #0623/06015 | true=Talk-stand(3) | pred=Table-tennis(17) | ✗ | ent=0.948 | conf=0.750 | gap=0.650
[2026-05-11 15:26:54] #0624/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.950 | conf=0.733 | gap=0.667
[2026-05-11 15:27:25] #0625/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:27:41] #0626/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-11 15:28:16] #0627/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 15:28:53] #0628/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:29:15] #0629/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:29:48] #0630/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:30:26] #0631/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 15:31:00] #0632/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.557 | conf=0.833 | gap=0.722
[2026-05-11 15:31:16] #0633/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:31:34] #0634/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.329 | conf=0.650 | gap=0.600
[2026-05-11 15:31:52] #0635/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 15:32:37] #0636/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=1.449 | conf=0.520 | gap=0.340
[2026-05-11 15:33:07] #0637/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:33:37] #0638/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:34:12] #0639/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:34:32] #0640/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:34:32]   [640/6015] acc=328/640=51.2% filtered=577/640
[2026-05-11 15:35:05] #0641/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:35:48] #0642/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-11 15:36:18] #0643/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:36:54] #0644/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.537 | conf=0.842 | gap=0.737
[2026-05-11 15:37:21] #0645/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.668 | conf=0.611 | gap=0.222
[2026-05-11 15:38:26] #0646/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 15:38:48] #0647/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:39:22] #0648/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.786 | conf=0.750 | gap=0.570
[2026-05-11 15:39:51] #0649/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 15:40:10] #0650/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-11 15:40:40] #0651/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:41:33] #0652/06015 | true=Talk-stand(3) | pred=Walk-circle(13) | ✗ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 15:41:46] #0653/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:42:14] #0654/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 15:42:28] #0655/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.179 | conf=0.750 | gap=0.700
[2026-05-11 15:43:00] #0656/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.308 | conf=0.632 | gap=0.474
[2026-05-11 15:43:24] #0657/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.160 | conf=0.625 | gap=0.500
[2026-05-11 15:43:55] #0658/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 15:44:18] #0659/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-11 15:45:07] #0660/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-11 15:45:07]   [660/6015] acc=338/660=51.2% filtered=597/660
[2026-05-11 15:45:43] #0661/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 15:46:19] #0662/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.588 | conf=0.600 | gap=0.500
[2026-05-11 15:46:46] #0663/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.536 | conf=0.876 | gap=0.825
[2026-05-11 15:47:17] #0664/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:47:35] #0665/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-11 15:48:08] #0666/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 15:48:43] #0667/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-11 15:49:14] #0668/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:49:51] #0669/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 15:50:08] #0670/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.887 | conf=0.750 | gap=0.650
[2026-05-11 15:50:36] #0671/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 15:50:52] #0672/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-11 15:51:05] #0673/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-11 15:51:21] #0674/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 15:51:36] #0675/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.426 | conf=0.450 | gap=0.250
[2026-05-11 15:52:05] #0676/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 15:52:21] #0677/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.282 | conf=0.727 | gap=0.697
[2026-05-11 15:52:49] #0678/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 15:53:36] #0679/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.898 | conf=0.600 | gap=0.300
[2026-05-11 15:54:02] #0680/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:54:02]   [680/6015] acc=346/680=50.9% filtered=615/680
[2026-05-11 15:54:33] #0681/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:54:48] #0682/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 15:55:04] #0683/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.779 | conf=0.837 | gap=0.806
[2026-05-11 15:55:24] #0684/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.282 | conf=0.647 | gap=0.588
[2026-05-11 15:55:59] #0685/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 15:56:36] #0686/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 15:57:14] #0687/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.536 | conf=0.876 | gap=0.825
[2026-05-11 15:57:32] #0688/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.215 | conf=0.944 | gap=0.889
[2026-05-11 15:58:06] #0689/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 15:58:40] #0690/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 15:59:10] #0691/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=1.007 | conf=0.700 | gap=0.570
[2026-05-11 15:59:44] #0692/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 16:00:21] #0693/06015 | true=Talk-stand(3) | pred=Stair-up(15) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:00:56] #0694/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:01:25] #0695/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-11 16:02:17] #0696/06015 | true=Talk-stand(3) | pred=Lay(5) | ✗ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-11 16:02:33] #0697/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:03:17] #0698/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.336 | conf=0.895 | gap=0.789
[2026-05-11 16:03:44] #0699/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-11 16:04:02] #0700/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=1.426 | conf=0.450 | gap=0.250
[2026-05-11 16:04:02]   [700/6015] acc=356/700=50.9% filtered=634/700
[2026-05-11 16:04:15] #0701/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.409 | conf=0.895 | gap=0.842
[2026-05-11 16:04:36] #0702/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:04:53] #0703/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:05:34] #0704/06015 | true=Talk-stand(3) | pred=Push-up(9) | ✗ | ent=0.627 | conf=0.850 | gap=0.800
[2026-05-11 16:06:10] #0705/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.496 | conf=0.880 | gap=0.830
[2026-05-11 16:06:51] #0706/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-11 16:07:31] #0707/06015 | true=Talk-stand(3) | pred=Pick(7) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 16:08:09] #0708/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:08:54] #0709/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=0.419 | conf=0.900 | gap=0.830
[2026-05-11 16:09:11] #0710/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:09:43] #0711/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 16:10:18] #0712/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:10:49] #0713/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-11 16:11:16] #0714/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.717 | conf=0.820 | gap=0.770
[2026-05-11 16:11:31] #0715/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:11:45] #0716/06015 | true=Talk-stand(3) | pred=Talk-stand(3) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:12:12] #0717/06015 | true=Talk-stand(3) | pred=Lay-stand(6) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
