[2026-05-11 11:58:35] #0001/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.602 | conf=0.850 | gap=0.770
[2026-05-11 16:26:04] #0607/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 16:26:34] #0608/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:27:21] #0609/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.857 | conf=0.650 | gap=0.400
[2026-05-11 16:27:52] #0610/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:28:06] #0611/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:28:24] #0612/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:29:43] #0614/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 16:29:59] #0615/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.879 | conf=0.800 | gap=0.750
[2026-05-11 16:30:14] #0616/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:31:04] #0618/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:31:21] #0619/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 16:31:39] #0620/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:31:53] #0621/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 16:32:55] #0622/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-11 16:33:28] #0623/01454 | true=Table-tennis(17) | pred=Walk-backwards(12) | ✗ | ent=0.937 | conf=0.650 | gap=0.400
[2026-05-11 16:34:14] #0624/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.996 | conf=0.550 | gap=0.200
[2026-05-11 16:34:44] #0625/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:35:16] #0626/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 16:35:49] #0627/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-11 16:36:44] #0628/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 16:38:00] #0630/01454 | true=Table-tennis(17) | pred=Walk-circle(13) | ✗ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-11 16:38:38] #0631/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-11 16:39:08] #0632/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.707 | conf=0.820 | gap=0.760
[2026-05-11 16:39:23] #0633/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-11 16:39:42] #0634/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.158 | conf=0.600 | gap=0.400
[2026-05-11 16:40:17] #0635/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-11 16:40:32] #0636/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:41:01] #0637/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:41:17] #0638/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:41:52] #0639/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.858 | conf=0.650 | gap=0.350
[2026-05-11 16:42:07] #0640/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:42:23] #0641/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:42:51] #0642/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-11 16:43:27] #0643/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:44:05] #0644/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-11 16:44:40] #0645/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 16:45:11] #0646/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:45:22] #0647/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:45:34] #0648/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 16:46:50] #0650/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:47:19] #0651/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-11 16:47:47] #0652/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:47:59] #0653/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:48:17] #0654/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 16:48:37] #0655/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:49:25] #0656/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:50:24] #0658/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 16:50:40] #0659/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 16:51:11] #0660/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.688 | conf=0.550 | gap=0.100
[2026-05-11 16:51:46] #0661/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:52:18] #0662/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:52:55] #0663/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 16:53:17] #0664/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:53:45] #0665/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-11 16:54:24] #0666/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-11 16:54:56] #0667/01454 | true=Table-tennis(17) | pred=Lay-stand(6) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 16:55:07] #0668/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:55:24] #0669/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 16:55:35] #0670/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:55:50] #0671/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:56:24] #0672/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 16:56:40] #0673/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:56:58] #0674/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.467 | conf=0.900 | gap=0.860
[2026-05-11 16:57:21] #0675/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 16:57:59] #0676/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 16:58:42] #0677/01454 | true=Table-tennis(17) | pred=Walk-backwards(12) | ✗ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-11 16:58:58] #0678/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 16:59:28] #0679/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:00:36] #0681/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:00:51] #0682/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.481 | conf=0.900 | gap=0.870
[2026-05-11 17:01:03] #0683/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:01:24] #0684/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:01:53] #0685/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:02:33] #0686/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.635 | conf=0.842 | gap=0.743
[2026-05-11 17:03:00] #0687/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-11 17:03:17] #0688/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:04:13] #0689/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 17:04:22] #0690/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:05:17] #0691/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:06:00] #0692/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.827 | conf=0.800 | gap=0.730
[2026-05-11 17:09:54] #0693/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:20:41] #0691/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:20:53] #0692/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:21:09] #0693/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:21:39] #0694/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:22:28] #0695/01454 | true=Table-tennis(17) | pred=Talk-stand(3) | ✗ | ent=0.298 | conf=0.939 | gap=0.918
[2026-05-11 17:22:58] #0696/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-11 17:23:11] #0697/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:23:40] #0698/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:24:25] #0699/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.093 | conf=0.700 | gap=0.600
[2026-05-11 17:24:39] #0700/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:25:10] #0701/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.635 | conf=0.850 | gap=0.800
[2026-05-11 17:25:25] #0702/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.751 | conf=0.820 | gap=0.740
[2026-05-11 17:25:42] #0703/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-11 17:25:56] #0704/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:26:30] #0705/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-11 17:27:02] #0706/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:27:16] #0707/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:27:58] #0708/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-11 17:28:49] #0709/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 17:29:25] #0710/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.328 | conf=0.940 | gap=0.920
[2026-05-11 17:30:42] #0711/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:31:07] #0712/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:31:24] #0713/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-11 17:32:09] #0714/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:32:20] #0715/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 17:32:47] #0716/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.296 | conf=0.930 | gap=0.880
[2026-05-11 17:33:02] #0717/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.672 | conf=0.800 | gap=0.670
[2026-05-11 17:33:37] #0718/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:34:11] #0719/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.619 | conf=0.860 | gap=0.810
[2026-05-11 17:34:56] #0720/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.648 | conf=0.860 | gap=0.830
[2026-05-11 17:35:53] #0721/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.599 | conf=0.850 | gap=0.750
[2026-05-11 17:36:08] #0722/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:36:45] #0723/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 17:37:00] #0724/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.742 | conf=0.800 | gap=0.700
[2026-05-11 17:37:26] #0725/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:38:20] #0726/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:38:33] #0727/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:38:56] #0728/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.685 | conf=0.850 | gap=0.810
[2026-05-11 17:39:57] #0729/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-11 17:40:17] #0730/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-11 17:40:49] #0731/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:41:18] #0732/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 17:42:08] #0733/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-11 17:42:25] #0734/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:42:54] #0735/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:43:25] #0736/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:44:09] #0737/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.639 | conf=0.800 | gap=0.700
[2026-05-11 17:44:22] #0738/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:44:52] #0739/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-11 17:45:06] #0740/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 17:45:26] #0741/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 17:45:57] #0742/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 17:46:15] #0743/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:46:30] #0744/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:46:43] #0745/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:47:12] #0746/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-11 17:47:45] #0747/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-11 17:48:01] #0748/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:49:36] #0751/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-11 17:50:08] #0752/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 17:50:37] #0753/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:51:08] #0754/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.674 | conf=0.850 | gap=0.800
[2026-05-11 17:51:25] #0755/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:52:02] #0756/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.435 | conf=0.600 | gap=0.500
[2026-05-11 17:52:16] #0757/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-11 17:52:43] #0758/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:52:57] #0759/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-11 17:53:10] #0760/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 17:53:52] #0761/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-11 17:54:08] #0762/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.772 | conf=0.800 | gap=0.700
[2026-05-11 17:54:44] #0763/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 17:55:08] #0764/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 17:56:00] #0765/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:22:37] #0766/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 18:23:00] #0767/01454 | true=Table-tennis(17) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-11 18:23:14] #0768/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-11 18:23:54] #0769/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.261 | conf=0.550 | gap=0.350
[2026-05-11 18:24:39] #0770/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=1.443 | conf=0.550 | gap=0.400
[2026-05-11 18:24:54] #0771/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=1.017 | conf=0.700 | gap=0.550
[2026-05-11 18:25:07] #0772/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:25:26] #0773/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-11 18:25:58] #0774/01454 | true=Table-tennis(17) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-11 18:26:32] #0775/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-11 18:26:41] #0776/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:26:56] #0777/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:27:04] #0778/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:27:18] #0779/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-11 18:27:31] #0780/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:27:57] #0781/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-11 18:28:48] #0782/01454 | true=Table-tennis(17) | pred=Push-up(9) | ✗ | ent=0.812 | conf=0.800 | gap=0.750
[2026-05-11 18:30:19] #0784/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=1.223 | conf=0.600 | gap=0.450
[2026-05-11 18:30:50] #0785/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:31:00] #0786/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:31:11] #0787/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:31:23] #0788/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:31:50] #0789/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:32:03] #0790/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:32:16] #0791/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:32:45] #0792/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=0.929 | conf=0.750 | gap=0.650
[2026-05-11 18:32:59] #0793/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-11 18:33:25] #0794/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:34:10] #0795/01454 | true=Table-tennis(17) | pred=Stair-down(16) | ✗ | ent=1.148 | conf=0.700 | gap=0.650
[2026-05-11 18:34:43] #0796/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-11 18:35:08] #0797/01454 | true=Table-tennis(17) | pred=Run(14) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-11 18:35:19] #0798/01454 | true=Table-tennis(17) | pred=Table-tennis(17) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-11 18:35:47] #0799/01454 | true=Table-tennis(17) | pred=Walk(11) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
