[2026-05-11 21:51:39] HARTH class 3 (stairs_up) T=0.8
[2026-05-11 21:51:39]   837 windows
[2026-05-11 21:51:42] #0001/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 00:58:33] #0632/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 00:58:53] #0633/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:58:56] #0634/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 00:59:00] #0635/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 00:59:03] #0636/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.318 conf=0.400 gap=0.050
[2026-05-12 00:59:52] #0637/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.165 conf=0.550 gap=0.250
[2026-05-12 01:00:03] #0638/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.288 conf=0.450 gap=0.070
[2026-05-12 01:00:12] #0639/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:00:30] #0640/00837 | true=stairs_up | pred=walk | ✗ | ent=0.945 conf=0.750 gap=0.670
[2026-05-12 01:00:30]   [640/837] acc=71% filt=450
[2026-05-12 01:00:45] #0641/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.836 conf=0.780 gap=0.680
[2026-05-12 01:00:54] #0642/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:01:12] #0643/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:01:16] #0644/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.354 conf=0.450 gap=0.100
[2026-05-12 01:01:27] #0645/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.099 conf=0.450 gap=0.000
[2026-05-12 01:01:39] #0646/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.197 conf=0.650 gap=0.500
[2026-05-12 01:01:53] #0647/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:01:57] #0648/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:02:25] #0649/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-12 01:03:08] #0650/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-12 01:03:37] #0651/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.222 conf=0.650 gap=0.530
[2026-05-12 01:04:03] #0652/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.948 conf=0.700 gap=0.550
[2026-05-12 01:04:12] #0653/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:04:37] #0654/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:04:46] #0655/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:04:56] #0656/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 01:05:03] #0657/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.495 conf=0.850 gap=0.720
[2026-05-12 01:05:16] #0658/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.809 conf=0.800 gap=0.700
[2026-05-12 01:05:30] #0659/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.385 conf=0.400 gap=0.000
[2026-05-12 01:05:44] #0660/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.359 conf=0.420 gap=0.040
[2026-05-12 01:05:44]   [660/837] acc=71% filt=464
[2026-05-12 01:06:09] #0661/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.723 conf=0.250 gap=0.000
[2026-05-12 01:06:12] #0662/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:06:42] #0663/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:06:46] #0664/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:07:46] #0665/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.075 conf=0.700 gap=0.550
[2026-05-12 01:08:23] #0666/00837 | true=stairs_up | pred=lying | ✗ | ent=1.329 conf=0.650 gap=0.600
[2026-05-12 01:08:35] #0667/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:08:40] #0668/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.242 conf=0.450 gap=0.100
[2026-05-12 01:08:44] #0669/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 01:08:48] #0670/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:08:51] #0671/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.305 conf=0.350 gap=0.050
[2026-05-12 01:09:18] #0672/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:09:22] #0673/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:10:46] #0674/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-12 01:10:57] #0675/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.366 conf=0.300 gap=0.000
[2026-05-12 01:11:17] #0676/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-12 01:11:38] #0677/00837 | true=stairs_up | pred=walk | ✗ | ent=1.090 conf=0.732 gap=0.683
[2026-05-12 01:12:20] #0678/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-12 01:12:26] #0679/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.596 conf=0.350 gap=0.050
[2026-05-12 01:12:33] #0680/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.032 conf=0.750 gap=0.700
[2026-05-12 01:12:33]   [680/837] acc=72% filt=477
[2026-05-12 01:13:06] #0681/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:13:10] #0682/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 01:13:13] #0683/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.462 conf=0.400 gap=0.100
[2026-05-12 01:13:21] #0684/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-12 01:13:26] #0685/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 01:13:30] #0686/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.399 conf=0.350 gap=0.000
[2026-05-12 01:13:58] #0687/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.998 conf=0.750 gap=0.670
[2026-05-12 01:14:22] #0688/00837 | true=stairs_up | pred=lying | ✗ | ent=1.838 conf=0.300 gap=0.100
[2026-05-12 01:14:35] #0689/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:14:57] #0690/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:15:00] #0691/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.290 conf=0.450 gap=0.100
[2026-05-12 01:15:22] #0692/00837 | true=stairs_up | pred=walk | ✗ | ent=0.763 conf=0.820 gap=0.760
[2026-05-12 01:15:54] #0693/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-12 01:16:11] #0694/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.107 conf=0.700 gap=0.600
[2026-05-12 01:16:40] #0695/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 01:16:50] #0696/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.906 conf=0.470 gap=0.000
[2026-05-12 01:17:56] #0697/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.231 conf=0.650 gap=0.500
[2026-05-12 01:19:01] #0698/00837 | true=stairs_up | pred=walk | ✗ | ent=1.099 conf=0.333 gap=0.000
[2026-05-12 01:19:13] #0699/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-12 01:19:26] #0700/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 01:19:26]   [700/837] acc=72% filt=490
[2026-05-12 01:19:31] #0701/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.238 conf=0.500 gap=0.200
[2026-05-12 01:19:34] #0702/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.311 conf=0.500 gap=0.250
[2026-05-12 01:19:40] #0703/00837 | true=stairs_up | pred=walk | ✗ | ent=0.905 conf=0.750 gap=0.600
[2026-05-12 01:19:44] #0704/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 01:20:05] #0705/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:20:17] #0706/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 01:20:28] #0707/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:20:46] #0708/00837 | true=stairs_up | pred=stand | ✗ | ent=1.569 conf=0.350 gap=0.050
[2026-05-12 01:21:33] #0709/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.145 conf=0.650 gap=0.470
[2026-05-12 01:21:47] #0710/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.972 conf=0.471 gap=0.059
[2026-05-12 01:22:00] #0711/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.262 conf=0.450 gap=0.050
[2026-05-12 01:22:30] #0712/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.776 conf=0.820 gap=0.760
[2026-05-12 01:22:37] #0713/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:22:45] #0714/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 01:23:45] #0715/00837 | true=stairs_up | pred=walk | ✗ | ent=0.638 conf=0.850 gap=0.790
[2026-05-12 01:23:52] #0716/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:24:54] #0717/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-12 01:25:21] #0718/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:25:28] #0719/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:25:38] #0720/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-12 01:25:38]   [720/837] acc=72% filt=502
[2026-05-12 01:25:45] #0721/00837 | true=stairs_up | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-12 01:26:03] #0722/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.056 conf=0.990 gap=0.980
[2026-05-12 01:27:04] #0723/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.184 conf=0.520 gap=0.170
[2026-05-12 01:27:22] #0724/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.113 conf=0.700 gap=0.600
[2026-05-12 01:27:26] #0725/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:27:52] #0726/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:27:58] #0727/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:28:02] #0728/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:28:09] #0729/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:28:18] #0730/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:28:27] #0731/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:28:35] #0732/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:28:46] #0733/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.101 conf=0.550 gap=0.200
[2026-05-12 01:29:03] #0734/00837 | true=stairs_up | pred=walk | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-12 01:29:22] #0735/00837 | true=stairs_up | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 01:29:48] #0736/00837 | true=stairs_up | pred=walk | ✗ | ent=0.390 conf=0.920 gap=0.900
[2026-05-12 01:29:58] #0737/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.465 conf=0.450 gap=0.270
[2026-05-12 01:30:05] #0738/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:30:12] #0739/00837 | true=stairs_up | pred=walk | ✗ | ent=0.672 conf=0.850 gap=0.800
[2026-05-12 01:30:25] #0740/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.226 conf=0.550 gap=0.250
[2026-05-12 01:30:25]   [740/837] acc=72% filt=519
[2026-05-12 01:30:54] #0741/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:31:18] #0742/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:31:35] #0743/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.419 conf=0.420 gap=0.140
[2026-05-12 01:31:40] #0744/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:31:44] #0745/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:32:15] #0746/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.750 gap=0.650
[2026-05-12 01:32:30] #0747/00837 | true=stairs_up | pred=stand | ✗ | ent=0.852 conf=0.760 gap=0.610
[2026-05-12 01:32:58] #0748/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.079 conf=0.700 gap=0.600
[2026-05-12 01:33:02] #0749/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:33:31] #0750/00837 | true=stairs_up | pred=walk | ✗ | ent=1.051 conf=0.650 gap=0.450
[2026-05-12 01:33:55] #0751/00837 | true=stairs_up | pred=walk | ✗ | ent=0.929 conf=0.750 gap=0.670
[2026-05-12 01:34:07] #0752/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.128 conf=0.626 gap=0.404
[2026-05-12 01:34:20] #0753/00837 | true=stairs_up | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:34:43] #0754/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.543 conf=0.450 gap=0.250
[2026-05-12 01:35:46] #0755/00837 | true=stairs_up | pred=stand | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 01:35:51] #0756/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:36:05] #0757/00837 | true=stairs_up | pred=walk | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-12 01:36:31] #0758/00837 | true=stairs_up | pred=walk | ✗ | ent=1.336 conf=0.550 gap=0.300
[2026-05-12 01:36:57] #0759/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-12 01:37:11] #0760/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.379 conf=0.450 gap=0.100
[2026-05-12 01:37:11]   [760/837] acc=72% filt=533
[2026-05-12 01:37:36] #0761/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 01:37:42] #0762/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:38:18] #0763/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:38:26] #0764/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.778 conf=0.800 gap=0.750
[2026-05-12 01:39:03] #0765/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.013 conf=0.474 gap=0.105
[2026-05-12 01:39:34] #0766/00837 | true=stairs_up | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-12 01:39:37] #0767/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:39:55] #0768/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.426 conf=0.400 gap=0.020
[2026-05-12 01:40:12] #0769/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.169 conf=0.650 gap=0.470
[2026-05-12 01:41:07] #0770/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:41:39] #0771/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.873 conf=0.750 gap=0.600
[2026-05-12 01:41:53] #0772/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.492 conf=0.357 gap=0.000
[2026-05-12 01:42:15] #0773/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:42:45] #0774/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.192 conf=0.650 gap=0.500
[2026-05-12 01:42:56] #0775/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 01:43:17] #0776/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.406 conf=0.400 gap=0.020
[2026-05-12 01:43:30] #0777/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:44:23] #0778/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.709 conf=0.300 gap=0.050
[2026-05-12 01:44:31] #0779/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.883 conf=0.780 gap=0.680
[2026-05-12 01:44:54] #0780/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:44:54]   [780/837] acc=72% filt=544
[2026-05-12 01:45:00] #0781/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.271 conf=0.600 gap=0.450
[2026-05-12 01:45:14] #0782/00837 | true=stairs_up | pred=lying | ✗ | ent=1.583 conf=0.400 gap=0.200
[2026-05-12 01:45:24] #0783/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.910 conf=0.620 gap=0.300
[2026-05-12 01:45:27] #0784/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-12 01:45:36] #0785/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.580 conf=0.400 gap=0.150
[2026-05-12 01:45:54] #0786/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.700 gap=0.550
[2026-05-12 01:46:12] #0787/00837 | true=stairs_up | pred=walk | ✗ | ent=1.584 conf=0.380 gap=0.130
[2026-05-12 01:46:46] #0788/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:47:04] #0789/00837 | true=stairs_up | pred=walk | ✗ | ent=0.112 conf=0.980 gap=0.970
[2026-05-12 01:48:06] #0790/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:48:18] #0791/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.992 conf=0.720 gap=0.570
[2026-05-12 01:48:36] #0792/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 01:48:39] #0793/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 01:48:45] #0794/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.529 conf=0.400 gap=0.100
[2026-05-12 01:49:20] #0795/00837 | true=stairs_up | pred=walk | ✗ | ent=0.979 conf=0.750 gap=0.670
[2026-05-12 01:49:27] #0796/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.085 conf=0.650 gap=0.450
[2026-05-12 01:49:31] #0797/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 01:49:59] #0798/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.007 conf=0.720 gap=0.570
[2026-05-12 01:50:51] #0799/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:50:54] #0800/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.497 conf=0.400 gap=0.050
[2026-05-12 01:50:54]   [800/837] acc=72% filt=557
[2026-05-12 01:51:30] #0801/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.707 conf=0.800 gap=0.680
[2026-05-12 01:51:57] #0802/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 01:52:27] #0803/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 01:53:01] #0804/00837 | true=stairs_up | pred=run | ✗ | ent=1.174 conf=0.700 gap=0.640
[2026-05-12 01:53:16] #0805/00837 | true=stairs_up | pred=walk | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-12 01:53:30] #0806/00837 | true=stairs_up | pred=run | ✗ | ent=0.666 conf=0.800 gap=0.650
[2026-05-12 01:53:33] #0807/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.102 conf=0.600 gap=0.350
[2026-05-12 01:53:46] #0808/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-12 01:53:49] #0809/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.071 conf=0.450 gap=0.000
[2026-05-12 01:53:53] #0810/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.268 conf=0.450 gap=0.050
[2026-05-12 01:53:57] #0811/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 01:54:01] #0812/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 01:54:09] #0813/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-12 01:54:25] #0814/00837 | true=stairs_up | pred=walk | ✗ | ent=1.505 conf=0.450 gap=0.250
[2026-05-12 01:54:28] #0815/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-12 01:54:41] #0816/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.065 conf=0.700 gap=0.550
[2026-05-12 01:55:06] #0817/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.349 conf=0.636 gap=0.545
[2026-05-12 01:55:27] #0818/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 01:55:33] #0819/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 01:55:47] #0820/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-12 01:55:47]   [820/837] acc=72% filt=572
[2026-05-12 01:56:09] #0821/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.539 conf=0.450 gap=0.300
[2026-05-12 01:57:45] #0822/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.763 conf=0.300 gap=0.020
[2026-05-12 01:57:48] #0823/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 01:58:16] #0824/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.043 conf=0.700 gap=0.600
[2026-05-12 01:58:43] #0825/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 01:59:02] #0826/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 02:00:27] #0827/00837 | true=stairs_up | pred=walk | ✗ | ent=1.301 conf=0.550 gap=0.350
[2026-05-12 02:00:54] #0828/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.175 conf=0.450 gap=0.050
[2026-05-12 02:01:03] #0829/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 02:01:06] #0830/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.949 conf=0.450 gap=0.000
[2026-05-12 02:01:15] #0831/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 02:01:37] #0832/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.106 conf=0.450 gap=0.050
[2026-05-12 02:02:15] #0833/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.077 conf=0.650 gap=0.420
[2026-05-12 02:02:25] #0834/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.503 conf=0.380 gap=0.030
[2026-05-12 02:03:03] #0835/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-12 02:03:36] #0836/00837 | true=stairs_up | pred=shuffle | ✗ | ent=1.040 conf=0.500 gap=0.250
[2026-05-12 02:04:12] #0837/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:04:12] Done: 605/837 (72%)
[2026-05-12 22:31:08] HARTH class 3 (stairs_up) T=0.8
[2026-05-12 22:31:08]   837 windows
[2026-05-12 22:31:08] Done: 0/0 (0%)
