[2026-05-11 21:51:42] #0001/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 18:07:00] #0092/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.104 conf=0.650 gap=0.450
[2026-05-13 18:07:12] #0093/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.126 conf=0.700 gap=0.580
[2026-05-13 18:07:16] #0094/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.173 conf=0.550 gap=0.250
[2026-05-13 18:07:18] #0095/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:07:26] #0096/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:07:35] #0097/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:07:38] #0098/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.278 conf=0.550 gap=0.400
[2026-05-13 18:07:55] #0100/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:08:08] #0101/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:08:24] #0102/00837 | true=stairs_up | pred=stand | ✗ | ent=1.347 conf=0.550 gap=0.400
[2026-05-13 18:08:47] #0103/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 18:09:10] #0105/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 18:10:21] #0110/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.905 conf=0.700 gap=0.500
[2026-05-13 18:10:25] #0111/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:10:35] #0112/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:10:41] #0113/00837 | true=stairs_up | pred=walk | ✗ | ent=1.237 conf=0.650 gap=0.550
[2026-05-13 18:10:53] #0114/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.061 conf=0.700 gap=0.550
[2026-05-13 18:11:05] #0115/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 18:11:12] #0117/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.854 conf=0.580 gap=0.200
[2026-05-13 18:11:23] #0118/00837 | true=stairs_up | pred=stand | ✗ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 18:11:44] #0119/00837 | true=stairs_up | pred=walk | ✗ | ent=0.940 conf=0.750 gap=0.670
[2026-05-13 18:11:47] #0120/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:11:50] #0121/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-13 18:11:57] #0123/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 18:12:03] #0124/00837 | true=stairs_up | pred=walk | ✗ | ent=1.237 conf=0.650 gap=0.550
[2026-05-13 18:12:24] #0126/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 18:12:26] #0127/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 18:12:33] #0128/00837 | true=stairs_up | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 18:12:41] #0129/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 18:13:05] #0131/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.132 conf=0.650 gap=0.450
[2026-05-13 18:13:20] #0132/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:13:33] #0133/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:13:36] #0134/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:13:55] #0135/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.700 gap=0.550
[2026-05-13 18:14:25] #0138/00837 | true=stairs_up | pred=walk | ✗ | ent=0.759 conf=0.820 gap=0.760
[2026-05-13 18:14:45] #0139/00837 | true=stairs_up | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 18:14:58] #0140/00837 | true=stairs_up | pred=walk | ✗ | ent=0.334 conf=0.940 gap=0.930
[2026-05-13 18:15:21] #0141/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:15:38] #0142/00837 | true=stairs_up | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:16:50] #0147/00837 | true=stairs_up | pred=walk | ✗ | ent=1.339 conf=0.550 gap=0.370
[2026-05-13 18:17:05] #0148/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.947 conf=0.750 gap=0.630
[2026-05-13 18:17:09] #0149/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:17:26] #0150/00837 | true=stairs_up | pred=walk | ✗ | ent=0.844 conf=0.800 gap=0.750
[2026-05-13 18:17:36] #0151/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.342 conf=0.550 gap=0.300
[2026-05-13 18:17:48] #0152/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.139 conf=0.550 gap=0.250
[2026-05-13 18:18:08] #0155/00837 | true=stairs_up | pred=walk | ✗ | ent=0.557 conf=0.880 gap=0.830
[2026-05-13 18:18:21] #0156/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.752 conf=0.750 gap=0.570
[2026-05-13 18:18:34] #0157/00837 | true=stairs_up | pred=stand | ✗ | ent=0.568 conf=0.850 gap=0.770
[2026-05-13 18:18:36] #0158/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.414 conf=0.550 gap=0.350
[2026-05-13 18:18:42] #0159/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:19:06] #0160/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.012 conf=0.750 gap=0.700
[2026-05-13 18:19:18] #0162/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:19:29] #0163/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.839 conf=0.720 gap=0.540
[2026-05-13 18:19:42] #0165/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:19:48] #0166/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.633 conf=0.789 gap=0.632
[2026-05-13 18:20:00] #0167/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 18:20:26] #0170/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.020 conf=0.720 gap=0.600
[2026-05-13 18:20:42] #0171/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.216 conf=0.650 gap=0.500
[2026-05-13 18:20:56] #0173/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 18:21:02] #0174/00837 | true=stairs_up | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 18:21:14] #0176/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 18:21:27] #0178/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-13 18:21:45] #0179/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:21:57] #0180/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-13 18:22:03] #0181/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:22:12] #0183/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.927 conf=0.550 gap=0.200
[2026-05-13 18:22:24] #0184/00837 | true=stairs_up | pred=walk | ✗ | ent=1.469 conf=0.550 gap=0.450
[2026-05-13 18:22:37] #0185/00837 | true=stairs_up | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 18:22:44] #0186/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 18:22:55] #0187/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:23:01] #0188/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.929 conf=0.750 gap=0.650
[2026-05-13 18:23:21] #0190/00837 | true=stairs_up | pred=run | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 18:23:28] #0191/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.189 conf=0.600 gap=0.350
[2026-05-13 18:23:50] #0193/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.010 conf=0.700 gap=0.600
[2026-05-13 18:23:52] #0194/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.235 conf=0.550 gap=0.350
[2026-05-13 18:24:15] #0196/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:24:45] #0198/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.791 conf=0.650 gap=0.350
[2026-05-13 18:24:48] #0199/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:25:13] #0201/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.514 conf=0.900 gap=0.880
[2026-05-13 18:25:33] #0202/00837 | true=stairs_up | pred=walk | ✗ | ent=0.746 conf=0.820 gap=0.740
[2026-05-13 18:25:39] #0203/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 18:25:41] #0204/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 18:26:01] #0205/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.169 conf=0.650 gap=0.470
[2026-05-13 18:26:12] #0207/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.409 conf=0.895 gap=0.842
[2026-05-13 18:26:28] #0209/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:26:46] #0210/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:27:24] #0213/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.342 conf=0.550 gap=0.300
[2026-05-13 18:27:35] #0214/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.113 conf=0.700 gap=0.600
[2026-05-13 18:27:57] #0216/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.129 conf=0.650 gap=0.450
[2026-05-13 18:28:13] #0218/00837 | true=stairs_up | pred=walk | ✗ | ent=1.124 conf=0.700 gap=0.620
[2026-05-13 18:28:16] #0219/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:28:28] #0220/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 18:28:30] #0221/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-13 18:28:51] #0224/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:28:57] #0225/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:29:08] #0226/00837 | true=stairs_up | pred=walk | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 18:29:25] #0227/00837 | true=stairs_up | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:29:56] #0228/00837 | true=stairs_up | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:30:07] #0229/00837 | true=stairs_up | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 18:30:20] #0230/00837 | true=stairs_up | pred=walk | ✗ | ent=0.233 conf=0.950 gap=0.925
[2026-05-13 18:30:33] #0232/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-13 18:30:36] #0233/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-13 18:30:41] #0235/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:30:48] #0236/00837 | true=stairs_up | pred=walk | ✗ | ent=0.996 conf=0.750 gap=0.680
[2026-05-13 18:31:40] #0243/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:32:01] #0244/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.958 conf=0.700 gap=0.500
[2026-05-13 18:32:29] #0248/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:32:32] #0249/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:32:39] #0250/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:32:52] #0251/00837 | true=stairs_up | pred=run | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:32:57] #0252/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.898 conf=0.600 gap=0.300
[2026-05-13 18:33:09] #0253/00837 | true=stairs_up | pred=walk | ✗ | ent=0.966 conf=0.750 gap=0.670
[2026-05-13 18:33:28] #0255/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.742 conf=0.800 gap=0.700
[2026-05-13 18:33:40] #0256/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 18:33:43] #0257/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.914 conf=0.700 gap=0.550
[2026-05-13 18:33:58] #0259/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.419 conf=0.900 gap=0.850
[2026-05-13 18:34:04] #0260/00837 | true=stairs_up | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.810
[2026-05-13 18:34:10] #0261/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 18:34:28] #0263/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.900 conf=0.750 gap=0.600
[2026-05-13 18:34:32] #0264/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 18:34:44] #0265/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 18:35:06] #0267/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:35:23] #0268/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:35:30] #0269/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.845 conf=0.550 gap=0.150
[2026-05-13 18:35:46] #0270/00837 | true=stairs_up | pred=run | ✗ | ent=0.843 conf=0.780 gap=0.660
[2026-05-13 18:35:51] #0271/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:36:10] #0272/00837 | true=stairs_up | pred=walk | ✗ | ent=0.531 conf=0.850 gap=0.730
[2026-05-13 18:36:24] #0274/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.880 conf=0.750 gap=0.600
[2026-05-13 18:36:37] #0275/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.825 conf=0.650 gap=0.350
[2026-05-13 18:36:47] #0276/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 18:37:01] #0278/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:37:16] #0279/00837 | true=stairs_up | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 18:37:27] #0280/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:37:52] #0282/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.857 conf=0.650 gap=0.400
[2026-05-13 18:38:29] #0284/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:38:37] #0285/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.668 conf=0.850 gap=0.800
[2026-05-13 18:39:11] #0288/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:39:25] #0289/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:39:35] #0290/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.899 conf=0.720 gap=0.520
[2026-05-13 18:39:48] #0291/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-13 18:40:04] #0293/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:40:10] #0294/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:40:25] #0295/00837 | true=stairs_up | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:40:49] #0299/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.912 conf=0.550 gap=0.150
[2026-05-13 18:40:52] #0300/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:41:01] #0301/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.070 conf=0.550 gap=0.250
[2026-05-13 18:41:11] #0302/00837 | true=stairs_up | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:41:15] #0303/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-13 18:41:28] #0304/00837 | true=stairs_up | pred=walk | ✗ | ent=0.894 conf=0.780 gap=0.710
[2026-05-13 18:41:31] #0305/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 18:41:33] #0306/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:42:01] #0308/00837 | true=stairs_up | pred=lying | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:42:15] #0310/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.571 conf=0.880 gap=0.830
[2026-05-13 18:42:22] #0311/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.003 conf=0.700 gap=0.520
[2026-05-13 18:43:00] #0313/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.998 conf=0.700 gap=0.520
[2026-05-13 18:43:30] #0315/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.198 conf=0.650 gap=0.530
[2026-05-13 18:44:00] #0317/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 18:44:20] #0318/00837 | true=stairs_up | pred=walk | ✗ | ent=1.025 conf=0.650 gap=0.500
[2026-05-13 18:44:25] #0319/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.731 conf=0.750 gap=0.600
[2026-05-13 18:44:32] #0320/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.217 conf=0.550 gap=0.250
[2026-05-13 18:45:05] #0322/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=1.223 conf=0.550 gap=0.250
[2026-05-13 18:45:07] #0323/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:45:20] #0325/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-13 18:45:34] #0327/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:46:13] #0330/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 18:46:20] #0331/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.632 conf=0.750 gap=0.520
[2026-05-13 18:46:33] #0333/00837 | true=stairs_up | pred=walk | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 18:46:51] #0334/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.940 conf=0.700 gap=0.600
[2026-05-13 18:47:08] #0338/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.051 conf=0.650 gap=0.450
[2026-05-13 18:47:25] #0341/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.543 conf=0.850 gap=0.750
[2026-05-13 18:47:38] #0342/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 18:47:41] #0343/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 18:47:47] #0344/00837 | true=stairs_up | pred=stand | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:48:04] #0345/00837 | true=stairs_up | pred=walk | ✗ | ent=0.654 conf=0.850 gap=0.800
[2026-05-13 18:48:18] #0346/00837 | true=stairs_up | pred=stairs_down | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 18:48:33] #0349/00837 | true=stairs_up | pred=walk | ✗ | ent=0.376 conf=0.920 gap=0.880
[2026-05-13 18:48:51] #0350/00837 | true=stairs_up | pred=walk | ✗ | ent=0.979 conf=0.750 gap=0.670
[2026-05-13 18:48:54] #0351/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:49:01] #0352/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:49:03] #0353/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:49:40] #0356/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.768 conf=0.800 gap=0.680
[2026-05-13 18:49:53] #0357/00837 | true=stairs_up | pred=walk | ✗ | ent=0.881 conf=0.750 gap=0.600
[2026-05-13 18:50:05] #0358/00837 | true=stairs_up | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:50:18] #0359/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.967 conf=0.600 gap=0.300
[2026-05-13 18:50:57] #0362/00837 | true=stairs_up | pred=lying | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:51:12] #0363/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.925 conf=0.780 gap=0.720
[2026-05-13 18:51:43] #0366/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.666 conf=0.800 gap=0.650
[2026-05-13 18:52:00] #0368/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:52:29] #0371/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:52:46] #0372/00837 | true=stairs_up | pred=run | ✗ | ent=0.430 conf=0.911 gap=0.861
[2026-05-13 18:53:10] #0374/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:53:37] #0376/00837 | true=stairs_up | pred=walk | ✗ | ent=0.598 conf=0.850 gap=0.780
[2026-05-13 18:53:44] #0377/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:53:47] #0378/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.673 conf=0.600 gap=0.200
[2026-05-13 18:54:05] #0379/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:54:13] #0380/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.982 conf=0.650 gap=0.450
[2026-05-13 18:54:37] #0382/00837 | true=stairs_up | pred=shuffle | ✗ | ent=0.986 conf=0.750 gap=0.680
[2026-05-13 18:54:54] #0383/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:54:58] #0384/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 18:55:08] #0385/00837 | true=stairs_up | pred=walk | ✗ | ent=0.475 conf=0.900 gap=0.850
[2026-05-13 18:55:27] #0386/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.017 conf=0.700 gap=0.550
[2026-05-13 18:55:40] #0387/00837 | true=stairs_up | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:55:59] #0388/00837 | true=stairs_up | pred=walk | ✗ | ent=0.476 conf=0.900 gap=0.870
[2026-05-13 18:56:09] #0389/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.459 conf=0.850 gap=0.710
[2026-05-13 18:56:21] #0390/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:56:23] #0391/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:56:30] #0392/00837 | true=stairs_up | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:56:38] #0393/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=1.268 conf=0.550 gap=0.350
[2026-05-13 18:56:58] #0395/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:57:09] #0396/00837 | true=stairs_up | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:57:28] #0397/00837 | true=stairs_up | pred=run | ✗ | ent=0.431 conf=0.920 gap=0.900
[2026-05-13 18:57:46] #0399/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-13 18:57:49] #0400/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:57:52] #0401/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:58:11] #0403/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-13 18:58:22] #0404/00837 | true=stairs_up | pred=stairs_up | ✓ | ent=0.919 conf=0.700 gap=0.500
[2026-05-13 18:58:38] #0405/00837 | true=stairs_up | pred=walk | ✗ | ent=0.654 conf=0.850 gap=0.800
