[2026-05-11 11:58:10] Class 16 (Stair-down) 软标签生成开始
[2026-05-11 11:58:10]   QUICK=False LIMIT=50
[2026-05-11 11:58:10]   温度=0.8 (from api_config)
[2026-05-11 11:58:10]   本类: 2635窗口 (仅加载本类, 内存友好)
[2026-05-11 11:58:10]   实际生成: 2635 窗口
[2026-05-11 11:58:23] #0001/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.979 | conf=0.750 | gap=0.670
[2026-05-12 06:12:18] #1998/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.803 | conf=0.800 | gap=0.740
[2026-05-12 06:12:34] #1999/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.761 | conf=0.800 | gap=0.700
[2026-05-12 06:12:50] #2000/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:12:50]   [2000/2635] acc=1139/2000=57.0% filtered=1210/2000
[2026-05-12 06:13:53] #2001/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 06:14:36] #2002/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:14:51] #2003/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:15:23] #2004/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 06:19:10] #2005/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 06:19:59] #2006/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 06:20:14] #2007/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.129 | conf=0.700 | gap=0.620
[2026-05-12 06:20:25] #2008/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 06:20:49] #2009/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:21:03] #2010/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:21:24] #2011/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:22:43] #2012/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 06:22:55] #2013/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.582 | conf=0.880 | gap=0.860
[2026-05-12 06:23:11] #2014/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 06:24:25] #2015/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 06:24:59] #2016/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:25:34] #2017/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-12 06:25:54] #2018/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:26:09] #2019/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:26:44] #2020/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:26:44]   [2020/2635] acc=1153/2020=57.1% filtered=1230/2020
[2026-05-12 06:27:39] #2021/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.743 | conf=0.800 | gap=0.700
[2026-05-12 06:28:05] #2022/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.792 | conf=0.800 | gap=0.720
[2026-05-12 06:28:39] #2023/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-12 06:29:14] #2024/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.373 | conf=0.550 | gap=0.400
[2026-05-12 06:29:38] #2025/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.607 | conf=0.850 | gap=0.770
[2026-05-12 06:29:54] #2026/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 06:30:51] #2027/02635 | true=Stair-down(16) | pred=Walk-backwards(12) | ✗ | ent=1.175 | conf=0.450 | gap=0.050
[2026-05-12 06:31:16] #2028/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 06:31:34] #2029/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.024 | conf=0.750 | gap=0.690
[2026-05-12 06:32:52] #2030/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:33:42] #2031/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 06:34:21] #2032/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 06:34:54] #2033/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 06:35:24] #2034/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:35:39] #2035/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:35:54] #2036/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 06:36:56] #2037/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 06:37:29] #2038/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.052 | conf=0.700 | gap=0.600
[2026-05-12 06:37:47] #2039/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.032 | conf=0.750 | gap=0.700
[2026-05-12 06:38:48] #2040/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:38:48]   [2040/2635] acc=1165/2040=57.1% filtered=1249/2040
[2026-05-12 06:39:50] #2041/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.782 | conf=0.300 | gap=0.100
[2026-05-12 06:40:19] #2042/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 06:40:53] #2043/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 06:41:07] #2044/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:42:15] #2045/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 06:42:41] #2046/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.826 | conf=0.800 | gap=0.720
[2026-05-12 06:43:58] #2047/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.730 | conf=0.820 | gap=0.760
[2026-05-12 06:44:15] #2048/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 06:44:35] #2049/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:44:51] #2050/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 06:45:04] #2051/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 06:45:45] #2052/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.051 | conf=0.700 | gap=0.550
[2026-05-12 06:45:56] #2053/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:47:48] #2054/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:48:02] #2055/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.362 | conf=0.930 | gap=0.910
[2026-05-12 06:48:46] #2056/02635 | true=Stair-down(16) | pred=Run(14) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:49:03] #2057/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 06:49:52] #2058/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 06:50:08] #2059/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 06:50:42] #2060/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 06:50:42]   [2060/2635] acc=1178/2060=57.2% filtered=1268/2060
[2026-05-12 06:51:22] #2061/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 06:51:50] #2062/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 06:52:50] #2063/02635 | true=Stair-down(16) | pred=Talk-stand(3) | ✗ | ent=2.131 | conf=0.300 | gap=0.050
[2026-05-12 06:53:09] #2064/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 06:53:25] #2065/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.390 | conf=0.909 | gap=0.859
[2026-05-12 06:54:21] #2066/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 06:55:27] #2067/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 06:55:59] #2068/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 06:56:36] #2069/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.871 | conf=0.800 | gap=0.740
[2026-05-12 06:57:40] #2070/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 06:58:33] #2071/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 06:58:48] #2072/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 06:59:04] #2073/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 06:59:38] #2074/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.708 | conf=0.800 | gap=0.700
[2026-05-12 07:00:14] #2075/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-12 07:01:33] #2076/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.017 | conf=0.700 | gap=0.550
[2026-05-12 07:01:47] #2077/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:02:35] #2078/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 07:02:56] #2079/02635 | true=Stair-down(16) | pred=Run(14) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:03:10] #2080/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:03:10]   [2080/2635] acc=1193/2080=57.4% filtered=1287/2080
[2026-05-12 07:04:19] #2081/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 07:05:11] #2082/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:05:58] #2083/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 07:07:03] #2084/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:07:39] #2085/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:08:08] #2086/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 07:08:19] #2087/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:09:07] #2088/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:09:33] #2089/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 07:09:50] #2090/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:10:11] #2091/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:10:46] #2092/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:11:22] #2093/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 07:12:17] #2094/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 07:12:49] #2095/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 07:13:51] #2096/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:15:03] #2097/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:15:19] #2098/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:15:32] #2099/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:16:03] #2100/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 07:16:03]   [2100/2635] acc=1207/2100=57.5% filtered=1307/2100
[2026-05-12 07:16:38] #2101/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 07:17:29] #2102/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 07:17:43] #2103/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 07:18:04] #2104/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 07:18:16] #2105/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 07:18:36] #2106/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:19:17] #2107/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-12 07:20:07] #2108/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 07:21:29] #2109/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 07:22:01] #2110/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-12 07:22:30] #2111/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:23:00] #2112/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 07:24:26] #2113/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-12 07:24:45] #2114/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:24:59] #2115/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 07:25:19] #2116/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 07:25:36] #2117/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 07:26:11] #2118/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:27:15] #2119/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 07:27:29] #2120/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 07:27:29]   [2120/2635] acc=1222/2120=57.6% filtered=1327/2120
[2026-05-12 07:27:49] #2121/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.611 | conf=0.700 | gap=0.400
[2026-05-12 07:28:20] #2122/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.461 | conf=0.900 | gap=0.850
[2026-05-12 07:29:23] #2123/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.566 | conf=0.850 | gap=0.750
[2026-05-12 07:29:40] #2124/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-12 07:29:57] #2125/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 07:30:34] #2126/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.447 | conf=0.900 | gap=0.850
[2026-05-12 07:31:13] #2127/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 07:31:57] #2128/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:32:12] #2129/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:33:03] #2130/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:33:20] #2131/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.530 | conf=0.880 | gap=0.820
[2026-05-12 07:33:43] #2132/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:34:45] #2133/02635 | true=Stair-down(16) | pred=Walk-circle(13) | ✗ | ent=1.205 | conf=0.550 | gap=0.300
[2026-05-12 07:35:10] #2134/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 07:36:02] #2135/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 07:36:48] #2136/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:37:17] #2137/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 07:37:32] #2138/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-12 07:38:20] #2139/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-12 07:39:07] #2140/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-12 07:39:07]   [2140/2635] acc=1235/2140=57.7% filtered=1347/2140
[2026-05-12 07:40:08] #2141/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 07:40:21] #2142/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:41:22] #2143/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 07:41:53] #2144/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.651 | conf=0.850 | gap=0.800
[2026-05-12 07:43:18] #2145/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:43:54] #2146/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 07:44:23] #2147/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:44:39] #2148/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.990 | conf=0.750 | gap=0.680
[2026-05-12 07:45:08] #2149/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 07:45:36] #2150/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 07:46:12] #2151/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.732 | conf=0.820 | gap=0.740
[2026-05-12 07:46:57] #2152/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 07:47:48] #2153/02635 | true=Stair-down(16) | pred=Push-up(9) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 07:48:35] #2154/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.367 | conf=0.880 | gap=0.760
[2026-05-12 07:49:23] #2155/02635 | true=Stair-down(16) | pred=Pick(7) | ✗ | ent=0.312 | conf=0.939 | gap=0.918
[2026-05-12 07:50:32] #2156/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=1.848 | conf=0.250 | gap=0.050
[2026-05-12 07:51:08] #2157/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.731 | conf=0.750 | gap=0.600
[2026-05-12 07:53:49] #2158/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 07:54:19] #2159/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.845 | conf=0.800 | gap=0.750
[2026-05-12 07:54:51] #2160/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:54:51]   [2160/2635] acc=1243/2160=57.5% filtered=1366/2160
[2026-05-12 07:55:46] #2161/02635 | true=Stair-down(16) | pred=Stair-up(15) | ✗ | ent=0.332 | conf=0.920 | gap=0.870
[2026-05-12 07:56:09] #2162/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:57:33] #2163/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 07:58:27] #2164/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 07:59:06] #2165/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 07:59:50] #2166/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 08:00:12] #2167/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.156 | conf=0.969 | gap=0.949
[2026-05-12 08:00:47] #2168/02635 | true=Stair-down(16) | pred=Jump(8) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 08:01:33] #2169/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 08:01:49] #2170/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.837 | conf=0.800 | gap=0.740
[2026-05-12 08:02:47] #2171/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.112 | conf=0.980 | gap=0.970
[2026-05-12 08:03:16] #2172/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.963 | conf=0.750 | gap=0.650
[2026-05-12 08:03:32] #2173/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.554 | conf=0.880 | gap=0.840
[2026-05-12 08:04:29] #2174/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 08:05:04] #2175/02635 | true=Stair-down(16) | pred=Walk(11) | ✗ | ent=0.379 | conf=0.920 | gap=0.890
[2026-05-12 08:05:23] #2176/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 08:07:39] #2177/02635 | true=Stair-down(16) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 08:08:35] #2178/02635 | true=Stair-down(16) | pred=Walk-backwards(12) | ✗ | ent=0.845 | conf=0.550 | gap=0.150
[2026-05-12 08:08:59] #2179/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 08:09:48] #2180/02635 | true=Stair-down(16) | pred=Stair-down(16) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 08:09:48]   [2180/2635] acc=1254/2180=57.5% filtered=1386/2180
