[2026-05-11 11:03:20] #0001/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:10:23] #5121/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.095 | conf=0.985 | gap=0.980
[2026-05-12 21:10:45] #5122/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.238 | conf=0.948 | gap=0.918
[2026-05-12 21:10:55] #5123/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.172 | conf=0.969 | gap=0.959
[2026-05-12 21:11:04] #5124/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.295 | conf=0.938 | gap=0.907
[2026-05-12 21:11:12] #5125/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:11:31] #5126/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 21:11:55] #5127/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-12 21:12:04] #5128/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:12:14] #5129/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 21:12:26] #5130/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:12:45] #5131/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.279 | conf=0.920 | gap=0.840
[2026-05-12 21:12:53] #5132/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:13:06] #5133/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.255 | conf=0.949 | gap=0.929
[2026-05-12 21:13:17] #5134/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:13:53] #5135/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.560 | conf=0.816 | gap=0.663
[2026-05-12 21:14:21] #5136/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-12 21:14:31] #5137/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 21:14:54] #5138/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.982 | conf=0.650 | gap=0.450
[2026-05-12 21:15:17] #5139/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 21:15:25] #5140/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:15:32] #5141/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:15:41] #5142/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:15:54] #5143/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 21:16:03] #5144/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:16:26] #5145/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.224 | conf=0.941 | gap=0.882
[2026-05-12 21:16:32] #5146/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:16:40] #5147/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:16:49] #5148/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:17:13] #5149/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 21:17:22] #5150/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.462 | conf=0.900 | gap=0.870
[2026-05-12 21:17:32] #5151/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:17:42] #5152/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:17:52] #5153/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:18:10] #5154/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 21:18:33] #5155/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:19:18] #5157/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-12 21:20:04] #5158/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 21:20:29] #5159/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.445 | conf=0.895 | gap=0.842
[2026-05-12 21:20:52] #5160/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 21:21:00] #5161/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:21:10] #5162/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 21:21:32] #5163/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.140 | conf=0.968 | gap=0.937
[2026-05-12 21:22:10] #5164/05900 | true=Lay(5) | pred=Talk-stand(3) | ✗ | ent=1.001 | conf=0.600 | gap=0.300
[2026-05-12 21:22:27] #5165/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.337 | conf=0.918 | gap=0.867
[2026-05-12 21:23:05] #5166/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.800 | conf=0.750 | gap=0.600
[2026-05-12 21:23:11] #5167/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:23:21] #5168/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 21:24:13] #5169/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 21:24:32] #5170/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 21:24:40] #5171/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:25:13] #5172/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:25:34] #5173/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:25:57] #5174/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:26:05] #5175/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:26:40] #5176/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 21:27:02] #5177/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 21:27:23] #5178/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 21:27:33] #5179/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.329 | conf=0.930 | gap=0.900
[2026-05-12 21:27:51] #5180/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 21:27:59] #5181/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:28:07] #5182/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:28:17] #5183/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.169 | conf=0.970 | gap=0.960
[2026-05-12 21:28:29] #5184/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.396 | conf=0.918 | gap=0.898
[2026-05-12 21:28:41] #5185/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 21:28:59] #5186/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:29:09] #5187/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 21:29:30] #5188/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 21:29:55] #5189/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.154 | conf=0.970 | gap=0.950
[2026-05-12 21:30:03] #5190/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 21:30:24] #5191/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 21:30:33] #5192/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:30:43] #5193/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.610 | conf=0.842 | gap=0.789
[2026-05-12 21:30:52] #5194/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:31:03] #5195/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.377 | conf=0.917 | gap=0.885
[2026-05-12 21:31:12] #5196/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:31:29] #5197/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 21:31:54] #5198/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 21:32:04] #5199/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:32:15] #5200/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 21:32:26] #5201/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:32:34] #5202/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:32:57] #5203/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.568 | conf=0.850 | gap=0.770
[2026-05-12 21:33:15] #5204/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:33:42] #5205/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.826 | conf=0.737 | gap=0.579
[2026-05-12 21:34:05] #5206/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 21:34:22] #5207/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:34:35] #5208/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:35:05] #5209/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=1.450 | conf=0.526 | gap=0.316
[2026-05-12 21:35:17] #5210/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:35:26] #5211/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:35:36] #5212/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:36:06] #5213/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 21:36:19] #5214/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 21:36:31] #5215/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:36:40] #5216/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:37:08] #5217/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:37:19] #5218/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 21:37:39] #5219/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.168 | conf=0.970 | gap=0.960
[2026-05-12 21:37:49] #5220/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 21:38:08] #5221/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.224 | conf=0.950 | gap=0.910
[2026-05-12 21:38:18] #5222/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:38:27] #5223/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:38:57] #5224/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.854 | conf=0.737 | gap=0.632
[2026-05-12 21:39:20] #5225/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.419 | conf=0.900 | gap=0.850
[2026-05-12 21:39:31] #5226/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 21:39:40] #5227/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:40:00] #5228/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 21:40:07] #5229/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:40:29] #5230/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 21:40:50] #5231/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.517 | conf=0.850 | gap=0.730
[2026-05-12 21:40:59] #5232/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:41:07] #5233/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 21:41:29] #5234/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 21:41:56] #5235/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=1.128 | conf=0.650 | gap=0.500
[2026-05-12 21:42:16] #5236/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 21:42:41] #5237/05900 | true=Lay(5) | pred=Talk-sit(2) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:43:05] #5238/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 21:43:27] #5239/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.362 | conf=0.920 | gap=0.880
[2026-05-12 21:43:37] #5240/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 21:43:57] #5241/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:44:19] #5242/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 21:44:38] #5243/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 21:45:03] #5244/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 21:45:12] #5245/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:45:20] #5246/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.343 | conf=0.926 | gap=0.895
[2026-05-12 21:45:44] #5247/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.531 | conf=0.850 | gap=0.730
[2026-05-12 21:46:05] #5248/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 21:46:16] #5249/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 21:46:25] #5250/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 21:46:33] #5251/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:46:43] #5252/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:46:51] #5253/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:47:02] #5254/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-12 21:47:12] #5255/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 21:47:21] #5256/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 21:47:30] #5257/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.337 | conf=0.928 | gap=0.897
[2026-05-12 21:47:42] #5258/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
[2026-05-12 21:47:51] #5259/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:47:59] #5260/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:48:08] #5261/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 21:48:18] #5262/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:48:40] #5263/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 21:48:52] #5264/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:49:14] #5265/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.292 | conf=0.939 | gap=0.908
[2026-05-12 21:49:24] #5266/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:49:54] #5267/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=1.015 | conf=0.750 | gap=0.650
[2026-05-12 21:50:19] #5269/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.312 | conf=0.939 | gap=0.918
[2026-05-12 21:50:32] #5270/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.374 | conf=0.918 | gap=0.887
[2026-05-12 21:50:58] #5271/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 21:51:06] #5272/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:51:15] #5273/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.098 | conf=0.980 | gap=0.960
[2026-05-12 21:51:40] #5274/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.857 | conf=0.600 | gap=0.250
[2026-05-12 21:52:17] #5275/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 21:52:42] #5276/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.210 | conf=0.960 | gap=0.940
[2026-05-12 21:52:53] #5277/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:53:14] #5278/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 21:53:34] #5279/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 21:53:44] #5280/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.056 | conf=0.990 | gap=0.980
[2026-05-12 21:53:55] #5281/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:54:04] #5282/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.211 | conf=0.960 | gap=0.939
[2026-05-12 21:54:27] #5283/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.721 | conf=0.750 | gap=0.550
[2026-05-12 21:54:35] #5284/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:54:44] #5285/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:55:14] #5286/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 21:55:24] #5287/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 21:55:34] #5288/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.302 | conf=0.938 | gap=0.917
[2026-05-12 21:55:44] #5289/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.170 | conf=0.969 | gap=0.959
[2026-05-12 21:56:03] #5290/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:56:25] #5291/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.593 | conf=0.830 | gap=0.710
[2026-05-12 21:56:47] #5292/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.365 | conf=0.920 | gap=0.890
[2026-05-12 21:57:12] #5293/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 21:57:22] #5294/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:57:30] #5295/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:57:42] #5296/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:57:51] #5297/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:58:23] #5298/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 21:58:30] #5299/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:58:37] #5300/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:58:55] #5301/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:59:15] #5302/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 21:59:23] #5303/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:59:33] #5304/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.486 | conf=0.900 | gap=0.880
[2026-05-12 21:59:39] #5305/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 21:59:48] #5306/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 22:00:00] #5307/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.135 | conf=0.970 | gap=0.940
[2026-05-12 22:00:09] #5308/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:00:20] #5309/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:00:47] #5310/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:00:58] #5311/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.308 | conf=0.936 | gap=0.915
[2026-05-12 22:01:09] #5312/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:01:20] #5313/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:01:50] #5314/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 22:01:59] #5315/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:02:11] #5316/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 22:02:38] #5317/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 22:02:48] #5318/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:03:03] #5319/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:03:25] #5320/05900 | true=Lay(5) | pred=Stand(0) | ✗ | ent=0.246 | conf=0.950 | gap=0.920
[2026-05-12 22:03:53] #5321/05900 | true=Lay(5) | pred=Sit(1) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 22:04:03] #5322/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 22:04:15] #5323/05900 | true=Lay(5) | pred=Lay(5) | ✓ | ent=0.262 | conf=0.947 | gap=0.926
