[2026-05-11 21:51:49] HARTH class 4 (stairs_down) T=0.8
[2026-05-11 21:51:49]   747 windows
[2026-05-11 21:52:10] #0001/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.108 conf=0.680 gap=0.530
[2026-05-12 01:54:48] #0640/00747 | true=stairs_down | pred=walk | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-12 01:54:48]   [640/747] acc=23% filt=517
[2026-05-12 01:55:02] #0641/00747 | true=stairs_down | pred=walk | ✗ | ent=1.386 conf=0.250 gap=0.000
[2026-05-12 01:55:33] #0642/00747 | true=stairs_down | pred=walk | ✗ | ent=0.394 conf=0.900 gap=0.850
[2026-05-12 01:55:48] #0643/00747 | true=stairs_down | pred=walk | ✗ | ent=1.147 conf=0.650 gap=0.500
[2026-05-12 01:56:48] #0644/00747 | true=stairs_down | pred=walk | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 01:57:50] #0645/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:58:06] #0646/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 01:58:18] #0647/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 01:59:33] #0648/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-12 02:00:46] #0649/00747 | true=stairs_down | pred=walk | ✗ | ent=0.718 conf=0.842 gap=0.792
[2026-05-12 02:01:28] #0650/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:01:51] #0651/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.018 conf=0.450 gap=0.000
[2026-05-12 02:02:23] #0652/00747 | true=stairs_down | pred=walk | ✗ | ent=1.426 conf=0.550 gap=0.400
[2026-05-12 02:03:01] #0653/00747 | true=stairs_down | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-12 02:03:32] #0654/00747 | true=stairs_down | pred=walk | ✗ | ent=1.412 conf=0.400 gap=0.150
[2026-05-12 02:03:58] #0655/00747 | true=stairs_down | pred=walk | ✗ | ent=0.940 conf=0.700 gap=0.600
[2026-05-12 02:04:23] #0656/00747 | true=stairs_down | pred=walk | ✗ | ent=0.656 conf=0.850 gap=0.800
[2026-05-12 02:04:38] #0657/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 02:04:48] #0658/00747 | true=stairs_down | pred=run | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:05:17] #0659/00747 | true=stairs_down | pred=stand | ✗ | ent=0.886 conf=0.750 gap=0.600
[2026-05-12 02:05:38] #0660/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:05:38]   [660/747] acc=23% filt=534
[2026-05-12 02:06:01] #0661/00747 | true=stairs_down | pred=walk | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 02:06:22] #0662/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 02:06:38] #0663/00747 | true=stairs_down | pred=lying | ✗ | ent=0.895 conf=0.750 gap=0.650
[2026-05-12 02:06:54] #0664/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 02:07:35] #0665/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 02:07:56] #0666/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.050 conf=0.636 gap=0.384
[2026-05-12 02:08:10] #0667/00747 | true=stairs_down | pred=walk | ✗ | ent=1.433 conf=0.550 gap=0.350
[2026-05-12 02:08:32] #0668/00747 | true=stairs_down | pred=walk | ✗ | ent=1.386 conf=0.550 gap=0.350
[2026-05-12 02:08:42] #0669/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:08:53] #0670/00747 | true=stairs_down | pred=walk | ✗ | ent=1.202 conf=0.450 gap=0.200
[2026-05-12 02:09:01] #0671/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 02:09:14] #0672/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.857 conf=0.526 gap=0.105
[2026-05-12 02:09:51] #0673/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.390 conf=0.350 gap=0.000
[2026-05-12 02:10:01] #0674/00747 | true=stairs_down | pred=walk | ✗ | ent=0.409 conf=0.920 gap=0.890
[2026-05-12 02:10:30] #0675/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:11:03] #0676/00747 | true=stairs_down | pred=walk | ✗ | ent=0.763 conf=0.820 gap=0.760
[2026-05-12 02:11:28] #0677/00747 | true=stairs_down | pred=walk | ✗ | ent=0.272 conf=0.950 gap=0.930
[2026-05-12 02:11:46] #0678/00747 | true=stairs_down | pred=walk | ✗ | ent=0.334 conf=0.940 gap=0.930
[2026-05-12 02:12:21] #0679/00747 | true=stairs_down | pred=walk | ✗ | ent=0.482 conf=0.900 gap=0.870
[2026-05-12 02:12:33] #0680/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-12 02:12:33]   [680/747] acc=23% filt=551
[2026-05-12 02:12:45] #0681/00747 | true=stairs_down | pred=walk | ✗ | ent=0.735 conf=0.750 gap=0.620
[2026-05-12 02:13:28] #0682/00747 | true=stairs_down | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-12 02:13:40] #0683/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 02:13:56] #0684/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-12 02:14:29] #0685/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-12 02:14:40] #0686/00747 | true=stairs_down | pred=walk | ✗ | ent=0.500 conf=0.900 gap=0.880
[2026-05-12 02:14:54] #0687/00747 | true=stairs_down | pred=walk | ✗ | ent=0.424 conf=0.920 gap=0.900
[2026-05-12 02:15:11] #0688/00747 | true=stairs_down | pred=walk | ✗ | ent=0.889 conf=0.750 gap=0.630
[2026-05-12 02:15:26] #0689/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:15:56] #0690/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.096 conf=0.350 gap=0.000
[2026-05-12 02:16:17] #0691/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-12 02:17:33] #0692/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 02:17:59] #0693/00747 | true=stairs_down | pred=walk | ✗ | ent=1.296 conf=0.650 gap=0.570
[2026-05-12 02:18:13] #0694/00747 | true=stairs_down | pred=walk | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-12 02:18:33] #0695/00747 | true=stairs_down | pred=walk | ✗ | ent=1.771 conf=0.350 gap=0.170
[2026-05-12 02:18:45] #0696/00747 | true=stairs_down | pred=walk | ✗ | ent=1.400 conf=0.550 gap=0.400
[2026-05-12 02:18:58] #0697/00747 | true=stairs_down | pred=walk | ✗ | ent=0.652 conf=0.850 gap=0.790
[2026-05-12 02:19:09] #0698/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.996 conf=0.550 gap=0.200
[2026-05-12 02:19:19] #0699/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 02:20:37] #0700/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.774 conf=0.800 gap=0.680
[2026-05-12 02:20:37]   [700/747] acc=23% filt=567
[2026-05-12 02:21:16] #0701/00747 | true=stairs_down | pred=walk | ✗ | ent=0.654 conf=0.850 gap=0.800
[2026-05-12 02:22:09] #0702/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 02:22:21] #0703/00747 | true=stairs_down | pred=walk | ✗ | ent=0.847 conf=0.780 gap=0.700
[2026-05-12 02:22:36] #0704/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-12 02:23:38] #0705/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:24:41] #0706/00747 | true=stairs_down | pred=walk | ✗ | ent=0.648 conf=0.842 gap=0.743
[2026-05-12 02:24:52] #0707/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.756 conf=0.300 gap=0.000
[2026-05-12 02:25:28] #0708/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.893 gap=0.845
[2026-05-12 02:25:40] #0709/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 02:25:57] #0710/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.050 conf=0.700 gap=0.550
[2026-05-12 02:26:08] #0711/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.250 conf=0.470 gap=0.090
[2026-05-12 02:26:33] #0712/00747 | true=stairs_down | pred=stand | ✗ | ent=0.856 conf=0.500 gap=0.050
[2026-05-12 02:26:40] #0713/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-12 02:26:52] #0714/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.305 conf=0.450 gap=0.150
[2026-05-12 02:27:24] #0715/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.398 conf=0.420 gap=0.040
[2026-05-12 02:27:54] #0716/00747 | true=stairs_down | pred=walk | ✗ | ent=1.202 conf=0.650 gap=0.530
[2026-05-12 02:28:10] #0717/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.903 conf=0.500 gap=0.050
[2026-05-12 02:28:22] #0718/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.518 conf=0.850 gap=0.750
[2026-05-12 02:28:31] #0719/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 02:28:42] #0720/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-12 02:28:42]   [720/747] acc=23% filt=580
[2026-05-12 02:28:57] #0721/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.046 conf=0.500 gap=0.100
[2026-05-12 02:29:15] #0722/00747 | true=stairs_down | pred=walk | ✗ | ent=0.843 conf=0.684 gap=0.526
[2026-05-12 02:29:45] #0723/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-12 02:30:00] #0724/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.228 conf=0.650 gap=0.500
[2026-05-12 02:30:13] #0725/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:30:35] #0726/00747 | true=stairs_down | pred=walk | ✗ | ent=0.431 conf=0.920 gap=0.900
[2026-05-12 02:31:05] #0727/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-12 02:31:17] #0728/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-12 02:31:33] #0729/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-12 02:31:49] #0730/00747 | true=stairs_down | pred=walk | ✗ | ent=0.997 conf=0.550 gap=0.300
[2026-05-12 02:32:10] #0731/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-12 02:32:31] #0732/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.127 conf=0.700 gap=0.600
[2026-05-12 02:33:33] #0733/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-12 02:34:01] #0734/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-12 02:34:14] #0735/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.245 conf=0.650 gap=0.530
[2026-05-12 02:34:23] #0736/00747 | true=stairs_down | pred=walk | ✗ | ent=0.771 conf=0.750 gap=0.630
[2026-05-12 02:34:35] #0737/00747 | true=stairs_down | pred=walk | ✗ | ent=1.049 conf=0.450 gap=0.100
[2026-05-12 02:35:41] #0738/00747 | true=stairs_down | pred=sit | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-12 02:36:04] #0739/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-12 02:36:28] #0740/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.488 conf=0.400 gap=0.100
[2026-05-12 02:36:28]   [740/747] acc=23% filt=597
[2026-05-12 02:36:42] #0741/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 02:36:56] #0742/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.693 conf=0.500 gap=0.000
[2026-05-12 02:37:06] #0743/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.325 conf=0.900 gap=0.800
[2026-05-12 02:37:21] #0744/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-12 02:37:33] #0745/00747 | true=stairs_down | pred=walk | ✗ | ent=0.690 conf=0.850 gap=0.810
[2026-05-12 02:38:11] #0746/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.994 conf=0.720 gap=0.560
[2026-05-12 02:38:25] #0747/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.013 conf=0.500 gap=0.100
[2026-05-12 02:38:26] Done: 169/747 (23%)
[2026-05-12 22:31:18] HARTH class 4 (stairs_down) T=0.8
[2026-05-12 22:31:18]   747 windows
[2026-05-12 22:31:18] Done: 0/0 (0%)
