[2026-05-11 21:52:10] #0001/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.108 conf=0.680 gap=0.530
[2026-05-13 18:07:43] #0074/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 18:07:59] #0075/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 18:08:17] #0076/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.774 conf=0.800 gap=0.680
[2026-05-13 18:08:32] #0077/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:08:44] #0078/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:08:50] #0079/00747 | true=stairs_down | pred=walk | ✗ | ent=0.640 conf=0.850 gap=0.800
[2026-05-13 18:09:01] #0080/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.192 conf=0.550 gap=0.250
[2026-05-13 18:09:15] #0081/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 18:09:38] #0082/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 18:09:58] #0083/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:10:02] #0084/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:10:08] #0085/00747 | true=stairs_down | pred=walk | ✗ | ent=0.888 conf=0.750 gap=0.600
[2026-05-13 18:10:30] #0086/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 18:10:45] #0087/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:10:59] #0088/00747 | true=stairs_down | pred=walk | ✗ | ent=0.647 conf=0.850 gap=0.800
[2026-05-13 18:11:14] #0089/00747 | true=stairs_down | pred=walk | ✗ | ent=1.143 conf=0.700 gap=0.620
[2026-05-13 18:11:26] #0090/00747 | true=stairs_down | pred=walk | ✗ | ent=0.826 conf=0.750 gap=0.650
[2026-05-13 18:11:41] #0091/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:11:53] #0092/00747 | true=stairs_down | pred=walk | ✗ | ent=1.216 conf=0.650 gap=0.500
[2026-05-13 18:12:03] #0093/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:12:10] #0094/00747 | true=stairs_down | pred=walk | ✗ | ent=0.668 conf=0.850 gap=0.800
[2026-05-13 18:12:27] #0095/00747 | true=stairs_down | pred=walk | ✗ | ent=0.552 conf=0.850 gap=0.750
[2026-05-13 18:12:32] #0096/00747 | true=stairs_down | pred=walk | ✗ | ent=0.277 conf=0.950 gap=0.930
[2026-05-13 18:12:43] #0097/00747 | true=stairs_down | pred=walk | ✗ | ent=1.132 conf=0.700 gap=0.600
[2026-05-13 18:12:53] #0098/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:13:04] #0099/00747 | true=stairs_down | pred=walk | ✗ | ent=0.985 conf=0.750 gap=0.670
[2026-05-13 18:13:19] #0100/00747 | true=stairs_down | pred=walk | ✗ | ent=0.702 conf=0.850 gap=0.820
[2026-05-13 18:13:50] #0101/00747 | true=stairs_down | pred=walk | ✗ | ent=0.552 conf=0.850 gap=0.750
[2026-05-13 18:14:01] #0102/00747 | true=stairs_down | pred=run | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 18:14:14] #0103/00747 | true=stairs_down | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 18:14:31] #0104/00747 | true=stairs_down | pred=walk | ✗ | ent=0.246 conf=0.950 gap=0.920
[2026-05-13 18:14:42] #0105/00747 | true=stairs_down | pred=walk | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 18:15:04] #0106/00747 | true=stairs_down | pred=walk | ✗ | ent=0.974 conf=0.750 gap=0.670
[2026-05-13 18:15:14] #0107/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.848 conf=0.780 gap=0.660
[2026-05-13 18:15:46] #0110/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 18:16:04] #0111/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:16:23] #0113/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.206 conf=0.550 gap=0.250
[2026-05-13 18:16:35] #0114/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 18:16:46] #0115/00747 | true=stairs_down | pred=walk | ✗ | ent=0.362 conf=0.920 gap=0.880
[2026-05-13 18:17:01] #0116/00747 | true=stairs_down | pred=walk | ✗ | ent=1.010 conf=0.700 gap=0.600
[2026-05-13 18:17:09] #0117/00747 | true=stairs_down | pred=walk | ✗ | ent=0.616 conf=0.850 gap=0.770
[2026-05-13 18:17:18] #0118/00747 | true=stairs_down | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-13 18:17:36] #0120/00747 | true=stairs_down | pred=walk | ✗ | ent=1.211 conf=0.650 gap=0.500
[2026-05-13 18:17:46] #0121/00747 | true=stairs_down | pred=walk | ✗ | ent=0.251 conf=0.950 gap=0.930
[2026-05-13 18:18:12] #0123/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.827 conf=0.700 gap=0.450
[2026-05-13 18:18:29] #0124/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.708 conf=0.800 gap=0.700
[2026-05-13 18:18:33] #0125/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.347 conf=0.550 gap=0.400
[2026-05-13 18:18:52] #0126/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.223 conf=0.650 gap=0.500
[2026-05-13 18:19:05] #0127/00747 | true=stairs_down | pred=run | ✗ | ent=0.895 conf=0.750 gap=0.600
[2026-05-13 18:19:10] #0128/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:19:21] #0129/00747 | true=stairs_down | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:19:32] #0130/00747 | true=stairs_down | pred=walk | ✗ | ent=0.985 conf=0.750 gap=0.670
[2026-05-13 18:19:41] #0131/00747 | true=stairs_down | pred=walk | ✗ | ent=0.316 conf=0.945 gap=0.935
[2026-05-13 18:20:08] #0132/00747 | true=stairs_down | pred=walk | ✗ | ent=0.843 conf=0.780 gap=0.660
[2026-05-13 18:20:26] #0133/00747 | true=stairs_down | pred=walk | ✗ | ent=0.424 conf=0.920 gap=0.900
[2026-05-13 18:20:49] #0134/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.129 conf=0.700 gap=0.600
[2026-05-13 18:21:01] #0135/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:21:07] #0136/00747 | true=stairs_down | pred=walk | ✗ | ent=0.819 conf=0.700 gap=0.550
[2026-05-13 18:21:38] #0139/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.225 conf=0.600 gap=0.370
[2026-05-13 18:21:58] #0140/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:22:14] #0141/00747 | true=stairs_down | pred=walk | ✗ | ent=1.094 conf=0.650 gap=0.500
[2026-05-13 18:22:20] #0142/00747 | true=stairs_down | pred=walk | ✗ | ent=1.127 conf=0.700 gap=0.600
[2026-05-13 18:22:37] #0143/00747 | true=stairs_down | pred=walk | ✗ | ent=1.308 conf=0.550 gap=0.300
[2026-05-13 18:23:01] #0144/00747 | true=stairs_down | pred=walk | ✗ | ent=0.979 conf=0.750 gap=0.670
[2026-05-13 18:23:07] #0145/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:23:12] #0146/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:23:21] #0148/00747 | true=stairs_down | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:23:40] #0150/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.400 conf=0.550 gap=0.400
[2026-05-13 18:23:54] #0151/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:23:59] #0152/00747 | true=stairs_down | pred=run | ✗ | ent=1.374 conf=0.600 gap=0.450
[2026-05-13 18:24:25] #0154/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 18:24:32] #0155/00747 | true=stairs_down | pred=walk | ✗ | ent=0.526 conf=0.850 gap=0.770
[2026-05-13 18:24:50] #0156/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-13 18:24:59] #0157/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 18:25:15] #0158/00747 | true=stairs_down | pred=walk | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:25:32] #0159/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.824 conf=0.600 gap=0.250
[2026-05-13 18:25:39] #0160/00747 | true=stairs_down | pred=run | ✗ | ent=0.905 conf=0.750 gap=0.600
[2026-05-13 18:25:51] #0161/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:26:07] #0162/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.111 conf=0.700 gap=0.580
[2026-05-13 18:26:17] #0163/00747 | true=stairs_down | pred=walk | ✗ | ent=0.556 conf=0.850 gap=0.780
[2026-05-13 18:26:24] #0164/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 18:26:31] #0165/00747 | true=stairs_down | pred=walk | ✗ | ent=0.224 conf=0.950 gap=0.910
[2026-05-13 18:26:41] #0166/00747 | true=stairs_down | pred=walk | ✗ | ent=0.168 conf=0.970 gap=0.960
[2026-05-13 18:26:48] #0167/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.920 gap=0.840
[2026-05-13 18:27:07] #0168/00747 | true=stairs_down | pred=walk | ✗ | ent=0.056 conf=0.990 gap=0.980
[2026-05-13 18:27:28] #0170/00747 | true=stairs_down | pred=walk | ✗ | ent=0.571 conf=0.850 gap=0.750
[2026-05-13 18:27:40] #0171/00747 | true=stairs_down | pred=walk | ✗ | ent=0.678 conf=0.780 gap=0.610
[2026-05-13 18:27:46] #0172/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:28:00] #0173/00747 | true=stairs_down | pred=walk | ✗ | ent=0.948 conf=0.750 gap=0.650
[2026-05-13 18:28:18] #0175/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.500 conf=0.800 gap=0.600
[2026-05-13 18:28:35] #0176/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 18:28:57] #0178/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.992 conf=0.720 gap=0.570
[2026-05-13 18:29:10] #0179/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.926 conf=0.650 gap=0.400
[2026-05-13 18:29:21] #0180/00747 | true=stairs_down | pred=walk | ✗ | ent=1.074 conf=0.700 gap=0.600
[2026-05-13 18:29:31] #0181/00747 | true=stairs_down | pred=walk | ✗ | ent=0.552 conf=0.850 gap=0.750
[2026-05-13 18:29:38] #0182/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.254 conf=0.650 gap=0.550
[2026-05-13 18:29:54] #0183/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:30:06] #0184/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.926 conf=0.650 gap=0.400
[2026-05-13 18:30:24] #0185/00747 | true=stairs_down | pred=walk | ✗ | ent=0.398 conf=0.920 gap=0.890
[2026-05-13 18:30:36] #0186/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:30:46] #0187/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.342 conf=0.550 gap=0.300
[2026-05-13 18:30:51] #0188/00747 | true=stairs_down | pred=walk | ✗ | ent=1.145 conf=0.650 gap=0.530
[2026-05-13 18:31:01] #0189/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:31:15] #0190/00747 | true=stairs_down | pred=walk | ✗ | ent=0.282 conf=0.950 gap=0.930
[2026-05-13 18:31:51] #0192/00747 | true=stairs_down | pred=walk | ✗ | ent=0.496 conf=0.900 gap=0.870
[2026-05-13 18:32:08] #0193/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 18:32:15] #0194/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:32:38] #0197/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 18:32:49] #0198/00747 | true=stairs_down | pred=walk | ✗ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:32:53] #0199/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:33:08] #0200/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-13 18:33:14] #0201/00747 | true=stairs_down | pred=walk | ✗ | ent=0.233 conf=0.950 gap=0.925
[2026-05-13 18:33:22] #0202/00747 | true=stairs_down | pred=stand | ✗ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:33:44] #0204/00747 | true=stairs_down | pred=walk | ✗ | ent=0.814 conf=0.800 gap=0.700
[2026-05-13 18:33:51] #0205/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.930
[2026-05-13 18:34:14] #0207/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.129 conf=0.650 gap=0.450
[2026-05-13 18:34:27] #0208/00747 | true=stairs_down | pred=walk | ✗ | ent=0.599 conf=0.850 gap=0.750
[2026-05-13 18:34:33] #0209/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:34:47] #0210/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.602 conf=0.710 gap=0.420
[2026-05-13 18:34:56] #0211/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.423 conf=0.850 gap=0.700
[2026-05-13 18:35:02] #0212/00747 | true=stairs_down | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-13 18:35:13] #0213/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.687 conf=0.750 gap=0.550
[2026-05-13 18:35:32] #0214/00747 | true=stairs_down | pred=walk | ✗ | ent=1.026 conf=0.700 gap=0.550
[2026-05-13 18:35:50] #0215/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.800 conf=0.750 gap=0.600
[2026-05-13 18:36:01] #0216/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:36:36] #0219/00747 | true=stairs_down | pred=walk | ✗ | ent=0.246 conf=0.950 gap=0.920
[2026-05-13 18:36:42] #0220/00747 | true=stairs_down | pred=walk | ✗ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:36:55] #0221/00747 | true=stairs_down | pred=walk | ✗ | ent=0.639 conf=0.800 gap=0.700
[2026-05-13 18:37:34] #0223/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:37:53] #0224/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 18:38:04] #0225/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:38:15] #0226/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:38:30] #0227/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.325 conf=0.900 gap=0.800
[2026-05-13 18:38:48] #0229/00747 | true=stairs_down | pred=walk | ✗ | ent=1.122 conf=0.550 gap=0.350
[2026-05-13 18:39:08] #0230/00747 | true=stairs_down | pred=walk | ✗ | ent=0.676 conf=0.850 gap=0.800
[2026-05-13 18:39:20] #0231/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:40:03] #0234/00747 | true=stairs_down | pred=walk | ✗ | ent=1.088 conf=0.700 gap=0.600
[2026-05-13 18:40:10] #0235/00747 | true=stairs_down | pred=walk | ✗ | ent=0.672 conf=0.850 gap=0.800
[2026-05-13 18:40:20] #0237/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.996 conf=0.550 gap=0.200
[2026-05-13 18:40:32] #0238/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.802 conf=0.700 gap=0.500
[2026-05-13 18:40:37] #0239/00747 | true=stairs_down | pred=walk | ✗ | ent=0.919 conf=0.750 gap=0.630
[2026-05-13 18:40:53] #0240/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.780
[2026-05-13 18:41:03] #0241/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 18:41:14] #0242/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.154 conf=0.550 gap=0.250
[2026-05-13 18:41:35] #0243/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.679 conf=0.800 gap=0.650
[2026-05-13 18:41:50] #0244/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 18:42:03] #0245/00747 | true=stairs_down | pred=walk | ✗ | ent=0.279 conf=0.950 gap=0.940
[2026-05-13 18:42:20] #0246/00747 | true=stairs_down | pred=walk | ✗ | ent=1.032 conf=0.750 gap=0.700
[2026-05-13 18:42:32] #0247/00747 | true=stairs_down | pred=walk | ✗ | ent=0.731 conf=0.750 gap=0.600
[2026-05-13 18:43:03] #0249/00747 | true=stairs_down | pred=walk | ✗ | ent=1.199 conf=0.550 gap=0.250
[2026-05-13 18:43:12] #0250/00747 | true=stairs_down | pred=walk | ✗ | ent=1.017 conf=0.750 gap=0.700
[2026-05-13 18:43:22] #0251/00747 | true=stairs_down | pred=walk | ✗ | ent=0.461 conf=0.900 gap=0.850
[2026-05-13 18:43:37] #0252/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:43:50] #0253/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.199 conf=0.950 gap=0.900
[2026-05-13 18:44:21] #0255/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.173 conf=0.550 gap=0.250
[2026-05-13 18:44:32] #0256/00747 | true=stairs_down | pred=walk | ✗ | ent=0.782 conf=0.780 gap=0.640
[2026-05-13 18:44:46] #0257/00747 | true=stairs_down | pred=sit | ✗ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:44:55] #0258/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.132 conf=0.650 gap=0.450
[2026-05-13 18:45:25] #0261/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:45:35] #0262/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.362 conf=0.930 gap=0.910
[2026-05-13 18:45:44] #0263/00747 | true=stairs_down | pred=walk | ✗ | ent=0.642 conf=0.850 gap=0.770
[2026-05-13 18:45:54] #0264/00747 | true=stairs_down | pred=walk | ✗ | ent=0.776 conf=0.820 gap=0.760
[2026-05-13 18:46:09] #0265/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.613 conf=0.800 gap=0.650
[2026-05-13 18:46:41] #0267/00747 | true=stairs_down | pred=walk | ✗ | ent=0.653 conf=0.850 gap=0.800
[2026-05-13 18:46:53] #0268/00747 | true=stairs_down | pred=walk | ✗ | ent=0.646 conf=0.850 gap=0.800
[2026-05-13 18:47:20] #0270/00747 | true=stairs_down | pred=walk | ✗ | ent=0.384 conf=0.931 gap=0.922
[2026-05-13 18:47:30] #0271/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:47:40] #0272/00747 | true=stairs_down | pred=walk | ✗ | ent=1.237 conf=0.650 gap=0.550
[2026-05-13 18:48:11] #0274/00747 | true=stairs_down | pred=walk | ✗ | ent=1.257 conf=0.550 gap=0.300
[2026-05-13 18:48:29] #0275/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:48:42] #0276/00747 | true=stairs_down | pred=walk | ✗ | ent=0.888 conf=0.750 gap=0.600
[2026-05-13 18:48:59] #0277/00747 | true=stairs_down | pred=walk | ✗ | ent=0.424 conf=0.920 gap=0.900
[2026-05-13 18:49:12] #0278/00747 | true=stairs_down | pred=walk | ✗ | ent=0.900 conf=0.750 gap=0.600
[2026-05-13 18:49:26] #0279/00747 | true=stairs_down | pred=walk | ✗ | ent=0.688 conf=0.850 gap=0.800
[2026-05-13 18:49:34] #0280/00747 | true=stairs_down | pred=walk | ✗ | ent=0.647 conf=0.650 gap=0.300
[2026-05-13 18:49:46] #0281/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:49:57] #0282/00747 | true=stairs_down | pred=walk | ✗ | ent=0.886 conf=0.650 gap=0.450
[2026-05-13 18:50:09] #0284/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:50:20] #0285/00747 | true=stairs_down | pred=walk | ✗ | ent=0.693 conf=0.850 gap=0.800
[2026-05-13 18:50:29] #0286/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.231 conf=0.550 gap=0.250
[2026-05-13 18:50:41] #0287/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 18:50:57] #0289/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.394 conf=0.900 gap=0.850
[2026-05-13 18:51:08] #0290/00747 | true=stairs_down | pred=walk | ✗ | ent=0.563 conf=0.880 gap=0.840
[2026-05-13 18:51:18] #0291/00747 | true=stairs_down | pred=walk | ✗ | ent=0.669 conf=0.850 gap=0.800
[2026-05-13 18:51:30] #0292/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.255 conf=0.550 gap=0.300
[2026-05-13 18:51:40] #0293/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.688 conf=0.550 gap=0.100
[2026-05-13 18:51:56] #0294/00747 | true=stairs_down | pred=run | ✗ | ent=0.098 conf=0.980 gap=0.960
[2026-05-13 18:52:13] #0295/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.871 conf=0.700 gap=0.500
[2026-05-13 18:52:18] #0296/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.654 conf=0.850 gap=0.800
[2026-05-13 18:52:29] #0297/00747 | true=stairs_down | pred=walk | ✗ | ent=0.770 conf=0.820 gap=0.740
[2026-05-13 18:52:59] #0299/00747 | true=stairs_down | pred=walk | ✗ | ent=1.428 conf=0.550 gap=0.400
[2026-05-13 18:53:16] #0300/00747 | true=stairs_down | pred=walk | ✗ | ent=0.652 conf=0.850 gap=0.790
[2026-05-13 18:53:30] #0301/00747 | true=stairs_down | pred=run | ✗ | ent=0.514 conf=0.900 gap=0.880
[2026-05-13 18:53:35] #0302/00747 | true=stairs_down | pred=walk | ✗ | ent=0.272 conf=0.950 gap=0.930
[2026-05-13 18:53:47] #0303/00747 | true=stairs_down | pred=walk | ✗ | ent=0.595 conf=0.820 gap=0.720
[2026-05-13 18:54:03] #0304/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.845 conf=0.550 gap=0.150
[2026-05-13 18:54:12] #0305/00747 | true=stairs_down | pred=walk | ✗ | ent=0.950 conf=0.600 gap=0.400
[2026-05-13 18:54:37] #0306/00747 | true=stairs_down | pred=walk | ✗ | ent=0.384 conf=0.920 gap=0.890
[2026-05-13 18:54:49] #0307/00747 | true=stairs_down | pred=walk | ✗ | ent=1.237 conf=0.650 gap=0.550
[2026-05-13 18:55:00] #0308/00747 | true=stairs_down | pred=walk | ✗ | ent=0.265 conf=0.950 gap=0.920
[2026-05-13 18:55:12] #0309/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:55:19] #0310/00747 | true=stairs_down | pred=walk | ✗ | ent=0.999 conf=0.650 gap=0.500
[2026-05-13 18:55:25] #0311/00747 | true=stairs_down | pred=walk | ✗ | ent=0.588 conf=0.850 gap=0.800
[2026-05-13 18:55:47] #0313/00747 | true=stairs_down | pred=run | ✗ | ent=0.447 conf=0.900 gap=0.850
[2026-05-13 18:56:08] #0315/00747 | true=stairs_down | pred=walk | ✗ | ent=0.665 conf=0.850 gap=0.800
[2026-05-13 18:56:16] #0316/00747 | true=stairs_down | pred=run | ✗ | ent=0.809 conf=0.800 gap=0.700
[2026-05-13 18:56:25] #0317/00747 | true=stairs_down | pred=walk | ✗ | ent=0.652 conf=0.850 gap=0.790
[2026-05-13 18:56:44] #0318/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.562 conf=0.750 gap=0.500
[2026-05-13 18:56:53] #0319/00747 | true=stairs_down | pred=walk | ✗ | ent=0.518 conf=0.850 gap=0.750
[2026-05-13 18:57:21] #0322/00747 | true=stairs_down | pred=walk | ✗ | ent=1.110 conf=0.550 gap=0.300
[2026-05-13 18:57:47] #0324/00747 | true=stairs_down | pred=walk | ✗ | ent=1.168 conf=0.550 gap=0.250
[2026-05-13 18:57:50] #0325/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.611 conf=0.700 gap=0.400
[2026-05-13 18:58:05] #0327/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:58:15] #0328/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.746 conf=0.700 gap=0.450
[2026-05-13 18:58:29] #0329/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.253 conf=0.550 gap=0.300
[2026-05-13 18:58:35] #0330/00747 | true=stairs_down | pred=stairs_up | ✗ | ent=1.139 conf=0.550 gap=0.250
[2026-05-13 18:58:42] #0331/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.000 conf=1.000 gap=1.000
[2026-05-13 18:58:51] #0332/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=1.213 conf=0.650 gap=0.500
[2026-05-13 18:59:15] #0334/00747 | true=stairs_down | pred=walk | ✗ | ent=0.233 conf=0.950 gap=0.925
[2026-05-13 18:59:29] #0335/00747 | true=stairs_down | pred=stairs_down | ✓ | ent=0.199 conf=0.950 gap=0.900
