[2026-05-11 11:04:44] #0001/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:02:05] #2208/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.010 | conf=0.700 | gap=0.600
[2026-05-12 11:02:38] #2209/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 11:03:03] #2210/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:03:49] #2211/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:04:42] #2212/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 11:05:20] #2213/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.552 | conf=0.850 | gap=0.750
[2026-05-12 11:05:47] #2214/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:06:02] #2215/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.783 | conf=0.780 | gap=0.680
[2026-05-12 11:06:26] #2216/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.275 | conf=0.550 | gap=0.300
[2026-05-12 11:07:00] #2217/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 11:07:46] #2218/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:08:21] #2219/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 11:10:00] #2221/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.648 | conf=0.820 | gap=0.720
[2026-05-12 11:10:41] #2222/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 11:11:07] #2223/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.004 | conf=0.750 | gap=0.700
[2026-05-12 11:11:40] #2224/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.476 | conf=0.900 | gap=0.870
[2026-05-12 11:12:26] #2226/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:13:57] #2228/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 11:14:41] #2229/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.404 | conf=0.920 | gap=0.900
[2026-05-12 11:15:22] #2230/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 11:15:39] #2231/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 11:15:57] #2232/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.999 | conf=0.650 | gap=0.500
[2026-05-12 11:16:33] #2233/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.746 | conf=0.700 | gap=0.450
[2026-05-12 11:17:06] #2234/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 11:17:56] #2235/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 11:18:28] #2236/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 11:19:17] #2238/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.232 | conf=0.950 | gap=0.920
[2026-05-12 11:20:11] #2239/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 11:22:04] #2241/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:22:30] #2242/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:23:03] #2243/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:23:36] #2244/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.791 | conf=0.650 | gap=0.350
[2026-05-12 11:24:02] #2245/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.079 | conf=0.700 | gap=0.600
[2026-05-12 11:24:35] #2246/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 11:25:23] #2247/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:26:02] #2248/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 11:26:33] #2249/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.785 | conf=0.820 | gap=0.770
[2026-05-12 11:27:20] #2250/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 11:27:49] #2251/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 11:28:25] #2252/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:28:54] #2253/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 11:29:51] #2254/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.334 | conf=0.920 | gap=0.880
[2026-05-12 11:30:25] #2255/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:31:25] #2256/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-12 11:32:17] #2257/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 11:32:46] #2258/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.526 | conf=0.880 | gap=0.840
[2026-05-12 11:33:17] #2259/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 11:33:33] #2260/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 11:35:09] #2261/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 11:35:51] #2262/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 11:36:37] #2263/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 11:37:12] #2264/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:37:49] #2265/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 11:38:23] #2266/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 11:38:52] #2267/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 11:40:00] #2269/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.490 | conf=0.880 | gap=0.830
[2026-05-12 11:40:29] #2270/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.071 | conf=0.720 | gap=0.640
[2026-05-12 11:40:44] #2271/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 11:41:19] #2272/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.325 | conf=0.900 | gap=0.800
[2026-05-12 11:42:07] #2273/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:43:32] #2274/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.906 | conf=0.700 | gap=0.500
[2026-05-12 11:43:47] #2275/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.690 | conf=0.820 | gap=0.740
[2026-05-12 11:44:38] #2276/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:45:30] #2277/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.166 | conf=0.550 | gap=0.350
[2026-05-12 11:46:16] #2278/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.753 | conf=0.737 | gap=0.579
[2026-05-12 11:47:02] #2279/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.893 | conf=0.750 | gap=0.650
[2026-05-12 11:48:26] #2281/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.664 | conf=0.820 | gap=0.740
[2026-05-12 11:48:59] #2282/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 11:50:14] #2283/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 11:50:33] #2284/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:51:00] #2285/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:51:36] #2286/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:52:40] #2287/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 11:52:56] #2288/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 11:54:03] #2289/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 11:54:16] #2290/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:54:47] #2291/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.358 | conf=0.600 | gap=0.500
[2026-05-12 11:55:00] #2292/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:56:04] #2294/02716 | true=Walk(11) | pred=Talk-stand(3) | ✗ | ent=0.265 | conf=0.950 | gap=0.930
[2026-05-12 11:56:34] #2295/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.504 | conf=0.880 | gap=0.830
[2026-05-12 11:56:48] #2296/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 11:57:48] #2297/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.965 | conf=0.750 | gap=0.700
[2026-05-12 11:58:13] #2298/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 11:58:55] #2299/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.477 | conf=0.550 | gap=0.450
[2026-05-12 11:59:40] #2300/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:00:12] #2301/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 12:01:07] #2302/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:01:55] #2303/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:02:40] #2304/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.057 | conf=0.700 | gap=0.600
[2026-05-12 12:03:09] #2305/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:03:45] #2306/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-12 12:04:33] #2307/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.375 | conf=0.900 | gap=0.820
[2026-05-12 12:04:47] #2308/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-12 12:05:24] #2309/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.434 | conf=0.550 | gap=0.430
[2026-05-12 12:06:38] #2311/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 12:07:12] #2312/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 12:08:26] #2313/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.549 | conf=0.880 | gap=0.840
[2026-05-12 12:09:02] #2314/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:09:53] #2315/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.500 | conf=0.800 | gap=0.600
[2026-05-12 12:10:21] #2316/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:11:09] #2317/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.384 | conf=0.920 | gap=0.890
[2026-05-12 12:12:01] #2318/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.297 | conf=0.600 | gap=0.500
[2026-05-12 12:12:45] #2319/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.428 | conf=0.900 | gap=0.850
[2026-05-12 12:13:49] #2320/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:14:59] #2321/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 12:16:01] #2323/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.190 | conf=0.650 | gap=0.550
[2026-05-12 12:16:16] #2324/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.233 | conf=0.950 | gap=0.925
[2026-05-12 12:16:58] #2325/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 12:18:03] #2327/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:18:17] #2328/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.515 | conf=0.880 | gap=0.830
[2026-05-12 12:18:31] #2329/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.390 | conf=0.920 | gap=0.900
[2026-05-12 12:18:42] #2330/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.286 | conf=0.950 | gap=0.940
[2026-05-12 12:19:14] #2331/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.928 | conf=0.720 | gap=0.600
[2026-05-12 12:19:28] #2332/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.444 | conf=0.900 | gap=0.860
[2026-05-12 12:20:13] #2333/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 12:20:44] #2334/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:21:19] #2335/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=1.347 | conf=0.600 | gap=0.500
[2026-05-12 12:21:29] #2336/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:22:39] #2338/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 12:22:51] #2339/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.121 | conf=0.650 | gap=0.550
[2026-05-12 12:23:22] #2340/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.579 | conf=0.850 | gap=0.780
[2026-05-12 12:24:23] #2341/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.021 | conf=0.720 | gap=0.620
[2026-05-12 12:25:04] #2342/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 12:25:45] #2343/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:26:17] #2344/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.640 | conf=0.850 | gap=0.800
[2026-05-12 12:26:58] #2345/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:27:28] #2346/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.698 | conf=0.820 | gap=0.740
[2026-05-12 12:28:14] #2347/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.424 | conf=0.550 | gap=0.400
[2026-05-12 12:28:55] #2348/02716 | true=Walk(11) | pred=Table-tennis(17) | ✗ | ent=0.637 | conf=0.850 | gap=0.780
[2026-05-12 12:30:13] #2349/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:30:45] #2350/02716 | true=Walk(11) | pred=Walk-backwards(12) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 12:31:19] #2351/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:32:05] #2352/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 12:32:17] #2353/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.796 | conf=0.780 | gap=0.680
[2026-05-12 12:32:28] #2354/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.251 | conf=0.950 | gap=0.930
[2026-05-12 12:33:35] #2356/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.837 | conf=0.800 | gap=0.740
[2026-05-12 12:34:24] #2357/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.406 | conf=0.900 | gap=0.820
[2026-05-12 12:35:12] #2358/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:36:34] #2361/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:37:23] #2363/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.043 | conf=0.700 | gap=0.600
[2026-05-12 12:38:25] #2364/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 12:39:13] #2365/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 12:39:38] #2366/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 12:40:07] #2367/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-12 12:40:38] #2368/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.984 | conf=0.700 | gap=0.550
[2026-05-12 12:41:50] #2369/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.562 | conf=0.750 | gap=0.500
[2026-05-12 12:42:01] #2370/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 12:42:30] #2371/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.330 | conf=0.550 | gap=0.350
[2026-05-12 12:43:43] #2372/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.716 | conf=0.830 | gap=0.780
[2026-05-12 12:44:56] #2373/02716 | true=Walk(11) | pred=Pick(7) | ✗ | ent=0.621 | conf=0.850 | gap=0.800
[2026-05-12 12:45:37] #2375/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.271 | conf=0.600 | gap=0.450
[2026-05-12 12:47:48] #2377/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 12:49:50] #2380/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:51:17] #2382/02716 | true=Walk(11) | pred=Talk-stand(3) | ✗ | ent=0.895 | conf=0.750 | gap=0.650
[2026-05-12 12:52:09] #2383/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 12:53:39] #2384/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.518 | conf=0.850 | gap=0.750
[2026-05-12 12:54:30] #2385/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.675 | conf=0.850 | gap=0.810
[2026-05-12 12:54:45] #2386/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.504 | conf=0.880 | gap=0.830
[2026-05-12 12:55:00] #2387/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.750 | conf=0.800 | gap=0.720
[2026-05-12 12:55:30] #2388/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.647 | conf=0.650 | gap=0.300
[2026-05-12 12:55:53] #2389/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.169 | conf=0.960 | gap=0.919
[2026-05-12 12:56:36] #2390/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 12:57:25] #2391/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.613 | conf=0.800 | gap=0.650
[2026-05-12 12:57:54] #2392/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 12:58:27] #2393/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.669 | conf=0.850 | gap=0.800
[2026-05-12 12:59:13] #2394/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.018 | conf=0.700 | gap=0.600
[2026-05-12 12:59:33] #2395/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 13:00:04] #2396/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.871 | conf=0.700 | gap=0.500
[2026-05-12 13:01:26] #2397/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 13:01:58] #2398/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=1.113 | conf=0.700 | gap=0.600
[2026-05-12 13:02:27] #2399/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 13:02:53] #2400/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.778 | conf=0.800 | gap=0.750
[2026-05-12 13:03:51] #2401/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:04:21] #2402/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 13:04:50] #2403/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.394 | conf=0.900 | gap=0.850
[2026-05-12 13:05:37] #2404/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.395 | conf=0.909 | gap=0.859
[2026-05-12 13:06:04] #2405/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.655 | conf=0.850 | gap=0.800
[2026-05-12 13:06:35] #2406/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=0.199 | conf=0.950 | gap=0.900
[2026-05-12 13:07:52] #2408/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.279 | conf=0.950 | gap=0.940
[2026-05-12 13:08:17] #2409/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 13:09:04] #2410/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.669 | conf=0.820 | gap=0.760
[2026-05-12 13:11:55] #2412/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.000 | conf=1.000 | gap=1.000
[2026-05-12 13:12:08] #2413/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.654 | conf=0.850 | gap=0.800
[2026-05-12 13:12:40] #2414/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.649 | conf=0.850 | gap=0.810
[2026-05-12 13:13:28] #2415/02716 | true=Walk(11) | pred=Walk-circle(13) | ✗ | ent=0.802 | conf=0.700 | gap=0.500
[2026-05-12 13:13:43] #2416/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 13:14:26] #2417/02716 | true=Walk(11) | pred=Push-up(9) | ✗ | ent=0.679 | conf=0.850 | gap=0.800
[2026-05-12 13:14:59] #2418/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.687 | conf=0.750 | gap=0.550
[2026-05-12 13:15:27] #2419/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.588 | conf=0.850 | gap=0.800
[2026-05-12 13:15:47] #2420/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.409 | conf=0.909 | gap=0.859
[2026-05-12 13:16:16] #2421/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 13:16:41] #2422/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.423 | conf=0.850 | gap=0.700
[2026-05-12 13:18:49] #2423/02716 | true=Walk(11) | pred=Stair-down(16) | ✗ | ent=0.811 | conf=0.800 | gap=0.750
[2026-05-12 13:19:34] #2424/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.347 | conf=0.600 | gap=0.500
[2026-05-12 13:20:01] #2425/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.914 | conf=0.700 | gap=0.550
[2026-05-12 13:20:17] #2426/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.826 | conf=0.750 | gap=0.650
[2026-05-12 13:20:50] #2427/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=0.635 | conf=0.850 | gap=0.800
[2026-05-12 13:21:18] #2428/02716 | true=Walk(11) | pred=Stair-up(15) | ✗ | ent=1.059 | conf=0.700 | gap=0.580
[2026-05-12 13:21:51] #2429/02716 | true=Walk(11) | pred=Walk(11) | ✓ | ent=1.190 | conf=0.650 | gap=0.550
